,team,position,player,fpts,g,kp,at,sot,tkw,dis,yc,rc,acnc,int,clr,cos,bs,aer,pkm,pkd,og,gao,pts,dpt,off,pkg,ghost points,negative fpts,home
121,MCI,AM,2,11.62,0.5,0.5,0.5,1.0,0.75,0.75,0.25,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.25,0.0,0.25,0.5,2.25,0.0,0.0,4.12,-0.88,4
122,MCI,CB,2,6.58,0.0,0.17,0.0,0.0,0.83,0.33,0.17,0.0,0.0,1.17,2.33,0.0,0.5,0.33,0.0,0.0,0.0,0.33,0.0,1.0,0.0,0.0,2.58,-1.17,6
123,MCI,CM,2,-0.75,0.0,0.0,0.0,0.0,0.5,1.5,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-0.75,-1.75,2
124,MCI,DM,5,2.56,0.0,0.25,0.12,0.0,0.75,0.38,0.25,0.12,0.12,0.25,1.25,1.0,0.12,0.5,0.0,0.0,0.0,0.25,0.12,3.0,0.0,0.0,1.44,-1.56,8
125,MCI,FW,1,20.33,1.33,1.0,0.33,2.0,0.0,0.67,0.0,0.0,0.0,0.33,1.0,0.0,0.0,0.67,0.0,0.0,0.0,0.33,1.67,1.33,0.0,0.33,6.33,-0.33,3
126,MCI,LB,2,10.62,0.25,0.25,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.75,1.5,0.5,0.5,2.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,5.12,-0.5,4
127,MCI,LW,4,7.88,0.0,0.75,0.5,0.0,0.5,0.75,0.0,0.0,0.25,0.25,0.25,2.0,0.25,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.0,0.0,4.38,-0.38,4
128,MCI,RB,1,8.75,0.0,0.67,0.33,0.0,0.0,0.33,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.67,0.0,0.0,0.0,0.33,0.33,0.33,0.33,0.0,2.42,-0.83,3
129,MCI,RW,3,13.38,0.25,2.0,0.25,0.5,1.0,0.75,0.0,0.0,0.25,0.75,0.5,2.5,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.25,0.0,9.12,-0.38,4
130,MUN,AM,4,9.83,0.33,1.5,0.17,1.17,0.83,1.0,0.5,0.0,0.33,0.0,0.67,0.67,0.0,0.33,0.0,0.0,0.0,1.33,0.5,3.17,0.33,0.17,5.83,-1.5,6
131,MUN,CB,7,4.08,0.07,0.67,0.13,0.07,0.67,0.33,0.07,0.0,0.07,0.4,1.27,0.2,0.2,0.93,0.0,0.0,0.0,0.93,0.2,0.73,0.07,0.0,2.08,-2.17,15
132,MUN,CM,3,4.33,0.0,1.0,0.0,0.0,0.67,0.67,0.0,0.0,0.33,0.67,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,3.67,-0.33,3
133,MUN,DM,5,7.09,0.18,1.27,0.0,0.36,1.27,1.36,0.18,0.0,0.18,0.45,1.45,0.55,0.27,0.82,0.0,0.0,0.0,0.91,0.18,1.45,0.09,0.0,5.36,-1.05,11
134,MUN,FW,5,5.75,0.2,0.7,0.0,0.7,0.2,1.3,0.0,0.0,0.0,0.0,0.1,1.4,0.1,0.2,0.0,0.0,0.0,1.0,0.2,0.3,0.5,0.0,3.95,-0.65,10
135,MUN,LB,5,3.85,0.0,0.6,0.0,0.0,1.0,0.8,0.4,0.0,0.0,1.6,3.2,0.4,0.6,0.8,0.0,0.0,0.0,1.4,0.0,3.4,0.2,0.0,2.65,-3.6,5
136,MUN,LM,3,2.67,0.0,0.33,0.0,0.0,0.67,0.67,0.0,0.0,0.0,0.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.33,-0.33,3
137,MUN,LW,2,6.17,0.0,0.83,0.33,0.5,0.33,1.5,0.17,0.0,0.17,0.0,0.33,1.5,0.0,0.5,0.0,0.17,0.0,0.67,0.17,0.67,0.33,0.0,4.17,-1.08,6
138,MUN,RB,2,11.4,0.0,2.0,0.2,0.2,1.6,1.0,0.2,0.0,1.2,1.4,1.2,2.2,0.6,0.8,0.0,0.0,0.0,1.4,0.2,1.8,0.0,0.0,8.8,-3.7,5
139,MUN,RM,3,4.5,0.0,1.0,0.0,0.33,0.33,0.67,0.0,0.0,0.0,0.33,0.67,1.33,0.0,0.33,0.0,0.0,0.0,1.0,0.0,0.33,0.0,0.0,4.5,-0.33,3
140,MUN,RW,4,5.42,0.0,1.17,0.0,0.67,0.33,0.5,0.0,0.0,0.17,0.5,0.17,0.83,0.0,0.33,0.0,0.0,0.0,0.67,0.0,0.17,0.33,0.0,5.42,-0.25,6
141,NEW,CB,3,8.47,0.0,0.38,0.12,0.0,0.75,0.0,0.12,0.0,0.0,0.75,2.88,0.12,0.62,2.38,0.0,0.0,0.0,0.62,0.12,1.12,0.12,0.0,4.59,-1.5,8
142,NEW,CM,2,6.8,0.0,1.6,0.0,0.4,1.0,1.4,0.4,0.0,0.2,0.4,0.2,1.4,0.6,0.6,0.0,0.0,0.0,0.6,0.0,2.6,0.0,0.0,6.4,-1.5,5
143,NEW,FW,3,10.57,0.71,0.43,0.0,1.86,0.0,1.57,0.14,0.0,0.0,0.0,0.14,0.57,0.0,0.14,0.0,0.0,0.0,0.43,0.71,1.14,0.29,0.29,4.14,-1.07,7
144,NEW,LB,2,6.6,0.0,0.4,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.8,2.0,0.0,0.8,2.2,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.0,4.2,-1.7,5
145,NEW,LM,3,5.07,0.0,0.57,0.0,0.57,1.29,0.57,0.0,0.0,0.14,0.14,1.0,0.86,0.0,0.71,0.0,0.0,0.0,0.43,0.0,1.29,0.0,0.0,4.79,-0.29,7
146,NEW,LW,2,12.08,0.33,1.0,0.5,0.83,0.5,1.33,0.33,0.0,0.33,0.17,0.0,1.67,0.0,0.5,0.0,0.17,0.0,0.5,0.67,2.0,0.0,0.0,5.58,-1.33,6
147,NEW,RB,1,17.06,0.0,3.75,0.25,0.0,1.0,0.25,0.25,0.0,1.5,0.75,0.75,1.0,0.0,2.5,0.0,0.0,0.0,0.75,0.25,1.5,0.0,0.0,12.31,-2.12,4
148,NEW,RM,3,7.25,0.17,0.67,0.0,0.67,1.17,0.5,0.17,0.0,0.67,0.33,0.5,0.33,0.5,0.33,0.0,0.0,0.0,0.5,0.17,1.17,0.0,0.0,5.25,-0.58,6
149,NEW,RW,3,7.29,0.14,0.57,0.29,0.43,0.86,0.71,0.14,0.0,0.14,0.43,0.57,0.86,0.0,0.14,0.0,0.14,0.0,0.43,0.29,0.71,0.0,0.0,4.0,-0.64,7
150,NOT,AM,2,7.5,0.0,1.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,7.5,0.0,2
151,NOT,CB,4,6.43,0.0,0.43,0.0,0.14,0.57,0.14,0.14,0.0,0.0,1.14,5.57,0.14,0.86,3.71,0.0,0.0,0.0,1.0,0.0,1.14,0.0,0.0,6.43,-2.07,7
152,NOT,CM,2,5.33,0.0,0.67,0.0,0.0,1.0,0.33,0.0,0.0,0.0,2.33,0.67,0.67,0.0,0.33,0.0,0.0,0.0,1.0,0.0,0.67,0.0,0.0,5.33,-0.17,3
153,NOT,DM,4,2.9,0.0,0.2,0.0,0.0,1.0,0.2,0.2,0.0,0.0,1.0,0.8,0.2,0.4,0.8,0.0,0.0,0.0,0.4,0.0,2.2,0.2,0.0,2.9,-0.5,5
154,NOT,FW,2,7.42,0.33,1.0,0.17,0.33,0.17,0.5,0.0,0.0,0.0,0.0,0.5,0.33,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.33,0.67,0.0,3.42,-0.25,6
155,NOT,LB,4,3.62,0.0,0.5,0.25,0.0,0.75,0.0,0.0,0.25,0.25,0.0,2.5,0.5,0.25,0.75,0.0,0.0,0.0,0.25,0.25,2.5,0.0,0.0,1.88,-2.25,4
156,NOT,LM,3,9.92,0.33,0.67,0.0,0.33,2.0,0.67,0.0,0.0,0.33,1.33,1.67,0.0,0.67,2.33,0.0,0.0,0.0,0.67,0.33,0.33,0.0,0.0,6.92,-1.0,3
157,NOT,LW,4,8.6,0.2,1.6,0.0,0.6,0.4,0.4,0.0,0.0,0.4,0.0,0.4,1.6,0.0,0.4,0.0,0.0,0.0,0.6,0.2,0.6,0.2,0.0,6.8,-0.2,5
158,NOT,RB,2,-0.25,0.0,0.0,0.0,0.0,1.5,1.0,0.5,0.0,0.5,0.5,1.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,-0.25,-3.5,2
159,NOT,RM,3,9.42,0.0,0.67,0.67,0.0,0.67,0.33,0.67,0.0,0.67,0.33,3.0,0.67,0.67,2.67,0.0,0.0,0.0,0.67,0.67,2.0,0.0,0.0,4.75,-2.17,3
160,NOT,RW,3,2.25,0.0,0.25,0.0,0.25,0.25,0.5,0.0,0.0,0.25,0.0,0.25,0.75,0.0,0.5,0.0,0.0,0.0,0.75,0.0,0.0,0.25,0.0,2.25,-0.25,4
161,SHU,AM,2,3.75,0.0,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.5,0.0,0.0,3.75,-0.75,2
162,SHU,CB,4,-0.75,0.0,0.0,0.0,0.08,0.62,0.31,0.46,0.0,0.0,1.54,5.62,0.23,1.0,1.38,0.0,0.0,0.0,3.0,0.0,2.46,0.0,0.0,-0.75,-7.08,13
163,SHU,CM,6,3.38,0.0,0.57,0.0,0.36,0.79,0.79,0.21,0.0,0.14,0.5,1.43,0.14,0.36,1.0,0.0,0.0,0.0,2.36,0.0,1.36,0.0,0.0,3.38,-1.11,14
164,SHU,FW,4,4.56,0.11,0.44,0.22,0.33,0.11,1.67,0.22,0.0,0.22,0.22,0.33,0.67,0.22,1.0,0.0,0.0,0.0,2.44,0.22,1.89,0.56,0.0,2.22,-1.28,9
165,SHU,LB,2,-3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,1.5,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,-3.5,-8.0,2
166,SHU,LM,1,8.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,8.0,-2.0,1
167,SHU,LW,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2
168,SHU,RB,1,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,-2.0,1
169,SHU,RM,2,0.25,0.0,0.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.25,-1.75,2
170,SHU,RW,2,2.25,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.5,0.0,0.0,2.25,-0.25,2
171,SHU,WB,5,2.84,0.12,0.38,0.0,0.38,0.5,0.62,0.12,0.0,0.25,0.62,1.75,0.88,0.38,0.38,0.0,0.0,0.0,1.38,0.12,1.0,0.0,0.0,1.59,-3.31,8
172,TOT,AM,2,8.12,0.0,2.5,0.0,1.25,0.5,0.75,0.5,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.5,0.0,0.0,7.88,-1.38,4
173,TOT,CB,3,5.5,0.0,0.29,0.0,0.0,1.29,0.0,0.29,0.0,0.0,0.86,1.43,0.14,0.57,1.71,0.0,0.0,0.0,0.57,0.0,1.43,0.0,0.0,3.79,-1.71,7
174,TOT,DM,4,6.28,0.11,0.67,0.0,0.67,1.33,1.11,0.22,0.0,0.0,0.56,0.67,0.89,0.33,0.56,0.0,0.0,0.0,0.44,0.11,1.44,0.0,0.0,5.06,-1.0,9
175,TOT,FW,2,9.38,0.5,0.5,0.25,1.25,0.0,1.25,0.25,0.0,0.0,0.0,0.25,0.25,0.25,1.0,0.0,0.0,0.0,0.5,0.75,1.75,0.25,0.0,3.38,-1.12,4
176,TOT,LB,2,6.3,0.0,0.8,0.2,0.2,0.8,0.6,0.4,0.0,0.0,1.0,1.6,1.0,0.2,0.2,0.0,0.0,0.0,0.4,0.0,2.4,0.4,0.0,3.7,-1.9,5
177,TOT,LW,4,10.5,0.0,2.67,0.33,0.5,0.33,0.17,0.33,0.0,0.17,0.67,0.5,1.5,0.0,0.5,0.0,0.0,0.0,0.33,0.33,2.0,0.33,0.0,8.5,-0.75,6
178,TOT,RB,2,7.96,0.0,1.43,0.29,0.0,1.29,0.14,0.29,0.0,0.43,0.71,1.86,0.71,0.57,0.14,0.0,0.14,0.0,0.86,0.0,1.57,0.0,0.0,5.11,-2.36,7
179,TOT,RW,3,10.2,0.2,2.4,0.0,0.8,0.0,0.2,0.0,0.0,0.8,0.0,0.4,1.0,0.0,0.2,0.0,0.0,0.0,0.4,0.2,0.8,0.4,0.0,8.2,-0.1,5
180,WHU,AM,4,17.2,0.8,2.2,0.0,1.4,0.8,1.6,0.2,0.0,0.4,1.2,0.8,0.4,0.6,0.8,0.0,0.0,0.0,1.2,0.8,1.4,0.0,0.2,9.8,-1.2,5
181,WHU,CB,4,4.97,0.1,0.1,0.0,0.3,0.0,0.1,0.0,0.1,0.0,1.6,3.3,0.1,1.2,1.4,0.0,0.0,0.0,1.2,0.1,1.0,0.0,0.0,2.78,-3.15,10
182,WHU,DM,3,7.28,0.11,0.78,0.22,0.33,0.67,0.78,0.33,0.0,0.0,0.89,2.67,0.33,0.67,2.0,0.0,0.0,0.0,1.11,0.33,1.78,0.11,0.0,4.72,-1.06,9
183,WHU,FW,2,4.7,0.2,0.6,0.2,0.2,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.8,0.0,0.0,0.0,0.8,0.4,1.4,0.2,0.0,1.7,-0.7,5
184,WHU,LB,1,5.18,0.0,0.57,0.29,0.0,0.86,0.29,0.29,0.0,0.14,0.86,1.86,0.57,0.14,0.29,0.0,0.14,0.0,0.86,0.14,1.43,0.0,0.0,2.32,-2.43,7
185,WHU,LW,2,1.93,0.0,0.29,0.0,0.14,0.43,1.57,0.29,0.0,0.29,0.43,0.43,0.71,0.0,0.86,0.0,0.0,0.0,1.14,0.0,1.71,0.29,0.0,1.79,-1.36,7
186,WHU,RB,2,9.9,0.0,1.2,0.6,0.0,1.6,0.4,0.0,0.0,0.8,0.8,1.2,0.2,0.4,0.6,0.0,0.0,0.0,1.2,0.6,0.6,0.2,0.0,4.5,-2.6,5
187,WHU,RM,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
188,WHU,RW,3,6.21,0.14,0.29,0.0,0.86,1.0,0.57,0.0,0.0,0.0,0.57,0.0,0.86,0.0,0.71,0.0,0.0,0.0,1.14,0.14,0.57,0.43,0.0,4.79,-0.29,7
189,WOL,AM,1,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.5,0.0,1
190,WOL,CB,3,0.57,0.0,0.27,0.0,0.09,0.45,0.27,0.27,0.0,0.0,0.73,3.91,0.18,0.91,0.91,0.0,0.0,0.0,1.82,0.0,1.91,0.18,0.0,0.57,-4.32,11
191,WOL,CM,3,1.81,0.0,0.12,0.0,0.12,0.75,0.75,0.12,0.12,0.12,0.88,0.88,0.5,0.38,0.38,0.0,0.0,0.0,1.5,0.0,3.0,0.0,0.0,1.81,-1.5,8
192,WOL,DM,4,4.5,0.0,0.5,0.0,0.0,2.25,0.25,0.0,0.0,0.0,1.0,1.0,0.25,0.0,0.25,0.0,0.0,0.0,2.0,0.0,0.75,0.0,0.0,4.5,-0.12,4
193,WOL,FW,4,6.28,0.0,1.0,0.22,0.44,1.0,1.0,0.22,0.0,0.11,0.0,0.33,1.44,0.22,0.44,0.0,0.0,0.0,1.44,0.22,1.22,0.56,0.0,4.94,-0.94,9
194,WOL,LB,2,-0.88,0.0,0.25,0.0,0.0,1.5,1.25,0.0,0.0,0.0,0.75,1.0,0.75,0.25,0.5,0.0,0.0,0.25,1.75,0.0,0.5,0.0,0.0,-0.88,-5.38,4
195,WOL,LM,5,2.75,0.14,0.29,0.0,0.14,0.14,0.29,0.14,0.14,0.0,0.43,0.71,1.29,0.43,0.14,0.0,0.0,0.0,0.86,0.14,2.29,0.29,0.0,1.46,-2.0,7
196,WOL,LW,3,13.12,0.5,1.25,0.25,0.5,0.75,0.75,0.25,0.0,0.25,0.75,0.0,2.25,0.5,0.0,0.0,0.0,0.0,1.25,0.75,2.25,0.0,0.0,7.12,-0.88,4
197,WOL,RB,1,0.5,0.0,0.0,0.0,0.0,1.5,1.0,0.5,0.0,1.5,1.0,2.0,3.5,0.5,0.5,0.0,0.0,0.0,3.5,0.0,2.5,0.0,0.0,0.5,-8.5,2
198,WOL,RM,2,4.83,0.0,0.67,0.0,0.33,0.67,1.33,0.33,0.0,0.0,1.33,2.0,2.0,0.33,0.67,0.0,0.0,0.0,2.0,0.0,2.67,0.0,0.0,4.83,-2.67,3
199,WOL,RW,3,6.62,0.25,0.75,0.5,0.25,0.0,0.5,0.25,0.0,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,1.25,0.5,1.5,0.25,0.0,1.38,-1.75,4
