Team,Position,G,SOT,YC,RC,TKW,INT,BS,COS,KP,CLR,DIS,PKD,OG,AER
ARS,CM,0.08,0.38,0.08,0.0,1.46,0.85,1.08,0.31,0.23,0.69,0.38,0.0,0.0,0.69
ARS,LM,0.07,0.21,0.21,0.0,1.36,0.5,0.79,0.29,0.79,0.5,0.64,0.07,0.0,0.71
ARS,RM,0.3,0.8,0.1,0.0,1.7,0.2,0.9,0.7,1.3,0.1,1.7,0.1,0.0,0.1
AVL,AM,0.18,0.82,0.18,0.0,0.27,0.0,0.36,1.09,1.18,0.18,0.91,0.0,0.0,0.09
AVL,CM,0.0,0.0,0.17,0.0,1.25,0.33,0.67,0.33,0.67,0.33,0.5,0.0,0.0,0.25
AVL,DM,0.25,0.17,0.33,0.0,2.08,0.75,0.83,0.67,0.75,0.58,0.5,0.0,0.0,0.33
AVL,LM,0.0,0.67,0.33,0.0,1.33,0.67,1.0,0.67,1.33,0.33,0.33,0.0,0.0,0.0
AVL,RM,0.2,0.4,0.2,0.0,0.8,0.8,0.2,1.0,0.6,0.8,0.6,0.0,0.0,0.2
BHA,AM,0.06,0.25,0.19,0.0,0.81,0.25,0.44,0.81,0.81,0.5,0.88,0.06,0.0,0.44
BHA,CM,0.0,0.0,0.33,0.0,0.0,0.0,0.33,0.33,0.67,0.33,0.0,0.0,0.0,0.33
BHA,DM,0.1,0.45,0.15,0.0,1.35,0.55,1.25,0.45,1.7,0.55,0.45,0.0,0.0,0.2
BHA,LM,0.0,0.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,1.5,1.0,0.0,0.0,0.0
BHA,RM,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BOU,AM,0.0,0.17,0.0,0.0,1.67,0.5,1.25,0.5,1.08,1.08,1.08,0.0,0.0,1.08
BOU,CM,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
BOU,DM,0.0,0.3,0.0,0.0,1.3,1.3,1.3,1.05,0.55,0.7,0.65,0.0,0.0,0.5
BOU,LM,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0
BOU,RM,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRF,CM,0.08,0.29,0.17,0.0,1.75,0.75,1.04,0.17,0.96,0.79,0.42,0.04,0.0,0.67
BRF,LM,0.0,0.43,0.0,0.0,1.14,0.57,1.29,0.29,0.86,0.86,0.0,0.0,0.0,0.86
BRF,RM,0.29,0.29,0.14,0.0,1.29,0.29,1.0,0.0,1.14,0.57,0.86,0.0,0.0,0.14
BUR,AM,0.25,0.5,0.0,0.0,1.0,0.25,1.25,0.5,0.25,0.25,0.25,0.0,0.0,0.75
BUR,CM,0.08,0.08,0.31,0.0,1.31,0.31,0.85,0.15,0.62,0.23,0.54,0.0,0.0,0.38
BUR,DM,0.0,0.0,0.2,0.0,1.8,1.0,0.8,0.0,0.6,2.2,0.4,0.0,0.0,1.4
BUR,LM,0.0,0.11,0.0,0.0,1.11,0.33,0.33,1.11,1.33,1.22,0.56,0.0,0.0,0.67
BUR,RM,0.0,0.11,0.11,0.0,1.0,0.22,0.33,0.56,0.67,0.78,0.56,0.0,0.0,1.22
CHE,AM,0.21,0.43,0.14,0.0,0.71,0.07,0.29,1.07,0.79,0.21,1.86,0.07,0.0,0.21
CHE,CM,0.0,0.15,0.31,0.0,1.85,0.69,1.23,0.85,0.92,0.62,0.23,0.0,0.0,0.54
CHE,DM,0.0,0.25,0.0,0.0,1.12,0.62,1.12,0.62,0.38,1.0,0.5,0.0,0.0,1.12
CHE,LM,0.0,0.5,0.5,0.0,1.5,0.75,1.0,0.5,0.5,0.5,1.5,0.0,0.0,0.5
CHE,RM,0.0,0.0,0.0,0.0,3.33,1.0,1.33,0.33,0.67,0.33,1.0,0.0,0.0,0.67
CRY,AM,0.14,0.43,0.0,0.0,1.43,0.29,0.57,1.71,1.86,0.14,1.71,0.0,0.0,1.14
CRY,CM,0.0,0.0,0.0,0.0,3.2,2.2,0.4,0.6,0.0,1.2,1.6,0.0,0.0,0.6
CRY,DM,0.0,0.27,0.27,0.0,2.45,1.45,1.82,1.18,0.82,2.09,0.91,0.0,0.0,1.55
CRY,LM,0.0,1.0,0.33,0.0,1.0,0.67,2.0,0.33,0.67,1.33,2.33,0.0,0.0,0.33
CRY,RM,0.2,0.6,0.0,0.0,1.8,0.6,0.4,1.6,1.2,0.4,1.0,0.0,0.0,0.4
EVE,CM,0.05,0.33,0.0,0.0,2.57,0.52,0.95,0.52,0.95,0.52,0.52,0.0,0.0,1.57
EVE,DM,0.0,0.0,0.33,0.0,1.0,0.33,0.67,0.67,0.0,0.33,1.0,0.0,0.0,0.33
EVE,LM,0.1,0.8,0.0,0.0,0.9,0.4,1.5,1.2,1.4,0.2,1.1,0.0,0.0,0.4
EVE,RM,0.11,0.22,0.11,0.0,1.67,0.44,1.11,0.89,1.33,0.22,0.67,0.0,0.0,0.22
FUL,CM,0.11,0.11,0.33,0.0,3.44,1.22,1.44,0.44,0.22,1.33,0.89,0.0,0.0,1.11
FUL,LM,0.06,0.25,0.06,0.0,0.38,0.12,0.06,0.38,0.75,0.44,1.0,0.0,0.0,0.44
