Team,Position,G,SOT,YC,RC,TKW,INT,BS,COS,KP,CLR,DIS,PKD,OG,AER
FUL,RM,0.0,0.0,0.25,0.0,0.92,0.25,0.75,0.0,1.08,0.42,0.83,0.0,0.0,0.42
LIV,CM,0.0,0.12,0.18,0.06,1.65,0.82,1.59,0.53,0.29,0.59,0.65,0.0,0.0,0.35
LIV,LM,0.0,0.15,0.08,0.08,1.08,0.23,1.0,0.85,0.31,0.77,1.08,0.0,0.0,0.38
LIV,RM,0.09,0.18,0.36,0.09,1.09,0.55,1.09,0.82,1.55,0.73,0.45,0.18,0.0,0.18
LUT,AM,0.0,0.0,0.4,0.0,0.8,0.4,1.0,1.0,0.6,0.6,1.8,0.0,0.0,1.8
LUT,CM,0.0,0.07,0.14,0.0,1.82,0.54,0.75,0.36,0.71,0.43,0.71,0.0,0.0,0.46
LUT,LM,0.0,0.0,0.0,0.0,0.5,0.5,0.75,1.0,1.25,0.25,0.5,0.0,0.0,0.5
LUT,RM,0.0,0.0,0.0,0.0,1.2,0.6,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0
MCI,AM,0.38,1.12,0.25,0.0,0.62,0.12,0.75,0.5,1.62,0.12,0.62,0.12,0.0,0.0
MCI,CM,0.0,0.0,0.33,0.0,1.17,0.17,0.83,0.17,0.17,0.5,0.83,0.0,0.0,0.0
MCI,DM,0.15,0.45,0.2,0.05,1.2,0.2,0.45,0.8,0.85,0.65,0.4,0.0,0.0,0.4
MCI,LM,0.0,0.25,0.25,0.0,1.5,0.0,0.5,0.25,1.5,0.0,1.0,0.0,0.0,0.25
MCI,RM,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.5,1.0,0.0,1.5,0.0,0.0,0.0
MUN,AM,0.22,0.78,0.44,0.0,1.44,0.22,0.78,0.56,2.11,0.78,0.89,0.0,0.0,0.44
MUN,CM,0.0,0.0,0.0,0.0,2.0,0.67,0.33,0.0,1.0,0.0,0.67,0.0,0.0,0.0
MUN,DM,0.11,0.39,0.11,0.0,2.11,0.56,2.0,0.33,1.11,1.22,1.0,0.0,0.0,0.89
MUN,LM,0.0,0.0,0.0,0.0,0.67,0.33,1.0,1.0,0.33,0.0,0.67,0.0,0.0,0.0
MUN,RM,0.0,0.0,0.0,0.0,0.33,0.33,1.0,1.33,1.0,0.67,0.67,0.0,0.0,0.33
NEW,CM,0.1,0.3,0.4,0.0,1.8,0.4,1.2,1.0,1.5,0.3,1.1,0.0,0.0,0.5
NEW,LM,0.0,0.23,0.08,0.0,1.38,0.31,0.77,0.69,0.92,0.62,0.62,0.0,0.0,0.46
NEW,RM,0.17,0.42,0.25,0.0,1.08,0.25,0.75,0.33,0.67,0.58,0.83,0.0,0.0,0.17
NOT,AM,0.11,0.44,0.33,0.0,1.0,0.56,0.56,1.33,0.78,0.33,0.89,0.0,0.0,0.56
NOT,CM,0.0,0.06,0.25,0.0,1.5,1.38,0.88,0.19,0.31,1.06,0.56,0.0,0.0,0.62
NOT,DM,0.0,0.0,0.2,0.0,1.4,1.0,0.8,0.2,0.2,0.8,0.2,0.0,0.0,0.8
NOT,LM,0.14,0.29,0.14,0.0,2.71,1.14,1.0,0.29,0.29,1.71,0.71,0.0,0.0,1.29
NOT,RM,0.0,0.0,0.57,0.0,1.29,0.43,1.0,0.43,0.43,1.43,0.86,0.0,0.0,1.43
SHU,AM,0.2,0.4,0.2,0.0,0.2,0.8,0.8,0.8,0.8,0.8,1.0,0.0,0.0,0.2
SHU,CM,0.03,0.29,0.23,0.0,1.9,0.65,1.13,0.35,0.58,1.26,0.68,0.0,0.0,0.87
SHU,LM,0.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
SHU,RM,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.5,0.0,1.0,1.5,0.0,0.0,0.5
TOT,AM,0.2,1.3,0.3,0.0,1.0,0.3,0.2,1.3,2.6,0.3,1.2,0.0,0.0,0.1
TOT,CM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
TOT,DM,0.04,0.46,0.46,0.04,1.79,0.79,1.08,1.04,0.58,1.0,0.79,0.0,0.0,0.42
TOT,LM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WHU,AM,0.36,0.55,0.09,0.0,1.73,0.82,1.0,0.27,1.45,0.91,1.27,0.0,0.0,0.55
WHU,CM,0.25,0.75,0.25,0.0,0.75,2.5,0.75,0.0,0.5,1.25,0.25,0.0,0.0,0.5
WHU,DM,0.06,0.24,0.35,0.0,2.12,0.71,1.53,0.47,0.76,3.18,0.47,0.0,0.0,2.24
WHU,LM,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0
WHU,RM,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,1.0
WOL,AM,0.0,0.0,0.0,0.5,1.5,0.0,1.5,1.0,0.5,0.5,0.5,0.0,0.0,0.5
WOL,CM,0.0,0.12,0.47,0.06,1.82,1.0,0.71,0.59,0.29,1.47,0.82,0.0,0.0,0.59
WOL,DM,0.0,0.0,0.2,0.0,2.4,0.8,1.0,0.2,0.4,0.8,0.4,0.0,0.0,0.6
WOL,LM,0.09,0.27,0.27,0.09,0.73,0.82,0.64,1.45,0.73,0.73,0.91,0.0,0.0,0.36
WOL,RM,0.25,0.62,0.25,0.0,0.88,0.62,0.62,1.75,1.62,1.0,1.0,0.0,0.0,0.38
