id,team_name,season,stat_name,shots,goals,xG,against_shots,GA,xGA,GP,xG-G,xGA-GA,xG-xGA,xG_per_shot,xG_per_shot_against,shots_per_goal_against,shots_against_per_game,xG_diff
69,FUL,2023,4-2-3-1,38.0,1.0,2.485418079420924,45.0,4.0,3.7,11.0,1.4854180794209242,-0.2999999999999998,-1.214581920579076,0.06540573893212959,0.08222222222222222,11.25,4.090909090909091,-1.214581920579076
1,CRY,2023,4-2-3-1,106.0,9.0,11.098938677459955,117.0,9.0,12.1,11.0,2.098938677459955,3.0999999999999996,-1.0010613225400444,0.10470696865528259,0.10341880341880341,13.0,10.636363636363637,-1.0010613225400444
6,TOT,2023,4-2-3-1,174.0,21.0,22.685209656134248,127.0,8.0,13.9,11.0,1.6852096561342478,5.9,8.785209656134247,0.13037476813870258,0.1094488188976378,15.875,11.545454545454545,8.785209656134247
72,CHE,2023,4-2-3-1,71.0,6.0,10.775197858922184,58.0,6.0,7.0,11.0,4.7751978589221835,1.0,3.7751978589221835,0.15176335012566455,0.1206896551724138,9.666666666666666,5.2727272727272725,3.7751978589221835
27,BUR,2023,4-2-3-1,26.0,1.0,3.0454219495877624,58.0,6.0,7.2,11.0,2.0454219495877624,1.2000000000000002,-4.154578050412238,0.11713161344568317,0.12413793103448276,9.666666666666666,5.2727272727272725,-4.154578050412238
17,MUN,2023,4-2-3-1,129.0,8.0,12.351922096684575,126.0,13.0,16.7,11.0,4.351922096684575,3.6999999999999993,-4.348077903315424,0.09575133408282617,0.13253968253968254,9.692307692307692,11.454545454545455,-4.348077903315424
58,WHU,2023,4-2-3-1,105.0,13.0,12.511129659600556,149.0,16.0,19.8,11.0,-0.4888703403994441,3.8000000000000007,-7.288870340399445,0.11915361580571958,0.13288590604026845,9.3125,13.545454545454545,-7.288870340399445
81,NOT,2023,4-2-3-1,18.0,2.0,0.9519658833742142,12.0,1.0,1.7,11.0,-1.0480341166257858,0.7,-0.7480341166257858,0.052886993520789675,0.14166666666666666,12.0,1.0909090909090908,-0.7480341166257858
94,BOU,2023,4-2-3-1,108.0,8.0,11.545506942085922,164.0,20.0,24.9,11.0,3.5455069420859218,4.899999999999999,-13.354493057914077,0.10690284205635113,0.15182926829268292,8.2,14.909090909090908,-13.354493057914077
89,BHA,2023,4-2-3-1,124.0,21.0,18.520002040546387,101.0,14.0,15.4,11.0,-2.4799979594536126,1.4000000000000004,3.120002040546387,0.14935485516569666,0.15247524752475247,7.214285714285714,9.181818181818182,3.120002040546387
33,MCI,2023,4-2-3-1,129.0,18.0,18.234148679301143,43.0,5.0,6.8,11.0,0.2341486793011427,1.7999999999999998,11.434148679301142,0.14134998976202437,0.15813953488372093,8.6,3.909090909090909,11.434148679301142
13,AVL,2023,4-2-3-1,75.0,11.0,9.16866373643279,41.0,5.0,6.7,11.0,-1.8313362635672092,1.7000000000000002,2.4686637364327906,0.12224884981910387,0.16341463414634147,8.2,3.727272727272727,2.4686637364327906
54,WOL,2023,4-2-3-1,19.0,2.0,1.153491074219346,31.0,4.0,6.0,11.0,-0.846508925780654,2.0,-4.846508925780654,0.06071005653786032,0.1935483870967742,7.75,2.8181818181818183,-4.846508925780654
88,BRF,2023,4-2-3-1,2.0,0.0,0.0757940448820591,0.0,0.0,0.0,11.0,0.0757940448820591,0.0,0.0757940448820591,0.03789702244102955,,,0.0,0.0757940448820591
