id,team_name,season,stat_name,shots,goals,xG,against_shots,GA,xGA,GP,xG-G,xGA-GA,xG-xGA,xG_per_shot,xG_per_shot_against,shots_per_goal_against,shots_against_per_game,xG_diff
55,NEW,2023,Slow,14.0,1.0,3.438943127170205,8.0,0.0,0.2,11.0,2.438943127170205,0.2,3.238943127170205,0.2456387947978718,0.025,inf,0.7272727272727273,3.238943127170205
71,BRF,2023,Slow,10.0,0.0,0.485310684889555,14.0,0.0,0.4,11.0,0.485310684889555,0.4,0.08531068488955496,0.0485310684889555,0.028571428571428574,inf,1.2727272727272727,0.08531068488955496
63,CHE,2023,Slow,18.0,2.0,1.9628514824435115,8.0,0.0,0.3,11.0,-0.037148517556488514,0.3,1.6628514824435114,0.10904730458019508,0.0375,inf,0.7272727272727273,1.6628514824435114
79,BOU,2023,Slow,8.0,1.0,0.3486811453476548,11.0,2.0,0.5,11.0,-0.6513188546523452,-1.5,-0.15131885465234518,0.04358514316845685,0.045454545454545456,5.5,1.0,-0.15131885465234518
68,NOT,2023,Slow,5.0,2.0,0.6665655802935362,27.0,4.0,1.3,11.0,-1.3334344197064638,-2.7,-0.6334344197064639,0.13331311605870724,0.04814814814814815,6.75,2.4545454545454546,-0.6334344197064639
11,ARS,2023,Slow,20.0,3.0,3.083677725866437,4.0,0.0,0.2,11.0,0.08367772586643696,0.2,2.883677725866437,0.15418388629332186,0.05,inf,0.36363636363636365,2.883677725866437
47,WHU,2023,Slow,11.0,0.0,0.6104858499020338,22.0,2.0,2.0,11.0,0.6104858499020338,0.0,-1.3895141500979662,0.05549871362745762,0.09090909090909091,11.0,2.0,-1.3895141500979662
44,WOL,2023,Slow,7.0,1.0,1.3377119861543179,24.0,2.0,3.2,11.0,0.33771198615431786,1.2000000000000002,-1.8622880138456823,0.19110171230775969,0.13333333333333333,12.0,2.1818181818181817,-1.8622880138456823
4,CRY,2023,Slow,8.0,0.0,0.8149023810401559,18.0,1.0,2.9,11.0,0.8149023810401559,1.9,-2.085097618959844,0.10186279763001949,0.1611111111111111,18.0,1.6363636363636365,-2.085097618959844
40,LUT,2023,Slow,9.0,0.0,0.31490831077098846,11.0,1.0,1.9,11.0,0.31490831077098846,0.8999999999999999,-1.5850916892290114,0.034989812307887606,0.17272727272727273,11.0,1.0,-1.5850916892290114
75,BHA,2023,Slow,14.0,2.0,1.550792861264199,8.0,2.0,1.4,11.0,-0.449207138735801,-0.6000000000000001,0.1507928612641991,0.1107709186617285,0.175,4.0,0.7272727272727273,0.1507928612641991
36,SHU,2023,Slow,5.0,2.0,2.0728857703506947,22.0,5.0,4.0,11.0,0.07288577035069466,-1.0,-1.9271142296493053,0.41457715407013895,0.18181818181818182,4.4,2.0,-1.9271142296493053
27,BUR,2023,Slow,13.0,1.0,0.7832228746265173,19.0,2.0,3.6,11.0,-0.2167771253734827,1.6,-2.816777125373483,0.060247913432809025,0.18947368421052632,9.5,1.7272727272727273,-2.816777125373483
60,FUL,2023,Slow,6.0,1.0,1.1700964979827404,10.0,2.0,1.9,11.0,0.1700964979827404,-0.10000000000000009,-0.7299035020172595,0.1950160829971234,0.19,5.0,0.9090909090909091,-0.7299035020172595
23,LIV,2023,Slow,21.0,3.0,3.6560604041442275,11.0,3.0,2.1,11.0,0.6560604041442275,-0.8999999999999999,1.5560604041442274,0.17409811448305845,0.19090909090909092,3.6666666666666665,1.0,1.5560604041442274
15,AVL,2023,Slow,13.0,3.0,3.3596701938658953,11.0,1.0,2.1,11.0,0.35967019386589527,1.1,1.2596701938658952,0.258436168758915,0.19090909090909092,11.0,1.0,1.2596701938658952
19,MUN,2023,Slow,10.0,0.0,0.5581934694200754,10.0,2.0,2.4,11.0,0.5581934694200754,0.3999999999999999,-1.8418065305799245,0.05581934694200754,0.24,5.0,0.9090909090909091,-1.8418065305799245
7,TOT,2023,Slow,23.0,3.0,5.452571644447744,6.0,1.0,1.5,11.0,2.452571644447744,0.5,3.952571644447744,0.23706833236729322,0.25,6.0,0.5454545454545454,3.952571644447744
52,EVE,2023,Slow,8.0,2.0,0.9994026944041252,11.0,3.0,2.8,11.0,-1.0005973055958748,-0.20000000000000018,-1.8005973055958746,0.12492533680051565,0.2545454545454545,3.6666666666666665,1.0,-1.8005973055958746
31,MCI,2023,Slow,34.0,7.0,3.5820777397602797,2.0,1.0,1.4,11.0,-3.4179222602397203,0.3999999999999999,2.1820777397602797,0.10535522764000822,0.7,2.0,0.18181818181818182,2.1820777397602797
