id,team_name,season,stat_name,shots,goals,xG,against_shots,GA,xGA,GP,xG-G,xGA-GA,xG-xGA,xG_per_shot,xG_per_shot_against,shots_per_goal_against,shots_against_per_game,xG_diff
27,BHA,2023,FromCorner,26.0,1.0,2.3773658126592636,10.0,1.0,0.4,11.0,1.3773658126592636,-0.6,1.9773658126592637,0.0914371466407409,0.04,10.0,0.9090909090909091,1.9773658126592637
82,TOT,2023,FromCorner,24.0,3.0,1.6664993837475777,34.0,0.0,1.7,11.0,-1.3335006162524223,1.7,-0.03350061625242229,0.06943747432281573,0.049999999999999996,inf,3.090909090909091,-0.03350061625242229
12,NEW,2023,FromCorner,22.0,1.0,2.448051239363849,22.0,1.0,1.3,11.0,1.4480512393638492,0.30000000000000004,1.1480512393638491,0.11127505633472042,0.05909090909090909,22.0,2.0,1.1480512393638491
77,MUN,2023,FromCorner,22.0,0.0,1.446063183248043,21.0,1.0,1.3,11.0,1.446063183248043,0.30000000000000004,0.14606318324804302,0.06573014469309287,0.06190476190476191,21.0,1.9090909090909092,0.14606318324804302
52,LIV,2023,FromCorner,34.0,3.0,3.661133190151304,22.0,1.0,1.5,11.0,0.661133190151304,0.5,2.161133190151304,0.1076803879456266,0.06818181818181818,22.0,2.0,2.161133190151304
62,BUR,2023,FromCorner,22.0,1.0,1.9494737703353167,26.0,2.0,1.9,11.0,0.9494737703353167,-0.10000000000000009,0.04947377033531675,0.08861244410615075,0.07307692307692307,13.0,2.3636363636363638,0.04947377033531675
37,WOL,2023,FromCorner,18.0,2.0,1.1331424564123154,23.0,0.0,1.7,11.0,-0.8668575435876846,1.7,-0.5668575435876846,0.06295235868957308,0.07391304347826087,inf,2.090909090909091,-0.5668575435876846
17,FUL,2023,FromCorner,22.0,2.0,2.649312782101333,23.0,1.0,1.8,11.0,0.6493127821013331,0.8,0.8493127821013331,0.12042330827733333,0.0782608695652174,23.0,2.090909090909091,0.8493127821013331
72,CHE,2023,FromCorner,15.0,1.0,1.5360470423474908,24.0,1.0,1.9,11.0,0.5360470423474908,0.8999999999999999,-0.3639529576525091,0.10240313615649939,0.07916666666666666,24.0,2.1818181818181817,-0.3639529576525091
87,NOT,2023,FromCorner,25.0,0.0,1.4526312369853258,21.0,2.0,2.0,11.0,1.4526312369853258,0.0,-0.5473687630146742,0.058105249479413035,0.09523809523809523,10.5,1.9090909090909092,-0.5473687630146742
2,AVL,2023,FromCorner,24.0,0.0,1.5750772636383772,22.0,2.0,2.2,11.0,1.5750772636383772,0.20000000000000018,-0.624922736361623,0.06562821931826572,0.1,11.0,2.0,-0.624922736361623
57,BOU,2023,FromCorner,9.0,0.0,0.9589110761880875,38.0,3.0,4.0,11.0,0.9589110761880875,1.0,-3.0410889238119125,0.10654567513200972,0.10526315789473684,12.666666666666666,3.4545454545454546,-3.0410889238119125
32,LUT,2023,FromCorner,32.0,1.0,3.167721633799374,24.0,2.0,2.6,11.0,2.167721633799374,0.6000000000000001,0.567721633799374,0.09899130105623044,0.10833333333333334,12.0,2.1818181818181817,0.567721633799374
47,WHU,2023,FromCorner,26.0,2.0,3.394878783263266,36.0,1.0,4.1,11.0,1.394878783263266,3.0999999999999996,-0.7051212167367336,0.130572260894741,0.11388888888888887,36.0,3.272727272727273,-0.7051212167367336
92,BRF,2023,FromCorner,25.0,0.0,2.0335335303097963,21.0,2.0,2.4,11.0,2.0335335303097963,0.3999999999999999,-0.3664664696902036,0.08134134121239185,0.11428571428571428,10.5,1.9090909090909092,-0.3664664696902036
22,CRY,2023,FromCorner,28.0,0.0,2.0580550683662295,21.0,0.0,2.4,11.0,2.0580550683662295,2.4,-0.3419449316337704,0.07350196672736534,0.11428571428571428,inf,1.9090909090909092,-0.3419449316337704
42,ARS,2023,FromCorner,36.0,5.0,3.2231870368123055,10.0,1.0,1.2,11.0,-1.7768129631876945,0.19999999999999996,2.0231870368123053,0.08953297324478626,0.12,10.0,0.9090909090909091,2.0231870368123053
7,MCI,2023,FromCorner,21.0,2.0,2.9423490799963474,18.0,1.0,2.2,11.0,0.9423490799963474,1.2000000000000002,0.7423490799963472,0.140111860952207,0.12222222222222223,18.0,1.6363636363636365,0.7423490799963472
67,EVE,2023,FromCorner,30.0,4.0,4.022688605822623,22.0,2.0,2.8,11.0,0.022688605822622776,0.7999999999999998,1.222688605822623,0.13408962019408743,0.12727272727272726,11.0,2.0,1.222688605822623
97,SHU,2023,FromCorner,15.0,1.0,1.2421505246311426,38.0,5.0,5.4,11.0,0.24215052463114262,0.40000000000000036,-4.157849475368858,0.08281003497540951,0.14210526315789473,7.6,3.4545454545454546,-4.157849475368858
