id,team_name,season,stat_name,shots,goals,xG,against_shots,GA,xGA,GP,xG-G,xGA-GA,xG-xGA,xG_per_shot,xG_per_shot_against,shots_per_goal_against,shots_against_per_game,xG_diff
64,BUR,2023,DirectFreekick,2.0,0.0,0.15994204580783844,3.0,0.0,0.1,11.0,0.15994204580783844,0.1,0.059942045807838434,0.07997102290391922,0.03333333333333333,inf,0.2727272727272727,0.059942045807838434
79,MUN,2023,DirectFreekick,4.0,0.0,0.2332693301141262,2.0,0.0,0.1,11.0,0.2332693301141262,0.1,0.1332693301141262,0.05831733252853155,0.05,inf,0.18181818181818182,0.1332693301141262
19,FUL,2023,DirectFreekick,4.0,0.0,0.2548952288925648,4.0,0.0,0.2,11.0,0.2548952288925648,0.2,0.05489522889256476,0.0637238072231412,0.05,inf,0.36363636363636365,0.05489522889256476
24,CRY,2023,DirectFreekick,6.0,0.0,0.3420814946293831,2.0,0.0,0.1,11.0,0.3420814946293831,0.1,0.24208149462938308,0.057013582438230515,0.05,inf,0.18181818181818182,0.24208149462938308
29,BHA,2023,DirectFreekick,4.0,0.0,0.3208521828055382,4.0,0.0,0.2,11.0,0.3208521828055382,0.2,0.12085218280553817,0.08021304570138454,0.05,inf,0.36363636363636365,0.12085218280553817
35,LUT,2023,DirectFreekick,1.0,0.0,0.045249998569488525,4.0,0.0,0.2,11.0,0.045249998569488525,0.2,-0.15475000143051149,0.045249998569488525,0.05,inf,0.36363636363636365,-0.15475000143051149
39,WOL,2023,DirectFreekick,2.0,0.0,0.1799856349825859,2.0,1.0,0.1,11.0,0.1799856349825859,-0.9,0.0799856349825859,0.08999281749129295,0.05,2.0,0.18181818181818182,0.0799856349825859
59,BOU,2023,DirectFreekick,6.0,0.0,0.41021041199564934,4.0,1.0,0.2,11.0,0.41021041199564934,-0.8,0.21021041199564933,0.0683684019992749,0.05,4.0,0.36363636363636365,0.21021041199564933
94,BRF,2023,DirectFreekick,4.0,1.0,0.194964362308383,4.0,0.0,0.2,11.0,-0.805035637691617,0.2,-0.005035637691617023,0.04874109057709575,0.05,inf,0.36363636363636365,-0.005035637691617023
100,SHU,2023,DirectFreekick,0.0,0.0,0.0,7.0,0.0,0.4,11.0,0.0,0.4,-0.4,,0.05714285714285715,inf,0.6363636363636364,-0.4
49,WHU,2023,DirectFreekick,3.0,0.0,0.2444785162806511,5.0,0.0,0.3,11.0,0.2444785162806511,0.3,-0.055521483719348896,0.08149283876021703,0.06,inf,0.45454545454545453,-0.055521483719348896
15,NEW,2023,DirectFreekick,1.0,0.0,0.10195392370223999,5.0,0.0,0.3,11.0,0.10195392370223999,0.3,-0.19804607629776,0.10195392370223999,0.06,inf,0.45454545454545453,-0.19804607629776
54,LIV,2023,DirectFreekick,7.0,0.0,0.3736803587526083,5.0,0.0,0.3,11.0,0.3736803587526083,0.3,0.07368035875260831,0.053382908393229754,0.06,inf,0.45454545454545453,0.07368035875260831
89,NOT,2023,DirectFreekick,1.0,0.0,0.11162830889225006,6.0,0.0,0.4,11.0,0.11162830889225006,0.4,-0.28837169110774996,0.11162830889225006,0.06666666666666667,inf,0.5454545454545454,-0.28837169110774996
73,CHE,2023,DirectFreekick,7.0,0.0,0.3977969866245985,4.0,0.0,0.3,11.0,0.3977969866245985,0.3,0.09779698662459851,0.05682814094637122,0.075,inf,0.36363636363636365,0.09779698662459851
69,EVE,2023,DirectFreekick,2.0,0.0,0.14942598715424538,3.0,0.0,0.3,11.0,0.14942598715424538,0.3,-0.1505740128457546,0.07471299357712269,0.09999999999999999,inf,0.2727272727272727,-0.1505740128457546
45,ARS,2023,DirectFreekick,0.0,0.0,0.0,1.0,0.0,0.1,11.0,0.0,0.1,-0.1,,0.1,inf,0.09090909090909091,-0.1
9,MCI,2023,DirectFreekick,9.0,1.0,0.5069132037460804,1.0,0.0,0.1,11.0,-0.4930867962539196,0.1,0.4069132037460804,0.056323689305120044,0.1,inf,0.09090909090909091,0.4069132037460804
84,TOT,2023,DirectFreekick,3.0,0.0,0.15153399854898453,2.0,0.0,0.2,11.0,0.15153399854898453,0.2,-0.048466001451015484,0.05051133284966151,0.1,inf,0.18181818181818182,-0.048466001451015484
5,AVL,2023,DirectFreekick,3.0,0.0,0.17485753819346428,1.0,0.0,0.1,11.0,0.17485753819346428,0.1,0.07485753819346427,0.05828584606448809,0.1,inf,0.09090909090909091,0.07485753819346427
