id,team_name,season,stat_name,shots,goals,xG,against_shots,GA,xGA,GP,xG-G,xGA-GA,xG-xGA,xG_per_shot,xG_per_shot_against,shots_per_goal_against,shots_against_per_game,xG_diff
38,MCI,2023,SetPiece,10.0,1.0,1.1529741594567895,1.0,0.0,0.0,11.0,0.1529741594567895,0.0,1.1529741594567895,0.11529741594567895,0.0,inf,0.09090909090909091,1.1529741594567895
3,CRY,2023,SetPiece,13.0,1.0,1.869485036469996,7.0,1.0,0.3,11.0,0.869485036469996,-0.7,1.569485036469996,0.14380654126692277,0.04285714285714286,7.0,0.6363636363636364,1.569485036469996
53,WOL,2023,SetPiece,12.0,2.0,2.382496560923755,12.0,1.0,0.9,11.0,0.38249656092375517,-0.09999999999999998,1.4824965609237553,0.1985413800769796,0.075,12.0,1.0909090909090908,1.4824965609237553
68,NEW,2023,SetPiece,14.0,3.0,1.7785766255110502,7.0,1.0,0.6,11.0,-1.2214233744889498,-0.4,1.1785766255110501,0.1270411875365036,0.08571428571428572,7.0,0.6363636363636364,1.1785766255110501
43,SHU,2023,SetPiece,4.0,0.0,0.5903744772076607,9.0,1.0,0.8,11.0,0.5903744772076607,-0.19999999999999996,-0.20962552279233937,0.14759361930191517,0.08888888888888889,9.0,0.8181818181818182,-0.20962552279233937
73,FUL,2023,SetPiece,5.0,0.0,0.5422031236812472,11.0,0.0,1.0,11.0,0.5422031236812472,1.0,-0.45779687631875277,0.10844062473624945,0.09090909090909091,inf,1.0,-0.45779687631875277
23,MUN,2023,SetPiece,5.0,2.0,1.486595742404461,12.0,2.0,1.2,11.0,-0.5134042575955391,-0.8,0.28659574240446095,0.2973191484808922,0.09999999999999999,6.0,1.0909090909090908,0.28659574240446095
28,LIV,2023,SetPiece,10.0,1.0,1.549128063954413,12.0,1.0,1.6,11.0,0.5491280639544129,0.6000000000000001,-0.05087193604558715,0.1549128063954413,0.13333333333333333,12.0,1.0909090909090908,-0.05087193604558715
63,EVE,2023,SetPiece,15.0,1.0,2.454644601792097,11.0,1.0,1.5,11.0,1.454644601792097,0.5,0.9546446017920971,0.16364297345280648,0.13636363636363635,11.0,1.0,0.9546446017920971
33,BUR,2023,SetPiece,9.0,0.0,0.4419948272407055,12.0,1.0,1.7,11.0,0.4419948272407055,0.7,-1.2580051727592945,0.04911053636007839,0.14166666666666666,12.0,1.0909090909090908,-1.2580051727592945
58,WHU,2023,SetPiece,6.0,0.0,0.9157564621418715,9.0,1.0,1.3,11.0,0.9157564621418715,0.30000000000000004,-0.3842435378581286,0.15262607702364525,0.14444444444444446,9.0,0.8181818181818182,-0.3842435378581286
14,ARS,2023,SetPiece,4.0,1.0,0.48445032723248005,4.0,0.0,0.6,11.0,-0.51554967276752,0.6,-0.11554967276751993,0.12111258180812001,0.15,inf,0.36363636363636365,-0.11554967276751993
93,BHA,2023,SetPiece,5.0,1.0,0.7571820011362433,9.0,0.0,1.4,11.0,-0.24281799886375666,1.4,-0.6428179988637566,0.15143640022724866,0.15555555555555556,inf,0.8181818181818182,-0.6428179988637566
98,BOU,2023,SetPiece,7.0,0.0,0.8273340333253145,11.0,2.0,1.8,11.0,0.8273340333253145,-0.19999999999999996,-0.9726659666746855,0.11819057618933064,0.16363636363636364,5.5,1.0,-0.9726659666746855
48,LUT,2023,SetPiece,8.0,2.0,1.0480207167565823,20.0,2.0,3.4,11.0,-0.9519792832434177,1.4,-2.3519792832434177,0.13100258959457278,0.16999999999999998,10.0,1.8181818181818181,-2.3519792832434177
88,BRF,2023,SetPiece,17.0,1.0,2.9262814316898584,7.0,2.0,1.3,11.0,1.9262814316898584,-0.7,1.6262814316898584,0.17213420186410933,0.18571428571428572,3.5,0.6363636363636364,1.6262814316898584
83,NOT,2023,SetPiece,12.0,1.0,1.2716253325343132,9.0,3.0,1.7,11.0,0.2716253325343132,-1.3,-0.42837466746568675,0.10596877771119277,0.18888888888888888,3.0,0.8181818181818182,-0.42837466746568675
18,AVL,2023,SetPiece,10.0,2.0,0.7796286325901747,6.0,1.0,1.2,11.0,-1.2203713674098253,0.19999999999999996,-0.4203713674098253,0.07796286325901747,0.19999999999999998,6.0,0.5454545454545454,-0.4203713674098253
8,TOT,2023,SetPiece,12.0,1.0,1.6182362074032426,8.0,0.0,1.7,11.0,0.6182362074032426,1.7,-0.08176379259675737,0.13485301728360355,0.2125,inf,0.7272727272727273,-0.08176379259675737
78,CHE,2023,SetPiece,7.0,0.0,1.1317140124738216,8.0,0.0,1.9,11.0,1.1317140124738216,1.9,-0.7682859875261783,0.1616734303534031,0.2375,inf,0.7272727272727273,-0.7682859875261783
