id,team_name,season,stat_name,shots,goals,xG,against_shots,against_goals,xGA,shots_per_xG,shots_per_goal
39,West Ham,2023,4-1-4-1,11,3,3.0,20,1,1.1,3.7,3.7
63,Chelsea,2023,4-1-4-1,12,2,2.8,7,0,0.3,4.3,6.0
67,Manchester United,2023,4-1-4-1,15,1,2.0,23,0,1.8,7.6,15.0
9,Manchester City,2023,4-1-4-1,14,2,1.8,4,0,0.2,7.7,7.0
56,Everton,2023,4-1-4-1,18,0,2.1,21,4,3.7,8.5,inf
54,Burnley,2023,4-1-4-1,3,1,0.3,0,0,0.0,10.2,3.0
