id,team_name,season,stat_name,shots,goals,xG,against_shots,against_goals,xGA,shots_per_xG,shots_per_goal
68,Burnley,2023,3-1-4-2,2,0,0.4,5,0,0.3,5.1,inf
30,Aston Villa,2023,3-1-4-2,2,0,0.2,6,2,1.9,11.6,inf
37,Manchester United,2023,3-1-4-2,0,0,0.0,1,0,0.5,,
