id,team_name,season,stat_name,shots,goals,xG,against_shots,against_goals,xGA,shots_per_xG,shots_per_goal
55,Everton,2023,4-4-1-1,113,10,16.9,81,7,10.7,6.7,11.3
32,Wolverhampton Wanderers,2023,4-4-1-1,39,4,5.2,47,7,7.5,7.4,9.8
5,Aston Villa,2023,4-4-1-1,1,0,0.1,3,0,0.1,7.5,inf
42,Liverpool,2023,4-4-1-1,12,3,1.4,43,1,4.0,8.6,4.0
15,Fulham,2023,4-4-1-1,1,0,0.1,5,1,1.7,13.5,inf
20,Crystal Palace,2023,4-4-1-1,5,0,0.3,0,0,0.0,14.8,inf
