id,team_name,season,stat_name,shots,goals,xG,against_shots,against_goals,xGA,shots_per_xG,shots_per_goal
35,Wolverhampton Wanderers,2023,5-4-1,2,0,0.7,9,1,1.2,2.9,inf
78,Nottingham Forest,2023,5-4-1,6,0,0.6,24,4,3.4,10.0,inf
40,West Ham,2023,5-4-1,1,0,0.1,6,0,0.2,10.9,inf
51,Burnley,2023,5-4-1,5,0,0.3,14,3,2.3,16.8,inf
47,Bournemouth,2023,5-4-1,0,0,0.0,3,1,0.5,,
