id,team_name,season,stat_name,shots,goals,xG,against_shots,against_goals,xGA,shots_per_xG,shots_per_goal
30,Luton,2023,3-5-2,9,1,1.9,27,4,4.4,4.8,9.0
81,Brentford,2023,3-5-2,32,3,5.1,44,4,4.6,6.3,10.7
85,Sheffield United,2023,3-5-2,56,5,6.8,138,12,18.2,8.3,11.2
43,Liverpool,2023,3-5-2,0,0,0.0,5,1,1.2,,
