id,team_name,season,stat_name,shots,goals,xG,against_shots,against_goals,xGA,shots_per_xG,shots_per_goal
79,Nottingham Forest,2023,4-1-2-1-2,3,1,0.6,11,0,0.8,4.8,3.0
68,Manchester United,2023,4-1-2-1-2,14,1,0.7,9,3,1.4,19.4,14.0
