id,team_name,season,stat_name,shots,goals,xG,against_shots,against_goals,xGA,shots_per_xG,shots_per_goal
80,Wolverhampton Wanderers,2023,3-4-3,32,5,5.8,48,3,3.8,5.5,6.4
23,Nottingham Forest,2023,3-4-3,21,2,2.2,20,3,1.0,9.4,10.5
88,Luton,2023,3-4-3,25,1,2.4,4,1,0.9,10.2,25.0
79,Manchester City,2023,3-4-3,2,0,0.1,0,0,0.0,20.1,inf
6,Chelsea,2023,3-4-3,4,0,0.1,2,0,0.1,28.3,inf
