id,team_name,season,stat_name,shots,goals,xG,against_shots,against_goals,xGA,shots_per_xG,shots_per_goal
10,Manchester City,2023,5-3-2,1,0,0.6,5,0,0.2,1.8,inf
16,Fulham,2023,5-3-2,1,0,0.4,4,0,0.7,2.3,inf
26,Luton,2023,5-3-2,36,2,5.0,58,9,10.7,7.2,18.0
82,Brentford,2023,5-3-2,22,2,2.5,27,3,3.0,8.7,11.0
90,Sheffield United,2023,5-3-2,1,0,0.0,1,1,0.7,40.8,inf
58,Everton,2023,5-3-2,2,0,0.0,12,1,1.1,84.5,inf
37,Arsenal,2023,5-3-2,0,0,0.0,6,0,0.6,,
73,Tottenham,2023,5-3-2,0,0,0.0,1,0,0.0,,
