id,team_name,season,stat_name,shots,goals,xG,against_shots,against_goals,xGA,shots_per_xG,shots_per_goal
69,Manchester United,2023,3-4-1-2,5,2,0.7,0,0,0.0,7.3,2.5
64,Chelsea,2023,3-4-1-2,3,0,0.1,3,1,0.9,33.1,inf
