Player,Team,Position,RkOv_gw1,RkOv_gw2,RkOv_gw3,RkOv_gw4,RkOv_gw5,RkOv_gw6,RkOv_gw7,RkOv_gw8,RkOv_gw9,RkOv_gw10,RkOv_gw11,RkOv_gw12,RkOv_gw13
Ryan Yates,NOT,M,203.0,157.5,128.5,95.0,426.0,420.5,415.0,627.5,193.0,148.0,419.0,423.5,146.5
Diego Carlos,AVL,D,205.0,119.5,135.0,618.5,426.0,420.5,415.0,617.5,418.5,628.0,419.0,423.5,185.0
Bruno Guimaraes,NEW,M,212.5,619.5,95.0,128.0,111.0,5.0,14.0,630.0,88.0,94.5,90.5,423.5,121.5
Bernardo Silva,MCI,M,212.5,413.5,49.5,623.5,1.5,420.5,415.0,197.5,143.5,12.0,3.0,45.0,66.5
Willian,FUL,F,212.5,413.5,418.5,214.0,23.0,108.5,143.0,4.0,99.0,127.5,116.0,110.5,6.5
Curtis Jones,LIV,M,212.5,413.5,418.5,214.0,201.0,116.5,641.0,413.0,418.5,419.0,419.0,423.5,194.0
Josh Cullen,BUR,M,212.5,413.5,153.0,82.0,147.5,78.5,154.5,413.0,193.0,621.5,419.0,423.5,202.5
Victor Lindelof,MUN,D,212.5,413.5,80.0,623.5,213.5,80.5,625.0,189.0,79.0,617.5,419.0,6.0,26.0
Danny Ings,WHU,F,212.5,413.5,207.5,607.0,426.0,420.5,415.0,413.0,418.5,419.0,636.5,423.5,215.0
Mads Roerslev,BRF,D,212.5,194.5,418.5,416.0,94.5,191.0,118.0,171.5,178.5,77.0,192.5,651.5,421.0
Philippe Coutinho,AVL,M,212.5,110.0,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Lesley Ugochukwu,CHE,F,212.5,413.5,418.5,416.0,124.5,147.5,415.0,413.0,418.5,187.5,627.0,423.5,194.0
Lewis Dobbin,EVE,F,212.5,106.0,120.0,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,626.0
Thilo Kehrer,WHU,D,212.5,413.5,629.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Jacob Bruun Larsen,BUR,F,212.5,413.5,418.5,139.5,426.0,138.5,218.0,197.5,219.5,157.0,419.0,423.5,421.0
Cheikhou Kouyate,NOT,M,212.5,181.5,220.0,163.0,426.0,420.5,218.0,197.5,219.5,419.0,419.0,423.5,421.0
Serge Aurier,NOT,D,220.0,7.0,195.0,76.0,426.0,629.5,202.5,110.5,105.5,101.0,134.5,193.0,421.0
Alfie Doughty,LUT,M,225.5,413.5,183.0,100.5,426.0,24.5,10.0,59.5,88.0,138.0,80.0,91.5,86.0
Kevin Schade,BRF,M,225.5,194.5,29.5,19.5,623.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Justin Kluivert,BOU,M,225.5,106.0,153.0,163.0,147.5,167.5,210.0,413.0,418.5,419.0,419.0,100.0,9.0
Ian Maatsen,CHE,D,225.5,413.5,633.5,149.5,426.0,420.5,161.0,413.0,418.5,187.5,419.0,423.5,421.0
George Baldock,SHU,D,225.5,413.5,616.0,82.0,426.0,420.5,415.0,413.0,418.5,638.0,90.5,214.0,18.0
Orel Mangala,NOT,M,225.5,138.0,418.5,163.0,187.5,420.5,108.0,115.5,113.0,621.5,25.5,161.5,121.5
Davinson Sanchez,TOT,D,225.5,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Kieffer Moore,BOU,F,225.5,413.5,220.0,416.0,426.0,420.5,415.0,125.5,418.5,419.0,419.0,423.5,421.0
Tom Cairney,FUL,M,225.5,413.5,207.5,416.0,225.5,420.5,126.0,93.5,154.5,419.0,202.5,204.0,49.5
James Hill,BOU,D,225.5,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Gabriel Magalhaes,ARS,D,232.0,143.0,418.5,107.0,49.0,153.0,79.5,49.5,226.5,419.0,116.0,115.5,34.0
Jurrien Timber,ARS,D,232.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Tyrone Mings,AVL,D,232.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Gabriel Jesus,ARS,F,424.0,413.5,168.0,38.0,426.0,99.5,28.5,142.0,154.5,419.0,419.0,423.5,129.5
Jack Grealish,MCI,M,424.0,130.0,14.0,416.0,426.0,625.5,210.0,413.0,143.5,71.0,419.0,214.0,421.0
Pedro Porro,TOT,D,424.0,37.0,60.5,63.0,81.5,612.5,9.0,40.0,41.5,168.5,110.5,39.0,21.0
Ruben Dias,MCI,D,424.0,77.5,183.0,132.5,100.5,72.0,619.0,617.5,226.5,47.0,419.0,649.0,172.5
Oleksandr Zinchenko,ARS,D,424.0,413.5,153.0,198.0,66.5,229.0,18.0,54.0,627.0,64.5,105.5,5.0,32.0
Michael Olise,CRY,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,161.5,6.5
Rasmus Hojlund,MUN,F,424.0,413.5,418.5,416.0,156.5,198.0,90.5,197.5,133.0,107.5,116.0,178.5,421.0
James Ward-Prowse,WHU,M,424.0,15.0,27.0,45.0,11.5,52.0,7.0,115.5,55.5,101.0,105.5,4.0,86.0
Christopher Nkunku,CHE,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Diogo Dalot,MUN,D,424.0,619.5,159.5,416.0,156.5,41.0,103.0,24.0,23.0,625.0,33.0,59.0,4.5
Jeremy Doku,MCI,F,424.0,413.5,418.5,111.0,4.0,99.5,28.5,134.5,19.5,176.0,1.0,110.5,10.0
John Stones,MCI,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,627.5,418.5,43.0,80.0,423.5,421.0
Dwight McNeil,EVE,M,424.0,413.5,418.5,607.0,630.0,35.5,67.0,15.5,99.0,27.0,126.5,104.5,112.0
Dominic Calvert-Lewin,EVE,F,424.0,206.0,418.5,416.0,147.5,52.0,28.5,93.5,88.0,18.0,126.5,149.0,92.5
Ansu Fati,BHA,F,424.0,413.5,418.5,416.0,147.5,222.0,57.5,413.0,41.5,176.0,212.0,91.5,158.0
Moises Caicedo,CHE,M,424.0,148.0,95.0,198.0,426.0,127.5,103.0,85.0,143.5,157.0,149.0,127.5,626.0
Mohammed Kudus,WHU,M,424.0,413.5,418.5,198.0,164.0,182.0,118.0,37.5,193.0,626.5,7.0,136.5,8.0
Christian Eriksen,MUN,M,424.0,148.0,29.5,42.5,175.0,420.5,134.0,134.5,206.0,157.0,100.0,423.5,421.0
Jacob Ramsey,AVL,M,424.0,413.5,418.5,416.0,426.0,147.5,51.0,413.0,418.5,419.0,419.0,423.5,421.0
Manor Solomon,TOT,F,424.0,194.5,418.5,5.0,40.5,198.0,73.5,413.0,418.5,419.0,419.0,423.5,421.0
Alex Moreno,AVL,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Ben Mee,BRF,D,424.0,413.5,418.5,183.0,180.5,420.5,415.0,413.0,418.5,419.0,212.0,204.0,66.5
Ivan Toney,BRF,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Josh Brownhill,BUR,M,424.0,413.5,418.5,58.0,147.5,74.5,118.0,93.5,206.0,107.5,55.5,37.0,158.0
Gustavo Hamer,SHU,M,424.0,32.0,128.5,68.0,15.0,167.5,73.5,115.5,193.0,113.5,202.5,74.5,185.0
Malo Gusto,CHE,D,424.0,157.5,6.5,176.5,59.0,628.0,415.0,413.0,623.0,419.0,632.5,634.0,421.0
Marcus Tavernier,BOU,M,424.0,413.5,418.5,87.0,66.5,65.0,143.0,59.5,113.0,64.5,419.0,58.0,1.0
Joao Palhinha,FUL,M,424.0,619.5,38.0,416.0,134.5,127.5,195.0,75.5,61.0,7.0,105.5,423.5,421.0
Julio Enciso,BHA,F,424.0,9.0,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Cole Palmer,CHE,M,424.0,413.5,418.5,139.5,124.5,182.0,57.5,13.0,37.0,58.0,5.0,33.5,112.0
Callum Hudson-Odoi,NOT,F,424.0,413.5,418.5,416.0,6.0,210.5,154.5,152.0,418.5,419.0,419.0,423.5,59.0
Timothy Castagne,FUL,D,424.0,413.5,418.5,623.5,29.5,30.0,631.5,85.0,127.0,419.0,154.5,178.5,70.0
Sean Longstaff,NEW,M,424.0,194.5,85.5,68.0,111.0,19.0,73.5,633.5,61.0,187.5,192.5,178.5,421.0
Fabio Vieira,ARS,M,424.0,413.5,21.0,87.0,111.0,420.5,154.5,413.0,418.5,39.0,620.5,655.0,421.0
Beto,EVE,F,424.0,413.5,418.5,76.0,187.5,74.5,143.0,197.5,105.5,419.0,419.0,161.5,421.0
Nicolo Zaniolo,AVL,M,424.0,413.5,183.0,128.0,156.5,99.5,195.0,612.0,166.0,187.5,202.5,423.5,421.0
Sofyan Amrabat,MUN,M,424.0,413.5,418.5,416.0,426.0,420.5,143.0,103.5,119.5,419.0,419.0,423.5,421.0
Ryan Gravenberch,LIV,M,424.0,413.5,418.5,416.0,187.5,210.5,608.0,125.5,81.0,157.0,60.0,423.5,158.0
Sergio Reguilon,MUN,D,424.0,413.5,418.5,416.0,232.0,116.5,415.0,413.0,418.5,631.5,419.0,37.0,421.0
Joseph Gomez,LIV,D,424.0,187.0,95.0,52.0,140.5,77.0,179.0,180.0,178.5,419.0,41.0,423.5,421.0
Jack Harrison,EVE,M,424.0,413.5,418.5,416.0,426.0,420.5,96.5,5.0,193.0,48.5,419.0,48.5,105.5
Noni Madueke,CHE,F,424.0,171.0,418.5,214.0,426.0,420.5,415.0,413.0,418.5,138.0,419.0,423.5,202.5
Elliot Anderson,NEW,M,424.0,99.5,220.0,186.5,91.0,17.5,86.5,125.5,612.0,419.0,419.0,423.5,421.0
Marc Cucurella,CHE,D,424.0,413.5,418.5,416.0,426.0,420.5,79.5,110.5,418.5,88.5,70.5,646.0,648.5
Dango Ouattara,BOU,F,424.0,413.5,418.5,416.0,111.0,138.5,179.0,142.0,133.0,621.5,419.0,127.5,421.0
Joe Willock,NEW,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,213.5,149.0,66.5,421.0
Hamed Traore,BOU,M,424.0,83.5,183.0,416.0,426.0,210.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Emiliano Buendia,AVL,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Joel Matip,LIV,D,424.0,413.5,195.0,48.0,128.0,105.0,218.0,142.0,99.0,419.0,419.0,44.0,191.5
Oliver McBurnie,SHU,F,424.0,413.5,153.0,22.0,187.5,420.5,154.5,103.5,15.0,419.0,419.0,423.5,21.0
Rodrigo Bentancur,TOT,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,161.5,158.0
Joao Cancelo,MCI,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Felipe,NOT,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Lewis Hall,NEW,D,424.0,413.5,418.5,416.0,426.0,617.5,415.0,413.0,418.5,419.0,419.0,61.0,421.0
Matt Doherty,WOL,D,424.0,413.5,418.5,416.0,623.0,229.0,170.0,219.0,30.0,419.0,419.0,637.0,209.5
Aaron Ramsey,BUR,M,424.0,413.5,418.5,416.0,426.0,69.5,616.0,197.5,418.5,419.0,419.0,423.5,421.0
Edson Alvarez,WHU,M,424.0,181.5,153.0,95.0,637.0,116.5,165.0,142.0,61.0,213.5,419.0,193.0,139.5
Pierre-Emile Hojbjerg,TOT,M,424.0,171.0,207.5,623.5,426.0,420.5,415.0,208.0,143.5,187.5,126.5,127.5,129.5
Tariq Lamptey,BHA,D,424.0,413.5,418.5,623.5,20.0,420.5,608.0,413.0,418.5,419.0,419.0,423.5,633.0
Jarrad Branthwaite,EVE,D,424.0,413.5,111.0,111.0,116.5,138.5,143.0,42.0,94.0,30.0,186.0,127.5,139.5
Anthony Martial,MUN,F,424.0,171.0,183.0,128.0,187.5,420.5,126.0,197.5,618.5,419.0,419.0,423.5,11.5
Demarai Gray,EVE,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Cameron Archer,SHU,F,424.0,626.0,418.5,28.5,225.5,167.5,134.0,115.5,88.0,419.0,36.5,110.5,158.0
Vitalii Mykolenko,EVE,D,424.0,413.5,418.5,416.0,128.0,85.0,67.0,46.0,105.5,18.0,14.0,14.0,656.0
Benson Manuel,BUR,F,424.0,413.5,168.0,416.0,426.0,138.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Hannibal Mejbri,MUN,M,424.0,413.5,418.5,416.0,53.0,78.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Benoit Badiashile,CHE,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,209.5
Ibrahim Sangare,NOT,M,424.0,413.5,418.5,416.0,78.0,617.5,126.0,125.5,206.0,94.5,126.5,80.5,421.0
Carlos Vinicius,FUL,F,424.0,413.5,418.5,416.0,59.0,420.5,126.0,63.5,193.0,419.0,177.0,642.0,648.5
Facundo Buonanotte,BHA,M,424.0,413.5,418.5,416.0,426.0,167.5,415.0,413.0,418.5,176.0,202.5,91.5,645.0
Emile Smith Rowe,ARS,M,424.0,413.5,418.5,416.0,426.0,182.0,143.0,413.0,219.5,39.0,419.0,423.5,421.0
Aaron Cresswell,WHU,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,148.0,419.0,423.5,421.0
Ben Davies,TOT,D,424.0,59.0,418.5,416.0,426.0,420.5,210.0,205.0,418.5,164.5,419.0,87.0,101.5
Jean-Philippe Mateta,CRY,F,424.0,413.5,418.5,28.5,91.0,158.0,195.0,180.0,193.0,164.5,419.0,423.5,70.0
Armando Broja,CHE,F,424.0,413.5,418.5,416.0,426.0,420.5,44.5,215.5,418.5,419.0,419.0,74.5,421.0
Romeo Lavia,CHE,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Ross Barkley,LUT,M,424.0,413.5,195.0,55.0,426.0,420.5,415.0,413.0,219.5,53.0,63.5,91.5,626.0
Jamaal Lascelles,NEW,D,424.0,413.5,418.5,225.0,426.0,420.5,49.0,157.5,28.0,617.5,36.5,136.5,56.5
James Mcatee,SHU,M,424.0,413.5,418.5,416.0,100.5,116.5,621.0,180.0,15.0,164.5,51.5,119.0,626.0
Jayden Bogle,SHU,D,424.0,413.5,49.5,416.0,69.5,617.5,629.0,103.5,143.5,643.5,192.5,56.0,651.0
Chiedozie Ogbene,LUT,F,424.0,413.5,418.5,163.0,213.5,65.0,143.0,75.5,19.5,157.0,74.0,74.5,43.0
Tyler Adams,BOU,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Luis Sinisterra,BOU,F,424.0,413.5,418.5,416.0,426.0,420.5,108.0,85.0,418.5,419.0,46.5,69.0,158.0
Giovani Lo Celso,TOT,M,424.0,413.5,183.0,416.0,426.0,420.5,415.0,413.0,206.0,419.0,419.0,149.0,11.5
Johann Gudmundsson,BUR,M,424.0,413.5,38.0,163.0,187.5,420.5,415.0,413.0,418.5,113.5,31.0,91.5,29.5
Adam Webster,BHA,D,424.0,138.0,613.0,416.0,426.0,153.0,638.0,413.0,418.5,86.0,419.0,628.0,421.0
Jean-Ricner Bellegarde,WOL,M,424.0,413.5,418.5,416.0,134.5,631.0,415.0,413.0,418.5,419.0,34.5,91.5,37.5
Jhon Duran,AVL,F,424.0,25.0,418.5,607.0,40.5,612.5,621.0,413.0,418.5,419.0,419.0,423.5,215.0
Jonny Evans,MUN,D,424.0,413.5,418.5,629.5,426.0,13.0,415.0,85.0,170.0,640.0,43.0,423.5,421.0
Wataru Endo,LIV,M,424.0,171.0,220.0,416.0,426.0,222.0,608.0,413.0,418.5,419.0,419.0,178.5,645.0
Valentino Livramento,NEW,D,424.0,413.5,418.5,416.0,426.0,222.0,415.0,413.0,206.0,419.0,177.0,210.0,98.5
Adama Traore,FUL,F,424.0,206.0,195.0,214.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,161.5,421.0
Matheus Franca,CRY,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,105.5,176.0,419.0,423.5,421.0
Thiago Alcantara,LIV,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Harry Maguire,MUN,D,424.0,413.5,418.5,631.5,426.0,420.5,179.0,44.0,78.0,631.5,11.0,32.0,33.0
Reiss Nelson,ARS,F,424.0,413.5,418.5,198.0,426.0,167.5,179.0,413.0,418.5,419.0,419.0,423.5,421.0
Tahith Chong,LUT,M,424.0,413.5,142.5,416.0,426.0,420.5,415.0,115.5,154.5,198.5,46.5,214.0,202.5
Charlie Taylor,BUR,D,424.0,413.5,418.5,416.0,169.0,127.5,634.0,637.0,630.0,88.5,169.0,119.0,178.5
Divock Origi,NOT,F,424.0,413.5,418.5,416.0,426.0,627.0,154.5,612.0,418.5,419.0,419.0,178.5,421.0
Jorginho,ARS,M,424.0,194.5,207.5,214.0,426.0,210.5,415.0,612.0,143.5,419.0,177.0,127.5,421.0
Reece Burke,LUT,D,424.0,413.5,635.0,124.0,87.0,191.0,113.0,80.0,74.0,419.0,419.0,423.5,421.0
Wesley Fofana,CHE,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Nuno Tavares,NOT,D,424.0,413.5,418.5,214.0,206.5,632.0,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Gonzalo Montiel,NOT,D,424.0,413.5,418.5,225.0,633.0,116.5,415.0,189.0,418.5,419.0,419.0,423.5,421.0
Nicolas Dominguez,NOT,M,424.0,413.5,418.5,416.0,426.0,138.5,21.5,125.5,113.0,213.5,85.5,161.5,98.5
Vinicius de Souza Costa,SHU,M,424.0,61.0,168.0,163.0,81.5,147.5,113.0,134.5,178.5,94.5,139.5,149.0,185.0
Carlos Baleba,BHA,M,424.0,413.5,418.5,416.0,426.0,198.0,415.0,103.5,94.0,148.0,419.0,637.0,215.0
Konstantinos Tsimikas,LIV,D,424.0,194.5,418.5,416.0,426.0,420.5,415.0,413.0,71.0,43.0,149.0,3.0,191.5
Romelu Lukaku,CHE,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Lewis Cook,BOU,M,424.0,413.5,120.0,214.0,23.0,99.5,113.0,103.5,634.5,419.0,419.0,53.0,59.0
Folarin Balogun,ARS,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Will Hughes,CRY,M,424.0,413.5,418.5,186.5,100.5,61.0,179.0,208.0,105.5,82.5,162.0,178.5,215.0
Jakub Kiwior,ARS,D,424.0,413.5,168.0,416.0,426.0,420.5,415.0,413.0,418.5,91.0,419.0,423.5,421.0
Kalvin Phillips,MCI,M,424.0,413.5,418.5,176.5,426.0,210.5,210.0,413.0,418.5,419.0,177.0,423.5,421.0
Mike Tresor,BUR,F,424.0,413.5,418.5,416.0,187.5,167.5,415.0,197.5,133.0,419.0,419.0,423.5,421.0
Kieran Tierney,ARS,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Eric Dier,TOT,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,644.0,198.5,421.0
Keane Lewis-Potter,BRF,F,424.0,171.0,418.5,198.0,147.5,222.0,179.0,413.0,418.5,419.0,419.0,423.5,421.0
Andrey Santos,NOT,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Daniel Podence,WOL,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Mason Greenwood,MUN,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Chris Wood,NOT,F,424.0,51.5,120.0,416.0,623.0,182.0,415.0,164.5,1.5,419.0,419.0,178.5,92.5
Jarell Quansah,LIV,D,424.0,413.5,418.5,191.0,106.5,420.5,415.0,413.0,418.5,419.0,419.0,168.0,421.0
Calvin Bassey,FUL,D,424.0,622.5,638.0,416.0,426.0,420.5,415.0,180.0,612.0,127.5,74.0,188.0,185.0
Konstantinos Mavropanos,WHU,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,642.5,423.5,421.0
Alex Scott,BOU,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,612.0,77.0,177.0,423.5,421.0
Dele Alli,EVE,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Clement Lenglet,AVL,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Kobbie Mainoo,MUN,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,86.0
Amad Diallo,MUN,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Stefan Bajcetic,LIV,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Divin Mubama,WHU,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,202.5
Jack Hinshelwood,BHA,M,424.0,413.5,418.5,416.0,426.0,420.5,96.5,413.0,418.5,419.0,419.0,423.5,172.5
Sergio Gomez,MCI,D,424.0,413.5,418.5,59.5,213.5,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Matt Targett,NEW,D,424.0,413.5,629.5,634.5,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Luke Thomas,SHU,D,424.0,413.5,418.5,153.0,630.0,637.0,113.0,607.0,630.0,645.0,139.5,178.5,645.0
Ben Doak,LIV,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Tyrell Malacia,MUN,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Tanguy Ndombele,TOT,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Tosin Adarabioyo,FUL,D,424.0,413.5,183.0,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,202.5
Nathan Redmond,BUR,M,424.0,413.5,418.5,149.5,426.0,420.5,415.0,413.0,178.5,419.0,162.0,423.5,421.0
Albert Sambi Lokonga,LUT,M,424.0,413.5,418.5,416.0,201.0,182.0,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Adam Lallana,BHA,M,424.0,171.0,183.0,623.5,134.5,420.5,415.0,413.0,418.5,127.5,212.0,193.0,633.0
Moussa Niakhate,NOT,D,424.0,194.5,207.5,416.0,426.0,623.0,631.5,413.0,418.5,642.0,25.5,651.5,655.0
Fred,MUN,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Trevoh Chalobah,CHE,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Jordan Clark,LUT,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,193.0,421.0
Maxwel Cornet,WHU,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Murillo,NOT,M,424.0,413.5,418.5,416.0,426.0,420.5,154.5,32.0,154.5,82.5,139.5,193.0,86.0
Ryan Sessegnon,TOT,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Lloyd Kelly,BOU,D,424.0,413.5,625.0,416.0,29.5,138.5,415.0,413.0,618.5,131.0,647.0,74.5,79.5
Maximo Perrone,MCI,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Igor Julio dos Santos de Paulo,BHA,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,164.5,637.0,152.0,419.0,122.5,421.0
Rhian Brewster,SHU,F,424.0,413.5,418.5,416.0,426.0,420.5,179.0,413.0,166.0,198.5,419.0,423.5,421.0
Alejo Veliz,TOT,F,424.0,413.5,418.5,416.0,426.0,420.5,625.0,413.0,612.0,419.0,419.0,423.5,421.0
Conor Bradley,LIV,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Jay Rodriguez,BUR,F,424.0,413.5,418.5,416.0,426.0,210.5,210.0,413.0,418.5,419.0,80.0,127.5,21.0
Hakim Ziyech,CHE,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Hannes Delcroix,BUR,D,424.0,413.5,124.5,618.5,426.0,420.5,415.0,636.0,616.0,419.0,419.0,423.5,421.0
Tommy Doyle,WOL,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,133.0,176.0,627.0,178.5,421.0
Marquinhos,ARS,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Naouirou Ahamada,CRY,M,424.0,171.0,207.5,416.0,213.5,420.5,415.0,413.0,418.5,198.5,419.0,423.5,215.0
Oscar Bobb,MCI,M,424.0,413.5,418.5,176.5,426.0,420.5,79.5,413.0,418.5,419.0,55.5,423.5,421.0
Rob Holding,CRY,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Djed Spence,TOT,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Josh Dasilva,BRF,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Emmanuel Dennis,NOT,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Toti,WOL,D,424.0,163.5,418.5,416.0,426.0,229.0,202.5,215.5,418.5,45.5,110.5,91.5,641.0
Shola Shoretire,MUN,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Luke Harris,FUL,M,424.0,413.5,418.5,154.5,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Boubacar Traore,WOL,M,424.0,413.5,418.5,214.0,426.0,210.5,210.0,180.0,133.0,213.5,139.5,423.5,421.0
Auston Trusty,SHU,D,424.0,413.5,418.5,416.0,628.0,420.5,202.5,120.5,162.0,643.5,134.5,122.5,178.5
Yasin Ayari,BHA,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Charlie Patino,ARS,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Nicolas Pepe,ARS,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Jesurun Rak-Sakyi,CRY,M,424.0,138.0,418.5,416.0,426.0,612.5,415.0,75.5,133.0,198.5,419.0,423.5,421.0
