Player,Team,Position,LiveRkOv,Opponent,FPTS,FP/G,ros,GP,MIN,G,KP,AT,SOT,TKW,DIS,YC,RC,ACNC,INT,CLR,COS,BS,AER,PKM,PKD,OG,GAO,CS,GW,ROS %,GS,PTS,DPT,OFF,PKG,Ghost Points,Negative Fpts,GPR
Connor Roberts,BUR,D,731.0,MCI 3<br/>@BUR 0 F,-3.75,-3.75,,1,90,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,8%,1,0,1,0,0,-3.75,-6.0,-0.0
Anass Zaroury,BUR,F,727.0,MCI 3<br/>@BUR 0 F,-5.0,-5.0,,1,27,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,18%,0,0,7,0,0,2.0,-7.0,1.4
Lyle Foster,BUR,F,81.0,@BRF Sat 7:00AM,13.0,13.0,39%,1,79,1,0,0,1,0,3,0,0,0,1,1,1,1,1,0,0,0,0,1,2,,1,1,1,0,0,5.5,-1.5,0.58
Sander Berge,BUR,M,181.0,@BRF Sat 7:00AM,13.0,13.0,6%,1,90,0,1,1,0,1,0,0,0,0,1,3,1,0,4,0,0,0,1,0,2,,1,1,0,1,0,7.0,0.0,0.46
Connor Roberts,BUR,D,719.0,@BRF Sat 7:00AM,11.5,11.5,7%,1,90,0,2,1,0,1,0,1,0,0,0,6,0,1,1,0,0,0,1,0,2,,1,1,3,0,0,6.5,-4.0,0.43
Jordan Beyer,BUR,D,273.0,@BRF Sat 7:00AM,11.0,11.0,9%,1,90,0,0,0,0,1,0,0,0,0,2,8,0,1,7,0,0,0,1,0,2,,1,0,0,0,0,11.0,-2.0,0.0
Jacob Bruun Larsen,BUR,F,236.0,@BRF Sat 7:00AM,11.0,11.0,0%,1,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,,0,1,0,0,0,2.0,0.0,0.82
Josh Brownhill,BUR,M,121.0,@BRF Sat 7:00AM,9.0,9.0,46%,1,90,0,3,0,0,1,0,0,0,0,1,3,0,0,2,0,0,0,1,0,2,,1,0,2,0,0,9.0,0.0,0.0
Zeki Amdouni,BUR,F,126.0,@BRF Sat 7:00AM,8.5,8.5,15%,1,73,0,2,0,1,1,3,0,0,0,0,2,2,0,2,0,0,0,0,1,2,,1,0,0,1,0,10.0,-1.5,-0.18
Josh Cullen,BUR,M,165.0,@BRF Sat 7:00AM,8.0,8.0,8%,1,90,0,0,0,0,2,0,0,0,0,2,0,1,2,2,0,0,0,1,0,2,,1,0,1,0,0,8.0,0.0,0.0
Charlie Taylor,BUR,D,338.0,@BRF Sat 7:00AM,6.25,6.25,1%,1,90,0,0,0,0,1,0,1,0,0,0,5,1,1,6,0,0,0,1,0,2,,1,0,4,0,0,8.25,-4.0,-0.32
Luca Koleosho,BUR,F,113.0,@BRF Sat 7:00AM,5.0,5.0,10%,1,73,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,,1,0,1,1,0,5.0,0.0,0.0
Aaron Ramsey,BUR,M,305.0,@BRF Sat 7:00AM,1.0,1.0,3%,1,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,,0,0,0,0,0,1.0,0.0,0.0
Jay Rodriguez,BUR,F,371.0,@BRF Sat 7:00AM,1.0,1.0,1%,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,,0,0,0,0,0,1.0,0.0,0.0
Ameen Al Dakhil,BUR,D,733.0,@BRF Sat 7:00AM,0.25,0.25,1%,1,90,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,1,0,2,,1,0,0,0,0,0.25,-2.0,0.0
Hannes Delcroix,BUR,D,713.0,@BRF Sat 7:00AM,0.0,0.0,1%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,0,0.0,0.0,
Johann Gudmundsson,BUR,M,228.0,AVL 3<br/>@BUR 1 F,14.5,14.5,,1,45,0,3,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3,6%,0,1,1,0,0,8.5,0.0,0.41
Lyle Foster,BUR,F,144.0,AVL 3<br/>@BUR 1 F,9.5,9.5,,1,80,1,0,0,1,0,4,0,0,0,0,1,0,0,1,0,0,0,3,0,3,21%,1,1,2,1,0,2.5,-2.0,0.74
Luca Koleosho,BUR,F,136.0,AVL 3<br/>@BUR 1 F,6.5,6.5,,1,67,0,1,0,0,1,1,0,0,1,0,0,3,0,0,0,0,0,3,0,3,26%,1,0,0,2,0,7.0,-0.5,-0.08
Dara O'Shea,BUR,D,324.0,AVL 3<br/>@BUR 1 F,6.0,6.0,,1,90,0,1,0,0,0,0,0,0,0,4,4,0,2,3,0,0,0,3,0,3,2%,1,0,0,0,0,6.0,-6.0,0.0
Hannes Delcroix,BUR,D,354.0,AVL 3<br/>@BUR 1 F,4.75,4.75,,1,90,0,2,0,1,0,0,0,0,0,3,3,0,0,1,0,0,0,3,0,3,1%,1,0,0,0,0,4.75,-6.0,0.0
Zeki Amdouni,BUR,F,139.0,AVL 3<br/>@BUR 1 F,3.0,3.0,,1,80,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,3,0,3,35%,1,0,3,0,0,3.5,-0.5,-0.17
Josh Cullen,BUR,M,177.0,AVL 3<br/>@BUR 1 F,3.0,3.0,,1,90,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,3,0,3,14%,1,0,6,0,0,5.0,-2.0,-0.67
Benson Manuel,BUR,F,318.0,AVL 3<br/>@BUR 1 F,2.5,2.5,,1,45,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,2,0,3,11%,1,0,1,0,0,3.0,-0.5,-0.2
Aaron Ramsey,BUR,M,307.0,AVL 3<br/>@BUR 1 F,0.0,0.0,,1,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,17%,0,0,0,0,0,0.0,0.0,
Nathan Redmond,BUR,M,349.0,AVL 3<br/>@BUR 1 F,0.0,0.0,,1,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1%,0,0,0,1,0,0.0,0.0,
Jay Rodriguez,BUR,F,374.0,AVL 3<br/>@BUR 1 F,0.0,0.0,,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1%,0,0,0,1,0,0.0,0.0,
Jacob Bruun Larsen,BUR,F,298.0,AVL 3<br/>@BUR 1 F,0.0,0.0,,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0%,0,0,0,0,0,0.0,0.0,
Sander Berge,BUR,M,225.0,AVL 3<br/>@BUR 1 F,-1.0,-1.0,,1,67,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,3,0,3,6%,1,0,4,0,0,2.0,-3.0,3.0
Connor Roberts,BUR,D,731.0,AVL 3<br/>@BUR 1 F,-1.75,-1.75,,1,90,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,3,0,3,8%,1,0,0,0,0,-1.75,-6.0,-0.0
Ameen Al Dakhil,BUR,D,726.0,AVL 3<br/>@BUR 1 F,-2.0,-2.0,,1,90,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,3,0,3,3%,1,0,1,0,0,-2.0,-6.0,-0.0
Lyle Foster,BUR,F,144.0,TOT 5<br/>@BUR 2 F,15.5,15.5,,1,90,1,1,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,5,0,4,21%,1,1,3,1,0,6.5,0.0,0.58
Luca Koleosho,BUR,F,136.0,TOT 5<br/>@BUR 2 F,12.5,12.5,,1,67,0,1,1,0,0,1,0,0,0,0,0,5,0,0,0,0,0,5,0,4,26%,1,1,0,1,0,7.0,-0.5,0.44
Josh Brownhill,BUR,M,169.0,TOT 5<br/>@BUR 2 F,11.5,11.5,,1,45,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,4,57%,0,1,4,0,0,5.0,-2.5,0.57
Josh Cullen,BUR,M,177.0,TOT 5<br/>@BUR 2 F,8.5,8.5,,1,90,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,4,14%,1,1,2,0,0,3.0,-0.5,0.65
Zeki Amdouni,BUR,F,139.0,TOT 5<br/>@BUR 2 F,6.0,6.0,,1,59,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,3,0,4,35%,1,0,0,0,0,6.0,0.0,0.0
Sander Berge,BUR,M,225.0,TOT 5<br/>@BUR 2 F,6.0,6.0,,1,45,0,1,0,0,2,1,0,0,0,0,0,1,1,1,0,0,0,2,0,4,6%,1,0,0,0,0,6.5,-0.5,-0.08
Jacob Bruun Larsen,BUR,F,298.0,TOT 5<br/>@BUR 2 F,4.0,4.0,,1,21,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0%,0,0,1,0,0,4.0,0.0,0.0
Nathan Redmond,BUR,M,349.0,TOT 5<br/>@BUR 2 F,3.5,3.5,,1,29,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,4,1%,0,0,1,0,0,4.0,-0.5,-0.14
Johann Gudmundsson,BUR,M,228.0,TOT 5<br/>@BUR 2 F,2.5,2.5,,1,45,0,1,0,0,0,0,1,0,1,1,2,0,0,1,0,0,0,2,0,4,6%,1,0,4,0,0,4.5,-2.0,-0.8
Dara O'Shea,BUR,D,324.0,TOT 5<br/>@BUR 2 F,0.5,0.5,,1,90,0,0,0,0,2,0,0,0,0,2,2,0,4,2,0,0,0,5,0,4,2%,1,0,1,0,0,0.5,-10.0,0.0
Jack Cork,BUR,M,464.0,TOT 5<br/>@BUR 2 F,0.0,0.0,,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0%,0,0,1,0,0,0.0,0.0,
Hannes Delcroix,BUR,D,354.0,TOT 5<br/>@BUR 2 F,-1.75,-1.75,,1,45,0,0,0,1,0,0,1,0,0,2,1,0,0,2,0,0,0,3,0,4,1%,0,0,4,0,0,0.25,-8.0,1.14
Jordan Beyer,BUR,D,335.0,TOT 5<br/>@BUR 2 F,-3.0,-3.0,,1,73,0,0,0,0,6,0,1,0,0,0,0,2,0,1,0,0,0,5,0,4,11%,1,0,4,0,0,-1.0,-12.0,0.67
Ameen Al Dakhil,BUR,D,726.0,TOT 5<br/>@BUR 2 F,-6.75,-6.75,,1,90,0,0,0,0,1,2,0,0,0,3,1,0,0,0,0,0,0,5,0,4,3%,1,0,1,0,0,-5.75,-11.0,0.15
Connor Roberts,BUR,D,731.0,TOT 5<br/>@BUR 2 F,-7.0,-7.0,,1,90,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,4,8%,1,0,1,0,0,-7.0,-10.0,-0.0
Zeki Amdouni,BUR,F,139.0,BUR 1<br/>@NOT 1 F,14.0,14.0,,1,63,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,35%,1,1,1,0,0,5.0,0.0,0.64
Luca Koleosho,BUR,F,136.0,BUR 1<br/>@NOT 1 F,6.5,6.5,,1,75,0,2,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,1,0,5,26%,1,0,2,1,0,8.0,-1.5,-0.23
Lyle Foster,BUR,F,144.0,BUR 1<br/>@NOT 1 F,5.5,5.5,,1,88,0,1,1,1,0,1,0,1,0,0,4,1,0,4,0,0,0,1,0,5,21%,1,1,7,0,0,7.0,-7.5,-0.27
Josh Brownhill,BUR,M,169.0,BUR 1<br/>@NOT 1 F,4.0,4.0,,1,90,0,0,0,0,2,1,0,0,0,2,2,0,0,1,0,0,0,1,0,5,57%,1,0,0,0,0,4.5,-0.5,-0.12
Josh Cullen,BUR,M,177.0,BUR 1<br/>@NOT 1 F,4.0,4.0,,1,90,0,0,0,0,1,0,1,0,0,1,3,0,2,4,0,0,0,1,0,5,14%,1,0,5,0,0,6.0,-2.0,-0.5
Sander Berge,BUR,M,225.0,BUR 1<br/>@NOT 1 F,4.0,4.0,,1,25,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,5,6%,0,0,1,0,0,4.0,0.0,0.0
Charlie Taylor,BUR,D,341.0,BUR 1<br/>@NOT 1 F,2.75,2.75,,1,90,0,0,0,0,2,0,0,0,0,1,3,0,0,1,0,0,0,1,0,5,4%,1,0,3,0,0,2.75,-2.0,0.0
Johann Gudmundsson,BUR,M,228.0,BUR 1<br/>@NOT 1 F,2.0,2.0,,1,62,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,5,6%,1,0,0,0,0,2.0,0.0,0.0
Mike Tresor,BUR,F,332.0,BUR 1<br/>@NOT 1 F,2.0,2.0,,1,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2%,0,0,0,1,0,2.0,0.0,0.0
Jordan Beyer,BUR,D,335.0,BUR 1<br/>@NOT 1 F,0.75,0.75,,1,86,0,0,0,0,0,1,0,0,0,0,9,0,0,1,0,0,0,1,0,5,11%,1,0,0,0,0,1.25,-2.5,-0.67
Ameen Al Dakhil,BUR,D,726.0,BUR 1<br/>@NOT 1 F,0.5,0.5,,1,90,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,5,3%,1,0,0,0,0,0.5,-2.0,0.0
Anass Zaroury,BUR,F,727.0,BUR 1<br/>@NOT 1 F,0.0,0.0,,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18%,0,0,0,0,0,0.0,0.0,
Hannes Delcroix,BUR,D,354.0,BUR 1<br/>@NOT 1 F,0.0,0.0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1%,0,0,0,0,0,0.0,0.0,
Connor Roberts,BUR,D,731.0,BUR 1<br/>@NOT 1 F,-1.0,-1.0,,1,90,0,0,0,0,0,1,1,0,0,2,2,0,1,0,0,0,0,1,0,5,8%,1,0,3,0,0,1.5,-4.5,2.5
Aaron Ramsey,BUR,M,307.0,MUN 1<br/>@BUR 0 F,9.0,9.0,,1,72,0,1,0,1,3,0,0,0,0,0,1,1,0,2,0,0,0,1,0,6,17%,1,0,0,0,0,9.0,0.0,0.0
Josh Brownhill,BUR,M,169.0,MUN 1<br/>@BUR 0 F,8.5,8.5,,1,85,0,3,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,1,0,6,57%,1,0,0,1,0,8.5,0.0,0.0
Josh Cullen,BUR,M,177.0,MUN 1<br/>@BUR 0 F,8.0,8.0,,1,90,0,3,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,6,14%,1,0,0,0,0,8.5,-0.5,-0.06
Ameen Al Dakhil,BUR,D,726.0,MUN 1<br/>@BUR 0 F,5.75,5.75,,1,90,0,1,0,0,0,0,0,0,0,2,3,0,0,3,0,0,0,1,0,6,3%,1,0,0,0,0,5.75,-2.0,0.0
Zeki Amdouni,BUR,F,139.0,MUN 1<br/>@BUR 0 F,5.0,5.0,,1,72,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,35%,1,0,0,0,0,5.0,0.0,0.0
Charlie Taylor,BUR,D,341.0,MUN 1<br/>@BUR 0 F,4.5,4.5,,1,90,0,0,0,0,0,0,0,0,1,2,2,0,1,2,0,0,0,1,0,6,4%,1,0,0,0,0,4.5,-2.0,0.0
Benson Manuel,BUR,F,318.0,MUN 1<br/>@BUR 0 F,4.0,4.0,,1,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,11%,0,0,0,0,0,4.0,0.0,0.0
Jacob Bruun Larsen,BUR,F,298.0,MUN 1<br/>@BUR 0 F,4.0,4.0,,1,16,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0%,0,0,1,0,0,4.0,0.0,0.0
Luca Koleosho,BUR,F,136.0,MUN 1<br/>@BUR 0 F,3.0,3.0,,1,72,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,1,0,6,26%,1,0,2,0,0,4.0,-1.0,-0.33
Mike Tresor,BUR,F,332.0,MUN 1<br/>@BUR 0 F,2.5,2.5,,1,69,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,6,2%,0,0,0,0,0,3.0,-0.5,-0.2
Sander Berge,BUR,M,225.0,MUN 1<br/>@BUR 0 F,1.5,1.5,,1,16,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,6%,0,0,0,0,0,1.5,0.0,0.0
Jay Rodriguez,BUR,F,374.0,MUN 1<br/>@BUR 0 F,1.0,1.0,,1,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1%,0,0,1,0,0,1.0,0.0,0.0
Jordan Beyer,BUR,D,335.0,MUN 1<br/>@BUR 0 F,0.5,0.5,,1,90,0,0,0,0,0,0,1,0,0,1,2,0,2,1,0,0,0,1,0,6,11%,1,0,4,0,0,2.5,-4.0,-4.0
Johann Gudmundsson,BUR,M,228.0,MUN 1<br/>@BUR 0 F,0.0,0.0,,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6%,1,0,0,0,0,0.0,0.0,
Connor Roberts,BUR,D,731.0,MUN 1<br/>@BUR 0 F,-1.25,-1.25,,1,90,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,6,8%,1,0,1,0,0,-1.25,-2.0,-0.0
Ameen Al Dakhil,BUR,D,733.0,@BRF Sat 7:00AM,0.25,0.25,1%,1,90,0,0,0,1,0,1,0,0,0,0,3,0,0,2,0,0,0,2,0,7,,1,0,2,0,0,0.75,-4.5,-2.0
Zeki Amdouni,BUR,F,126.0,@BRF Sat 7:00AM,2.0,2.0,15%,1,57,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,7,,1,0,6,0,0,4.0,-2.0,-1.0
Sander Berge,BUR,M,181.0,@BRF Sat 7:00AM,7.0,7.0,6%,1,87,0,2,0,0,0,1,0,0,0,1,2,0,1,3,0,0,0,2,0,7,,1,0,0,0,0,7.5,-0.5,-0.07
Jordan Beyer,BUR,D,273.0,@BRF Sat 7:00AM,-0.25,-0.25,9%,1,90,0,0,0,0,1,0,1,0,0,1,3,0,3,0,0,0,0,2,0,7,,1,0,4,0,0,1.75,-6.0,8.0
Josh Brownhill,BUR,M,121.0,@BRF Sat 7:00AM,5.0,5.0,46%,1,90,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,2,0,7,,1,0,4,0,0,5.5,-0.5,-0.1
Jacob Bruun Larsen,BUR,F,236.0,@BRF Sat 7:00AM,0.5,0.5,0%,1,31,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,7,,0,0,0,1,0,1.0,-0.5,-1.0
Josh Cullen,BUR,M,165.0,@BRF Sat 7:00AM,3.0,3.0,8%,1,90,0,0,0,0,2,0,0,0,0,1,4,0,0,0,0,0,0,2,0,7,,1,0,1,0,0,3.0,0.0,0.0
Vitinho,BUR,D,730.0,@BRF Sat 7:00AM,1.0,1.0,1%,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,,0,0,0,0,0,1.0,0.0,0.0
Luca Koleosho,BUR,F,113.0,@BRF Sat 7:00AM,3.5,3.5,10%,1,57,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,7,,1,0,0,1,0,4.0,-0.5,-0.14
Wilson Odobert,BUR,F,239.0,@BRF Sat 7:00AM,4.0,4.0,1%,1,22,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,7,,0,0,0,0,0,4.0,0.0,0.0
Aaron Ramsey,BUR,M,305.0,@BRF Sat 7:00AM,-1.0,-1.0,3%,1,66,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,1,0,7,,1,0,2,0,0,1.0,-2.0,2.0
Connor Roberts,BUR,D,719.0,@BRF Sat 7:00AM,-0.75,-0.75,7%,1,87,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,2,0,7,,1,0,0,0,0,-0.75,-4.0,-0.0
Jay Rodriguez,BUR,F,371.0,@BRF Sat 7:00AM,1.0,1.0,1%,1,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,,0,0,1,1,0,1.0,0.0,0.0
Charlie Taylor,BUR,D,338.0,@BRF Sat 7:00AM,-3.25,-3.25,1%,1,90,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,0,2,0,7,,1,0,4,0,0,-1.25,-6.0,0.62
Anass Zaroury,BUR,F,728.0,@BRF Sat 7:00AM,2.0,2.0,17%,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,,0,0,0,0,0,2.0,0.0,0.0
Wilson Odobert,BUR,F,239.0,CHE 4<br/>@BUR 1 F,18.0,18.0,,1,78,1,1,0,2,2,0,1,0,0,0,0,3,0,0,0,0,0,4,0,8,0%,1,1,4,0,0,11.0,-2.0,0.39
Lyle Foster,BUR,F,81.0,CHE 4<br/>@BUR 1 F,10.5,10.5,,1,90,0,1,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,4,0,8,39%,1,1,0,3,0,4.5,0.0,0.57
Luca Koleosho,BUR,F,112.0,CHE 4<br/>@BUR 1 F,6.5,6.5,,1,28,0,1,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,2,0,8,10%,0,0,1,0,0,7.0,-0.5,-0.08
Josh Brownhill,BUR,M,121.0,CHE 4<br/>@BUR 1 F,6.0,6.0,,1,90,0,1,0,0,2,1,0,0,0,2,3,0,0,1,0,0,0,4,0,8,46%,1,0,0,0,0,6.5,-0.5,-0.08
Connor Roberts,BUR,D,719.0,CHE 4<br/>@BUR 1 F,3.0,3.0,,1,28,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,7%,0,0,0,0,0,3.0,-4.0,0.0
Aaron Ramsey,BUR,M,304.0,CHE 4<br/>@BUR 1 F,1.5,1.5,,1,28,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,8,3%,0,0,0,0,0,2.0,-0.5,-0.33
Mike Tresor,BUR,F,341.0,CHE 4<br/>@BUR 1 F,1.5,1.5,,1,60,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,8,2%,1,0,0,0,0,2.0,-0.5,-0.33
Jacob Bruun Larsen,BUR,F,236.0,CHE 4<br/>@BUR 1 F,1.5,1.5,,1,10,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0%,0,0,0,1,0,2.0,-0.5,-0.33
Josh Cullen,BUR,M,161.0,CHE 4<br/>@BUR 1 F,0.0,0.0,,1,60,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,8,8%,1,0,4,0,0,2.0,-2.0,-inf
Sander Berge,BUR,M,179.0,CHE 4<br/>@BUR 1 F,-0.5,-0.5,,1,90,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,4,0,8,6%,1,0,3,0,0,0.5,-1.0,2.0
Dara O'Shea,BUR,D,368.0,CHE 4<br/>@BUR 1 F,-2.75,-2.75,,1,45,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,3,0,8,2%,0,0,0,0,0,-2.75,-6.0,-0.0
Vitinho,BUR,D,729.0,CHE 4<br/>@BUR 1 F,-3.0,-3.0,,1,60,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,2,0,8,1%,1,0,1,0,0,-2.5,-4.5,0.17
Hannes Delcroix,BUR,D,713.0,CHE 4<br/>@BUR 1 F,-3.25,-3.25,,1,90,0,0,0,0,2,1,0,0,0,0,1,0,1,2,0,0,0,4,0,8,1%,1,0,2,0,0,-2.75,-8.5,0.15
Charlie Taylor,BUR,D,338.0,CHE 4<br/>@BUR 1 F,-4.0,-4.0,,1,90,0,1,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,4,0,8,1%,1,0,2,0,0,-3.5,-8.5,0.12
Ameen Al Dakhil,BUR,D,732.0,CHE 4<br/>@BUR 1 F,-5.0,-5.0,,1,45,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,8,1%,1,0,0,0,0,0.0,-7.0,1.0
Zeki Amdouni,BUR,F,124.0,BUR 0<br/>@BRF 3 F,5.5,5.5,15%,1,75,0,0,0,1,0,1,0,0,0,2,0,1,1,0,0,0,0,2,0,9,,1,0,0,0,0,6.0,-0.5,-0.09
Lyle Foster,BUR,F,84.0,BUR 0<br/>@BRF 3 F,5.0,5.0,52%,1,90,0,2,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,3,0,9,,1,0,2,2,0,5.5,-0.5,-0.1
Luca Koleosho,BUR,F,119.0,BUR 0<br/>@BRF 3 F,5.0,5.0,9%,1,45,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,2,0,9,,0,0,1,0,0,5.0,0.0,0.0
Mike Tresor,BUR,F,319.0,BUR 0<br/>@BRF 3 F,4.0,4.0,1%,1,65,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,,1,0,0,0,0,4.0,0.0,0.0
Dara O'Shea,BUR,D,349.0,BUR 0<br/>@BRF 3 F,3.0,3.0,2%,1,90,0,0,0,0,0,0,0,0,0,2,12,0,2,2,0,0,0,3,0,9,,1,0,3,0,0,3.0,-6.0,0.0
Nathan Redmond,BUR,M,355.0,BUR 0<br/>@BRF 3 F,2.0,2.0,1%,1,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,9,,0,0,0,0,0,2.0,0.0,0.0
Josh Cullen,BUR,M,173.0,BUR 0<br/>@BRF 3 F,1.5,1.5,7%,1,90,0,1,0,0,1,1,1,0,0,1,2,0,0,0,0,0,0,3,0,9,,1,0,5,0,0,4.0,-2.5,-1.67
Josh Brownhill,BUR,M,137.0,BUR 0<br/>@BRF 3 F,1.0,1.0,41%,1,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9,,0,0,0,0,0,1.0,0.0,0.0
Wilson Odobert,BUR,F,248.0,BUR 0<br/>@BRF 3 F,0.5,0.5,8%,1,45,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,9,,1,0,0,0,0,1.0,-0.5,-1.0
Sander Berge,BUR,M,202.0,BUR 0<br/>@BRF 3 F,0.5,0.5,6%,1,65,0,0,0,0,0,2,1,0,0,0,2,1,1,3,0,0,0,2,0,9,,1,0,5,0,0,3.5,-3.0,-6.0
Jacob Bruun Larsen,BUR,F,246.0,BUR 0<br/>@BRF 3 F,0.5,0.5,0%,1,13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,,0,0,1,0,0,1.0,-0.5,-1.0
Hannes Delcroix,BUR,D,718.0,BUR 0<br/>@BRF 3 F,-0.75,-0.75,0%,1,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,9,,0,0,0,0,0,-0.75,-2.0,-0.0
Ameen Al Dakhil,BUR,D,736.0,BUR 0<br/>@BRF 3 F,-2.25,-2.25,1%,1,90,0,0,0,0,0,2,0,0,0,0,3,1,1,2,0,0,0,3,0,9,,1,0,0,0,0,-1.25,-7.0,0.44
Charlie Taylor,BUR,D,371.0,BUR 0<br/>@BRF 3 F,-2.25,-2.25,1%,1,90,0,0,0,0,0,0,0,0,0,1,3,0,1,1,0,0,0,3,0,9,,1,0,0,0,0,-2.25,-6.0,-0.0
