id,player_id,player_name,season,position,games,goals,shots,time,xG,assists,xA,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,XGBuildup,minutes_per_game,npxG+xA,key_passes+shots,90s,goals_per_90,assists_per_90,xA_per_90,npxG_per_90,npxG+xA_per_90,shots_per_90,key_passes_per_90,xGChain_per_90,key_passes+shots_per_90,goal_conversion_rate,assist_to_key_pass_ratio,cards_per_game
2742,1257,Alisson,2023,GK,11.0,0.0,0.0,990.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.090387038886547,4.090387038886547,90.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,,,0.09090909090909091
3935,5552,Nick Pope,2023,GK,11.0,0.0,1.0,990.0,0.016498630866408348,0.0,0.0,0.0,0.0,0.0,0.0,0.016498630866408348,3.715746074914932,3.715746074914932,90.0,0.02,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.34,0.09,0.0,,0.0
4977,6054,Ederson,2023,GK,10.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.5691847279667854,3.5691847279667854,90.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,,,0.2
276,9098,Robert Sanchez,2023,GK,11.0,0.0,0.0,990.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.2313321847468615,3.2313321847468615,90.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,,,0.09090909090909091
6064,7235,Jason Steele,2023,GK,6.0,0.0,0.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7385663390159607,2.7385663390159607,90.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,,,0.0
5293,7047,Mark Flekken,2023,GK,10.0,0.0,0.0,863.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.1370565593242645,2.1370565593242645,86.3,0.0,0.0,9.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,,,0.1
173,8858,Guglielmo Vicario,2023,GK,11.0,0.0,0.0,990.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.9971719048917296,1.9971719048917296,90.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,,,0.18181818181818182
961,978,Sam Johnstone,2023,GK,11.0,0.0,0.0,990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.813119612634182,1.813119612634182,90.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,,,0.0
1247,741,Jordan Pickford,2023,GK,11.0,0.0,0.0,990.0,0.0,0.0,0.1356039261445403,4.0,2.0,0.0,0.0,0.0,1.6787874680012465,1.5582233164459467,90.0,0.14,4.0,11.0,0.0,0.0,0.01,0.0,0.01,0.0,0.36,0.15,0.36,,0.0,0.18181818181818182
975,10913,Andre Onana,2023,GK,11.0,0.0,0.0,990.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.4671035632491112,1.4671035632491112,90.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,,,0.2727272727272727
