id,player_id,player_name,season,position,games,goals,shots,time,xG,assists,xA,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,XGBuildup,minutes_per_game,npxG+xA,key_passes+shots,90s,goals_per_90,assists_per_90,xA_per_90,npxG_per_90,npxG+xA_per_90,shots_per_90,key_passes_per_90,xGChain_per_90,key_passes+shots_per_90,goal_conversion_rate,assist_to_key_pass_ratio,cards_per_game
1571,6691,Dejan Kulusevski,2023,AMR,10.0,2.0,20.0,900.0,1.527889396995306,0.0,2.360576346516609,21.0,1.0,0.0,2.0,1.527889396995306,7.10440993309021,4.057887803763151,90.0,3.89,41.0,10.0,0.2,0.0,0.24,0.15,0.39,2.0,2.1,0.71,4.1,0.1,0.0,0.1
3377,6049,Solly March,2023,AMR,5.0,3.0,12.0,391.0,2.581520289182663,0.0,0.1520106978714466,5.0,0.0,0.0,3.0,2.581520289182663,3.955303847789765,1.4485923945903778,78.2,2.73,17.0,4.34,0.69,0.0,0.04,0.59,0.63,2.76,1.15,0.91,3.92,0.25,0.0,0.0
1105,6055,Phil Foden,2023,AMR,5.0,1.0,11.0,429.0,0.6442836746573448,1.0,1.2984394691884518,16.0,0.0,0.0,1.0,0.6442836746573448,3.693323999643326,2.522214889526367,85.8,1.94,27.0,4.77,0.21,0.21,0.27,0.14,0.41,2.31,3.35,0.77,5.66,0.09090909090909091,0.0625,0.0
488,1776,Jarrod Bowen,2023,AMR,8.0,5.0,23.0,720.0,3.224666006863117,0.0,1.0904529988765717,4.0,1.0,0.0,5.0,3.224666006863117,3.467934727668762,1.1884523071348667,90.0,4.32,27.0,8.0,0.62,0.0,0.14,0.4,0.54,2.88,0.5,0.43,3.38,0.21739130434782608,0.0,0.125
1211,11094,Antony,2023,AMR,4.0,0.0,10.0,314.0,0.3934913296252489,0.0,1.1193890571594238,5.0,1.0,0.0,0.0,0.3934913296252489,2.7077215015888214,2.265397220849991,78.5,1.51,15.0,3.49,0.0,0.0,0.32,0.11,0.43,2.87,1.43,0.78,4.3,0.0,0.0,0.25
4220,672,Jordan Ayew,2023,AMR,8.0,1.0,14.0,654.0,1.4231956079602242,2.0,1.123943954706192,8.0,3.0,0.0,1.0,1.4231956079602242,2.655618704855442,1.3111906498670578,81.75,2.55,22.0,7.27,0.14,0.28,0.15,0.2,0.35,1.93,1.1,0.37,3.03,0.07142857142857142,0.25,0.375
3442,618,Raheem Sterling,2023,AMR,3.0,0.0,5.0,266.0,0.8375047743320465,0.0,0.2982327491044998,4.0,1.0,0.0,0.0,0.8375047743320465,1.6943841874599457,0.8132621441036463,88.67,1.14,9.0,2.96,0.0,0.0,0.1,0.28,0.39,1.69,1.35,0.57,3.04,0.0,0.0,0.3333333333333333
3914,5221,Leon Bailey,2023,AMR,2.0,1.0,2.0,129.0,0.5992322564125061,1.0,0.6844462156295776,1.0,0.0,0.0,1.0,0.5992322564125061,1.595856636762619,0.4103304147720337,64.5,1.28,3.0,1.43,0.7,0.7,0.48,0.42,0.9,1.4,0.7,1.12,2.1,0.5,1.0,0.0
601,11363,Antoine Semenyo,2023,AMR,3.0,1.0,7.0,221.0,0.5577969774603844,0.0,0.29836735129356384,1.0,1.0,0.0,1.0,0.5577969774603844,1.257476128637791,0.40131181478500366,73.67,0.86,8.0,2.46,0.41,0.0,0.12,0.23,0.35,2.85,0.41,0.51,3.25,0.14285714285714285,0.0,0.3333333333333333
2632,7723,John McGinn,2023,AMR,3.0,0.0,1.0,243.0,0.03961455821990967,1.0,0.3155162185430527,4.0,1.0,0.0,0.0,0.03961455821990967,1.1005559712648392,0.7763649374246597,81.0,0.36,5.0,2.7,0.0,0.37,0.12,0.01,0.13,0.37,1.48,0.41,1.85,0.0,0.25,0.3333333333333333
