id,player_id,player_name,season,shotType,goals,shots,xG,assists,key_passes,xA,npg,npxG,npxG+xA,key_passes+shots,goal_conversion_rate,assist_to_key_pass_ratio
1983,10720,Darwin Nunez,2023,RightFoot,3.0,22.0,4.6001870250329375,0.0,1.0,0.01188573893159628,3.0,4.6001870250329375,4.61,23.0,0.13636363636363635,0.0
2526,10048,Nicolas Jackson,2023,RightFoot,3.0,17.0,4.574214038439095,0.0,5.0,0.46593521907925606,3.0,4.574214038439095,5.04,22.0,0.17647058823529413,0.0
794,8865,Ollie Watkins,2023,RightFoot,2.0,20.0,3.963581655174494,4.0,9.0,1.3046373277902603,2.0,3.963581655174494,5.27,29.0,0.1,0.4444444444444444
4414,468,Callum Wilson,2023,RightFoot,6.0,14.0,5.22334960103035,0.0,1.0,0.015900330618023872,4.0,3.7010119259357457,3.72,15.0,0.42857142857142855,0.0
5592,5232,Alexander Isak,2023,RightFoot,5.0,14.0,4.187651287764311,0.0,3.0,0.16576022654771805,4.0,3.4264824502170086,3.59,17.0,0.35714285714285715,0.0
4470,1726,Abdoulaye Doucoure,2023,RightFoot,2.0,10.0,3.016435891389847,0.0,8.0,0.5470438459888101,2.0,3.016435891389847,3.56,18.0,0.2,0.0
346,6482,Eddie Nketiah,2023,RightFoot,5.0,16.0,2.9178653098642826,0.0,2.0,0.11641418933868408,5.0,2.9178653098642826,3.03,18.0,0.3125,0.0
953,1679,Dominic Solanke,2023,RightFoot,3.0,13.0,2.913464153185487,1.0,2.0,0.08700724691152573,3.0,2.913464153185487,3.0,15.0,0.23076923076923078,0.5
4100,453,Son Heung-Min,2023,RightFoot,5.0,15.0,2.7393585853278637,1.0,11.0,1.9524838011711836,5.0,2.7393585853278637,4.69,26.0,0.3333333333333333,0.09090909090909091
2960,8150,Anthony Gordon,2023,RightFoot,3.0,16.0,2.7184233404695988,1.0,4.0,0.9113836865872144,3.0,2.7184233404695988,3.63,20.0,0.1875,0.25
4049,6818,James Maddison,2023,RightFoot,3.0,20.0,2.543014172464609,2.0,12.0,1.1889921203255651,3.0,2.543014172464609,3.73,32.0,0.15,0.16666666666666666
1686,556,Marcus Rashford,2023,RightFoot,1.0,25.0,2.4236109293997288,1.0,5.0,0.39848066307604313,1.0,2.4236109293997288,2.82,30.0,0.04,0.2
763,8864,Matthew Cash,2023,RightFoot,2.0,11.0,2.3827937496826053,0.0,0.0,0.0,2.0,2.3827937496826053,2.38,11.0,0.18181818181818182,
4502,618,Raheem Sterling,2023,RightFoot,1.0,15.0,2.346059501171112,0.0,9.0,0.759137786924839,1.0,2.346059501171112,3.11,24.0,0.06666666666666667,0.0
2310,10806,Kaoru Mitoma,2023,RightFoot,2.0,12.0,2.2794493548572063,0.0,9.0,0.8144552921876311,2.0,2.2794493548572063,3.09,21.0,0.16666666666666666,0.0
905,10846,Julian Alvarez,2023,RightFoot,3.0,25.0,2.191219002008438,1.0,10.0,0.4614248424768448,3.0,2.191219002008438,2.65,35.0,0.12,0.1
5898,6854,Diogo Jota,2023,RightFoot,2.0,10.0,2.110996127128601,0.0,6.0,0.2092798538506031,2.0,2.110996127128601,2.32,16.0,0.2,0.0
5051,5786,Yoane Wissa,2023,RightFoot,1.0,17.0,2.055666582658887,0.0,5.0,0.6102510206401348,1.0,2.055666582658887,2.67,22.0,0.058823529411764705,0.0
1012,8706,Eberechi Eze,2023,RightFoot,1.0,22.0,2.0381739921867847,0.0,4.0,0.2131512388586998,1.0,2.0381739921867847,2.25,26.0,0.045454545454545456,0.0
512,7814,Taiwo Awoniyi,2023,RightFoot,2.0,5.0,2.026644214987755,2.0,8.0,0.6611051764339209,2.0,2.026644214987755,2.69,13.0,0.4,0.25
3225,10177,Evan Ferguson,2023,RightFoot,3.0,12.0,1.896827682852745,0.0,1.0,0.1199745237827301,3.0,1.896827682852745,2.02,13.0,0.25,0.0
5872,1228,Bruno Fernandes,2023,RightFoot,3.0,27.0,2.577222284860909,2.0,10.0,1.3901033401489258,2.0,1.8160534473136067,3.21,37.0,0.1111111111111111,0.2
2994,3621,Neal Maupay,2023,RightFoot,0.0,12.0,1.7122086472809317,0.0,2.0,0.14667057525366545,0.0,1.7122086472809317,1.86,14.0,0.0,0.0
3209,672,Jordan Ayew,2023,RightFoot,1.0,15.0,1.688278536312282,1.0,4.0,0.3102158047258854,1.0,1.688278536312282,2.0,19.0,0.06666666666666667,0.25
2936,8272,Joao Pedro,2023,RightFoot,2.0,10.0,2.4122308865189552,0.0,8.0,0.9934727484360336,1.0,1.651062048971653,2.64,18.0,0.2,0.0
4833,8260,Erling Haaland,2023,RightFoot,0.0,6.0,1.627615123987198,1.0,7.0,1.0577650722116232,0.0,1.627615123987198,2.69,13.0,0.0,0.14285714285714285
5427,3697,Odsonne Edouard,2023,RightFoot,2.0,14.0,1.6143366917967796,0.0,5.0,0.5840324498713017,2.0,1.6143366917967796,2.2,19.0,0.14285714285714285,0.0
4249,6827,Bobby Reid,2023,RightFoot,1.0,9.0,1.554591028019786,0.0,2.0,0.11139202304184435,1.0,1.554591028019786,1.67,11.0,0.1111111111111111,0.0
