id,player_id,player_name,season,shotZone,goals,shots,xG,assists,key_passes,xA,npg,npxG,npxG+xA,key_passes+shots,goal_conversion_rate,assist_to_key_pass_ratio
4309,8706,Eberechi Eze,2023,shotOboxTotal,0.0,15.0,0.6485580876469612,0.0,1.0,0.01285501942038536,0.0,0.6485580876469612,0.66,16.0,0.0,0.0
4161,10846,Julian Alvarez,2023,shotOboxTotal,1.0,13.0,0.5947082675993443,0.0,4.0,0.07749839872121811,1.0,0.5947082675993443,0.67,17.0,0.07692307692307693,0.0
1489,1228,Bruno Fernandes,2023,shotOboxTotal,0.0,18.0,0.5432622777298093,0.0,5.0,0.19695372320711613,0.0,0.5432622777298093,0.74,23.0,0.0,0.0
4173,8066,Arnaut Danjuma Groeneveld,2023,shotOboxTotal,0.0,7.0,0.5336403157562017,0.0,0.0,0.0,0.0,0.5336403157562017,0.53,7.0,0.0,
742,9788,Dominik Szoboszlai,2023,shotOboxTotal,1.0,17.0,0.4531772583723068,0.0,4.0,0.0899084871634841,1.0,0.4531772583723068,0.54,21.0,0.058823529411764705,0.0
3904,2517,Martin Odegaard,2023,shotOboxTotal,0.0,13.0,0.3820350952446461,0.0,5.0,0.12888477183878422,0.0,0.3820350952446461,0.51,18.0,0.0,0.0
293,11356,Enzo Fernandez,2023,shotOboxTotal,0.0,9.0,0.3716810904443264,0.0,1.0,0.016241077333688736,0.0,0.3716810904443264,0.39,10.0,0.0,0.0
2348,1250,Mohamed Salah,2023,shotOboxTotal,0.0,7.0,0.36950304731726646,0.0,6.0,0.23966064117848873,0.0,0.36950304731726646,0.61,13.0,0.0,0.0
733,6034,Philip Billing,2023,shotOboxTotal,0.0,6.0,0.3606361970305443,0.0,5.0,0.17277109250426292,0.0,0.3606361970305443,0.53,11.0,0.0,0.0
1977,6818,James Maddison,2023,shotOboxTotal,1.0,11.0,0.35818700306117535,1.0,9.0,0.25255923345685005,1.0,0.35818700306117535,0.61,20.0,0.09090909090909091,0.1111111111111111
660,6122,Douglas Luiz,2023,shotOboxTotal,2.0,12.0,0.3466483559459448,0.0,5.0,0.16944672726094723,2.0,0.3466483559459448,0.52,17.0,0.16666666666666666,0.0
4438,843,James Ward-Prowse,2023,shotOboxTotal,0.0,6.0,0.3403197303414345,0.0,1.0,0.06376920640468597,0.0,0.3403197303414345,0.4,7.0,0.0,0.0
