id,player_id,player_name,season,position,games,goals,shots,time,xG,assists,xA,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,XGBuildup,minutes_per_game,npxG+xA,key_passes+shots,90s,goals_per_90,assists_per_90,xA_per_90,npxG_per_90,npxG+xA_per_90,shots_per_90,key_passes_per_90,xGChain_per_90,key_passes+shots_per_90,goal_conversion_rate,assist_to_key_pass_ratio,cards_per_game
3223,8150,Anthony Gordon,2023,FWL,8.0,3.0,16.0,649.0,3.0374607890844345,1.0,1.1129466015845535,6.0,5.0,0.0,3.0,3.0374607890844345,6.37685190141201,3.184547634795308,81.12,4.15,22.0,7.21,0.42,0.14,0.15,0.42,0.58,2.22,0.83,0.88,3.05,0.1875,0.16666666666666666,0.625
4631,10408,Luis Diaz,2023,FWL,8.0,2.0,17.0,613.0,2.3115427773445845,0.0,0.4744395166635514,5.0,0.0,0.0,2.0,2.3115427773445845,4.105742827057838,2.046407338231802,76.62,2.79,22.0,6.81,0.29,0.0,0.07,0.34,0.41,2.5,0.73,0.6,3.23,0.11764705882352941,0.0,0.0
2901,8845,Hee-Chan Hwang,2023,FWL,3.0,2.0,8.0,269.0,2.250934362411499,1.0,0.6981636211276054,4.0,2.0,0.0,2.0,2.250934362411499,3.613086462020874,0.7371437847614288,89.67,2.95,12.0,2.99,0.67,0.33,0.23,0.75,0.99,2.68,1.34,1.21,4.01,0.25,0.25,0.6666666666666666
3022,700,Willian,2023,FWL,5.0,1.0,10.0,407.0,0.7988891946151853,0.0,0.3292445968836546,8.0,1.0,0.0,1.0,0.7988891946151853,3.2974749207496643,2.2558226734399796,81.4,1.13,18.0,4.52,0.22,0.0,0.07,0.18,0.25,2.21,1.77,0.73,3.98,0.1,0.0,0.2
6360,6854,Diogo Jota,2023,FWL,3.0,1.0,6.0,188.0,1.1788460165262222,0.0,0.12071534432470798,2.0,0.0,0.0,1.0,1.1788460165262222,3.2626877427101135,2.1342617571353912,62.67,1.3,8.0,2.09,0.48,0.0,0.06,0.56,0.62,2.87,0.96,1.56,3.83,0.16666666666666666,0.0,0.0
21,7752,Gabriel Martinelli,2023,FWL,8.0,0.0,14.0,604.0,0.982486180961132,2.0,0.8920463100075722,14.0,0.0,0.0,0.0,0.982486180961132,3.2337422892451286,2.1347643611952662,75.5,1.87,28.0,6.71,0.0,0.3,0.13,0.15,0.28,2.09,2.09,0.48,4.17,0.0,0.14285714285714285,0.0
5461,5786,Yoane Wissa,2023,FWL,2.0,1.0,5.0,180.0,1.3922973424196243,0.0,0.5876591801643372,4.0,0.0,0.0,1.0,1.3922973424196243,2.3232473880052567,0.5221072435379028,90.0,1.98,9.0,2.0,0.5,0.0,0.29,0.7,0.99,2.5,2.0,1.16,4.5,0.2,0.0,0.0
2376,5543,Gabriel Jesus,2023,FWL,2.0,0.0,4.0,171.0,0.550513967871666,0.0,0.174098402261734,2.0,0.0,0.0,0.0,0.550513967871666,1.9901222884655,1.265509843826294,85.5,0.72,6.0,1.9,0.0,0.0,0.09,0.29,0.38,2.11,1.05,1.05,3.16,0.0,0.0,0.0
3464,9524,Anthony Elanga,2023,FWL,2.0,0.0,2.0,180.0,0.07005925476551056,2.0,0.7557420134544373,3.0,0.0,0.0,0.0,0.07005925476551056,1.3969333171844482,0.6045331507921219,90.0,0.83,5.0,2.0,0.0,1.0,0.38,0.04,0.42,1.0,1.5,0.7,2.5,0.0,0.6666666666666666,0.0
4055,7762,Jean-Ricner Bellegarde,2023,FWL,1.0,1.0,2.0,90.0,0.4516071677207947,1.0,0.6350663304328918,2.0,0.0,0.0,1.0,0.4516071677207947,1.1959199905395508,0.14765530824661255,90.0,1.09,4.0,1.0,1.0,1.0,0.64,0.45,1.09,2.0,2.0,1.2,4.0,0.5,0.5,0.0
4850,618,Raheem Sterling,2023,FWL,1.0,1.0,3.0,86.0,0.41245037317276,0.0,0.0879228264093399,1.0,0.0,0.0,1.0,0.41245037317276,1.165305495262146,0.6649323105812073,86.0,0.5,4.0,0.96,1.04,0.0,0.09,0.43,0.52,3.12,1.04,1.21,4.17,0.3333333333333333,0.0,0.0
978,11719,Chiedozie Ogbene,2023,FWL,1.0,0.0,1.0,90.0,0.04392710328102112,0.0,0.7771488428115845,4.0,0.0,0.0,0.0,0.04392710328102112,1.0997759103775024,0.2787000238895416,90.0,0.82,5.0,1.0,0.0,0.0,0.78,0.04,0.82,1.0,4.0,1.1,5.0,0.0,0.0,0.0
5874,3697,Odsonne Edouard,2023,FWL,2.0,0.0,3.0,180.0,0.27940621972084045,0.0,0.3338896334171295,1.0,1.0,0.0,0.0,0.27940621972084045,0.956978365778923,0.7433868646621704,90.0,0.61,4.0,2.0,0.0,0.0,0.17,0.14,0.3,1.5,0.5,0.48,2.0,0.0,0.0,0.5
5495,6857,Morgan Gibbs-White,2023,FWL,2.0,0.0,3.0,180.0,0.1700359806418419,0.0,0.33440615981817245,5.0,0.0,0.0,0.0,0.1700359806418419,0.8917668163776398,0.6975537836551666,90.0,0.5,8.0,2.0,0.0,0.0,0.17,0.09,0.25,1.5,2.5,0.45,4.0,0.0,0.0,0.0
1163,6456,Callum Hudson-Odoi,2023,FWL,2.0,0.0,0.0,131.0,0.0,0.0,0.07187405228614807,1.0,0.0,0.0,0.0,0.0,0.8317902386188507,0.8317902386188507,65.5,0.07,1.0,1.46,0.0,0.0,0.05,0.0,0.05,0.0,0.68,0.57,0.68,,0.0,0.0
1190,9156,Kevin Schade,2023,FWL,3.0,1.0,4.0,228.0,0.4907554984092712,0.0,0.5565383434295654,3.0,0.0,0.0,1.0,0.4907554984092712,0.779153436422348,0.13608728349208832,76.0,1.05,7.0,2.53,0.4,0.0,0.22,0.19,0.42,1.58,1.19,0.31,2.77,0.25,0.0,0.0
3977,9154,Elliot Anderson,2023,FWL,1.0,0.0,2.0,90.0,0.08560143411159515,0.0,0.01679365709424019,1.0,0.0,0.0,0.0,0.08560143411159515,0.7146235704421997,0.6684991717338562,90.0,0.1,3.0,1.0,0.0,0.0,0.02,0.09,0.1,2.0,1.0,0.71,3.0,0.0,0.0,0.0
2724,10822,Wilson Odobert,2023,FWL,1.0,1.0,3.0,82.0,0.16503004729747772,0.0,0.4783159494400024,1.0,1.0,0.0,1.0,0.16503004729747772,0.6433460116386414,0.0,82.0,0.64,4.0,0.91,1.1,0.0,0.53,0.18,0.7,3.3,1.1,0.71,4.4,0.3333333333333333,0.0,1.0
543,10809,Keane Lewis-Potter,2023,FWL,2.0,0.0,2.0,167.0,0.6236697100102901,0.0,0.0,0.0,0.0,0.0,0.0,0.6236697100102901,0.6076682209968567,0.0,83.5,0.62,2.0,1.86,0.0,0.0,0.0,0.34,0.33,1.08,0.0,0.33,1.08,0.0,,0.0
996,11305,Mykhailo Mudryk,2023,FWL,1.0,1.0,2.0,48.0,0.38929885625839233,0.0,0.0,0.0,0.0,0.0,1.0,0.38929885625839233,0.38929885625839233,0.0,48.0,0.39,2.0,0.53,1.89,0.0,0.0,0.73,0.74,3.77,0.0,0.73,3.77,0.5,,0.0
4639,6827,Bobby Reid,2023,FWL,3.0,0.0,4.0,240.0,0.5452949553728104,0.0,0.12214888632297516,1.0,1.0,0.0,0.0,0.5452949553728104,0.22655701637268064,0.0,80.0,0.67,5.0,2.67,0.0,0.0,0.05,0.2,0.25,1.5,0.37,0.08,1.87,0.0,0.0,0.3333333333333333
2508,10806,Kaoru Mitoma,2023,FWL,1.0,0.0,2.0,90.0,0.11307689547538756,0.0,0.0,0.0,0.0,0.0,0.0,0.11307689547538756,0.11307689547538756,0.0,90.0,0.11,2.0,1.0,0.0,0.0,0.0,0.11,0.11,2.0,0.0,0.11,2.0,0.0,,0.0
6394,11701,Zeki Amdouni,2023,FWL,1.0,0.0,2.0,78.0,0.20082160830497744,0.0,0.04304913058876991,2.0,0.0,0.0,0.0,0.20082160830497744,0.11092886328697205,0.0,78.0,0.24,4.0,0.87,0.0,0.0,0.05,0.23,0.28,2.3,2.3,0.13,4.6,0.0,0.0,0.0
3201,10620,Luca Koleosho,2023,FWL,1.0,0.0,2.0,76.0,0.07138045877218246,0.0,0.0,0.0,0.0,0.0,0.0,0.07138045877218246,0.10410917550325394,0.03272872045636177,76.0,0.07,2.0,0.84,0.0,0.0,0.0,0.08,0.08,2.38,0.0,0.12,2.38,0.0,,0.0
5089,6055,Phil Foden,2023,FWL,1.0,0.0,0.0,90.0,0.0,0.0,0.388746052980423,2.0,0.0,0.0,0.0,0.0,0.10000652819871902,0.01802830956876278,90.0,0.39,2.0,1.0,0.0,0.0,0.39,0.0,0.39,0.0,2.0,0.1,2.0,,0.0,0.0
1903,6681,Harvey Barnes,2023,FWL,2.0,0.0,2.0,99.0,0.08124317973852158,0.0,0.0,0.0,0.0,0.0,0.0,0.08124317973852158,0.0808090791106224,0.01249760389328003,49.5,0.08,2.0,1.1,0.0,0.0,0.0,0.07,0.07,1.82,0.0,0.07,1.82,0.0,,0.0
2833,7698,Leandro Trossard,2023,FWL,1.0,0.0,0.0,47.0,0.0,0.0,0.039900586009025574,1.0,0.0,0.0,0.0,0.0,0.039900586009025574,0.0,47.0,0.04,1.0,0.52,0.0,0.0,0.08,0.0,0.08,0.0,1.92,0.08,1.92,,0.0,0.0
3903,11703,Anass Zaroury,2023,FWL,1.0,0.0,1.0,71.0,0.02711605094373226,0.0,0.0,0.0,0.0,0.0,0.0,0.02711605094373226,0.02711605094373226,0.0,71.0,0.03,1.0,0.79,0.0,0.0,0.0,0.03,0.04,1.27,0.0,0.03,1.27,0.0,,0.0
