id,player_id,player_name,season,position,games,goals,shots,time,xG,assists,xA,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,XGBuildup,minutes_per_game,npxG+xA,key_passes+shots,90s,goals_per_90,assists_per_90,xA_per_90,npxG_per_90,npxG+xA_per_90,shots_per_90,key_passes_per_90,xGChain_per_90,key_passes+shots_per_90,goal_conversion_rate,assist_to_key_pass_ratio,cards_per_game
1223,76,Fabian Schar,2023,DC,9.0,0.0,5.0,810.0,0.2134435549378395,0.0,0.09784157574176788,1.0,1.0,0.0,0.0,0.2134435549378395,6.720364302396774,6.610025137662888,90.0,0.31,6.0,9.0,0.0,0.0,0.01,0.02,0.03,0.56,0.11,0.75,0.67,0.0,0.0,0.1111111111111111
5455,7218,Cristian Romero,2023,DC,10.0,2.0,7.0,823.0,0.8338131532073021,0.0,0.18695013411343095,4.0,2.0,0.0,2.0,0.8338131532073021,6.201964944601059,6.13759309053421,82.3,1.02,11.0,9.14,0.22,0.0,0.02,0.09,0.11,0.77,0.44,0.68,1.2,0.2857142857142857,0.0,0.2
5539,10050,Micky van de Ven,2023,DC,10.0,1.0,5.0,900.0,0.636803861707449,0.0,0.0,0.0,1.0,0.0,1.0,0.636803861707449,5.44407825730741,5.428677013143897,90.0,0.64,5.0,10.0,0.1,0.0,0.0,0.06,0.06,0.5,0.0,0.54,0.5,0.2,,0.1
2343,6048,Lewis Dunk,2023,DC,9.0,1.0,13.0,810.0,1.16387059353292,0.0,0.11104171629995108,3.0,2.0,0.0,1.0,1.16387059353292,5.435757696628571,5.427657574415207,90.0,1.27,16.0,9.0,0.11,0.0,0.01,0.13,0.14,1.44,0.33,0.6,1.78,0.07692307692307693,0.0,0.2222222222222222
1012,6885,Axel Disasi,2023,DC,8.0,1.0,7.0,720.0,0.8538883328437805,0.0,0.1573617085814476,2.0,2.0,0.0,1.0,0.8538883328437805,4.278538787737489,4.233374381437898,90.0,1.01,9.0,8.0,0.12,0.0,0.02,0.11,0.13,0.88,0.25,0.53,1.12,0.14285714285714285,0.0,0.25
5776,3288,Thiago Silva,2023,DC,9.0,0.0,2.0,810.0,0.04561341181397438,0.0,0.3969639362767339,4.0,2.0,0.0,0.0,0.04561341181397438,4.16399784386158,4.149156354367733,90.0,0.44,6.0,9.0,0.0,0.0,0.04,0.01,0.05,0.22,0.44,0.46,0.67,0.0,0.0,0.2222222222222222
513,6314,Joachim Andersen,2023,DC,10.0,2.0,9.0,900.0,0.9928423464298248,1.0,1.215551134198904,11.0,1.0,0.0,2.0,0.9928423464298248,3.6224515177309513,3.2894302681088448,90.0,2.21,20.0,10.0,0.2,0.1,0.12,0.1,0.22,0.9,1.1,0.36,2.0,0.2222222222222222,0.09090909090909091,0.1
5138,332,Joel Matip,2023,DC,6.0,0.0,3.0,517.0,0.47280481830239296,0.0,0.0219194870442152,1.0,0.0,0.0,0.0,0.47280481830239296,3.014899402856827,3.014899402856827,86.17,0.49,4.0,5.74,0.0,0.0,0.0,0.08,0.09,0.52,0.17,0.53,0.7,0.0,0.0,0.0
6022,8961,Ruben Dias,2023,DC,7.0,0.0,6.0,630.0,0.5427634082734585,0.0,0.015083462931215765,1.0,0.0,0.0,0.0,0.5427634082734585,2.9903002232313156,2.844422906637192,90.0,0.56,7.0,7.0,0.0,0.0,0.0,0.08,0.08,0.86,0.14,0.43,1.0,0.0,0.0,0.0
396,6888,William Saliba,2023,DC,9.0,0.0,1.0,810.0,0.06650194525718689,1.0,0.08044789731502533,2.0,0.0,0.0,0.0,0.06650194525718689,2.918123695999384,2.875490639358759,90.0,0.15,3.0,9.0,0.0,0.11,0.01,0.01,0.02,0.11,0.22,0.32,0.33,0.0,0.5,0.0
279,7603,Marc Guehi,2023,DC,9.0,0.0,5.0,810.0,0.4888940155506134,0.0,0.101563835516572,2.0,0.0,0.0,0.0,0.4888940155506134,2.8650896176695824,2.8476976975798607,90.0,0.59,7.0,9.0,0.0,0.0,0.01,0.05,0.07,0.56,0.22,0.32,0.78,0.0,0.0,0.0
6001,6221,Pau Torres,2023,DC,8.0,1.0,3.0,720.0,0.6904249377548695,0.0,0.08001537807285786,2.0,0.0,0.0,1.0,0.6904249377548695,2.693335223942995,2.637506801635027,90.0,0.77,5.0,8.0,0.12,0.0,0.01,0.09,0.1,0.38,0.25,0.34,0.62,0.3333333333333333,0.0,0.0
4455,1665,James Tarkowski,2023,DC,9.0,1.0,5.0,810.0,0.8168027922511101,1.0,0.6745620183646679,7.0,1.0,0.0,1.0,0.8168027922511101,2.6457505263388157,2.4653613418340683,90.0,1.49,12.0,9.0,0.11,0.11,0.07,0.09,0.17,0.56,0.78,0.29,1.33,0.2,0.14285714285714285,0.1111111111111111
4888,7332,Max Kilman,2023,DC,9.0,0.0,3.0,810.0,0.6830670479685068,0.0,0.3980223024263978,5.0,2.0,0.0,0.0,0.6830670479685068,2.452575981616974,2.1262708604335785,90.0,1.08,8.0,9.0,0.0,0.0,0.04,0.08,0.12,0.33,0.56,0.27,0.89,0.0,0.0,0.2222222222222222
5393,10807,Jan Paul van Hecke,2023,DC,3.0,0.0,1.0,270.0,0.025739125907421112,0.0,0.0,0.0,1.0,0.0,0.0,0.025739125907421112,2.4448961317539215,2.4448961317539215,90.0,0.03,1.0,3.0,0.0,0.0,0.0,0.01,0.01,0.33,0.0,0.81,0.33,0.0,,0.3333333333333333
