id,player_id,player_name,season,situation,goals,shots,xG,assists,key_passes,xA,npg,npxG,time,npxG+xA,key_passes+shots,90s,goals_per_90,assists_per_90,xA_per_90,npxG_per_90,npxG+xA_per_90,shots_per_90,key_passes_per_90,key_passes+shots_per_90,goal_conversion_rate,assist_to_key_pass_ratio
433,5232,Alexander Isak,2023,SetPiece,2.0,2.0,1.0698158740997314,0.0,0.0,0.0,2.0,1.0698158740997314,507.0,1.07,2.0,5.63,0.36,0.0,0.0,0.19,0.19,0.36,0.0,0.36,1.0,
5684,9678,Ethan Pinnock,2023,SetPiece,0.0,2.0,1.0251005291938782,0.0,0.0,0.0,0.0,1.0251005291938782,810.0,1.03,2.0,9.0,0.0,0.0,0.0,0.11,0.11,0.22,0.0,0.22,0.0,
2628,5555,Dominic Calvert-Lewin,2023,SetPiece,1.0,1.0,0.9432867765426636,0.0,0.0,0.0,1.0,0.9432867765426636,319.0,0.94,1.0,3.54,0.28,0.0,0.0,0.27,0.27,0.28,0.0,0.28,1.0,
3271,2248,Casemiro,2023,SetPiece,1.0,2.0,0.9262919425964355,0.0,0.0,0.0,1.0,0.9262919425964355,655.0,0.93,2.0,7.28,0.14,0.0,0.0,0.13,0.13,0.27,0.0,0.27,0.5,
482,6314,Joachim Andersen,2023,SetPiece,1.0,3.0,0.7201495617628098,0.0,1.0,0.08450391888618469,1.0,0.7201495617628098,900.0,0.8,4.0,10.0,0.1,0.0,0.01,0.07,0.08,0.3,0.1,0.4,0.3333333333333333,0.0
4992,7218,Cristian Romero,2023,SetPiece,1.0,2.0,0.6842849776148796,0.0,1.0,0.09580358862876892,1.0,0.6842849776148796,823.0,0.78,3.0,9.14,0.11,0.0,0.01,0.07,0.09,0.22,0.11,0.33,0.5,0.0
4951,7814,Taiwo Awoniyi,2023,SetPiece,0.0,3.0,0.6736599951982498,0.0,0.0,0.0,0.0,0.6736599951982498,506.0,0.67,3.0,5.62,0.0,0.0,0.0,0.12,0.12,0.53,0.0,0.53,0.0,
3040,3697,Odsonne Edouard,2023,SetPiece,0.0,4.0,0.6728869322687387,0.0,0.0,0.0,0.0,0.6728869322687387,783.0,0.67,4.0,8.7,0.0,0.0,0.0,0.08,0.08,0.46,0.0,0.46,0.0,
2554,1250,Mohamed Salah,2023,SetPiece,1.0,1.0,0.6668094396591187,0.0,0.0,0.0,1.0,0.6668094396591187,795.0,0.67,1.0,8.83,0.11,0.0,0.0,0.08,0.08,0.11,0.0,0.11,1.0,
5235,1299,Mario Lemina,2023,SetPiece,0.0,3.0,0.6650638720020652,0.0,0.0,0.0,0.0,0.6650638720020652,710.0,0.67,3.0,7.89,0.0,0.0,0.0,0.08,0.08,0.38,0.0,0.38,0.0,
3469,2496,Rodri,2023,SetPiece,1.0,1.0,0.6593173146247864,0.0,0.0,0.0,1.0,0.6593173146247864,584.0,0.66,1.0,6.49,0.15,0.0,0.0,0.1,0.1,0.15,0.0,0.15,1.0,
4472,7332,Max Kilman,2023,SetPiece,0.0,2.0,0.6557255368679762,0.0,0.0,0.0,0.0,0.6557255368679762,810.0,0.66,2.0,9.0,0.0,0.0,0.0,0.07,0.07,0.22,0.0,0.22,0.0,
1642,9667,Amadou Onana,2023,SetPiece,0.0,3.0,0.6520910933613777,0.0,0.0,0.0,0.0,0.6520910933613777,792.0,0.65,3.0,8.8,0.0,0.0,0.0,0.07,0.07,0.34,0.0,0.34,0.0,
2940,7080,Matheus Cunha,2023,SetPiece,0.0,2.0,0.6414263695478439,0.0,0.0,0.0,0.0,0.6414263695478439,740.0,0.64,2.0,8.22,0.0,0.0,0.0,0.08,0.08,0.24,0.0,0.24,0.0,
2304,1726,Abdoulaye Doucoure,2023,SetPiece,0.0,3.0,0.6369924508035183,0.0,0.0,0.0,0.0,0.6369924508035183,780.0,0.64,3.0,8.67,0.0,0.0,0.0,0.07,0.07,0.35,0.0,0.35,0.0,
3222,7083,Christian Norgaard,2023,SetPiece,1.0,4.0,0.6133830491453409,0.0,0.0,0.0,1.0,0.6133830491453409,781.0,0.61,4.0,8.68,0.12,0.0,0.0,0.07,0.07,0.46,0.0,0.46,0.25,
2119,6048,Lewis Dunk,2023,SetPiece,1.0,1.0,0.605322539806366,0.0,0.0,0.0,1.0,0.605322539806366,810.0,0.61,1.0,9.0,0.11,0.0,0.0,0.07,0.07,0.11,0.0,0.11,1.0,
5519,9662,Dango Ouattara,2023,SetPiece,0.0,2.0,0.5896124951541424,0.0,0.0,0.0,0.0,0.5896124951541424,184.0,0.59,2.0,2.04,0.0,0.0,0.0,0.29,0.29,0.98,0.0,0.98,0.0,
460,1776,Jarrod Bowen,2023,SetPiece,0.0,1.0,0.5556648373603821,0.0,0.0,0.0,0.0,0.5556648373603821,810.0,0.56,1.0,9.0,0.0,0.0,0.0,0.06,0.06,0.11,0.0,0.11,0.0,
4733,10809,Keane Lewis-Potter,2023,SetPiece,0.0,1.0,0.5203810930252075,0.0,0.0,0.0,0.0,0.5203810930252075,212.0,0.52,1.0,2.36,0.0,0.0,0.0,0.22,0.22,0.42,0.0,0.42,0.0,
1293,7382,Dan Burn,2023,SetPiece,0.0,3.0,0.5062034083530307,0.0,0.0,0.0,0.0,0.5062034083530307,810.0,0.51,3.0,9.0,0.0,0.0,0.0,0.06,0.06,0.33,0.0,0.33,0.0,
