id,player_id,player_name,season,situation,goals,shots,xG,assists,key_passes,xA,npg,npxG,time,npxG+xA,key_passes+shots,90s,goals_per_90,assists_per_90,xA_per_90,npxG_per_90,npxG+xA_per_90,shots_per_90,key_passes_per_90,key_passes+shots_per_90,goal_conversion_rate,assist_to_key_pass_ratio
3274,11719,Chiedozie Ogbene,2023,SetPiece,1.0,1.0,0.4852902591228485,0.0,0.0,0.0,1.0,0.4852902591228485,499.0,0.49,1.0,5.54,0.18,0.0,0.0,0.09,0.09,0.18,0.0,0.18,1.0,
406,900,Adama Traore,2023,SetPiece,0.0,1.0,0.43420571088790894,0.0,0.0,0.0,0.0,0.43420571088790894,21.0,0.43,1.0,0.23,0.0,0.0,0.0,1.89,1.87,4.35,0.0,4.35,0.0,
3714,5560,Scott McTominay,2023,SetPiece,1.0,1.0,0.42146536707878113,0.0,0.0,0.0,1.0,0.42146536707878113,251.0,0.42,1.0,2.79,0.36,0.0,0.0,0.15,0.15,0.36,0.0,0.36,1.0,
3681,5786,Yoane Wissa,2023,SetPiece,0.0,4.0,0.4099453054368496,0.0,0.0,0.0,0.0,0.4099453054368496,776.0,0.41,4.0,8.62,0.0,0.0,0.0,0.05,0.05,0.46,0.0,0.46,0.0,
5456,6221,Pau Torres,2023,SetPiece,1.0,1.0,0.39984866976737976,0.0,0.0,0.0,1.0,0.39984866976737976,780.0,0.4,1.0,8.67,0.12,0.0,0.0,0.05,0.05,0.12,0.0,0.12,1.0,
3012,11296,Cody Gakpo,2023,SetPiece,0.0,1.0,0.379090815782547,0.0,0.0,0.0,0.0,0.379090815782547,339.0,0.38,1.0,3.77,0.0,0.0,0.0,0.1,0.1,0.27,0.0,0.27,0.0,
336,7704,Chris Basham,2023,SetPiece,0.0,1.0,0.3671560287475586,0.0,0.0,0.0,0.0,0.3671560287475586,298.0,0.37,1.0,3.31,0.0,0.0,0.0,0.11,0.11,0.3,0.0,0.3,0.0,
2512,7298,Ben White,2023,SetPiece,1.0,1.0,0.34420129656791687,0.0,0.0,0.0,1.0,0.34420129656791687,810.0,0.34,1.0,9.0,0.11,0.0,0.0,0.04,0.04,0.11,0.0,0.11,1.0,
2375,6850,Willy Boly,2023,SetPiece,1.0,2.0,0.3338979110121727,0.0,0.0,0.0,1.0,0.3338979110121727,692.0,0.33,2.0,7.69,0.13,0.0,0.0,0.04,0.04,0.26,0.0,0.26,0.5,
4711,332,Joel Matip,2023,SetPiece,0.0,1.0,0.3228466212749481,0.0,0.0,0.0,0.0,0.3228466212749481,538.0,0.32,1.0,5.98,0.0,0.0,0.0,0.05,0.05,0.17,0.0,0.17,0.0,
2068,579,Nathan Ake,2023,SetPiece,0.0,4.0,0.2519695032387972,0.0,0.0,0.0,0.0,0.2519695032387972,467.0,0.25,4.0,5.19,0.0,0.0,0.0,0.05,0.05,0.77,0.0,0.77,0.0,
3874,10048,Nicolas Jackson,2023,SetPiece,0.0,1.0,0.22848191857337952,0.0,0.0,0.0,0.0,0.22848191857337952,578.0,0.23,1.0,6.42,0.0,0.0,0.0,0.04,0.04,0.16,0.0,0.16,0.0,
4928,11717,Carlton Morris,2023,SetPiece,1.0,1.0,0.1974925398826599,0.0,0.0,0.0,1.0,0.1974925398826599,784.0,0.2,1.0,8.71,0.11,0.0,0.0,0.02,0.02,0.11,0.0,0.11,1.0,
2584,8286,Jack Robinson,2023,SetPiece,0.0,2.0,0.1569007709622383,0.0,0.0,0.0,0.0,0.1569007709622383,767.0,0.16,2.0,8.52,0.0,0.0,0.0,0.02,0.02,0.23,0.0,0.23,0.0,
1052,8845,Hee-Chan Hwang,2023,SetPiece,1.0,2.0,0.14777404814958572,0.0,1.0,0.6011396646499634,1.0,0.14777404814958572,515.0,0.75,3.0,5.72,0.17,0.0,0.11,0.03,0.13,0.35,0.17,0.52,0.5,0.0
620,9677,Kristoffer Ajer,2023,SetPiece,0.0,2.0,0.13046492636203766,0.0,0.0,0.0,0.0,0.13046492636203766,383.0,0.13,2.0,4.26,0.0,0.0,0.0,0.03,0.03,0.47,0.0,0.47,0.0,
119,11998,Hannes Delcroix,2023,SetPiece,0.0,1.0,0.12678086757659912,0.0,0.0,0.0,0.0,0.12678086757659912,227.0,0.13,1.0,2.52,0.0,0.0,0.0,0.05,0.05,0.4,0.0,0.4,0.0,
2649,8635,Sven Botman,2023,SetPiece,1.0,3.0,0.12241214141249657,1.0,1.0,0.5244932174682617,1.0,0.12241214141249657,450.0,0.65,4.0,5.0,0.2,0.2,0.1,0.02,0.13,0.6,0.2,0.8,0.3333333333333333,1.0
2604,11720,Jacob Brown,2023,SetPiece,0.0,2.0,0.1151547096669674,0.0,0.0,0.0,0.0,0.1151547096669674,520.0,0.12,2.0,5.78,0.0,0.0,0.0,0.02,0.02,0.35,0.0,0.35,0.0,
2766,2498,Aymeric Laporte,2023,SetPiece,0.0,1.0,0.11228246241807938,0.0,0.0,0.0,0.0,0.11228246241807938,6.0,0.11,1.0,0.07,0.0,0.0,0.0,1.6,1.57,14.29,0.0,14.29,0.0,
891,6885,Axel Disasi,2023,SetPiece,0.0,1.0,0.11023158580064774,0.0,0.0,0.0,0.0,0.11023158580064774,720.0,0.11,1.0,8.0,0.0,0.0,0.0,0.01,0.01,0.12,0.0,0.12,0.0,
67,556,Marcus Rashford,2023,SetPiece,0.0,1.0,0.10044976323843002,0.0,0.0,0.0,0.0,0.10044976323843002,773.0,0.1,1.0,8.59,0.0,0.0,0.0,0.01,0.01,0.12,0.0,0.12,0.0,
5061,10050,Micky van de Ven,2023,SetPiece,0.0,1.0,0.09580358862876892,0.0,0.0,0.0,0.0,0.09580358862876892,900.0,0.1,1.0,10.0,0.0,0.0,0.0,0.01,0.01,0.1,0.0,0.1,0.0,
3851,672,Jordan Ayew,2023,SetPiece,0.0,1.0,0.09450113028287888,0.0,0.0,0.0,0.0,0.09450113028287888,834.0,0.09,1.0,9.27,0.0,0.0,0.0,0.01,0.01,0.11,0.0,0.11,0.0,
3537,7438,James Garner,2023,SetPiece,0.0,4.0,0.0936085069552064,0.0,2.0,0.5931171141564846,0.0,0.0936085069552064,709.0,0.69,6.0,7.88,0.0,0.0,0.08,0.01,0.09,0.51,0.25,0.76,0.0,0.0
4817,453,Son Heung-Min,2023,SetPiece,0.0,2.0,0.08805223554372787,0.0,0.0,0.0,0.0,0.08805223554372787,839.0,0.09,2.0,9.32,0.0,0.0,0.0,0.01,0.01,0.21,0.0,0.21,0.0,
3180,618,Raheem Sterling,2023,SetPiece,0.0,1.0,0.08568841218948364,0.0,0.0,0.0,0.0,0.08568841218948364,733.0,0.09,1.0,8.14,0.0,0.0,0.0,0.01,0.01,0.12,0.0,0.12,0.0,
236,7603,Marc Guehi,2023,SetPiece,0.0,1.0,0.08450391888618469,0.0,0.0,0.0,0.0,0.08450391888618469,810.0,0.08,1.0,9.0,0.0,0.0,0.0,0.01,0.01,0.11,0.0,0.11,0.0,
789,6034,Philip Billing,2023,SetPiece,0.0,2.0,0.08422855474054813,0.0,1.0,0.04918939992785454,0.0,0.08422855474054813,795.0,0.13,3.0,8.83,0.0,0.0,0.01,0.01,0.01,0.23,0.11,0.34,0.0,0.0
2421,8288,Tomas Soucek,2023,SetPiece,0.0,2.0,0.08265681564807892,0.0,0.0,0.0,0.0,0.08265681564807892,622.0,0.08,2.0,6.91,0.0,0.0,0.0,0.01,0.01,0.29,0.0,0.29,0.0,
1711,3621,Neal Maupay,2023,SetPiece,0.0,1.0,0.08025794476270676,0.0,0.0,0.0,0.0,0.08025794476270676,237.0,0.08,1.0,2.63,0.0,0.0,0.0,0.03,0.03,0.38,0.0,0.38,0.0,
1426,7967,Anssumane Fati,2023,SetPiece,0.0,1.0,0.07953476905822754,0.0,0.0,0.0,0.0,0.07953476905822754,150.0,0.08,1.0,1.67,0.0,0.0,0.0,0.05,0.05,0.6,0.0,0.6,0.0,
4159,10620,Luca Koleosho,2023,SetPiece,0.0,2.0,0.07223801873624325,0.0,0.0,0.0,0.0,0.07223801873624325,568.0,0.07,2.0,6.31,0.0,0.0,0.0,0.01,0.01,0.32,0.0,0.32,0.0,
1454,6691,Dejan Kulusevski,2023,SetPiece,0.0,2.0,0.07177294604480267,0.0,0.0,0.0,0.0,0.07177294604480267,900.0,0.07,2.0,10.0,0.0,0.0,0.0,0.01,0.01,0.2,0.0,0.2,0.0,
5305,1679,Dominic Solanke,2023,SetPiece,0.0,1.0,0.0713658481836319,0.0,0.0,0.0,0.0,0.0713658481836319,809.0,0.07,1.0,8.99,0.0,0.0,0.0,0.01,0.01,0.11,0.0,0.11,0.0,
5676,2328,Thomas Partey,2023,SetPiece,0.0,1.0,0.0701504796743393,0.0,0.0,0.0,0.0,0.0701504796743393,252.0,0.07,1.0,2.8,0.0,0.0,0.0,0.03,0.03,0.36,0.0,0.36,0.0,
5198,7703,John Egan,2023,SetPiece,0.0,1.0,0.06631767749786377,0.0,0.0,0.0,0.0,0.06631767749786377,491.0,0.07,1.0,5.46,0.0,0.0,0.0,0.01,0.01,0.18,0.0,0.18,0.0,
3212,9156,Kevin Schade,2023,SetPiece,0.0,1.0,0.06615801155567169,0.0,0.0,0.0,0.0,0.06615801155567169,248.0,0.07,1.0,2.76,0.0,0.0,0.0,0.02,0.03,0.36,0.0,0.36,0.0,
2314,10757,Scott McKenna,2023,SetPiece,0.0,1.0,0.0644860491156578,0.0,1.0,0.08574365079402924,0.0,0.0644860491156578,420.0,0.15,2.0,4.67,0.0,0.0,0.02,0.01,0.03,0.21,0.21,0.43,0.0,0.0
2983,5609,Yves Bissouma,2023,SetPiece,0.0,1.0,0.06266379356384277,0.0,0.0,0.0,0.0,0.06266379356384277,733.0,0.06,1.0,8.14,0.0,0.0,0.0,0.01,0.01,0.12,0.0,0.12,0.0,
300,8476,Jarrad Branthwaite,2023,SetPiece,0.0,1.0,0.062069591134786606,0.0,1.0,0.06103420630097389,0.0,0.062069591134786606,630.0,0.12,2.0,7.0,0.0,0.0,0.01,0.01,0.02,0.14,0.14,0.29,0.0,0.0
4002,8864,Matthew Cash,2023,SetPiece,0.0,1.0,0.06193723902106285,0.0,0.0,0.0,0.0,0.06193723902106285,806.0,0.06,1.0,8.96,0.0,0.0,0.0,0.01,0.01,0.11,0.0,0.11,0.0,
5478,8961,Ruben Dias,2023,SetPiece,0.0,1.0,0.05677377805113792,0.0,0.0,0.0,0.0,0.05677377805113792,641.0,0.06,1.0,7.12,0.0,0.0,0.0,0.01,0.01,0.14,0.0,0.14,0.0,
1257,10805,Levi Colwill,2023,SetPiece,0.0,1.0,0.05551910027861595,0.0,0.0,0.0,0.0,0.05551910027861595,801.0,0.06,1.0,8.9,0.0,0.0,0.0,0.01,0.01,0.11,0.0,0.11,0.0,
1033,833,Virgil van Dijk,2023,SetPiece,0.0,1.0,0.052107758820056915,0.0,1.0,0.379090815782547,0.0,0.052107758820056915,567.0,0.43,2.0,6.3,0.0,0.0,0.06,0.01,0.07,0.16,0.16,0.32,0.0,0.0
4107,11716,Pelly Ruddock Mpanzu,2023,SetPiece,0.0,1.0,0.051793284714221954,0.0,0.0,0.0,0.0,0.051793284714221954,485.0,0.05,1.0,5.39,0.0,0.0,0.0,0.01,0.01,0.19,0.0,0.19,0.0,
3915,8720,Jack Harrison,2023,SetPiece,0.0,1.0,0.05155642330646515,0.0,0.0,0.0,0.0,0.05155642330646515,166.0,0.05,1.0,1.84,0.0,0.0,0.0,0.03,0.03,0.54,0.0,0.54,0.0,
1850,510,Joel Ward,2023,SetPiece,0.0,1.0,0.05078218877315521,0.0,0.0,0.0,0.0,0.05078218877315521,805.0,0.05,1.0,8.94,0.0,0.0,0.0,0.01,0.01,0.11,0.0,0.11,0.0,
3291,11699,Ameen Al Dakhil,2023,SetPiece,0.0,1.0,0.0495753288269043,0.0,0.0,0.0,0.0,0.0495753288269043,769.0,0.05,1.0,8.54,0.0,0.0,0.0,0.01,0.01,0.12,0.0,0.12,0.0,
2694,7931,Takehiro Tomiyasu,2023,SetPiece,0.0,1.0,0.048988331109285355,0.0,0.0,0.0,0.0,0.048988331109285355,192.0,0.05,1.0,2.13,0.0,0.0,0.0,0.02,0.02,0.47,0.0,0.47,0.0,
3652,10741,Marcus Tavernier,2023,SetPiece,0.0,1.0,0.04368212446570397,0.0,0.0,0.0,0.0,0.04368212446570397,389.0,0.04,1.0,4.32,0.0,0.0,0.0,0.01,0.01,0.23,0.0,0.23,0.0,
682,5136,Estupinan,2023,SetPiece,0.0,1.0,0.04104902967810631,0.0,0.0,0.0,0.0,0.04104902967810631,501.0,0.04,1.0,5.57,0.0,0.0,0.0,0.01,0.01,0.18,0.0,0.18,0.0,
215,6026,Richarlison,2023,SetPiece,0.0,1.0,0.03988540917634964,0.0,0.0,0.0,0.0,0.03988540917634964,544.0,0.04,1.0,6.04,0.0,0.0,0.0,0.01,0.01,0.17,0.0,0.17,0.0,
1823,11055,Rasmus Hojlund,2023,SetPiece,0.0,1.0,0.03838866949081421,0.0,0.0,0.0,0.0,0.03838866949081421,426.0,0.04,1.0,4.73,0.0,0.0,0.0,0.01,0.01,0.21,0.0,0.21,0.0,
1623,11702,Benson Manuel,2023,SetPiece,0.0,1.0,0.03663841634988785,0.0,0.0,0.0,0.0,0.03663841634988785,61.0,0.04,1.0,0.68,0.0,0.0,0.0,0.05,0.06,1.47,0.0,1.47,0.0,
710,6122,Douglas Luiz,2023,SetPiece,0.0,2.0,0.03525279648602009,0.0,0.0,0.0,0.0,0.03525279648602009,778.0,0.04,2.0,8.64,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.0,
4461,8981,Jeremy Doku,2023,SetPiece,0.0,1.0,0.03454407677054405,0.0,0.0,0.0,0.0,0.03454407677054405,530.0,0.03,1.0,5.89,0.0,0.0,0.0,0.01,0.01,0.17,0.0,0.17,0.0,
4153,10756,Joe Worrall,2023,SetPiece,0.0,1.0,0.03313583508133888,0.0,0.0,0.0,0.0,0.03313583508133888,439.0,0.03,1.0,4.88,0.0,0.0,0.0,0.01,0.01,0.2,0.0,0.2,0.0,
88,6935,Naif Aguerd,2023,SetPiece,0.0,1.0,0.026226116344332695,0.0,0.0,0.0,0.0,0.026226116344332695,706.0,0.03,1.0,7.84,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.0,
3882,6857,Morgan Gibbs-White,2023,SetPiece,0.0,1.0,0.02427861839532852,0.0,3.0,0.31054018810391426,0.0,0.02427861839532852,747.0,0.33,4.0,8.3,0.0,0.0,0.04,0.0,0.04,0.12,0.36,0.48,0.0,0.0
968,6055,Phil Foden,2023,SetPiece,0.0,1.0,0.02414407394826412,0.0,2.0,0.0782612320035696,0.0,0.02414407394826412,700.0,0.1,3.0,7.78,0.0,0.0,0.01,0.0,0.01,0.13,0.26,0.39,0.0,0.0
5275,3288,Thiago Silva,2023,SetPiece,0.0,1.0,0.023698072880506516,0.0,0.0,0.0,0.0,0.023698072880506516,810.0,0.02,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,
3312,10720,Darwin Nunez,2023,SetPiece,0.0,1.0,0.022513559088110924,0.0,0.0,0.0,0.0,0.022513559088110924,329.0,0.02,1.0,3.66,0.0,0.0,0.0,0.01,0.01,0.27,0.0,0.27,0.0,
1548,700,Willian,2023,SetPiece,0.0,1.0,0.022289326414465904,0.0,0.0,0.0,0.0,0.022289326414465904,527.0,0.02,1.0,5.86,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.0,
5410,532,Cheikhou Kouyate,2023,SetPiece,0.0,1.0,0.01924874819815159,0.0,0.0,0.0,0.0,0.01924874819815159,55.0,0.02,1.0,0.61,0.0,0.0,0.0,0.03,0.03,1.64,0.0,1.64,0.0,
2389,8323,Josh Brownhill,2023,SetPiece,0.0,1.0,0.01825695112347603,0.0,1.0,0.020978817716240883,0.0,0.01825695112347603,509.0,0.04,2.0,5.66,0.0,0.0,0.0,0.0,0.01,0.18,0.18,0.35,0.0,0.0
2886,239,Pascal Gross,2023,SetPiece,0.0,1.0,0.017942124977707863,0.0,1.0,0.013333537615835668,0.0,0.017942124977707863,623.0,0.03,2.0,6.92,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.29,0.0,0.0
2406,7723,John McGinn,2023,SetPiece,0.0,1.0,0.01762518286705017,0.0,1.0,0.01415904238820076,0.0,0.01762518286705017,768.0,0.03,2.0,8.53,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.23,0.0,0.0
4016,6088,Orel Mangala,2023,SetPiece,0.0,1.0,0.017468752339482307,0.0,0.0,0.0,0.0,0.017468752339482307,667.0,0.02,1.0,7.41,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.0,
5465,11384,Joao Gomes,2023,SetPiece,0.0,1.0,0.017458826303482056,0.0,0.0,0.0,0.0,0.017458826303482056,694.0,0.02,1.0,7.71,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.0,
2093,3203,Issa Diop,2023,SetPiece,0.0,1.0,0.016806267201900482,0.0,0.0,0.0,0.0,0.016806267201900482,716.0,0.02,1.0,7.96,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.0,
2669,8778,Fabio Silva,2023,SetPiece,0.0,1.0,0.01671811006963253,0.0,0.0,0.0,0.0,0.01671811006963253,250.0,0.02,1.0,2.78,0.0,0.0,0.0,0.01,0.01,0.36,0.0,0.36,0.0,
4414,7958,Sandro Tonali,2023,SetPiece,0.0,1.0,0.016665026545524597,0.0,0.0,0.0,0.0,0.016665026545524597,436.0,0.02,1.0,4.84,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.0,
646,5552,Nick Pope,2023,SetPiece,0.0,1.0,0.016498630866408348,0.0,0.0,0.0,0.0,0.016498630866408348,810.0,0.02,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,
3025,910,Harrison Reed,2023,SetPiece,0.0,1.0,0.015173611231148245,0.0,0.0,0.0,0.0,0.015173611231148245,503.0,0.02,1.0,5.59,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.0,
3069,1024,Tyrone Mings,2023,SetPiece,0.0,1.0,0.01415904238820076,0.0,0.0,0.0,0.0,0.01415904238820076,30.0,0.01,1.0,0.33,0.0,0.0,0.0,0.04,0.03,3.03,0.0,3.03,0.0,
359,9021,Pape Sarr,2023,SetPiece,0.0,1.0,0.014151827432215214,0.0,0.0,0.0,0.0,0.014151827432215214,727.0,0.01,1.0,8.08,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.0,
4853,766,Jamaal Lascelles,2023,SetPiece,0.0,1.0,0.014112983830273151,0.0,1.0,0.012538108974695206,0.0,0.014112983830273151,284.0,0.03,2.0,3.16,0.0,0.0,0.0,0.0,0.01,0.32,0.32,0.63,0.0,0.0
1153,2254,Mateo Kovacic,2023,SetPiece,0.0,1.0,0.013942950405180454,0.0,0.0,0.0,0.0,0.013942950405180454,475.0,0.01,1.0,5.28,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.0,
1660,6912,Pedro Porro,2023,SetPiece,0.0,1.0,0.013769092038273811,0.0,1.0,0.10360001772642136,0.0,0.013769092038273811,810.0,0.12,2.0,9.0,0.0,0.0,0.01,0.0,0.01,0.11,0.11,0.22,0.0,0.0
3146,6049,Solly March,2023,SetPiece,0.0,1.0,0.013333537615835668,1.0,2.0,0.6232646647840738,0.0,0.013333537615835668,571.0,0.64,3.0,6.34,0.0,0.16,0.1,0.0,0.1,0.16,0.32,0.47,0.0,0.5
3644,7439,Tahith Chong,2023,SetPiece,0.0,1.0,0.012933317571878431,0.0,0.0,0.0,0.0,0.012933317571878431,441.0,0.01,1.0,4.9,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,
5025,8150,Anthony Gordon,2023,SetPiece,0.0,1.0,0.012538108974695206,0.0,0.0,0.0,0.0,0.012538108974695206,638.0,0.01,1.0,7.09,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.0,
4628,8706,Eberechi Eze,2023,SetPiece,0.0,1.0,0.011780384927988052,0.0,5.0,1.3131671100854874,0.0,0.011780384927988052,630.0,1.32,6.0,7.0,0.0,0.0,0.19,0.0,0.19,0.14,0.71,0.86,0.0,0.0
4073,652,Kieran Trippier,2023,SetPiece,0.0,1.0,0.011364758014678957,1.0,9.0,0.66819285787642,0.0,0.011364758014678957,780.0,0.68,10.0,8.67,0.0,0.12,0.08,0.0,0.08,0.12,1.04,1.15,0.0,0.1111111111111111
4453,5735,Jean-Philippe Mateta,2023,SetPiece,0.0,1.0,0.011003072373569012,0.0,0.0,0.0,0.0,0.011003072373569012,371.0,0.01,1.0,4.12,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.0,
4173,7546,Harvey Elliott,2023,SetPiece,0.0,1.0,0.01087215542793274,0.0,0.0,0.0,0.0,0.01087215542793274,172.0,0.01,1.0,1.91,0.0,0.0,0.0,0.01,0.01,0.52,0.0,0.52,0.0,
804,9788,Dominik Szoboszlai,2023,SetPiece,0.0,1.0,0.010299071669578552,0.0,0.0,0.0,0.0,0.010299071669578552,810.0,0.01,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,
5740,987,Joseph Gomez,2023,SetPiece,0.0,1.0,0.010284087620675564,0.0,0.0,0.0,0.0,0.010284087620675564,432.0,0.01,1.0,4.8,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.0,
1124,76,Fabian Schar,2023,SetPiece,0.0,1.0,0.008965693414211273,0.0,0.0,0.0,0.0,0.008965693414211273,810.0,0.01,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,
1361,1653,Michael Keane,2023,SetPiece,0.0,1.0,0.008094483986496925,0.0,0.0,0.0,0.0,0.008094483986496925,223.0,0.01,1.0,2.48,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,
4040,1665,James Tarkowski,2023,SetPiece,0.0,0.0,0.0,0.0,1.0,0.05897397920489311,0.0,0.0,810.0,0.06,1.0,9.0,0.0,0.0,0.01,0.0,0.01,0.0,0.11,0.11,,0.0
2818,7726,Ezri Konsa Ngoyo,2023,SetPiece,0.0,0.0,0.0,0.0,1.0,0.01649077981710434,0.0,0.0,810.0,0.02,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,,0.0
