id,player_id,player_name,season,position,games,goals,shots,time,xG,assists,xA,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,XGBuildup,minutes_per_game,npxG+xA,key_passes+shots,90s,goals_per_90,assists_per_90,xA_per_90,npxG_per_90,npxG+xA_per_90,shots_per_90,key_passes_per_90,xGChain_per_90,key_passes+shots_per_90,goal_conversion_rate,assist_to_key_pass_ratio,cards_per_game
889,9788,Dominik Szoboszlai,2023,MC,9.0,1.0,20.0,810.0,0.6309629734605551,0.0,2.058274789713323,20.0,1.0,0.0,1.0,0.6309629734605551,6.924803003668785,5.6429223865270615,90.0,2.69,40.0,9.0,0.11,0.0,0.23,0.07,0.3,2.22,2.22,0.77,4.44,0.05,0.0,0.1111111111111111
2949,8327,Bruno Guimaraes,2023,MC,9.0,1.0,8.0,791.0,1.6016904562711716,1.0,1.564105600118637,13.0,4.0,0.0,1.0,1.6016904562711716,6.924109600484371,5.753984048962593,87.89,3.17,21.0,8.79,0.11,0.11,0.18,0.18,0.36,0.91,1.48,0.79,2.39,0.125,0.07692307692307693,0.4444444444444444
1833,9667,Amadou Onana,2023,MC,9.0,0.0,13.0,792.0,1.0343142617493868,0.0,1.2462659869343042,6.0,0.0,0.0,0.0,1.0343142617493868,5.931075552478433,4.872213281691074,88.0,2.28,19.0,8.8,0.0,0.0,0.14,0.12,0.26,1.48,0.68,0.67,2.16,0.0,0.0,0.0
1987,8379,Alexis Mac Allister,2023,MC,9.0,0.0,4.0,728.0,0.09763330593705176,1.0,0.4509231969714165,6.0,3.0,1.0,0.0,0.09763330593705176,5.56061752140522,5.099427774548531,80.89,0.55,10.0,8.09,0.0,0.12,0.06,0.01,0.07,0.49,0.74,0.69,1.24,0.0,0.16666666666666666,0.4444444444444444
5464,7078,Sean Longstaff,2023,MC,5.0,2.0,6.0,450.0,1.3637854009866714,0.0,0.5083404183387756,2.0,2.0,0.0,2.0,1.3637854009866714,5.2401131093502045,3.5017873346805573,90.0,1.87,8.0,5.0,0.4,0.0,0.1,0.27,0.37,1.2,0.4,1.05,1.6,0.3333333333333333,0.0,0.4
4638,2517,Martin Odegaard,2023,MC,9.0,3.0,21.0,796.0,2.398444140329957,1.0,1.354809258133173,15.0,1.0,0.0,1.0,0.8761432524770498,4.3973188400268555,3.3395359590649605,88.44,2.23,36.0,8.84,0.34,0.11,0.15,0.1,0.25,2.38,1.7,0.5,4.07,0.14285714285714285,0.06666666666666667,0.1111111111111111
3705,9040,Conor Gallagher,2023,MC,6.0,0.0,5.0,511.0,0.31861453875899315,1.0,0.8480792865157127,4.0,1.0,0.0,0.0,0.31861453875899315,3.821950823068619,3.069409102201462,85.17,1.17,9.0,5.68,0.0,0.18,0.15,0.06,0.21,0.88,0.7,0.67,1.58,0.0,0.25,0.16666666666666666
3527,7083,Christian Norgaard,2023,MC,9.0,1.0,16.0,781.0,1.4622874949127436,1.0,1.0467044562101364,9.0,2.0,0.0,1.0,1.4622874949127436,3.75135587528348,2.9075265675783157,86.78,2.51,25.0,8.68,0.12,0.12,0.12,0.17,0.29,1.84,1.04,0.43,2.88,0.0625,0.1111111111111111,0.2222222222222222
289,7166,Mathias Jensen,2023,MC,9.0,3.0,6.0,723.0,0.4144330583512783,1.0,1.7796314470469952,17.0,2.0,0.0,3.0,0.4144330583512783,3.5248506143689156,2.844319401308894,80.33,2.19,23.0,8.03,0.37,0.12,0.22,0.05,0.27,0.75,2.12,0.44,2.86,0.5,0.058823529411764705,0.2222222222222222
3589,9154,Elliot Anderson,2023,MC,3.0,0.0,5.0,246.0,0.6240913420915604,1.0,0.4796450436115265,3.0,0.0,0.0,0.0,0.6240913420915604,3.462403818964958,2.4833043664693832,82.0,1.1,8.0,2.73,0.0,0.37,0.18,0.23,0.4,1.83,1.1,1.27,2.93,0.0,0.3333333333333333,0.0
