id,player_id,player_name,season,shotZone,goals,shots,xG,assists,key_passes,xA,npg,npxG,npxG+xA,key_passes+shots,goal_conversion_rate,assist_to_key_pass_ratio
4110,1726,Abdoulaye Doucoure,2023,shotSixYardBox,2.0,6.0,3.429564654827118,0.0,1.0,0.5802212953567505,2.0,3.429564654827118,4.01,7.0,0.3333333333333333,0.0
4436,8260,Erling Haaland,2023,shotSixYardBox,2.0,9.0,3.063796319067478,1.0,1.0,0.9242032766342164,2.0,3.063796319067478,3.99,10.0,0.2222222222222222,1.0
2328,10048,Nicolas Jackson,2023,shotSixYardBox,2.0,5.0,2.9973916709423065,0.0,1.0,0.20344902575016025,2.0,2.9973916709423065,3.2,6.0,0.4,0.0
4356,1776,Jarrod Bowen,2023,shotSixYardBox,2.0,7.0,2.486265070736408,0.0,4.0,1.2475822689011693,2.0,2.486265070736408,3.73,11.0,0.2857142857142857,0.0
1830,10720,Darwin Nunez,2023,shotSixYardBox,1.0,4.0,2.395430237054825,1.0,1.0,0.5849390625953674,1.0,2.395430237054825,2.98,5.0,0.25,1.0
872,1679,Dominic Solanke,2023,shotSixYardBox,2.0,5.0,2.3193044289946556,0.0,0.0,0.0,2.0,2.3193044289946556,2.32,5.0,0.4,
4058,468,Callum Wilson,2023,shotSixYardBox,2.0,3.0,2.018680989742279,0.0,0.0,0.0,2.0,2.018680989742279,2.02,3.0,0.6666666666666666,
4632,5786,Yoane Wissa,2023,shotSixYardBox,1.0,8.0,2.005659885704518,0.0,0.0,0.0,1.0,2.005659885704518,2.01,8.0,0.125,
2723,8150,Anthony Gordon,2023,shotSixYardBox,2.0,3.0,1.927451193332672,0.0,0.0,0.0,2.0,1.927451193332672,1.93,3.0,0.6666666666666666,
2134,10806,Kaoru Mitoma,2023,shotSixYardBox,2.0,4.0,1.9272364526987076,0.0,0.0,0.0,2.0,1.9272364526987076,1.93,4.0,0.5,
4976,3697,Odsonne Edouard,2023,shotSixYardBox,2.0,5.0,1.8296733349561691,0.0,0.0,0.0,2.0,1.8296733349561691,1.83,5.0,0.4,
2236,7322,Bukayo Saka,2023,shotSixYardBox,1.0,3.0,1.8203948736190796,1.0,8.0,1.417878482490778,1.0,1.8203948736190796,3.24,11.0,0.3333333333333333,0.125
1204,1250,Mohamed Salah,2023,shotSixYardBox,2.0,3.0,1.749040186405182,1.0,2.0,1.5030206441879272,2.0,1.749040186405182,3.25,5.0,0.6666666666666666,0.5
5411,6854,Diogo Jota,2023,shotSixYardBox,2.0,4.0,1.6679248586297035,0.0,0.0,0.0,2.0,1.6679248586297035,1.67,4.0,0.5,
3913,6827,Bobby Reid,2023,shotSixYardBox,1.0,3.0,1.5486817955970764,0.0,0.0,0.0,1.0,1.5486817955970764,1.55,3.0,0.3333333333333333,
1979,11296,Cody Gakpo,2023,shotSixYardBox,1.0,2.0,1.4354088306427002,0.0,0.0,0.0,1.0,1.4354088306427002,1.44,2.0,0.5,
2850,9678,Ethan Pinnock,2023,shotSixYardBox,1.0,3.0,1.3554299920797348,0.0,2.0,0.3986194282770157,1.0,1.3554299920797348,1.75,5.0,0.3333333333333333,0.0
4309,6055,Phil Foden,2023,shotSixYardBox,1.0,3.0,1.350066818296909,0.0,1.0,0.3067678213119507,1.0,1.350066818296909,1.66,4.0,0.3333333333333333,0.0
455,8288,Tomas Soucek,2023,shotSixYardBox,1.0,4.0,1.2988739581778646,0.0,1.0,0.12457166612148284,1.0,1.2988739581778646,1.42,5.0,0.25,0.0
2756,3621,Neal Maupay,2023,shotSixYardBox,1.0,2.0,1.2780755162239077,0.0,0.0,0.0,1.0,1.2780755162239077,1.28,2.0,0.5,
313,6482,Eddie Nketiah,2023,shotSixYardBox,1.0,5.0,1.248327013105154,0.0,0.0,0.0,1.0,1.248327013105154,1.25,5.0,0.2,
5122,5232,Alexander Isak,2023,shotSixYardBox,2.0,2.0,1.157551109790802,0.0,0.0,0.0,2.0,1.157551109790802,1.16,2.0,1.0,
171,7080,Matheus Cunha,2023,shotSixYardBox,0.0,3.0,1.1386970654129982,0.0,0.0,0.0,0.0,1.1386970654129982,1.14,3.0,0.0,
1732,2248,Casemiro,2023,shotSixYardBox,1.0,3.0,1.1268278993666172,0.0,0.0,0.0,1.0,1.1268278993666172,1.13,3.0,0.3333333333333333,
513,10809,Keane Lewis-Potter,2023,shotSixYardBox,0.0,2.0,1.1049931645393372,0.0,0.0,0.0,0.0,1.1049931645393372,1.1,2.0,0.0,
1355,5555,Dominic Calvert-Lewin,2023,shotSixYardBox,1.0,2.0,1.0580452531576157,0.0,0.0,0.0,1.0,1.0580452531576157,1.06,2.0,0.5,
5332,6935,Naif Aguerd,2023,shotSixYardBox,1.0,3.0,1.0249346941709518,0.0,0.0,0.0,1.0,1.0249346941709518,1.02,3.0,0.3333333333333333,
525,8066,Arnaut Danjuma Groeneveld,2023,shotSixYardBox,1.0,2.0,1.0227307081222534,0.0,1.0,0.09493032842874528,1.0,1.0227307081222534,1.12,3.0,0.5,0.0
5555,6026,Richarlison,2023,shotSixYardBox,1.0,4.0,0.992949342355132,0.0,0.0,0.0,1.0,0.992949342355132,0.99,4.0,0.25,
4997,6820,David Brooks,2023,shotSixYardBox,1.0,1.0,0.9737005829811096,0.0,0.0,0.0,1.0,0.9737005829811096,0.97,1.0,1.0,
2993,7184,Tim Ream,2023,shotSixYardBox,1.0,1.0,0.960849940776825,0.0,0.0,0.0,1.0,0.960849940776825,0.96,1.0,1.0,
5505,757,Jeffrey Schlupp,2023,shotSixYardBox,1.0,3.0,0.9377936385571956,0.0,0.0,0.0,1.0,0.9377936385571956,0.94,3.0,0.3333333333333333,
696,8864,Matthew Cash,2023,shotSixYardBox,1.0,2.0,0.9344257973134518,0.0,0.0,0.0,1.0,0.9344257973134518,0.93,2.0,0.5,
726,8865,Ollie Watkins,2023,shotSixYardBox,0.0,3.0,0.92036060243845,1.0,2.0,1.4596121907234192,0.0,0.92036060243845,2.38,5.0,0.0,0.5
1992,8327,Bruno Guimaraes,2023,shotSixYardBox,0.0,2.0,0.914514034986496,0.0,0.0,0.0,0.0,0.914514034986496,0.91,2.0,0.0,
