id,player_id,player_name,season,shotType,goals,shots,xG,assists,key_passes,xA,npg,npxG,npxG+xA,key_passes+shots,goal_conversion_rate,assist_to_key_pass_ratio
464,1776,Jarrod Bowen,2023,Head,2.0,7.0,1.826961264014244,0.0,3.0,0.6426277877762914,2.0,1.826961264014244,2.47,10.0,0.2857142857142857,0.0
3468,468,Callum Wilson,2023,Head,1.0,5.0,1.6674821265041828,0.0,0.0,0.0,1.0,1.6674821265041828,1.67,5.0,0.2,
2491,4456,Chris Wood,2023,Head,2.0,6.0,1.6394778192043304,0.0,0.0,0.0,2.0,1.6394778192043304,1.64,6.0,0.3333333333333333,
2618,11720,Jacob Brown,2023,Head,0.0,9.0,1.6112279389053583,0.0,0.0,0.0,0.0,1.6112279389053583,1.61,9.0,0.0,
2952,7080,Matheus Cunha,2023,Head,1.0,5.0,1.2998534515500069,0.0,0.0,0.0,1.0,1.2998534515500069,1.3,5.0,0.2,
15,7322,Bukayo Saka,2023,Head,1.0,2.0,1.2950756549835205,0.0,5.0,0.32705437019467354,1.0,1.2950756549835205,1.62,7.0,0.5,0.0
1026,8260,Erling Haaland,2023,Head,2.0,6.0,1.2302697598934174,0.0,0.0,0.0,2.0,1.2302697598934174,1.23,6.0,0.3333333333333333,
2444,8288,Tomas Soucek,2023,Head,0.0,8.0,1.2235397892072797,0.0,2.0,0.4373597353696823,0.0,1.2235397892072797,1.66,10.0,0.0,0.0
82,6935,Naif Aguerd,2023,Head,1.0,6.0,1.1667545679956677,0.0,0.0,0.0,1.0,1.1667545679956677,1.17,6.0,0.16666666666666666,
4965,11717,Carlton Morris,2023,Head,0.0,12.0,1.0220872201025486,1.0,1.0,0.5723549723625183,0.0,1.0220872201025486,1.59,13.0,0.0,1.0
3708,5786,Yoane Wissa,2023,Head,0.0,7.0,0.9862328451126814,0.0,0.0,0.0,0.0,0.9862328451126814,0.99,7.0,0.0,
1339,2245,Raphael Varane,2023,Head,1.0,5.0,0.9705995311960578,0.0,0.0,0.0,1.0,0.9705995311960578,0.97,5.0,0.2,
3275,2248,Casemiro,2023,Head,0.0,7.0,0.9691464165225624,0.0,1.0,0.015649758279323578,0.0,0.9691464165225624,0.98,8.0,0.0,0.0
5379,1679,Dominic Solanke,2023,Head,0.0,8.0,0.9653366692364216,0.0,2.0,0.17600585892796516,0.0,0.9653366692364216,1.14,10.0,0.0,0.0
3057,3697,Odsonne Edouard,2023,Head,0.0,5.0,0.940213294699788,0.0,1.0,0.011841592378914356,0.0,0.940213294699788,0.95,6.0,0.0,0.0
3151,6049,Solly March,2023,Head,1.0,2.0,0.8648453056812286,0.0,2.0,0.25404762849211693,1.0,0.8648453056812286,1.12,4.0,0.5,0.0
4145,11716,Pelly Ruddock Mpanzu,2023,Head,0.0,1.0,0.836603045463562,0.0,1.0,0.06973922997713089,0.0,0.836603045463562,0.91,2.0,0.0,0.0
738,10806,Kaoru Mitoma,2023,Head,1.0,2.0,0.7761742621660233,1.0,3.0,0.8218475431203842,1.0,0.7761742621660233,1.6,5.0,0.5,0.3333333333333333
1298,7382,Dan Burn,2023,Head,1.0,5.0,0.7613658076152205,0.0,0.0,0.0,1.0,0.7613658076152205,0.76,5.0,0.2,
5039,7218,Cristian Romero,2023,Head,1.0,5.0,0.7594425342977047,0.0,0.0,0.0,1.0,0.7594425342977047,0.76,5.0,0.2,
1065,8845,Hee-Chan Hwang,2023,Head,2.0,5.0,0.7449892424046993,0.0,1.0,0.6011396646499634,2.0,0.7449892424046993,1.35,6.0,0.4,0.0
488,6314,Joachim Andersen,2023,Head,0.0,5.0,0.729469446465373,0.0,4.0,0.5636697039008141,0.0,0.729469446465373,1.29,9.0,0.0,0.0
2400,6850,Willy Boly,2023,Head,1.0,6.0,0.7212131321430206,0.0,0.0,0.0,1.0,0.7212131321430206,0.72,6.0,0.16666666666666666,
4528,11714,Tom Lockyer,2023,Head,0.0,4.0,0.6917289849370718,0.0,0.0,0.0,0.0,0.6917289849370718,0.69,4.0,0.0,
2649,5555,Dominic Calvert-Lewin,2023,Head,0.0,4.0,0.690720584243536,0.0,0.0,0.0,0.0,0.690720584243536,0.69,4.0,0.0,
3229,7083,Christian Norgaard,2023,Head,1.0,6.0,0.6479461025446653,0.0,3.0,0.08245058730244637,1.0,0.6479461025446653,0.73,9.0,0.16666666666666666,0.0
2654,11715,Mads Andersen,2023,Head,1.0,2.0,0.6246448531746864,0.0,0.0,0.0,1.0,0.6246448531746864,0.62,2.0,0.5,
3323,10720,Darwin Nunez,2023,Head,0.0,4.0,0.6172246932983398,0.0,0.0,0.0,0.0,0.6172246932983398,0.62,4.0,0.0,
3560,7438,James Garner,2023,Head,0.0,3.0,0.6157156098634005,0.0,4.0,0.4833063278347254,0.0,0.6157156098634005,1.1,7.0,0.0,0.0
354,9021,Pape Sarr,2023,Head,0.0,4.0,0.5916635096073151,0.0,0.0,0.0,0.0,0.5916635096073151,0.59,4.0,0.0,
213,6026,Richarlison,2023,Head,1.0,6.0,0.5843909028917551,0.0,0.0,0.0,1.0,0.5843909028917551,0.58,6.0,0.16666666666666666,
4076,1665,James Tarkowski,2023,Head,1.0,3.0,0.5726422052830458,0.0,2.0,0.0947248749434948,1.0,0.5726422052830458,0.67,5.0,0.3333333333333333,0.0
