id,player_id,player_name,season,position,games,goals,shots,time,xG,assists,xA,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,XGBuildup,minutes_per_game,npxG+xA,key_passes+shots,90s,goals_per_90,assists_per_90,xA_per_90,npxG_per_90,npxG+xA_per_90,shots_per_90,key_passes_per_90,xGChain_per_90,key_passes+shots_per_90,goal_conversion_rate,assist_to_key_pass_ratio,cards_per_game
3942,652,Kieran Trippier,2023,DR,11.0,0.0,2.0,960.0,0.056369323283433914,6.0,4.59743788279593,33.0,3.0,0.0,0.0,0.056369323283433914,9.075174286961555,6.505363140255213,87.27,4.65,35.0,10.67,0.0,0.56,0.43,0.01,0.44,0.19,3.09,0.85,3.28,0.0,0.18181818181818182,0.2727272727272727
1723,638,Kyle Walker,2023,DR,9.0,0.0,3.0,810.0,0.048108634538948536,1.0,1.0661504147574306,11.0,1.0,0.0,0.0,0.048108634538948536,7.536705829203129,6.995529301464558,90.0,1.11,14.0,9.0,0.0,0.11,0.12,0.01,0.12,0.33,1.22,0.84,1.56,0.0,0.09090909090909091,0.1111111111111111
3804,6912,Pedro Porro,2023,DR,10.0,0.0,14.0,900.0,0.9223087094724178,1.0,2.1443623080849648,12.0,1.0,0.0,0.0,0.9223087094724178,7.150011822581291,5.734634805470705,90.0,3.07,26.0,10.0,0.0,0.1,0.21,0.09,0.31,1.4,1.2,0.72,2.6,0.0,0.08333333333333333,0.1
2221,1791,Trent Alexander-Arnold,2023,DR,8.0,0.0,14.0,689.0,0.4541731122881174,1.0,1.8935810327529907,16.0,3.0,0.0,0.0,0.4541731122881174,4.385913193225861,3.7674294598400593,86.12,2.35,30.0,7.66,0.0,0.13,0.25,0.06,0.31,1.83,2.09,0.57,3.92,0.0,0.0625,0.375
776,8864,Matthew Cash,2023,DR,8.0,0.0,8.0,683.0,0.962606117129326,1.0,1.509343184530735,5.0,3.0,0.0,0.0,0.962606117129326,4.163668483495712,2.3613992258906364,85.38,2.47,13.0,7.59,0.0,0.13,0.2,0.13,0.33,1.05,0.66,0.55,1.71,0.0,0.2,0.375
2325,5584,Aaron Wan-Bissaka,2023,DR,5.0,0.0,0.0,429.0,0.0,1.0,1.0327167361974716,4.0,2.0,0.0,0.0,0.0,3.66761813312769,2.7612154856324196,85.8,1.03,4.0,4.77,0.0,0.21,0.22,0.0,0.22,0.0,0.84,0.77,0.84,,0.25,0.4
5885,8965,Vladimir Coufal,2023,DR,11.0,0.0,1.0,989.0,0.014404140412807465,4.0,1.4812367362901568,14.0,0.0,0.0,0.0,0.014404140412807465,3.113680575042963,2.6330476850271225,89.91,1.5,15.0,10.99,0.0,0.36,0.13,0.0,0.14,0.09,1.27,0.28,1.36,0.0,0.2857142857142857,0.0
5369,510,Joel Ward,2023,DR,10.0,0.0,7.0,877.0,0.6089669186621904,0.0,0.0,0.0,3.0,0.0,0.0,0.6089669186621904,2.96521557867527,2.96521557867527,87.7,0.61,7.0,9.74,0.0,0.0,0.0,0.06,0.06,0.72,0.0,0.3,0.72,0.0,,0.3
2110,7688,Max Aarons,2023,DR,10.0,0.0,1.0,884.0,0.02234959602355957,1.0,0.8414990715682507,6.0,1.0,0.0,0.0,0.02234959602355957,2.581759698688984,2.078734962269664,88.4,0.86,7.0,9.82,0.0,0.1,0.09,0.0,0.09,0.1,0.61,0.26,0.71,0.0,0.16666666666666666,0.1
3560,10292,Nathan Patterson,2023,DR,5.0,0.0,4.0,450.0,0.4520776625722646,1.0,0.8146748393774033,4.0,1.0,0.0,0.0,0.4520776625722646,2.3298198338598013,1.1601342093199492,90.0,1.27,8.0,5.0,0.0,0.2,0.16,0.09,0.25,0.8,0.8,0.47,1.6,0.0,0.25,0.2
