id,player_id,player_name,season,situation,goals,shots,xG,assists,key_passes,xA,npg,npxG,time,npxG+xA,key_passes+shots,90s,goals_per_90,assists_per_90,xA_per_90,npxG_per_90,npxG+xA_per_90,shots_per_90,key_passes_per_90,key_passes+shots_per_90,goal_conversion_rate,assist_to_key_pass_ratio
2303,1726,Abdoulaye Doucoure,2023,FromCorner,2.0,3.0,1.8687142431735992,0.0,0.0,0.0,2.0,1.8687142431735992,780.0,1.87,3.0,8.67,0.23,0.0,0.0,0.22,0.22,0.35,0.0,0.35,0.6666666666666666,
1009,8260,Erling Haaland,2023,FromCorner,1.0,4.0,1.2721003852784634,0.0,1.0,0.4512968361377716,1.0,1.2721003852784634,805.0,1.72,5.0,8.94,0.11,0.0,0.05,0.14,0.19,0.45,0.11,0.56,0.25,0.0
87,6935,Naif Aguerd,2023,FromCorner,1.0,6.0,1.2093959264457226,0.0,0.0,0.0,1.0,1.2093959264457226,706.0,1.21,6.0,7.84,0.13,0.0,0.0,0.15,0.15,0.77,0.0,0.77,0.16666666666666666,
4486,11714,Tom Lockyer,2023,FromCorner,1.0,4.0,1.1016680654138329,0.0,0.0,0.0,1.0,1.1016680654138329,687.0,1.1,4.0,7.63,0.13,0.0,0.0,0.14,0.14,0.52,0.0,0.52,0.25,
872,7184,Tim Ream,2023,FromCorner,1.0,1.0,0.960849940776825,0.0,0.0,0.0,1.0,0.960849940776825,696.0,0.96,1.0,7.73,0.13,0.0,0.0,0.12,0.12,0.13,0.0,0.13,1.0,
2706,8327,Bruno Guimaraes,2023,FromCorner,0.0,3.0,0.9323250316083432,0.0,0.0,0.0,0.0,0.9323250316083432,791.0,0.93,3.0,8.79,0.0,0.0,0.0,0.11,0.11,0.34,0.0,0.34,0.0,
5707,1736,Oliver McBurnie,2023,FromCorner,0.0,6.0,0.8372553177177906,0.0,0.0,0.0,0.0,0.8372553177177906,432.0,0.84,6.0,4.8,0.0,0.0,0.0,0.17,0.18,1.25,0.0,1.25,0.0,
4432,6854,Diogo Jota,2023,FromCorner,1.0,3.0,0.8344291932880878,0.0,1.0,0.018909156322479248,1.0,0.8344291932880878,378.0,0.85,4.0,4.2,0.24,0.0,0.0,0.2,0.2,0.71,0.24,0.95,0.3333333333333333,0.0
4038,1665,James Tarkowski,2023,FromCorner,1.0,5.0,0.8168027829378843,1.0,1.0,0.3725590407848358,1.0,0.8168027829378843,810.0,1.19,6.0,9.0,0.11,0.11,0.04,0.09,0.13,0.56,0.11,0.67,0.2,1.0
459,1776,Jarrod Bowen,2023,FromCorner,0.0,4.0,0.755483016371727,0.0,3.0,0.6426277877762914,0.0,0.755483016371727,810.0,1.4,7.0,9.0,0.0,0.0,0.07,0.08,0.16,0.44,0.33,0.78,0.0,0.0
3680,5786,Yoane Wissa,2023,FromCorner,0.0,4.0,0.7311873994767666,0.0,0.0,0.0,0.0,0.7311873994767666,776.0,0.73,4.0,8.62,0.0,0.0,0.0,0.08,0.08,0.46,0.0,0.46,0.0,
889,6885,Axel Disasi,2023,FromCorner,1.0,4.0,0.6984923388808966,0.0,0.0,0.0,1.0,0.6984923388808966,720.0,0.7,4.0,8.0,0.12,0.0,0.0,0.09,0.09,0.5,0.0,0.5,0.25,
2374,6850,Willy Boly,2023,FromCorner,0.0,7.0,0.643971923738718,0.0,0.0,0.0,0.0,0.643971923738718,692.0,0.64,7.0,7.69,0.0,0.0,0.0,0.08,0.08,0.91,0.0,0.91,0.0,
3413,804,Craig Dawson,2023,FromCorner,0.0,6.0,0.6426187343895435,0.0,1.0,0.052004411816596985,0.0,0.6426187343895435,793.0,0.69,7.0,8.81,0.0,0.0,0.01,0.07,0.08,0.68,0.11,0.79,0.0,0.0
2420,8288,Tomas Soucek,2023,FromCorner,0.0,3.0,0.639765621162951,0.0,1.0,0.12457166612148284,0.0,0.639765621162951,622.0,0.76,4.0,6.91,0.0,0.0,0.02,0.09,0.11,0.43,0.14,0.58,0.0,0.0
1292,7382,Dan Burn,2023,FromCorner,1.0,3.0,0.6174613386392593,0.0,0.0,0.0,1.0,0.6174613386392593,810.0,0.62,3.0,9.0,0.11,0.0,0.0,0.07,0.07,0.33,0.0,0.33,0.3333333333333333,
3220,7083,Christian Norgaard,2023,FromCorner,0.0,7.0,0.598398894071579,0.0,1.0,0.028783166781067848,0.0,0.598398894071579,781.0,0.63,8.0,8.68,0.0,0.0,0.0,0.07,0.07,0.81,0.12,0.92,0.0,0.0
3270,2248,Casemiro,2023,FromCorner,0.0,5.0,0.5954404333606362,0.0,0.0,0.0,0.0,0.5954404333606362,655.0,0.6,5.0,7.28,0.0,0.0,0.0,0.08,0.08,0.69,0.0,0.69,0.0,
2553,1250,Mohamed Salah,2023,FromCorner,1.0,1.0,0.5849390625953674,0.0,1.0,0.02129107154905796,1.0,0.5849390625953674,795.0,0.61,2.0,8.83,0.11,0.0,0.0,0.07,0.07,0.11,0.11,0.23,1.0,0.0
2069,579,Nathan Ake,2023,FromCorner,1.0,3.0,0.5735216066241264,0.0,0.0,0.0,1.0,0.5735216066241264,467.0,0.57,3.0,5.19,0.19,0.0,0.0,0.11,0.11,0.58,0.0,0.58,0.3333333333333333,
902,10012,Jakub Kiwior,2023,FromCorner,0.0,1.0,0.5712023377418518,0.0,0.0,0.0,0.0,0.5712023377418518,91.0,0.57,1.0,1.01,0.0,0.0,0.0,0.57,0.56,0.99,0.0,0.99,0.0,
2510,7298,Ben White,2023,FromCorner,0.0,1.0,0.5631000995635986,0.0,1.0,0.02450074627995491,0.0,0.5631000995635986,810.0,0.59,2.0,9.0,0.0,0.0,0.0,0.06,0.07,0.11,0.11,0.22,0.0,0.0
1849,510,Joel Ward,2023,FromCorner,0.0,6.0,0.5581847233697772,0.0,0.0,0.0,0.0,0.5581847233697772,805.0,0.56,6.0,8.94,0.0,0.0,0.0,0.06,0.06,0.67,0.0,0.67,0.0,
1368,10408,Luis Diaz,2023,FromCorner,0.0,3.0,0.5434509851038456,0.0,0.0,0.0,0.0,0.5434509851038456,655.0,0.54,3.0,7.28,0.0,0.0,0.0,0.07,0.07,0.41,0.0,0.41,0.0,
1031,833,Virgil van Dijk,2023,FromCorner,0.0,6.0,0.5434458442032337,1.0,1.0,0.733305811882019,0.0,0.5434458442032337,567.0,1.28,7.0,6.3,0.0,0.16,0.12,0.09,0.2,0.95,0.16,1.11,0.0,1.0
4376,935,Kurt Zouma,2023,FromCorner,1.0,4.0,0.5325845368206501,0.0,0.0,0.0,1.0,0.5325845368206501,810.0,0.53,4.0,9.0,0.11,0.0,0.0,0.06,0.06,0.44,0.0,0.44,0.25,
5059,10050,Micky van de Ven,2023,FromCorner,1.0,3.0,0.5255990009754896,0.0,0.0,0.0,1.0,0.5255990009754896,900.0,0.53,3.0,10.0,0.1,0.0,0.0,0.05,0.05,0.3,0.0,0.3,0.3333333333333333,
2305,11486,Illia Zabarnyi,2023,FromCorner,0.0,2.0,0.5244414918124676,0.0,0.0,0.0,0.0,0.5244414918124676,810.0,0.52,2.0,9.0,0.0,0.0,0.0,0.06,0.06,0.22,0.0,0.22,0.0,
5460,1771,Reece Burke,2023,FromCorner,0.0,4.0,0.5234358347952366,0.0,3.0,0.5473146326839924,0.0,0.5234358347952366,612.0,1.07,7.0,6.8,0.0,0.0,0.08,0.08,0.16,0.59,0.44,1.03,0.0,0.0
1815,5973,Kenny Tete,2023,FromCorner,0.0,1.0,0.4844272434711456,0.0,0.0,0.0,0.0,0.4844272434711456,438.0,0.48,1.0,4.87,0.0,0.0,0.0,0.1,0.1,0.21,0.0,0.21,0.0,
3643,7439,Tahith Chong,2023,FromCorner,0.0,1.0,0.4744294285774231,0.0,0.0,0.0,0.0,0.4744294285774231,441.0,0.47,1.0,4.9,0.0,0.0,0.0,0.1,0.1,0.2,0.0,0.2,0.0,
