id,player_id,player_name,season,position,games,goals,shots,time,xG,assists,xA,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,XGBuildup,minutes_per_game,npxG+xA,key_passes+shots,90s,goals_per_90,assists_per_90,xA_per_90,npxG_per_90,npxG+xA_per_90,shots_per_90,key_passes_per_90,xGChain_per_90,key_passes+shots_per_90,goal_conversion_rate,assist_to_key_pass_ratio,cards_per_game
5502,782,Ben Chilwell,2023,DML,4.0,0.0,6.0,315.0,0.7204372435808182,1.0,1.2869001626968384,9.0,1.0,0.0,0.0,0.7204372435808182,1.6961301937699318,0.6698998659849167,78.75,2.01,15.0,3.5,0.0,0.29,0.37,0.21,0.57,1.71,2.57,0.48,4.29,0.0,0.1111111111111111,0.25
5027,8562,Luke Thomas,2023,DML,4.0,0.0,3.0,351.0,0.18187279626727104,0.0,0.043669186532497406,1.0,0.0,0.0,0.0,0.18187279626727104,0.6604644982144237,0.4785917056724429,87.75,0.23,4.0,3.9,0.0,0.0,0.01,0.05,0.06,0.77,0.26,0.17,1.03,0.0,0.0,0.0
1829,11723,Alfie Doughty,2023,DML,3.0,0.0,4.0,256.0,0.15030190721154213,1.0,1.277510702610016,18.0,0.0,0.0,0.0,0.15030190721154213,0.6487231254577637,0.3876460194587707,85.33,1.43,22.0,2.84,0.0,0.35,0.45,0.05,0.5,1.41,6.34,0.23,7.75,0.0,0.05555555555555555,0.0
371,6674,Rayan Ait Nouri,2023,DML,3.0,0.0,2.0,217.0,0.2036532759666443,0.0,0.18280930817127228,3.0,0.0,0.0,0.0,0.2036532759666443,0.5841228514909744,0.2945045419037342,72.33,0.39,5.0,2.41,0.0,0.0,0.08,0.08,0.16,0.83,1.24,0.24,2.07,0.0,0.0,0.0
4739,10041,Yasser Larouci,2023,DML,1.0,0.0,2.0,72.0,0.10443293303251266,0.0,0.0,0.0,0.0,0.0,0.0,0.10443293303251266,0.27464088797569275,0.17020796239376068,72.0,0.1,2.0,0.8,0.0,0.0,0.0,0.13,0.12,2.5,0.0,0.34,2.5,0.0,,0.0
2278,1823,Lucas Digne,2023,DML,1.0,0.0,0.0,84.0,0.0,1.0,0.16432029008865356,2.0,0.0,0.0,0.0,0.0,0.1935880482196808,0.029267754405736923,84.0,0.16,2.0,0.93,0.0,1.08,0.18,0.0,0.17,0.0,2.15,0.21,2.15,,0.5,0.0
265,7277,Ryan John Giles,2023,DML,1.0,0.0,0.0,90.0,0.0,0.0,0.093309186398983,2.0,0.0,0.0,0.0,0.0,0.08654754608869553,0.044230684638023376,90.0,0.09,2.0,1.0,0.0,0.0,0.09,0.0,0.09,0.0,2.0,0.09,2.0,,0.0,0.0
2168,8204,Neco Williams,2023,DML,1.0,0.0,1.0,90.0,0.02352273091673851,0.0,0.025770094245672222,1.0,0.0,0.0,0.0,0.02352273091673851,0.049292825162410736,0.0,90.0,0.05,2.0,1.0,0.0,0.0,0.03,0.02,0.05,1.0,1.0,0.05,2.0,0.0,0.0,0.0
608,725,Ola Aina,2023,DML,3.0,0.0,1.0,246.0,0.0158710777759552,0.0,0.0,0.0,3.0,0.0,0.0,0.0158710777759552,0.0158710777759552,0.0,82.0,0.02,1.0,2.73,0.0,0.0,0.0,0.01,0.01,0.37,0.0,0.01,0.37,0.0,,1.0
2164,8918,Max Lowe,2023,DML,2.0,0.0,0.0,129.0,0.0,0.0,0.012994728051126003,1.0,0.0,0.0,0.0,0.0,0.012994728051126003,0.0,64.5,0.01,1.0,1.43,0.0,0.0,0.01,0.0,0.01,0.0,0.7,0.01,0.7,,0.0,0.0
3679,8942,Aaron Hickey,2023,DML,1.0,0.0,2.0,90.0,0.045288216322660446,0.0,0.0,0.0,1.0,0.0,0.0,0.045288216322660446,0.0,0.0,90.0,0.05,2.0,1.0,0.0,0.0,0.0,0.05,0.05,2.0,0.0,0.0,2.0,0.0,,1.0
5399,7714,Ben Osborn,2023,DML,1.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
