id,player_id,player_name,season,position,games,goals,shots,time,xG,assists,xA,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,XGBuildup,minutes_per_game,npxG+xA,key_passes+shots,90s,goals_per_90,assists_per_90,xA_per_90,npxG_per_90,npxG+xA_per_90,shots_per_90,key_passes_per_90,xGChain_per_90,key_passes+shots_per_90,goal_conversion_rate,assist_to_key_pass_ratio,cards_per_game
321,7382,Dan Burn,2023,DL,10.0,1.0,8.0,860.0,1.192583492025733,0.0,0.7397181466221809,3.0,1.0,0.0,1.0,1.192583492025733,6.658971015363932,5.918645586818457,86.0,1.93,11.0,9.56,0.1,0.0,0.08,0.12,0.2,0.84,0.31,0.7,1.15,0.125,0.0,0.1
6429,8831,Iyenoma Destiny Udogie,2023,DL,10.0,0.0,2.0,821.0,0.4840787351131439,2.0,1.2226147698238492,7.0,3.0,1.0,0.0,0.4840787351131439,5.796351104974747,4.841602310538292,82.1,1.71,9.0,9.12,0.0,0.22,0.13,0.05,0.19,0.22,0.77,0.64,0.99,0.0,0.2857142857142857,0.4
2516,1823,Lucas Digne,2023,DL,10.0,0.0,6.0,900.0,0.2273333426564932,1.0,1.4146927148103714,20.0,4.0,0.0,0.0,0.2273333426564932,5.4301018342375755,5.000553086400032,90.0,1.64,26.0,10.0,0.0,0.1,0.14,0.02,0.16,0.6,2.0,0.54,2.6,0.0,0.05,0.4
3140,5136,Estupinan,2023,DL,6.0,1.0,8.0,501.0,0.958143117837608,3.0,2.586997412145138,13.0,2.0,0.0,1.0,0.958143117837608,5.427657574415207,3.5554743763059378,83.5,3.55,21.0,5.57,0.18,0.54,0.46,0.17,0.64,1.44,2.33,0.97,3.77,0.125,0.23076923076923078,0.3333333333333333
2309,9790,Josko Gvardiol,2023,DL,6.0,0.0,3.0,540.0,0.3932153508067131,0.0,0.5443565770983696,6.0,1.0,0.0,0.0,0.3932153508067131,5.276369228959084,4.776520028710365,90.0,0.94,9.0,6.0,0.0,0.0,0.09,0.07,0.16,0.5,1.0,0.88,1.5,0.0,0.0,0.16666666666666666
3582,8214,Tyrick Mitchell,2023,DL,11.0,1.0,3.0,972.0,0.46104588732123375,1.0,1.2044185027480123,6.0,2.0,0.0,1.0,0.46104588732123375,4.28298944234848,2.9771651178598404,88.36,1.67,9.0,10.8,0.09,0.09,0.11,0.04,0.15,0.28,0.56,0.4,0.83,0.3333333333333333,0.16666666666666666,0.18181818181818182
5120,1688,Andrew Robertson,2023,DL,8.0,1.0,2.0,720.0,0.5515290014445782,0.0,1.1361160902306435,19.0,1.0,0.0,1.0,0.5515290014445782,3.626640614122152,2.956644978374243,90.0,1.69,21.0,8.0,0.12,0.0,0.14,0.07,0.21,0.25,2.38,0.45,2.62,0.5,0.0,0.125
6014,1245,Emerson,2023,DL,10.0,0.0,4.0,900.0,0.2745053172111511,1.0,0.9019264234229922,7.0,6.0,0.0,0.0,0.2745053172111511,3.105905763804913,1.9618258345872164,90.0,1.18,11.0,10.0,0.0,0.1,0.09,0.03,0.12,0.4,0.7,0.31,1.1,0.0,0.14285714285714285,0.6
652,8940,Antonee Robinson,2023,DL,10.0,0.0,2.0,900.0,0.04597975127398968,0.0,0.850082665681839,6.0,3.0,0.0,0.0,0.04597975127398968,3.02130638808012,2.94455673545599,90.0,0.9,8.0,10.0,0.0,0.0,0.09,0.0,0.09,0.2,0.6,0.3,0.8,0.0,0.0,0.3
4577,10805,Levi Colwill,2023,DL,5.0,0.0,2.0,409.0,0.27643778920173645,1.0,0.30813097953796387,1.0,1.0,0.0,0.0,0.27643778920173645,2.2724549621343613,1.9643239825963976,81.8,0.58,3.0,4.54,0.0,0.22,0.07,0.06,0.13,0.44,0.22,0.5,0.66,0.0,1.0,0.2
