id,player_id,player_name,season,position,games,goals,shots,time,xG,assists,xA,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,XGBuildup,minutes_per_game,npxG+xA,key_passes+shots,90s,goals_per_90,assists_per_90,xA_per_90,npxG_per_90,npxG+xA_per_90,shots_per_90,key_passes_per_90,xGChain_per_90,key_passes+shots_per_90,goal_conversion_rate,assist_to_key_pass_ratio,cards_per_game
3791,7967,Anssumane Fati,2023,Sub,10.0,2.0,17.0,197.0,3.113868869841099,0.0,0.3473868817090988,2.0,1.0,0.0,2.0,3.113868869841099,4.656360797584057,1.274639742448926,19.7,3.46,19.0,2.19,0.91,0.0,0.16,1.42,1.58,7.76,0.91,2.13,8.68,0.11764705882352941,0.0,0.1
2545,5221,Leon Bailey,2023,Sub,7.0,2.0,8.0,191.0,1.7447935342788696,1.0,1.0274355709552765,6.0,1.0,0.0,2.0,1.7447935342788696,3.205455832183361,0.7882763594388962,27.29,2.77,14.0,2.12,0.94,0.47,0.48,0.82,1.31,3.77,2.83,1.51,6.6,0.25,0.16666666666666666,0.14285714285714285
4325,7546,Harvey Elliott,2023,Sub,8.0,0.0,9.0,172.0,0.3052589874714613,1.0,0.7129197474569082,4.0,1.0,0.0,0.0,0.3052589874714613,3.0131117086857557,2.0997234899550676,21.5,1.02,13.0,1.91,0.0,0.52,0.37,0.16,0.53,4.71,2.09,1.58,6.81,0.0,0.25,0.125
3208,8272,Joao Pedro,2023,Sub,7.0,1.0,8.0,193.0,0.7259512431919575,1.0,1.640671294182539,8.0,1.0,0.0,1.0,0.7259512431919575,2.5710721164941788,0.5941860713064671,27.57,2.37,16.0,2.14,0.47,0.47,0.77,0.34,1.11,3.74,3.74,1.2,7.48,0.125,0.125,0.14285714285714285
1353,5956,Youri Tielemans,2023,Sub,11.0,0.0,2.0,145.0,0.08051903732120991,1.0,0.530623085796833,2.0,0.0,0.0,0.0,0.08051903732120991,2.442931465804577,2.393159918487072,13.18,0.61,4.0,1.61,0.0,0.62,0.33,0.05,0.38,1.24,1.24,1.52,2.48,0.0,0.5,0.0
5771,7988,Billy Gilmour,2023,Sub,4.0,0.0,2.0,62.0,0.09978733398020267,0.0,0.5051724910736084,1.0,0.0,0.0,0.0,0.09978733398020267,1.970276176929474,1.3653163462877274,15.5,0.6,3.0,0.69,0.0,0.0,0.73,0.14,0.87,2.9,1.45,2.86,4.35,0.0,0.0,0.0
5896,6820,David Brooks,2023,Sub,6.0,1.0,3.0,76.0,1.38133305311203,0.0,0.5791684091091156,4.0,1.0,0.0,1.0,1.38133305311203,1.9374494701623917,0.1245809644460678,12.67,1.96,7.0,0.84,1.19,0.0,0.69,1.64,2.33,3.57,4.76,2.31,8.33,0.3333333333333333,0.0,0.16666666666666666
5962,8812,Sasa Kalajdzic,2023,Sub,6.0,2.0,3.0,30.0,1.1351747140288353,0.0,0.6846108734607697,2.0,0.0,0.0,2.0,1.1351747140288353,1.899997979402542,0.08021235466003418,5.0,1.82,5.0,0.33,6.06,0.0,2.07,3.44,5.52,9.09,6.06,5.76,15.15,0.6666666666666666,0.0,0.0
1904,6681,Harvey Barnes,2023,Sub,4.0,1.0,4.0,70.0,0.663573557510972,1.0,1.1135693788528442,2.0,1.0,0.0,1.0,0.663573557510972,1.8709503337740896,0.6867452822625637,17.5,1.78,6.0,0.78,1.28,1.28,1.43,0.85,2.28,5.13,2.56,2.4,7.69,0.25,0.5,0.25
3225,8150,Anthony Gordon,2023,Sub,1.0,1.0,4.0,79.0,0.5109280943870544,1.0,1.278839349746704,3.0,0.0,0.0,1.0,0.5109280943870544,1.85066020488739,0.09217575937509535,79.0,1.79,7.0,0.88,1.14,1.14,1.45,0.58,2.03,4.55,3.41,2.1,7.95,0.25,0.3333333333333333,0.0
