id,player_id,player_name,season,position,games,goals,shots,time,xG,assists,xA,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,XGBuildup,minutes_per_game,npxG+xA,key_passes+shots,90s,goals_per_90,assists_per_90,xA_per_90,npxG_per_90,npxG+xA_per_90,shots_per_90,key_passes_per_90,xGChain_per_90,key_passes+shots_per_90,goal_conversion_rate,assist_to_key_pass_ratio,cards_per_game
6084,7438,James Garner,2023,MR,6.0,0.0,9.0,523.0,0.8256196714937687,1.0,2.1350829284638166,12.0,1.0,0.0,0.0,0.8256196714937687,3.120384283363819,1.4676820039749146,87.17,2.96,21.0,5.81,0.0,0.17,0.37,0.14,0.51,1.55,2.07,0.54,3.61,0.0,0.08333333333333333,0.16666666666666666
1462,7723,John McGinn,2023,MR,3.0,1.0,5.0,270.0,0.7299694195389748,1.0,0.5135289430618286,4.0,0.0,0.0,1.0,0.7299694195389748,3.062637746334076,2.0268672108650208,90.0,1.24,9.0,3.0,0.33,0.33,0.17,0.24,0.41,1.67,1.33,1.02,3.0,0.2,0.25,0.0
4176,6382,Pedro Neto,2023,MR,4.0,0.0,8.0,354.0,0.791057214140892,2.0,1.5227122604846954,11.0,1.0,0.0,0.0,0.791057214140892,2.30958579108119,0.28997083380818367,88.5,2.31,19.0,3.93,0.0,0.51,0.39,0.2,0.59,2.04,2.8,0.59,4.83,0.0,0.18181818181818182,0.25
3152,12027,Mohammed Kudus,2023,MR,1.0,1.0,4.0,90.0,0.7170783281326294,0.0,0.11358444392681122,2.0,0.0,0.0,1.0,0.7170783281326294,2.010076999664306,1.2347863912582395,90.0,0.83,6.0,1.0,1.0,0.0,0.11,0.72,0.83,4.0,2.0,2.01,6.0,0.25,0.0,0.0
1030,8720,Jack Harrison,2023,MR,4.0,1.0,6.0,308.0,0.6952855512499809,2.0,1.0497804284095764,2.0,0.0,0.0,1.0,0.6952855512499809,1.938222050666809,0.28805267065763474,77.0,1.75,8.0,3.42,0.29,0.58,0.31,0.2,0.51,1.75,0.58,0.57,2.34,0.16666666666666666,1.0,0.0
466,11094,Antony,2023,MR,1.0,0.0,3.0,79.0,0.4070456027984619,0.0,0.15970271825790405,3.0,0.0,0.0,0.0,0.4070456027984619,1.497922658920288,0.9311743974685668,79.0,0.57,6.0,0.88,0.0,0.0,0.18,0.46,0.65,3.41,3.41,1.7,6.82,0.0,0.0,0.0
2902,8845,Hee-Chan Hwang,2023,MR,1.0,0.0,1.0,90.0,0.3683583438396454,1.0,0.5931340456008911,4.0,0.0,0.0,0.0,0.3683583438396454,0.961492359638214,0.04434838145971298,90.0,0.96,5.0,1.0,0.0,1.0,0.59,0.37,0.96,1.0,4.0,0.96,5.0,0.0,0.25,0.0
5150,1776,Jarrod Bowen,2023,MR,1.0,1.0,3.0,90.0,0.7520911693572998,1.0,0.16538117825984955,1.0,0.0,0.0,1.0,0.7520911693572998,0.9174723625183104,0.09207619726657867,90.0,0.92,4.0,1.0,1.0,1.0,0.17,0.75,0.92,3.0,1.0,0.92,4.0,0.3333333333333333,1.0,0.0
247,1663,Johann Berg Gudmundsson,2023,MR,2.0,0.0,3.0,141.0,0.15200720727443695,0.0,0.39716292917728424,6.0,1.0,0.0,0.0,0.15200720727443695,0.8930650353431702,0.6841466128826141,70.5,0.55,9.0,1.57,0.0,0.0,0.25,0.1,0.35,1.91,3.82,0.57,5.73,0.0,0.0,0.5
777,8864,Matthew Cash,2023,MR,2.0,0.0,3.0,176.0,0.3991805277764797,0.0,0.0,0.0,0.0,0.0,0.0,0.3991805277764797,0.4604738280177117,0.12323053926229476,88.0,0.4,3.0,1.96,0.0,0.0,0.0,0.2,0.2,1.53,0.0,0.23,1.53,0.0,,0.0
