id,player_id,player_name,season,situation,goals,shots,xG,assists,key_passes,xA,npg,npxG,time,npxG+xA,key_passes+shots,90s,goals_per_90,assists_per_90,xA_per_90,npxG_per_90,npxG+xA_per_90,shots_per_90,key_passes_per_90,key_passes+shots_per_90,goal_conversion_rate,assist_to_key_pass_ratio
4489,10846,Julian Alvarez,2023,DirectFreekick,1.0,7.0,0.41060909628868103,0.0,0.0,0.0,1.0,0.41060909628868103,761.0,0.41,7.0,8.46,0.12,0.0,0.0,0.05,0.05,0.83,0.0,0.83,0.14285714285714285,
788,6034,Philip Billing,2023,DirectFreekick,0.0,4.0,0.33188502863049507,0.0,0.0,0.0,0.0,0.33188502863049507,795.0,0.33,4.0,8.83,0.0,0.0,0.0,0.04,0.04,0.45,0.0,0.45,0.0,
4778,843,James Ward-Prowse,2023,DirectFreekick,0.0,3.0,0.2444785162806511,0.0,0.0,0.0,0.0,0.2444785162806511,720.0,0.24,3.0,8.0,0.0,0.0,0.0,0.03,0.03,0.38,0.0,0.38,0.0,
4627,8706,Eberechi Eze,2023,DirectFreekick,0.0,4.0,0.21274425089359283,0.0,0.0,0.0,0.0,0.21274425089359283,630.0,0.21,4.0,7.0,0.0,0.0,0.0,0.03,0.03,0.57,0.0,0.57,0.0,
1617,1228,Bruno Fernandes,2023,DirectFreekick,0.0,3.0,0.18622160330414772,0.0,0.0,0.0,0.0,0.18622160330414772,810.0,0.19,3.0,9.0,0.0,0.0,0.0,0.02,0.02,0.33,0.0,0.33,0.0,
4953,5355,Jacob Bruun Larsen,2023,DirectFreekick,0.0,2.0,0.15994204580783844,0.0,0.0,0.0,0.0,0.15994204580783844,125.0,0.16,2.0,1.39,0.0,0.0,0.0,0.12,0.12,1.44,0.0,1.44,0.0,
4257,1791,Trent Alexander-Arnold,2023,DirectFreekick,0.0,1.0,0.13678111135959625,0.0,0.0,0.0,0.0,0.13678111135959625,518.0,0.14,1.0,5.76,0.0,0.0,0.0,0.02,0.02,0.17,0.0,0.17,0.0,
3041,3697,Odsonne Edouard,2023,DirectFreekick,0.0,2.0,0.12933724373579025,0.0,0.0,0.0,0.0,0.12933724373579025,783.0,0.13,2.0,8.7,0.0,0.0,0.0,0.01,0.01,0.23,0.0,0.23,0.0,
547,6552,Bryan Mbeumo,2023,DirectFreekick,0.0,2.0,0.11287634819746016,0.0,0.0,0.0,0.0,0.11287634819746016,810.0,0.11,2.0,9.0,0.0,0.0,0.0,0.01,0.01,0.22,0.0,0.22,0.0,
3881,6857,Morgan Gibbs-White,2023,DirectFreekick,0.0,1.0,0.11162830889225006,0.0,0.0,0.0,0.0,0.11162830889225006,747.0,0.11,1.0,8.3,0.0,0.0,0.0,0.01,0.01,0.12,0.0,0.12,0.0,
325,11356,Enzo Fernandez,2023,DirectFreekick,0.0,2.0,0.10851642489433289,0.0,0.0,0.0,0.0,0.10851642489433289,782.0,0.11,2.0,8.69,0.0,0.0,0.0,0.01,0.01,0.23,0.0,0.23,0.0,
864,2199,Pablo Sarabia,2023,DirectFreekick,0.0,1.0,0.10827798396348952,0.0,0.0,0.0,0.0,0.10827798396348952,186.0,0.11,1.0,2.07,0.0,0.0,0.0,0.05,0.05,0.48,0.0,0.48,0.0,
5552,5596,Harry Wilson,2023,DirectFreekick,0.0,2.0,0.1039740853011608,0.0,0.0,0.0,0.0,0.1039740853011608,513.0,0.1,2.0,5.7,0.0,0.0,0.0,0.02,0.02,0.35,0.0,0.35,0.0,
