id,player_id,player_name,season,position,games,goals,shots,time,xG,assists,xA,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,XGBuildup,minutes_per_game,npxG+xA,key_passes+shots,90s,goals_per_90,assists_per_90,xA_per_90,npxG_per_90,npxG+xA_per_90,shots_per_90,key_passes_per_90,xGChain_per_90,key_passes+shots_per_90,goal_conversion_rate,assist_to_key_pass_ratio,cards_per_game
4947,9619,Issa Kabore,2023,DMR,5.0,0.0,4.0,401.0,0.20114240050315857,1.0,1.5132475197315216,3.0,2.0,0.0,0.0,0.20114240050315857,1.8193611055612564,0.12415425106883048,80.2,1.71,7.0,4.46,0.0,0.22,0.34,0.05,0.38,0.9,0.67,0.41,1.57,0.0,0.3333333333333333,0.4
778,8864,Matthew Cash,2023,DMR,1.0,2.0,6.0,90.0,1.5095014572143557,0.0,0.0,0.0,0.0,0.0,2.0,1.5095014572143557,1.7755324840545654,0.7262424826622009,90.0,1.51,6.0,1.0,2.0,0.0,0.0,1.51,1.51,6.0,0.0,1.78,6.0,0.3333333333333333,,0.0
4231,9017,Malo Gusto,2023,DMR,3.0,0.0,2.0,262.0,0.0372829083353281,2.0,0.6125726103782654,2.0,0.0,0.0,0.0,0.0372829083353281,1.518527776002884,1.3742604553699491,87.33,0.65,4.0,2.91,0.0,0.69,0.21,0.01,0.22,0.69,0.69,0.52,1.37,0.0,1.0,0.0
6155,3600,Serge Aurier,2023,DMR,4.0,0.0,1.0,347.0,0.022981125861406326,2.0,0.566937267780304,2.0,2.0,0.0,0.0,0.022981125861406326,1.259076088666916,0.692138809710741,86.75,0.59,3.0,3.86,0.0,0.52,0.15,0.01,0.15,0.26,0.52,0.33,0.78,0.0,1.0,0.5
1725,638,Kyle Walker,2023,DMR,1.0,0.0,1.0,90.0,0.025855299085378647,0.0,0.0,0.0,0.0,0.0,0.0,0.025855299085378647,1.1995899677276611,1.1995899677276611,90.0,0.03,1.0,1.0,0.0,0.0,0.0,0.03,0.03,1.0,0.0,1.2,1.0,0.0,,0.0
6094,8067,Reece James,2023,DMR,1.0,0.0,1.0,83.0,0.028564339503645897,0.0,0.5029239058494568,2.0,0.0,0.0,0.0,0.028564339503645897,0.826264500617981,0.826264500617981,83.0,0.53,3.0,0.92,0.0,0.0,0.55,0.03,0.58,1.09,2.17,0.9,3.26,0.0,0.0,0.0
3180,9205,Jayden Bogle,2023,DMR,4.0,0.0,2.0,313.0,0.1714378446340561,0.0,0.15316036343574524,2.0,0.0,0.0,0.0,0.1714378446340561,0.6441921517252922,0.3744013383984566,78.25,0.32,4.0,3.48,0.0,0.0,0.04,0.05,0.09,0.57,0.57,0.19,1.15,0.0,0.0,0.0
2681,9685,Mads Roerslev,2023,DMR,2.0,0.0,0.0,180.0,0.0,0.0,0.08025781810283661,1.0,0.0,0.0,0.0,0.0,0.5058617740869522,0.4256039522588253,90.0,0.08,1.0,2.0,0.0,0.0,0.04,0.0,0.04,0.0,0.5,0.25,0.5,,0.0,0.0
1138,11710,Simon Adingra,2023,DMR,1.0,0.0,2.0,73.0,0.33120810985565186,0.0,0.0,0.0,0.0,0.0,0.0,0.33120810985565186,0.33120810985565186,0.025025414302945137,73.0,0.33,2.0,0.81,0.0,0.0,0.0,0.41,0.41,2.47,0.0,0.41,2.47,0.0,,0.0
6352,7706,George Baldock,2023,DMR,3.0,0.0,0.0,256.0,0.0,0.0,0.1576109379529953,2.0,1.0,0.0,0.0,0.0,0.2808160185813904,0.2045516073703766,85.33,0.16,2.0,2.84,0.0,0.0,0.06,0.0,0.06,0.0,0.7,0.1,0.7,,0.0,0.3333333333333333
5806,6852,Matt Doherty,2023,DMR,1.0,0.0,0.0,90.0,0.0,0.0,0.23374563455581665,3.0,0.0,0.0,0.0,0.0,0.2484196126461029,0.2484196126461029,90.0,0.23,3.0,1.0,0.0,0.0,0.23,0.0,0.23,0.0,3.0,0.25,3.0,,0.0,0.0
2197,6163,Nelson Semedo,2023,DMR,2.0,0.0,1.0,180.0,0.2257427275180817,0.0,0.0,0.0,1.0,0.0,0.0,0.2257427275180817,0.2257427275180817,0.0,90.0,0.23,1.0,2.0,0.0,0.0,0.0,0.11,0.12,0.5,0.0,0.11,0.5,0.0,,0.5
102,7714,Ben Osborn,2023,DMR,1.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0
