minute,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type,gameweek
34,Dominik Szoboszlai,Liverpool,0.07,,Blocked,30,Right Foot,Free kick,Curtis Jones,Fouled,Curtis Jones,Pass (Live),22
39,Conor Bradley,Liverpool,0.09,0.48,Goal,17,Right Foot,,Luis Diaz,Pass (Live),Alexis Mac Allister,Pass (Live),22
45+2,Darwin Nunez (pen),Liverpool,0.79,,Woodwork,13,Right Foot,,Diogo Jota,Fouled,Virgil van Dijk,Pass (Live),22
45+3,Enzo Fernandez,Chelsea,0.02,0.01,Saved,32,Right Foot,Deflected,Raheem Sterling,Pass (Live),Ben Chilwell,Pass (Live),22
48,Darwin Nunez,Liverpool,0.01,,Blocked,27,Right Foot,,Curtis Jones,Pass (Live),Dominik Szoboszlai,Pass (Live),22
51,Mykhailo Mudryk,Chelsea,0.38,,Off Target,11,Left Foot,,Malo Gusto,Pass (Live),Raheem Sterling,Pass (Live),22
53,Luis Diaz,Liverpool,0.02,0.07,Saved,17,Right Foot,,Joe Gomez,Pass (Live),Darwin Nunez,Pass (Live),22
56,Diogo Jota,Liverpool,0.05,,Blocked,17,Right Foot,,,,,,22
59,Dominik Szoboszlai,Liverpool,0.05,,Blocked,29,Right Foot,Free kick,Conor Bradley,Fouled,,,22
61,Darwin Nunez,Liverpool,0.08,0.03,Saved,16,Right Foot,,Diogo Jota,Pass (Live),Curtis Jones,Pass (Live),22
65,Dominik Szoboszlai,Liverpool,0.14,0.05,Goal,9,Head,,Conor Bradley,Pass (Live),Virgil van Dijk,Pass (Live),22
71,Christopher Nkunku,Chelsea,0.15,0.55,Goal,12,Left Foot,,Carney Chukwuemeka,Pass (Live),Benoit Badiashile,Pass (Live),22
73,Malo Gusto,Chelsea,0.03,0.03,Saved,21,Left Foot,Volley,Benoit Badiashile,Pass (Live),Benoit Badiashile,Interception,22
76,Darwin Nunez,Liverpool,0.13,,Woodwork,9,Head,,Andrew Robertson,Pass (Live),Cody Gakpo,Pass (Live),22
76,Harvey Elliott,Liverpool,0.04,0.03,Saved,29,Left Foot,,,,,,22
76,Alexis Mac Allister,Liverpool,0.02,,Blocked,24,Right Foot,Volley,Trent Alexander-Arnold,Pass (Live),Trent Alexander-Arnold,Take-On,22
77,Cody Gakpo,Liverpool,0.03,,Off Target,26,Right Foot,,Trent Alexander-Arnold,Pass (Live),Curtis Jones,Pass (Live),22
79,Luis Diaz,Liverpool,0.41,0.78,Goal,6,Right Foot,,Darwin Nunez,Pass (Live),,,22
84,Darwin Nunez,Liverpool,0.03,0.10,Saved,25,Left Foot,,Harvey Elliott,Tackle,,,22
90+3,Cody Gakpo,Liverpool,0.03,0.21,Saved,22,Right Foot,,Darwin Nunez,Pass (Live),Luis Diaz,Pass (Live),22
3,Dominic Solanke,Bournemouth,0.53,0.25,Goal,10,Right Foot,,,,,,22
6,Marcos Senesi,Bournemouth,0.11,,Off Target,14,Right Foot,Volley,Illia Zabarnyi,Pass (Live),Marcus Tavernier,Pass (Dead),22
15,Lewis Cook,Bournemouth,0.02,,Off Target,33,Right Foot,,Ryan Christie,Pass (Live),Alex Scott,Pass (Live),22
16,Kalvin Phillips,West Ham,0.01,0.02,Saved,28,Right Foot,,Edson Alvarez,Tackle,,,22
18,Antoine Semenyo,Bournemouth,0.04,,Blocked,16,Left Foot,,Marcus Tavernier,Pass (Live),Marcos Senesi,Pass (Live),22
36,Antoine Semenyo,Bournemouth,0.29,0.13,Saved,12,Right Foot,,Dominic Solanke,Pass (Live),Ryan Christie,Pass (Live),22
38,Jarrod Bowen,West Ham,0.19,0.16,Saved,8,Head,,James Ward-Prowse,Pass (Live),James Ward-Prowse,Pass (Live),22
40,Tomas Soucek,West Ham,0.18,,Off Target,7,Head,,Kudus Mohammed,Pass (Live),Ben Johnson,Pass (Live),22
45+1,Antoine Semenyo,Bournemouth,0.07,0.07,Saved,18,Left Foot,Deflected,Dominic Solanke,Pass (Live),Alex Scott,Pass (Live),22
54,Tomas Soucek,West Ham,0.06,,Off Target,11,Head,,James Ward-Prowse,Pass (Dead),Jarrod Bowen,Fouled,22
57,Edson Alvarez,West Ham,0.02,,Blocked,30,Right Foot,,Konstantinos Mavropanos,Pass (Live),Kurt Zouma,Pass (Live),22
61,James Ward-Prowse (pen),West Ham,0.79,0.86,Goal,13,Right Foot,,Kudus Mohammed,Fouled,Ben Johnson,Pass (Live),22
63,Lloyd Kelly,Bournemouth,0.03,0.12,Saved,14,Left Foot,,Antoine Semenyo,Pass (Live),Lloyd Kelly,Pass (Live),22
65,Ryan Christie,Bournemouth,0.05,,Off Target,21,Left Foot,,Marcus Tavernier,Pass (Live),Lloyd Kelly,Pass (Live),22
68,Jarrod Bowen,West Ham,0.05,,Off Target,6,Head,,James Ward-Prowse,Pass (Dead),Kudus Mohammed,Fouled,22
75,Tomas Soucek,West Ham,0.05,,Blocked,16,Right Foot,,Danny Ings,Pass (Live),Ben Johnson,Pass (Live),22
80,Jarrod Bowen,West Ham,0.03,,Blocked,18,Left Foot,,James Ward-Prowse,Pass (Live),Kudus Mohammed,Pass (Live),22
85,Luis Sinisterra,Bournemouth,0.06,,Blocked,16,Right Foot,,Justin Kluivert,Pass (Live),Ryan Christie,Pass (Live),22
5,Marcus Rashford,Manchester Utd,0.10,0.44,Goal,21,Right Foot,,Rasmus Hojlund,Pass (Live),Diogo Dalot,Pass (Live),22
11,Casemiro,Manchester Utd,0.02,,Off Target,29,Right Foot,,Bruno Fernandes,Pass (Live),Marcus Rashford,Pass (Live),22
16,Casemiro,Manchester Utd,0.01,,Off Target,31,Left Foot,,Marcus Rashford,Pass (Live),Luke Shaw,Pass (Live),22
21,Nelson Semedo,Wolves,0.03,,Blocked,17,Left Foot,,Mario Lemina,Pass (Live),Tommy Doyle,Pass (Live),22
21,Matheus Cunha,Wolves,0.03,0.03,Saved,24,Right Foot,,Mario Lemina,Pass (Live),Jean-Ricner Bellegarde,Pass (Live),22
22,Rasmus Hojlund,Manchester Utd,0.79,0.99,Goal,2,Right Foot,,Marcus Rashford,Pass (Live),Alejandro Garnacho,Pass (Live),22
26,Casemiro,Manchester Utd,0.31,,Off Target,11,Head,,Bruno Fernandes,Pass (Dead),Rasmus Hojlund,Fouled,22
28,Tommy Doyle,Wolves,0.06,0.18,Saved,26,Right Foot,Free kick,Pedro Neto,Fouled,Matheus Cunha,Pass (Live),22
32,Bruno Fernandes,Manchester Utd,0.08,,Off Target,17,Right Foot,,Rasmus Hojlund,Pass (Live),Marcus Rashford,Pass (Live),22
34,Alejandro Garnacho,Manchester Utd,0.04,,Blocked,22,Left Foot,,Bruno Fernandes,Pass (Live),Kobbie Mainoo,Pass (Live),22
34,Raphael Varane,Manchester Utd,0.03,,Off Target,11,Right Foot,Volley,Alejandro Garnacho,Shot,,,22
37,Mario Lemina,Wolves,0.05,,Blocked,10,Head,,Tommy Doyle,Pass (Dead),Mario Lemina,Pass (Live),22
46,Bruno Fernandes,Manchester Utd,0.29,,Blocked,11,Right Foot,,Alejandro Garnacho,Pass (Live),Bruno Fernandes,Pass (Live),22
49,Max Kilman,Wolves,0.09,,Blocked,9,Head,,Pedro Neto,Pass (Dead),Nelson Semedo,Fouled,22
55,Casemiro,Manchester Utd,0.08,0.09,Saved,6,Head,,Alejandro Garnacho,Pass (Live),Bruno Fernandes,Pass (Dead),22
55,Rasmus Hojlund,Manchester Utd,0.34,0.53,Saved,10,Left Foot,,Alejandro Garnacho,Pass (Live),,,22
58,Craig Dawson,Wolves,0.15,0.49,Saved,5,Left Foot,Deflected,Toti Gomes,Pass (Live),Jean-Ricner Bellegarde,Pass (Live),22
59,Matheus Cunha,Wolves,0.07,,Off Target,19,Right Foot,,Jean-Ricner Bellegarde,Pass (Live),Pedro Neto,Pass (Live),22
63,Tommy Doyle,Wolves,0.04,,Off Target,27,Right Foot,,Pedro Neto,Pass (Live),Mario Lemina,Pass (Live),22
67,Diogo Dalot,Manchester Utd,0.02,,Off Target,29,Right Foot,,Bruno Fernandes,Pass (Live),Marcus Rashford,Pass (Live),22
71,Pablo Sarabia (pen),Wolves,0.79,0.84,Goal,13,Left Foot,,Pedro Neto,Fouled,Mario Lemina,Pass (Live),22
73,Pedro Neto,Wolves,0.05,,Off Target,12,Left Foot,,Pablo Sarabia,Pass (Live),Pablo Sarabia,Take-On,22
74,Bruno Fernandes,Manchester Utd,0.03,0.19,Saved,26,Left Foot,Deflected,Bruno Fernandes,Pass (Live),Rasmus Hojlund,Pass (Live),22
74,Kobbie Mainoo,Manchester Utd,0.03,,Blocked,31,Right Foot,,Alejandro Garnacho,Pass (Live),Bruno Fernandes,Shot,22
75,Scott McTominay,Manchester Utd,0.16,0.33,Goal,10,Head,,Bruno Fernandes,Pass (Dead),Kobbie Mainoo,Shot,22
80,Bruno Fernandes,Manchester Utd,0.04,,Off Target,38,Right Foot,Free kick,Alejandro Garnacho,Fouled,Diogo Dalot,Pass (Live),22
82,Nelson Semedo,Wolves,0.02,,Off Target,18,Right Foot,,Mario Lemina,Pass (Live),Pedro Neto,Pass (Live),22
83,Antony,Manchester Utd,0.02,,Blocked,19,Left Foot,,Scott McTominay,Pass (Live),Lisandro Martinez,Pass (Live),22
85,Pedro Neto,Wolves,0.05,,Blocked,14,Left Foot,,Matheus Cunha,Pass (Live),Pablo Sarabia,Pass (Live),22
85,Craig Dawson,Wolves,0.06,,Blocked,14,Right Foot,Volley,Pedro Neto,Shot,,,22
85,Max Kilman,Wolves,0.60,0.88,Goal,3,Left Foot,"Deflected, Volley",Craig Dawson,Shot,,,22
90+1,Bruno Fernandes,Manchester Utd,0.13,,Blocked,25,Right Foot,Free kick,Antony,Fouled,Alejandro Garnacho,Pass (Live),22
90+3,Antony,Manchester Utd,0.06,,Blocked,14,Left Foot,,Luke Shaw,Pass (Live),Luke Shaw,Take-On,22
90+4,Scott McTominay,Manchester Utd,0.70,0.45,Saved,4,Right Foot,,Luke Shaw,Pass (Live),Bruno Fernandes,Pass (Dead),22
90+5,Pedro Neto,Wolves,0.08,0.19,Goal,16,Left Foot,,Matheus Cunha,Pass (Live),Pablo Sarabia,Pass (Live),22
90+7,Kobbie Mainoo,Manchester Utd,0.08,0.45,Goal,18,Right Foot,,Kobbie Mainoo,Take-On,Kobbie Mainoo,Take-On,22
90+8,Matheus Cunha,Wolves,0.04,,Blocked,21,Right Foot,,Joao Gomes,Pass (Live),Pablo Sarabia,Pass (Live),22
