minute,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type,gameweek
81,Wilson Odobert,Burnley,0.02,0.19,Saved,14,Right Foot,,Connor Roberts,Pass (Dead),,,21
90+2,Carlton Morris,Luton Town,0.13,0.34,Goal,9,Head,,Alfie Doughty,Pass (Live),Amari'i Bell,Pass (Live),21
12,Enzo Fernandez,Chelsea,0.13,,Blocked,18,Right Foot,,Conor Gallagher,Pass (Live),,,21
13,Raheem Sterling,Chelsea,0.02,,Blocked,18,Right Foot,,Enzo Fernandez,Pass (Live),Thiago Silva,Pass (Live),21
15,Conor Gallagher,Chelsea,0.09,,Off Target,21,Left Foot,,Cole Palmer,Pass (Live),Enzo Fernandez,Pass (Live),21
21,Armando Broja,Chelsea,0.05,,Off Target,11,Head,,Enzo Fernandez,Pass (Live),Raheem Sterling,Pass (Live),21
26,Andreas Pereira,Fulham,0.03,0.54,Saved,26,Right Foot,,Harry Wilson,Pass (Live),Harry Wilson,Tackle,21
27,Harry Wilson,Fulham,0.09,0.11,Saved,9,Right Foot,,Antonee Robinson,Pass (Live),Willian,Pass (Live),21
29,Conor Gallagher,Chelsea,0.05,,Blocked,21,Right Foot,,Armando Broja,Pass (Live),Enzo Fernandez,Pass (Live),21
29,Cole Palmer,Chelsea,0.02,0.07,Saved,25,Left Foot,,Moises Caicedo,Pass (Live),Conor Gallagher,Pass (Live),21
31,Raheem Sterling,Chelsea,0.03,,Blocked,13,Right Foot,,Levi Colwill,Pass (Live),Thiago Silva,Pass (Live),21
37,Tom Cairney,Fulham,0.03,,Off Target,30,Left Foot,,Willian,Pass (Live),Harry Wilson,Pass (Dead),21
43,Enzo Fernandez,Chelsea,0.03,,Off Target,31,Right Foot,,Malo Gusto,Pass (Live),,,21
44,Tosin Adarabioyo,Fulham,0.01,,Off Target,15,Head,,Andreas Pereira,Pass (Dead),Willian,Pass (Live),21
44,Harry Wilson,Fulham,0.02,,Blocked,24,Left Foot,Volley,Tosin Adarabioyo,Shot,,,21
45+4,Cole Palmer (pen),Chelsea,0.79,0.99,Goal,13,Left Foot,,Raheem Sterling,Fouled,Cole Palmer,Pass (Live),21
51,Cole Palmer,Chelsea,0.04,,Off Target,23,Left Foot,,Malo Gusto,Pass (Live),Cole Palmer,Pass (Live),21
53,Raheem Sterling,Chelsea,0.36,,Woodwork,8,Head,,Enzo Fernandez,Pass (Live),Armando Broja,Pass (Live),21
53,Malo Gusto,Chelsea,0.02,,Off Target,10,Right Foot,Volley,Raheem Sterling,Shot,,,21
54,Willian,Fulham,0.03,,Blocked,20,Right Foot,,Andreas Pereira,Pass (Live),,,21
55,Raul Jimenez,Fulham,0.09,,Off Target,12,Head,,Antonee Robinson,Pass (Live),Willian,Pass (Live),21
56,Armando Broja,Chelsea,0.24,,Blocked,7,Right Foot,,Malo Gusto,Pass (Live),Conor Gallagher,Pass (Live),21
69,Levi Colwill,Chelsea,0.10,,Off Target,19,Right Foot,,,,,,21
73,Raul Jimenez,Fulham,0.15,0.22,Saved,13,Left Foot,,Andreas Pereira,Pass (Live),Antonee Robinson,Pass (Live),21
74,Raul Jimenez,Fulham,0.03,0.12,Saved,16,Right Foot,,Willian,Pass (Live),Andreas Pereira,Pass (Live),21
76,Andreas Pereira,Fulham,0.07,,Off Target,29,Right Foot,Free kick,Andreas Pereira,Fouled,Tosin Adarabioyo,Pass (Live),21
79,Axel Disasi,Chelsea,0.10,,Off Target,8,Head,,Ben Chilwell,Pass (Dead),,,21
82,Raul Jimenez,Fulham,0.02,,Off Target,61,Right Foot,,,,,,21
83,Conor Gallagher,Chelsea,0.07,,Woodwork,16,Right Foot,,Malo Gusto,Pass (Dead),Conor Gallagher,Fouled,21
86,Willian,Fulham,0.16,,Off Target,22,Right Foot,Free kick,Rodrigo Muniz,Fouled,Antonee Robinson,Pass (Live),21
90+1,Noni Madueke,Chelsea,0.06,0.13,Saved,19,Left Foot,,Conor Gallagher,Pass (Live),Cole Palmer,Pass (Live),21
90+5,Bobby Reid,Fulham,0.06,,Blocked,11,Right Foot,Volley,Rodrigo Muniz,Pass (Live),Willian,Pass (Dead),21
90+5,Tom Cairney,Fulham,0.07,,Blocked,19,Left Foot,,Bobby Reid,Shot,,,21
6,Bruno Guimaraes,Newcastle Utd,0.09,,Off Target,11,Right Foot,,Anthony Gordon,Pass (Live),,,21
16,Alexander Isak,Newcastle Utd,0.13,,Blocked,9,Right Foot,,Miguel Almiron,Pass (Live),Kieran Trippier,Pass (Live),21
17,Bernardo Silva,Manchester City,0.18,,Off Target,11,Left Foot,Volley,Jeremy Doku,Pass (Live),Rodri,Pass (Live),21
18,Jeremy Doku,Manchester City,0.13,,Blocked,14,Right Foot,Volley,Phil Foden,Pass (Live),Julian Alvarez,Pass (Live),21
18,Julian Alvarez,Manchester City,0.04,,Blocked,17,Right Foot,,Phil Foden,Pass (Live),Nathan Ake,Pass (Live),21
19,Jeremy Doku,Manchester City,0.04,,Blocked,22,Left Foot,,Phil Foden,Pass (Live),Bernardo Silva,Pass (Live),21
20,Kyle Walker,Manchester City,0.01,,Off Target,31,Right Foot,,Julian Alvarez,Pass (Live),Bernardo Silva,Pass (Live),21
26,Bernardo Silva,Manchester City,0.15,0.46,Goal,7,Right Foot,,Kyle Walker,Pass (Live),Jeremy Doku,Pass (Live),21
29,Phil Foden,Manchester City,0.09,,Off Target,14,Right Foot,,Jeremy Doku,Pass (Live),,,21
29,Bernardo Silva,Manchester City,0.12,0.19,Saved,16,Left Foot,Volley,Julian Alvarez,Pass (Live),,,21
29,Josko Gvardiol,Manchester City,0.09,,Off Target,21,Left Foot,,Josko Gvardiol,Interception,,,21
32,Alexander Isak,Newcastle Utd,0.06,,Blocked,14,Right Foot,,Miguel Almiron,Pass (Live),,,21
33,Julian Alvarez,Manchester City,0.04,0.25,Saved,17,Right Foot,,Phil Foden,Pass (Live),Bernardo Silva,Pass (Live),21
35,Alexander Isak,Newcastle Utd,0.29,0.69,Goal,15,Right Foot,,Bruno Guimaraes,Pass (Live),Fabian Schar,Pass (Live),21
36,Josko Gvardiol,Manchester City,0.08,,Blocked,18,Left Foot,,Jeremy Doku,Pass (Live),Mateo Kovacic,Pass (Live),21
37,Anthony Gordon,Newcastle Utd,0.05,0.47,Goal,17,Right Foot,,Dan Burn,Pass (Live),,,21
41,Alexander Isak,Newcastle Utd,0.22,0.57,Saved,16,Right Foot,,Lewis Miley,Pass (Live),Kieran Trippier,Pass (Live),21
45+1,Anthony Gordon,Newcastle Utd,0.07,,Blocked,13,Right Foot,Volley,Kieran Trippier,Pass (Live),Lewis Miley,Pass (Live),21
51,Mateo Kovacic,Manchester City,0.03,,Blocked,24,Right Foot,Deflected,Jeremy Doku,Pass (Live),Phil Foden,Pass (Live),21
52,Julian Alvarez,Manchester City,0.07,0.44,Saved,29,Right Foot,Free kick,Rodri,Fouled,,,21
56,Fabian Schar,Newcastle Utd,0.06,0.07,Saved,11,Head,,Kieran Trippier,Pass (Dead),Fabian Schar,Fouled,21
58,Phil Foden,Manchester City,0.06,0.07,Saved,22,Left Foot,,Julian Alvarez,Pass (Live),Phil Foden,Pass (Live),21
60,Phil Foden,Manchester City,0.02,,Off Target,25,Left Foot,,Julian Alvarez,Pass (Dead),Rodri,Take-On,21
64,Julian Alvarez,Manchester City,0.11,0.13,Saved,16,Right Foot,,Jeremy Doku,Pass (Live),Rodri,Pass (Live),21
65,Jeremy Doku,Manchester City,0.02,,Blocked,18,Right Foot,,Rodri,Pass (Live),Mateo Kovacic,Pass (Live),21
67,Alexander Isak,Newcastle Utd,0.14,0.20,Saved,12,Right Foot,,Dan Burn,Pass (Live),Anthony Gordon,Pass (Live),21
67,Bruno Guimaraes,Newcastle Utd,0.06,,Blocked,23,Left Foot,,Miguel Almiron,Pass (Live),,,21
68,Mateo Kovacic,Manchester City,0.04,0.08,Saved,27,Right Foot,Deflected,Rodri,Pass (Live),Julian Alvarez,Pass (Live),21
70,Kevin De Bruyne,Manchester City,0.10,,Blocked,21,Right Foot,Free kick,Rodri,Fouled,Bernardo Silva,Pass (Live),21
70,Julian Alvarez,Manchester City,0.26,,Off Target,11,Left Foot,,Jeremy Doku,Pass (Live),Julian Alvarez,Pass (Live),21
71,Julian Alvarez,Manchester City,0.19,,Blocked,10,Right Foot,,Kevin De Bruyne,Pass (Live),Phil Foden,Pass (Live),21
71,Phil Foden,Manchester City,0.10,,Off Target,9,Left Foot,,Julian Alvarez,Shot,,,21
74,Kevin De Bruyne,Manchester City,0.08,0.49,Goal,23,Right Foot,,Rodri,Pass (Live),Mateo Kovacic,Pass (Live),21
77,Phil Foden,Manchester City,0.03,,Blocked,27,Left Foot,,Mateo Kovacic,Pass (Live),Rodri,Pass (Live),21
79,Anthony Gordon,Newcastle Utd,0.02,,Blocked,24,Right Foot,,Bruno Guimaraes,Pass (Live),Miguel Almiron,Pass (Live),21
80,Phil Foden,Manchester City,0.02,0.02,Saved,50,Left Foot,,,,,,21
84,Rodri,Manchester City,0.03,0.07,Saved,17,Right Foot,,Rodri,Take-On,Kevin De Bruyne,Pass (Live),21
90+1,Oscar Bobb,Manchester City,0.90,0.97,Goal,6,Right Foot,,Oscar Bobb,Take-On,Oscar Bobb,Take-On,21
90+2,Miguel Almiron,Newcastle Utd,0.12,,Off Target,10,Left Foot,Volley,,,,,21
5,Arnaut Danjuma,Everton,0.05,,Off Target,10,Right Foot,Volley,Jack Harrison,Pass (Live),Abdoulaye Doucoure,Pass (Live),21
5,Vitaliy Mykolenko,Everton,0.04,,Off Target,21,Left Foot,,Arnaut Danjuma,Shot,,,21
10,James Garner,Everton,0.08,,Blocked,24,Right Foot,Free kick,Jarrad Branthwaite,Fouled,Abdoulaye Doucoure,Fouled,21
13,Ollie Watkins,Aston Villa,0.05,0.03,Saved,13,Right Foot,,Moussa Diaby,Pass (Live),John McGinn,Pass (Live),21
24,Ollie Watkins,Aston Villa,0.08,,Off Target,6,Head,,Leon Bailey,Pass (Live),John McGinn,Pass (Live),21
28,Ollie Watkins,Aston Villa,0.10,,Off Target,12,Right Foot,,Douglas Luiz,Pass (Live),Ollie Watkins,Pass (Live),21
28,Leon Bailey,Aston Villa,0.13,0.17,Saved,12,Right Foot,,Douglas Luiz,Pass (Live),Douglas Luiz,Take-On,21
30,Douglas Luiz,Aston Villa,0.02,,Blocked,28,Right Foot,,Ollie Watkins,Pass (Live),Diego Carlos,Pass (Live),21
36,Arnaut Danjuma,Everton,0.04,,Blocked,13,Right Foot,,James Garner,Tackle,,,21
37,James Tarkowski,Everton,0.09,,Off Target,9,Head,,James Garner,Pass (Dead),Arnaut Danjuma,Shot,21
45,Ollie Watkins,Aston Villa,0.01,,Blocked,27,Right Foot,,Emiliano Martinez,Pass (Live),Clement Lenglet,Pass (Live),21
45,Dominic Calvert-Lewin,Everton,0.66,0.67,Saved,16,Right Foot,,Arnaut Danjuma,Pass (Live),Amadou Onana,Pass (Live),21
45,James Garner,Everton,0.11,0.12,Saved,19,Right Foot,Deflected,Dominic Calvert-Lewin,Shot,,,21
58,Ollie Watkins,Aston Villa,0.03,,Blocked,20,Right Foot,,Moussa Diaby,Pass (Live),Moussa Diaby,Take-On,21
60,John McGinn,Aston Villa,0.05,,Off Target,25,Left Foot,,Leon Bailey,Pass (Live),Leon Bailey,Pass (Live),21
61,Arnaut Danjuma,Everton,0.05,,Off Target,16,Right Foot,,Jarrad Branthwaite,Pass (Live),Vitaliy Mykolenko,Pass (Live),21
62,Moussa Diaby,Aston Villa,0.04,0.19,Saved,16,Right Foot,,Boubacar Kamara,Pass (Live),Leon Bailey,Pass (Live),21
77,Jhon Duran,Aston Villa,0.04,,Off Target,9,Other,,Clement Lenglet,Pass (Live),Ezri Konsa,Pass (Live),21
77,Jhon Duran,Aston Villa,0.10,0.14,Saved,9,Head,,Jhon Duran,Shot,,,21
80,Abdoulaye Doucoure,Everton,0.04,,Blocked,15,Left Foot,,Amadou Onana,Pass (Live),Seamus Coleman,Pass (Live),21
85,Ollie Watkins,Aston Villa,0.08,,Off Target,7,Right Foot,,Alex Moreno,Pass (Live),Clement Lenglet,Pass (Live),21
85,Matty Cash,Aston Villa,0.12,,Blocked,10,Right Foot,,Ollie Watkins,Shot,,,21
85,John McGinn,Aston Villa,0.07,,Blocked,17,Left Foot,,Matty Cash,Pass (Live),Matty Cash,Shot,21
87,Jhon Duran,Aston Villa,0.25,,Off Target,5,Left Foot,,Matty Cash,Pass (Live),Ollie Watkins,Pass (Live),21
90+4,Jhon Duran,Aston Villa,0.06,,Off Target,12,Head,,Alex Moreno,Pass (Live),Ollie Watkins,Pass (Live),21
90+7,Amadou Onana,Everton,0.04,,Off Target,27,Right Foot,,,,,,21
3,Rasmus Hojlund,Manchester Utd,0.06,0.33,Goal,12,Left Foot,,Bruno Fernandes,Pass (Live),Alejandro Garnacho,Pass (Live),21
8,Marcus Rashford,Manchester Utd,0.04,,Off Target,15,Right Foot,Volley,Christian Eriksen,Pass (Dead),Alejandro Garnacho,Pass (Live),21
9,Pedro Porro,Tottenham,0.04,0.11,Saved,23,Right Foot,Deflected,Pierre Hojbjerg,Pass (Live),Destiny Udogie,Pass (Live),21
11,Timo Werner,Tottenham,0.04,,Blocked,9,Head,,Brennan Johnson,Pass (Live),Rodrigo Bentancur,Pass (Live),21
11,Rodrigo Bentancur,Tottenham,0.10,,Blocked,6,Head,,Pedro Porro,Pass (Dead),Timo Werner,Shot,21
19,Richarlison,Tottenham,0.19,0.72,Goal,4,Head,Deflected,Pedro Porro,Pass (Dead),Timo Werner,Pass (Live),21
22,Timo Werner,Tottenham,0.03,,Off Target,27,Right Foot,,Destiny Udogie,Pass (Live),,,21
24,Timo Werner,Tottenham,0.03,,Blocked,19,Right Foot,,Pedro Porro,Pass (Live),Pierre Hojbjerg,Pass (Live),21
30,Brennan Johnson,Tottenham,0.05,0.08,Saved,17,Right Foot,Deflected,Richarlison,Pass (Live),Cristian Romero,Pass (Live),21
31,Diogo Dalot,Manchester Utd,0.02,,Blocked,8,Head,,Bruno Fernandes,Pass (Dead),Bruno Fernandes,Pass (Live),21
40,Marcus Rashford,Manchester Utd,0.06,0.54,Goal,14,Right Foot,,Marcus Rashford,Pass (Live),Rasmus Hojlund,Pass (Live),21
45,Timo Werner,Tottenham,0.09,,Off Target,15,Left Foot,,Oliver Skipp,Pass (Live),,,21
45+1,Raphael Varane,Manchester Utd,0.09,,Blocked,4,Head,,Christian Eriksen,Pass (Dead),,,21
45+1,Bruno Fernandes,Manchester Utd,0.01,,Off Target,23,Right Foot,,Alejandro Garnacho,Pass (Live),Raphael Varane,Shot,21
45+2,Cristian Romero,Tottenham,0.21,,Woodwork,4,Head,,Pedro Porro,Pass (Dead),Brennan Johnson,Pass (Live),21
45+3,Pierre Hojbjerg,Tottenham,0.05,,Off Target,21,Right Foot,,Pierre Hojbjerg,Pass (Live),Cristian Romero,Shot,21
46,Rodrigo Bentancur,Tottenham,0.11,0.10,Goal,6,Left Foot,,Timo Werner,Pass (Live),Oliver Skipp,Pass (Live),21
52,Richarlison,Tottenham,0.06,0.11,Saved,16,Right Foot,,Oliver Skipp,Pass (Live),Pedro Porro,Pass (Live),21
58,Timo Werner,Tottenham,0.09,,Off Target,12,Right Foot,Volley,Pedro Porro,Pass (Dead),Pedro Porro,Pass (Dead),21
62,Scott McTominay,Manchester Utd,0.08,,Off Target,23,Right Foot,,Aaron Wan-Bissaka,Pass (Live),Raphael Varane,Pass (Live),21
69,Oliver Skipp,Tottenham,0.02,,Blocked,22,Right Foot,Volley,Pedro Porro,Pass (Live),Micky van de Ven,Pass (Live),21
70,Rodrigo Bentancur,Tottenham,0.09,,Off Target,9,Head,,Oliver Skipp,Shot,,,21
82,Brennan Johnson,Tottenham,0.04,,Blocked,19,Left Foot,,Oliver Skipp,Pass (Live),Rodrigo Bentancur,Pass (Live),21
86,Bruno Fernandes,Manchester Utd,0.04,,Blocked,21,Right Foot,Free kick,Marcus Rashford,Fouled,Marcus Rashford,Take-On,21
90+5,Scott McTominay,Manchester Utd,0.34,,Off Target,9,Head,,Alejandro Garnacho,Pass (Live),Aaron Wan-Bissaka,Pass (Live),21
3,Joachim Andersen,Crystal Palace,0.01,,Off Target,14,Head,,Eberechi Eze,Pass (Dead),Marc Guehi,Fouled,21
7,Gabriel Jesus,Arsenal,0.08,,Off Target,12,Left Foot,,Kai Havertz,Pass (Live),Oleksandr Zinchenko,Pass (Live),21
11,Gabriel Dos Santos,Arsenal,0.15,0.39,Goal,6,Head,,Declan Rice,Pass (Dead),Oleksandr Zinchenko,Pass (Live),21
22,Gabriel Dos Santos,Arsenal,0.08,,Off Target,7,Head,,Bukayo Saka,Pass (Dead),Ben White,Pass (Live),21
27,Leandro Trossard,Arsenal,0.01,,Blocked,32,Right Foot,,Martin Odegaard,Pass (Live),Kai Havertz,Pass (Live),21
31,Eberechi Eze,Crystal Palace,0.05,,Blocked,30,Right Foot,Free kick,Eberechi Eze,Fouled,Jeffrey Schlupp,Pass (Live),21
32,Nathaniel Clyne,Crystal Palace,0.01,,Off Target,28,Right Foot,,Eberechi Eze,Shot,,,21
33,Jefferson Lerma,Crystal Palace,0.01,0.25,Saved,29,Right Foot,,,,,,21
37,Gabriel Dos Santos,Arsenal,0.74,,Off Target,2,Head,,Bukayo Saka,Pass (Dead),,,21
39,Gabriel Jesus,Arsenal,0.02,,Blocked,16,Right Foot,,Ben White,Pass (Live),Oleksandr Zinchenko,Pass (Live),21
41,Oleksandr Zinchenko,Arsenal,0.02,,Off Target,14,Left Foot,Volley,Bukayo Saka,Pass (Dead),Gabriel Jesus,Fouled,21
41,Jeffrey Schlupp,Crystal Palace,0.02,0.05,Saved,33,Left Foot,,Nathaniel Clyne,Pass (Live),,,21
45+1,Jefferson Lerma,Crystal Palace,0.02,0.04,Saved,29,Right Foot,,Eberechi Eze,Pass (Live),Will Hughes,Pass (Live),21
45+2,Leandro Trossard,Arsenal,0.18,,Off Target,7,Left Foot,,Gabriel Jesus,Pass (Live),Kai Havertz,Pass (Live),21
47,Declan Rice,Arsenal,0.04,0.12,Saved,26,Right Foot,,Bukayo Saka,Pass (Live),,,21
48,Leandro Trossard,Arsenal,0.04,,Blocked,26,Right Foot,,Gabriel Jesus,Pass (Live),,,21
49,Eberechi Eze,Crystal Palace,0.02,0.21,Saved,33,Right Foot,,Will Hughes,Pass (Live),Joachim Andersen,Pass (Live),21
50,Leandro Trossard,Arsenal,0.20,,Off Target,13,Right Foot,,Gabriel Jesus,Pass (Live),Kai Havertz,Pass (Live),21
57,Gabriel Jesus,Arsenal,0.03,,Blocked,14,Right Foot,,Martin Odegaard,Pass (Live),Oleksandr Zinchenko,Pass (Live),21
58,Bukayo Saka,Arsenal,0.05,,Blocked,22,Left Foot,,Oleksandr Zinchenko,Pass (Live),Gabriel Jesus,Pass (Live),21
58,Ben White,Arsenal,0.04,,Blocked,22,Left Foot,,,,,,21
59,Leandro Trossard,Arsenal,0.66,0.98,Goal,14,Right Foot,,Leandro Trossard,Take-On,Gabriel Jesus,Pass (Live),21
63,Eberechi Eze,Crystal Palace,0.03,,Blocked,23,Right Foot,,Jeffrey Schlupp,Pass (Live),Jean-Philippe Mateta,Pass (Live),21
64,Eberechi Eze,Crystal Palace,0.05,0.08,Saved,26,Right Foot,Free kick,Eberechi Eze,Fouled,Eberechi Eze,Shot,21
65,Will Hughes,Crystal Palace,0.02,,Off Target,21,Left Foot,Volley,Eberechi Eze,Pass (Dead),Eberechi Eze,Shot,21
66,Jeffrey Schlupp,Crystal Palace,0.05,,Off Target,18,Right Foot,,Will Hughes,Pass (Live),Eberechi Eze,Pass (Dead),21
75,Bukayo Saka,Arsenal,0.03,,Off Target,27,Left Foot,,Martin Odegaard,Pass (Live),Bukayo Saka,Pass (Live),21
77,Jorginho,Arsenal,0.01,,Off Target,32,Right Foot,,Martin Odegaard,Fouled,,,21
79,Martin Odegaard,Arsenal,0.06,,Blocked,21,Left Foot,Deflected,Bukayo Saka,Pass (Live),Gabriel Martinelli,Tackle,21
89,Oleksandr Zinchenko,Arsenal,0.04,0.03,Saved,16,Left Foot,,Jakub Kiwior,Pass (Live),Oleksandr Zinchenko,Pass (Live),21
90+1,Chris Richards,Crystal Palace,0.06,,Off Target,8,Head,,Eberechi Eze,Pass (Dead),,,21
90+4,Gabriel Martinelli,Arsenal,0.21,0.94,Goal,12,Right Foot,,Eddie Nketiah,Pass (Live),Bukayo Saka,Pass (Live),21
90+5,Gabriel Martinelli,Arsenal,0.53,0.85,Goal,12,Right Foot,,Jorginho,Pass (Live),William Saliba,Pass (Live),21
3,Danilo,Nott'ham Forest,0.03,0.31,Goal,26,Right Foot,Volley,,,,,21
5,Vitaly Janelt,Brentford,0.05,,Off Target,19,Right Foot,Volley,Vitaly Janelt,Pass (Live),Vitaly Janelt,Tackle,21
7,Ryan Yates,Nott'ham Forest,0.02,,Off Target,31,Right Foot,,Orel Mangala,Pass (Live),Callum Hudson-Odoi,Pass (Live),21
11,Ben Mee,Brentford,0.02,,Blocked,32,Left Foot,,Vitaly Janelt,Pass (Live),Mikkel Damsgaard,Pass (Dead),21
13,Ryan Yates,Nott'ham Forest,0.05,,Blocked,28,Right Foot,,Chris Wood,Pass (Live),Danilo,Pass (Live),21
13,Callum Hudson-Odoi,Nott'ham Forest,0.09,,Blocked,10,Left Foot,,Ryan Yates,Shot,,,21
19,Ivan Toney,Brentford,0.11,0.35,Goal,20,Right Foot,Free kick,Mikkel Damsgaard,Fouled,Mads Roerslev,Pass (Live),21
26,Neal Maupay,Brentford,0.17,,Blocked,5,Other,,Mathias Jensen,Pass (Live),Mikkel Damsgaard,Pass (Live),21
29,Danilo,Nott'ham Forest,0.02,,Blocked,26,Right Foot,Volley,Ryan Yates,Pass (Live),Gonzalo Montiel,Pass (Live),21
31,Keane Lewis-Potter,Brentford,0.23,,Woodwork,5,Right Foot,Volley,Ivan Toney,Pass (Live),Mathias Jensen,Pass (Dead),21
38,Nuno Tavares,Nott'ham Forest,0.02,0.02,Saved,31,Right Foot,,Chris Wood,Pass (Live),Gonzalo Montiel,Pass (Live),21
53,Keane Lewis-Potter,Brentford,0.22,0.23,Saved,10,Right Foot,Volley,Ivan Toney,Pass (Live),Mikkel Damsgaard,Pass (Live),21
55,Orel Mangala,Nott'ham Forest,0.28,,Off Target,5,Left Foot,,Danilo,Pass (Live),Nicolas Dominguez,Pass (Live),21
56,Keane Lewis-Potter,Brentford,0.14,,Off Target,14,Right Foot,,Ivan Toney,Pass (Live),Mikkel Damsgaard,Pass (Live),21
58,Ben Mee,Brentford,0.11,0.20,Goal,5,Head,,Mathias Jensen,Pass (Dead),,,21
65,Chris Wood,Nott'ham Forest,0.35,0.57,Goal,9,Head,,Callum Hudson-Odoi,Pass (Live),Danilo,Pass (Live),21
67,Orel Mangala,Nott'ham Forest,0.15,,Off Target,18,Right Foot,,Chris Wood,Pass (Live),Callum Hudson-Odoi,Pass (Live),21
68,Neal Maupay,Brentford,0.09,0.46,Goal,16,Left Foot,Volley,Mads Roerslev,Pass (Live),Ivan Toney,Pass (Live),21
78,Chris Wood,Nott'ham Forest,0.08,,Blocked,18,Right Foot,,Nicolas Dominguez,Pass (Live),Chris Wood,Pass (Live),21
80,Orel Mangala,Nott'ham Forest,0.11,,Off Target,19,Left Foot,Volley,Chris Wood,Pass (Live),Nicolas Dominguez,Pass (Live),21
84,Sergio Reguilon,Brentford,0.02,,Blocked,11,Left Foot,Volley,Ivan Toney,Pass (Live),Mads Roerslev,Pass (Live),21
84,Mathias Jensen,Brentford,0.03,0.03,Saved,27,Right Foot,,,,,,21
85,Nuno Tavares,Nott'ham Forest,0.02,,Off Target,27,Right Foot,,Callum Hudson-Odoi,Pass (Live),Nicolas Dominguez,Pass (Live),21
9,Gustavo Hamer,Sheffield Utd,0.02,,Off Target,31,Right Foot,,Jayden Bogle,Pass (Live),James Mcatee,Pass (Live),21
