minute,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type,gameweek
58,Martin Odegaard,Arsenal,0.12,,Off Target,16,Left Foot,,Kai Havertz,Pass (Live),Oleksandr Zinchenko,Pass (Live),16
61,Lucas Digne,Aston Villa,0.04,0.08,Saved,15,Left Foot,,Moussa Diaby,Pass (Live),John McGinn,Pass (Live),16
68,Ollie Watkins,Aston Villa,0.15,0.07,Saved,17,Right Foot,,Moussa Diaby,Pass (Live),John McGinn,Pass (Live),16
71,Declan Rice,Arsenal,0.07,,Blocked,25,Right Foot,Free kick,Martin Odegaard,Fouled,Bukayo Saka,Pass (Live),16
76,Matty Cash,Aston Villa,0.02,,Off Target,32,Right Foot,,,,,,16
90+5,John McGinn,Aston Villa,0.08,,Blocked,10,Left Foot,,Douglas Luiz,Pass (Live),,,16
90+5,Leander Dendoncker,Aston Villa,0.03,,Blocked,23,Left Foot,,Jacob Ramsey,Tackle,,,16
90+8,Eddie Nketiah,Arsenal,0.05,,Off Target,16,Head,,Declan Rice,Pass (Live),Martin Odegaard,Pass (Live),16
9,Benoit Badiashile,Chelsea,0.02,,Off Target,13,Head,,Mykhailo Mudryk,Pass (Dead),Marc Cucurella,Pass (Live),16
14,Cole Palmer,Chelsea,0.02,0.50,Saved,28,Left Foot,,Conor Gallagher,Pass (Live),Mykhailo Mudryk,Pass (Dead),16
25,Jack Harrison,Everton,0.06,,Off Target,22,Left Foot,Volley,Dominic Calvert-Lewin,Pass (Live),Abdoulaye Doucoure,Pass (Live),16
38,Armando Broja,Chelsea,0.10,,Off Target,9,Right Foot,,Mykhailo Mudryk,Pass (Live),Levi Colwill,Pass (Live),16
40,Cole Palmer,Chelsea,0.04,,Off Target,23,Left Foot,,Armando Broja,Pass (Live),Cole Palmer,Pass (Live),16
42,Cole Palmer,Chelsea,0.02,,Blocked,23,Left Foot,,Conor Gallagher,Pass (Live),Enzo Fernandez,Pass (Live),16
45+4,Abdoulaye Doucoure,Everton,0.03,,Blocked,14,Right Foot,Volley,James Garner,Pass (Live),Vitaliy Mykolenko,Pass (Live),16
48,Levi Colwill,Chelsea,0.07,,Off Target,11,Left Foot,,Mykhailo Mudryk,Pass (Live),Levi Colwill,Pass (Live),16
49,Enzo Fernandez,Chelsea,0.06,0.22,Saved,26,Right Foot,,Cole Palmer,Pass (Live),Cole Palmer,Take-On,16
50,Dwight McNeil,Everton,0.08,0.27,Saved,21,Left Foot,,Jack Harrison,Pass (Live),Dominic Calvert-Lewin,Pass (Live),16
50,Vitaliy Mykolenko,Everton,0.06,,Off Target,21,Right Foot,,Dwight McNeil,Shot,,,16
54,Dominic Calvert-Lewin,Everton,0.79,0.56,Saved,12,Right Foot,,Dwight McNeil,Pass (Live),Vitaliy Mykolenko,Pass (Live),16
54,Abdoulaye Doucoure,Everton,0.13,0.44,Goal,15,Right Foot,,Dominic Calvert-Lewin,Shot,,,16
60,Cole Palmer,Chelsea,0.10,0.06,Saved,21,Left Foot,Free kick,Armando Broja,Fouled,Cole Palmer,Pass (Live),16
65,Enzo Fernandez,Chelsea,0.15,,Blocked,12,Right Foot,,Levi Colwill,Pass (Live),Benoit Badiashile,Pass (Live),16
66,Cole Palmer,Chelsea,0.02,,Off Target,25,Left Foot,,Marc Cucurella,Pass (Live),Conor Gallagher,Pass (Live),16
67,Nicolas Jackson,Chelsea,0.07,,Off Target,15,Right Foot,,Mykhailo Mudryk,Pass (Live),Conor Gallagher,Pass (Live),16
75,Abdoulaye Doucoure,Everton,0.03,,Blocked,16,Right Foot,,Amadou Onana,Pass (Live),James Tarkowski,Interception,16
75,Beto,Everton,0.05,0.27,Saved,12,Head,,Jack Harrison,Pass (Live),Amadou Onana,Pass (Live),16
76,Marc Cucurella,Chelsea,0.02,0.03,Saved,24,Left Foot,,Raheem Sterling,Pass (Live),Marc Cucurella,Pass (Live),16
77,Raheem Sterling,Chelsea,0.04,,Blocked,13,Left Foot,,Cole Palmer,Pass (Live),Conor Gallagher,Pass (Live),16
79,Nicolas Jackson,Chelsea,0.15,,Blocked,9,Right Foot,,Cole Palmer,Pass (Live),Conor Gallagher,Tackle,16
80,Mykhailo Mudryk,Chelsea,0.05,,Blocked,20,Right Foot,,Levi Colwill,Pass (Live),Cole Palmer,Pass (Live),16
89,Conor Gallagher,Chelsea,0.01,,Blocked,24,Right Foot,,Mykhailo Mudryk,Pass (Dead),Conor Gallagher,Pass (Live),16
90+2,Lewis Dobbin,Everton,0.10,0.07,Goal,17,Left Foot,,,,,,16
6,James Ward-Prowse,West Ham,0.04,0.34,Saved,36,Right Foot,Free kick,Kudus Mohammed,Fouled,Tomas Soucek,Interception,16
11,Jarrod Bowen,West Ham,0.03,0.36,Saved,27,Left Foot,,Jarrod Bowen,Take-On,Lucas Paqueta,Pass (Live),16
13,Alex Iwobi,Fulham,0.02,,Off Target,33,Right Foot,,Andreas Pereira,Pass (Live),Alex Iwobi,Pass (Live),16
15,Willian,Fulham,0.32,0.52,Saved,10,Right Foot,,Raul Jimenez,Pass (Live),Willian,Pass (Live),16
19,Alex Iwobi,Fulham,0.06,,Off Target,8,Head,,Andreas Pereira,Pass (Dead),Andreas Pereira,Pass (Live),16
20,Joao Palhinha,Fulham,0.03,,Off Target,29,Right Foot,,Antonee Robinson,Pass (Live),Willian,Pass (Live),16
22,Raul Jimenez,Fulham,0.09,0.41,Goal,8,Head,,Joao Palhinha,Pass (Live),Willian,Pass (Live),16
29,Lucas Paqueta,West Ham,0.02,,Off Target,33,Left Foot,,,,,,16
31,Alex Iwobi,Fulham,0.09,0.17,Saved,20,Right Foot,,Willian,Pass (Live),Raul Jimenez,Pass (Live),16
31,Alex Iwobi,Fulham,0.23,,Off Target,9,Right Foot,,Andreas Pereira,Pass (Live),Alex Iwobi,Shot,16
31,Willian,Fulham,0.15,0.90,Goal,11,Right Foot,,Alex Iwobi,Shot,,,16
39,Jarrod Bowen,West Ham,0.43,0.37,Saved,9,Right Foot,Volley,Vladimir Coufal,Pass (Live),Tomas Soucek,Pass (Live),16
40,Alex Iwobi,Fulham,0.12,,Blocked,12,Right Foot,Volley,Raul Jimenez,Pass (Live),Antonee Robinson,Pass (Live),16
41,Tosin Adarabioyo,Fulham,0.03,0.35,Goal,12,Head,Deflected,Andreas Pereira,Pass (Dead),Alex Iwobi,Shot,16
56,Harry Wilson,Fulham,0.40,0.22,Saved,9,Left Foot,,Harry Wilson,Take-On,Andreas Pereira,Pass (Live),16
57,Andreas Pereira,Fulham,0.02,,Off Target,50,Right Foot,,Alex Iwobi,Pass (Live),Antonee Robinson,Pass (Live),16
60,Harry Wilson,Fulham,0.03,0.63,Goal,24,Left Foot,,Tom Cairney,Pass (Live),Alex Iwobi,Pass (Live),16
65,Jarrod Bowen,West Ham,0.10,0.04,Saved,14,Right Foot,,Konstantinos Mavropanos,Pass (Live),Vladimir Coufal,Pass (Dead),16
66,Said Benrahma,West Ham,0.32,0.21,Saved,9,Right Foot,,Jarrod Bowen,Pass (Live),Vladimir Coufal,Pass (Live),16
69,Said Benrahma,West Ham,0.04,,Off Target,22,Right Foot,Volley,Jarrod Bowen,Pass (Live),Vladimir Coufal,Pass (Dead),16
84,Divin Mubama,West Ham,0.15,,Blocked,12,Left Foot,,Emerson Palmieri,Pass (Live),Said Benrahma,Pass (Live),16
89,Carlos Vinicius,Fulham,0.80,0.82,Goal,12,Left Foot,,Harry Wilson,Pass (Live),Harrison Reed,Pass (Live),16
90+3,Jarrod Bowen,West Ham,0.21,,Off Target,9,Left Foot,,Vladimir Coufal,Pass (Live),Jarrod Bowen,Pass (Live),16
2,Phil Foden,Manchester City,0.08,0.02,Saved,12,Left Foot,,Bernardo Silva,Pass (Live),Phil Foden,Pass (Live),16
2,Bernardo Silva,Manchester City,0.06,,Off Target,18,Left Foot,Volley,Phil Foden,Shot,,,16
19,Rodri,Manchester City,0.02,0.03,Saved,26,Right Foot,,Bernardo Silva,Pass (Live),Kyle Walker,Pass (Live),16
22,Josko Gvardiol,Manchester City,0.04,,Blocked,22,Right Foot,,Bernardo Silva,Pass (Live),Mateo Kovacic,Pass (Live),16
27,Phil Foden,Manchester City,0.05,0.12,Saved,22,Left Foot,,Rodri,Pass (Live),Mateo Kovacic,Pass (Live),16
29,Julian Alvarez,Manchester City,0.35,,Off Target,7,Right Foot,,Jack Grealish,Pass (Live),Julian Alvarez,Pass (Live),16
33,Andros Townsend,Luton Town,0.02,0.04,Saved,31,Right Foot,,Elijah Adebayo,Pass (Live),,,16
35,Jack Grealish,Manchester City,0.04,,Blocked,20,Right Foot,,,,,,16
36,Jack Grealish,Manchester City,0.07,,Blocked,16,Left Foot,,Jack Grealish,Pass (Live),Phil Foden,Pass (Live),16
36,Mateo Kovacic,Manchester City,0.05,,Off Target,24,Right Foot,,Jack Grealish,Shot,,,16
40,Kyle Walker,Manchester City,0.02,,Off Target,25,Right Foot,,Phil Foden,Pass (Live),Jack Grealish,Pass (Live),16
45+2,Elijah Adebayo,Luton Town,0.25,0.84,Goal,4,Head,,Andros Townsend,Pass (Live),Alfie Doughty,Pass (Live),16
53,Rodri,Manchester City,0.13,,Off Target,11,Left Foot,,Kyle Walker,Pass (Live),Bernardo Silva,Pass (Live),16
57,Julian Alvarez,Manchester City,0.08,,Blocked,23,Right Foot,Free kick,Phil Foden,Fouled,Rodri,Pass (Live),16
59,Ruben Dias,Manchester City,0.15,0.13,Saved,9,Right Foot,,Nathan Ake,Pass (Live),,,16
59,Rodri,Manchester City,0.02,,Off Target,30,Right Foot,,Mateo Kovacic,Pass (Live),Jack Grealish,Pass (Live),16
62,Bernardo Silva,Manchester City,0.05,0.51,Goal,17,Left Foot,,Rodri,Take-On,Kyle Walker,Pass (Live),16
65,Jack Grealish,Manchester City,0.31,0.35,Goal,7,Left Foot,,Julian Alvarez,Pass (Live),Phil Foden,Pass (Live),16
68,Ross Barkley,Luton Town,0.03,,Off Target,26,Right Foot,,Ross Barkley,Take-On,Amari'i Bell,Pass (Live),16
78,Bernardo Silva,Manchester City,0.05,,Blocked,18,Left Foot,,Kyle Walker,Pass (Live),Bernardo Silva,Pass (Live),16
79,Julian Alvarez,Manchester City,0.03,,Off Target,31,Right Foot,,Phil Foden,Tackle,,,16
90+2,Tahith Chong,Luton Town,0.03,,Off Target,15,Left Foot,,Tahith Chong,Take-On,,Fouled,16
4,Richarlison,Tottenham,0.04,,Blocked,21,Right Foot,,Destiny Udogie,Pass (Live),Son Heung-min,Pass (Live),16
5,Richarlison,Tottenham,0.03,,Blocked,14,Left Foot,,Dejan Kulusevski,Pass (Live),Son Heung-min,Pass (Live),16
6,Ben Davies,Tottenham,0.02,,Off Target,28,Right Foot,Volley,Destiny Udogie,Pass (Live),Yves Bissouma,Pass (Live),16
7,Bruno Guimaraes,Newcastle Utd,0.04,,Off Target,27,Right Foot,,Joelinton,Pass (Live),Anthony Gordon,Pass (Live),16
9,Alexander Isak,Newcastle Utd,0.77,,Off Target,4,Right Foot,,,,,,16
17,Cristian Romero,Tottenham,0.03,,Blocked,11,Head,,Pedro Porro,Pass (Dead),Yves Bissouma,Pass (Live),16
26,Destiny Udogie,Tottenham,0.90,0.91,Goal,4,Left Foot,,Destiny Udogie,Pass (Live),Pedro Porro,Pass (Live),16
28,Joelinton,Newcastle Utd,0.07,,Blocked,24,Right Foot,,Anthony Gordon,Pass (Live),Lewis Miley,Pass (Live),16
30,Pape Matar Sarr,Tottenham,0.21,,Off Target,11,Right Foot,,Brennan Johnson,Pass (Live),Dejan Kulusevski,Pass (Live),16
33,Miguel Almiron,Newcastle Utd,0.14,0.44,Saved,15,Left Foot,,Anthony Gordon,Pass (Live),Alexander Isak,Pass (Live),16
38,Richarlison,Tottenham,0.17,0.58,Goal,7,Left Foot,,Son Heung-min,Pass (Live),Son Heung-min,Take-On,16
40,Pedro Porro,Tottenham,0.05,,Blocked,16,Right Foot,,Son Heung-min,Pass (Live),Dejan Kulusevski,Pass (Live),16
41,Brennan Johnson,Tottenham,0.06,,Woodwork,20,Right Foot,,Pape Matar Sarr,Tackle,Yves Bissouma,Pass (Dead),16
42,Dejan Kulusevski,Tottenham,0.08,0.13,Saved,11,Left Foot,Volley,,,,,16
44,Richarlison,Tottenham,0.02,0.03,Saved,14,Head,,Pedro Porro,Pass (Dead),Son Heung-min,Pass (Live),16
45+4,Richarlison,Tottenham,0.09,,Off Target,10,Right Foot,,Dejan Kulusevski,Pass (Live),Cristian Romero,Pass (Live),16
52,Anthony Gordon,Newcastle Utd,0.05,,Off Target,5,Left Foot,Volley,Kieran Trippier,Pass (Live),Miguel Almiron,Pass (Live),16
56,Yves Bissouma,Tottenham,0.04,0.16,Saved,26,Right Foot,,Pape Matar Sarr,Pass (Live),Pedro Porro,Pass (Live),16
60,Richarlison,Tottenham,0.35,0.49,Goal,9,Left Foot,,Pedro Porro,Pass (Live),Yves Bissouma,Pass (Live),16
63,Brennan Johnson,Tottenham,0.10,,Woodwork,12,Right Foot,,Dejan Kulusevski,Pass (Live),Pape Matar Sarr,Pass (Live),16
63,Son Heung-min,Tottenham,0.10,,Off Target,7,Left Foot,Volley,Dejan Kulusevski,Pass (Live),Ben Davies,Pass (Live),16
66,Pedro Porro,Tottenham,0.03,,Off Target,18,Right Foot,,Brennan Johnson,Pass (Live),Dejan Kulusevski,Pass (Live),16
67,Dejan Kulusevski,Tottenham,0.08,0.17,Saved,25,Right Foot,,Son Heung-min,Pass (Live),Yves Bissouma,Tackle,16
67,Son Heung-min,Tottenham,0.05,0.23,Saved,17,Right Foot,,Destiny Udogie,Pass (Live),Pape Matar Sarr,Pass (Live),16
76,Pedro Porro,Tottenham,0.03,0.15,Saved,28,Right Foot,,Pedro Porro,Take-On,Brennan Johnson,Pass (Live),16
76,Joelinton,Newcastle Utd,0.02,,Blocked,23,Right Foot,,Callum Wilson,Pass (Live),Callum Wilson,Take-On,16
77,Joelinton,Newcastle Utd,0.25,,Off Target,4,Head,,Kieran Trippier,Pass (Dead),Joelinton,Shot,16
85,Son Heung-min (pen),Tottenham,0.79,0.99,Goal,13,Right Foot,,Son Heung-min,Fouled,Pedro Porro,Pass (Live),16
88,Oliver Skipp,Tottenham,0.41,0.80,Saved,6,Right Foot,,Dejan Kulusevski,Pass (Live),Destiny Udogie,Pass (Live),16
89,Son Heung-min,Tottenham,0.13,,Off Target,12,Right Foot,,Son Heung-min,Take-On,Oliver Skipp,Pass (Live),16
90+1,Joelinton,Newcastle Utd,0.19,0.49,Goal,18,Right Foot,,Callum Wilson,Pass (Live),Matt Ritchie,Pass (Live),16
90+5,Callum Wilson,Newcastle Utd,0.14,0.11,Saved,9,Head,,Emil Krafth,Pass (Live),Matt Ritchie,Pass (Live),16
