minute,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type,gameweek
37,Pablo Sarabia,Wolves,0.02,,Blocked,30,Left Foot,,Matheus Cunha,Shot,,,19
40,Nathan Collins,Brentford,0.54,,Off Target,4,Head,,Saman Ghoddos,Pass (Dead),Yoane Wissa,Fouled,19
45+1,Yoane Wissa,Brentford,0.11,,Blocked,9,Head,,Vitaly Janelt,Pass (Live),Keane Lewis-Potter,Pass (Live),19
45+8,Neal Maupay,Brentford,0.15,,Off Target,12,Left Foot,,Yoane Wissa,Pass (Live),Neal Maupay,Pass (Live),19
47,Mikkel Damsgaard,Brentford,0.29,,Blocked,9,Left Foot,,Yoane Wissa,Pass (Live),Neal Maupay,Pass (Live),19
47,Keane Lewis-Potter,Brentford,0.28,0.95,Saved,4,Right Foot,,Mikkel Damsgaard,Shot,,,19
53,Keane Lewis-Potter,Brentford,0.05,0.02,Saved,21,Right Foot,"Deflected, Volley",,,,,19
55,Ethan Pinnock,Brentford,0.03,,Off Target,15,Left Foot,,Mikkel Damsgaard,Pass (Live),Saman Ghoddos,Pass (Dead),19
55,Christian Norgaard,Brentford,0.08,,Blocked,13,Right Foot,,Ethan Pinnock,Pass (Live),Ethan Pinnock,Shot,19
75,Matheus Cunha,Wolves,0.11,,Woodwork,15,Left Foot,,Rayan Ait Nouri,Pass (Live),,,19
77,Saman Ghoddos,Brentford,0.02,,Off Target,25,Right Foot,Volley,Vitaly Janelt,Pass (Live),Mathias Jensen,Pass (Live),19
79,Jean-Ricner Bellegarde,Wolves,0.31,0.42,Goal,16,Right Foot,,Matheus Cunha,Pass (Live),Matheus Cunha,Interception,19
84,Mathias Jensen,Brentford,0.02,,Blocked,30,Right Foot,,Keane Lewis-Potter,Pass (Live),Mathias Jensen,Pass (Live),19
89,Jean-Ricner Bellegarde,Wolves,0.07,0.07,Saved,13,Right Foot,,Jean-Ricner Bellegarde,Take-On,Hugo Bueno,Pass (Live),19
90+2,Michael Olakigbe,Brentford,0.02,,Off Target,31,Right Foot,,Myles Peart-Harris,Pass (Live),Ethan Pinnock,Pass (Live),19
1,Beto,Everton,0.06,,Off Target,15,Head,,Nathan Patterson,Pass (Live),Jack Harrison,Pass (Live),19
4,Julian Alvarez,Manchester City,0.12,0.08,Saved,5,Right Foot,,Jack Grealish,Pass (Live),Kyle Walker,Pass (Live),19
4,Phil Foden,Manchester City,0.16,,Blocked,11,Left Foot,,Julian Alvarez,Shot,,,19
8,Kyle Walker,Manchester City,0.03,,Blocked,30,Right Foot,,Jack Grealish,Pass (Live),Bernardo Silva,Pass (Live),19
12,Phil Foden,Manchester City,0.03,,Off Target,15,Right Foot,,Phil Foden,Take-On,Rodri,Interception,19
14,Matheus Nunes,Manchester City,0.23,0.19,Saved,18,Right Foot,,Julian Alvarez,Pass (Live),Jack Grealish,Pass (Live),19
14,Julian Alvarez,Manchester City,0.18,0.17,Saved,17,Right Foot,,Matheus Nunes,Shot,,,19
17,Rodri,Manchester City,0.02,,Blocked,32,Right Foot,,Jack Grealish,Pass (Live),Nathan Ake,Take-On,19
24,Jack Grealish,Manchester City,0.04,0.04,Saved,13,Right Foot,,Phil Foden,Pass (Live),Matheus Nunes,Pass (Live),19
27,Bernardo Silva,Manchester City,0.04,,Off Target,18,Left Foot,,Phil Foden,Pass (Live),Jack Grealish,Pass (Live),19
29,Jack Harrison,Everton,0.58,0.53,Goal,7,Left Foot,,Dwight McNeil,Pass (Live),,,19
32,Rodri,Manchester City,0.11,,Off Target,20,Right Foot,,Jack Grealish,Pass (Live),Jack Grealish,Take-On,19
33,Jack Harrison,Everton,0.02,0.09,Saved,14,Left Foot,,James Garner,Pass (Live),Dwight McNeil,Pass (Live),19
34,Vitaliy Mykolenko,Everton,0.03,,Off Target,22,Left Foot,,Jack Harrison,Shot,,,19
40,Rodri,Manchester City,0.12,,Off Target,8,Head,,Julian Alvarez,Pass (Dead),Jack Grealish,Fouled,19
45+1,Josko Gvardiol,Manchester City,0.03,,Blocked,28,Left Foot,,Rodri,Pass (Live),Manuel Akanji,Pass (Live),19
48,Rodri,Manchester City,0.04,,Off Target,21,Left Foot,Volley,Phil Foden,Pass (Live),Bernardo Silva,Pass (Live),19
48,Beto,Everton,0.03,,Off Target,14,Left Foot,,Dwight McNeil,Pass (Live),Vitaliy Mykolenko,Pass (Live),19
53,Phil Foden,Manchester City,0.03,0.20,Goal,26,Left Foot,,Bernardo Silva,Pass (Live),Phil Foden,Pass (Live),19
54,Phil Foden,Manchester City,0.09,,Off Target,5,Left Foot,,Julian Alvarez,Pass (Live),Julian Alvarez,Pass (Live),19
61,Julian Alvarez,Manchester City,0.06,0.19,Saved,24,Right Foot,Free kick,Jack Grealish,Fouled,Bernardo Silva,Pass (Live),19
62,Phil Foden,Manchester City,0.07,,Blocked,20,Left Foot,,,,,,19
62,Nathan Ake,Manchester City,0.10,,Blocked,10,Left Foot,,Phil Foden,Shot,,,19
64,Julian Alvarez (pen),Manchester City,0.79,0.89,Goal,13,Right Foot,,,Fouled,Nathan Ake,Shot,19
68,James Tarkowski,Everton,0.04,,Off Target,7,Head,,James Garner,Pass (Dead),,,19
75,Dominic Calvert-Lewin,Everton,0.23,,Off Target,9,Right Foot,,Jack Harrison,Pass (Live),Nathan Patterson,Pass (Live),19
85,Julian Alvarez,Manchester City,0.05,,Off Target,16,Left Foot,,Julian Alvarez,Take-On,Josko Gvardiol,Pass (Live),19
86,Bernardo Silva,Manchester City,0.30,0.49,Goal,25,Left Foot,,,,,,19
90+1,Phil Foden,Manchester City,0.03,,Woodwork,21,Left Foot,,Julian Alvarez,Pass (Live),Ederson,Pass (Dead),19
90+4,Phil Foden,Manchester City,0.03,0.03,Saved,33,Left Foot,,Bernardo Silva,Pass (Live),Mateo Kovacic,Pass (Live),19
4,Pedro Porro,Tottenham,0.04,,Blocked,30,Right Foot,Free kick,Brennan Johnson,Fouled,Pedro Porro,Pass (Live),19
5,Danny Welbeck,Brighton,0.08,0.15,Saved,11,Right Foot,,Billy Gilmour,Pass (Live),Danny Welbeck,Pass (Live),19
6,Facundo Buonanotte,Brighton,0.16,,Blocked,15,Left Foot,,Joao Pedro,Pass (Live),Facundo Buonanotte,Pass (Live),19
6,Danny Welbeck,Brighton,0.31,0.54,Saved,11,Right Foot,,Facundo Buonanotte,Shot,,,19
11,Jack Hinshelwood,Brighton,0.33,0.19,Goal,14,Right Foot,,Joao Pedro,Pass (Live),Joao Pedro,Take-On,19
17,Joao Pedro,Brighton,0.04,0.04,Saved,18,Right Foot,,Pascal Gross,Pass (Live),Billy Gilmour,Pass (Live),19
20,Jan Paul van Hecke,Brighton,0.21,,Woodwork,4,Head,,Pascal Gross,Pass (Dead),Billy Gilmour,Pass (Live),19
20,Lewis Dunk,Brighton,0.20,,Blocked,4,Right Foot,,Jan Paul van Hecke,Shot,,,19
24,Joao Pedro (pen),Brighton,0.79,0.99,Goal,13,Right Foot,,Danny Welbeck,Fouled,Lewis Dunk,Shot,19
27,Son Heung-min,Tottenham,0.02,,Blocked,19,Left Foot,,Dejan Kulusevski,Pass (Live),Destiny Udogie,Pass (Live),19
32,James Milner,Brighton,0.08,,Woodwork,21,Right Foot,,James Milner,Pass (Live),Igor,Pass (Live),19
33,Brennan Johnson,Tottenham,0.12,,Blocked,16,Right Foot,,Pedro Porro,Pass (Live),Emerson,Pass (Live),19
39,Son Heung-min,Tottenham,0.18,,Blocked,11,Left Foot,,Richarlison,Pass (Live),Pierre Hojbjerg,Pass (Live),19
45,Joao Pedro,Brighton,0.33,0.74,Saved,13,Left Foot,,,,,,19
45+1,Facundo Buonanotte,Brighton,0.01,,Blocked,16,Head,,Pascal Gross,Pass (Dead),Joao Pedro,Shot,19
45+1,Richarlison,Tottenham,0.13,,Blocked,22,Right Foot,,Brennan Johnson,Pass (Live),Pierre Hojbjerg,Pass (Live),19
45+2,Ben Davies,Tottenham,0.13,,Off Target,6,Head,,Pedro Porro,Pass (Dead),Richarlison,Shot,19
45+5,Son Heung-min,Tottenham,0.06,,Off Target,22,Right Foot,,Destiny Udogie,Pass (Live),Destiny Udogie,Take-On,19
49,Lewis Dunk,Brighton,0.22,0.59,Saved,5,Head,,James Milner,Pass (Dead),Pascal Gross,Pass (Dead),19
53,Richarlison,Tottenham,0.19,,Off Target,17,Right Foot,,Son Heung-min,Pass (Live),Son Heung-min,Interception,19
55,Destiny Udogie,Tottenham,0.25,0.64,Saved,7,Right Foot,,Dejan Kulusevski,Pass (Live),Destiny Udogie,Pass (Live),19
58,Lewis Dunk,Brighton,0.05,,Off Target,15,Right Foot,,Pascal Gross,Pass (Dead),Joao Pedro,Fouled,19
63,Pervis Estupinan,Brighton,0.03,0.47,Goal,26,Left Foot,,James Milner,Pass (Dead),,,19
71,Pierre Hojbjerg,Tottenham,0.03,,Blocked,26,Right Foot,,Destiny Udogie,Pass (Live),Bryan Gil,Pass (Live),19
76,Joao Pedro (pen),Brighton,0.79,0.99,Goal,13,Right Foot,,Evan Ferguson,Fouled,Jakub Moder,Pass (Live),19
81,Alejo Veliz,Tottenham,0.10,0.82,Goal,13,Right Foot,,,,,,19
86,Ben Davies,Tottenham,0.61,0.76,Goal,3,Head,,Pedro Porro,Pass (Live),Bryan Gil,Pass (Live),19
90+1,Alejo Veliz,Tottenham,0.14,,Blocked,5,Left Foot,,Alejo Veliz,Take-On,Giovani Lo Celso,Pass (Live),19
90+2,Dejan Kulusevski,Tottenham,0.03,,Off Target,27,Left Foot,,Emerson,Pass (Live),Pierre Hojbjerg,Pass (Live),19
90+5,Pierre Hojbjerg,Tottenham,0.06,,Woodwork,15,Right Foot,,Destiny Udogie,Pass (Live),Son Heung-min,Pass (Live),19
90+5,Pedro Porro,Tottenham,0.07,,Blocked,16,Right Foot,,Pierre Hojbjerg,Shot,,,19
90+7,Son Heung-min,Tottenham,0.07,,Off Target,5,Right Foot,Volley,Giovani Lo Celso,Pass (Live),Dejan Kulusevski,Pass (Live),19
90+9,Son Heung-min,Tottenham,0.07,,Off Target,11,Head,,Bryan Gil,Pass (Live),Emerson,Pass (Live),19
90+10,Bryan Gil,Tottenham,0.04,,Off Target,17,Left Foot,,Destiny Udogie,Pass (Live),Destiny Udogie,Take-On,19
1,James Ward-Prowse,West Ham,0.02,,Off Target,26,Right Foot,Volley,,,,,19
3,Bukayo Saka,Arsenal,0.03,0.02,Saved,15,Left Foot,,Martin Odegaard,Pass (Live),Ben White,Pass (Live),19
11,Leandro Trossard,Arsenal,0.05,,Off Target,21,Right Foot,,Gabriel Martinelli,Pass (Live),Martin Odegaard,Pass (Live),19
13,Tomas Soucek,West Ham,0.37,0.81,Goal,6,Right Foot,Volley,Jarrod Bowen,Pass (Live),Lucas Paqueta,Pass (Live),19
28,Bukayo Saka,Arsenal,0.02,,Blocked,23,Left Foot,,Declan Rice,Pass (Live),Ben White,Pass (Live),19
30,Bukayo Saka,Arsenal,0.10,0.39,Saved,8,Head,,Gabriel Jesus,Pass (Live),Leandro Trossard,Pass (Live),19
35,Ben White,Arsenal,0.10,,Off Target,10,Head,,Oleksandr Zinchenko,Pass (Live),Martin Odegaard,Pass (Live),19
37,Gabriel Martinelli,Arsenal,0.08,,Off Target,15,Right Foot,,Bukayo Saka,Pass (Live),Martin Odegaard,Pass (Live),19
42,Bukayo Saka,Arsenal,0.21,,Woodwork,7,Right Foot,,Martin Odegaard,Pass (Live),William Saliba,Pass (Live),19
42,Leandro Trossard,Arsenal,0.62,,Off Target,10,Left Foot,,Bukayo Saka,Shot,,,19
43,Kudus Mohammed,West Ham,0.04,,Blocked,28,Left Foot,,,,,,19
45+5,Leandro Trossard,Arsenal,0.04,,Blocked,29,Left Foot,,Declan Rice,Pass (Live),Ben White,Pass (Live),19
49,Leandro Trossard,Arsenal,0.02,,Off Target,21,Right Foot,,Ben White,Pass (Live),William Saliba,Pass (Live),19
53,Declan Rice,Arsenal,0.03,,Off Target,28,Right Foot,,Leandro Trossard,Pass (Live),Oleksandr Zinchenko,Pass (Live),19
55,Konstantinos Mavropanos,West Ham,0.11,0.51,Goal,6,Head,,James Ward-Prowse,Pass (Dead),Jarrod Bowen,Pass (Live),19
58,Gabriel Jesus,Arsenal,0.03,,Off Target,19,Right Foot,,Oleksandr Zinchenko,Pass (Live),Gabriel Martinelli,Pass (Live),19
62,Bukayo Saka,Arsenal,0.06,,Blocked,24,Left Foot,,Gabriel Jesus,Pass (Live),Declan Rice,Pass (Live),19
64,Bukayo Saka,Arsenal,0.02,,Blocked,18,Left Foot,,Martin Odegaard,Pass (Live),Oleksandr Zinchenko,Pass (Live),19
65,Gabriel Jesus,Arsenal,0.18,0.29,Saved,7,Head,,Bukayo Saka,Pass (Live),Declan Rice,Pass (Live),19
66,Gabriel Jesus,Arsenal,0.25,,Off Target,5,Head,,Ben White,Pass (Live),Martin Odegaard,Pass (Live),19
72,Declan Rice,Arsenal,0.04,,Blocked,28,Right Foot,,Bukayo Saka,Pass (Live),William Saliba,Pass (Live),19
73,Said Benrahma,West Ham,0.10,,Blocked,6,Left Foot,,Said Benrahma,Take-On,Tomas Soucek,Pass (Dead),19
74,Bukayo Saka,Arsenal,0.03,,Blocked,23,Left Foot,Volley,Reiss Nelson,Pass (Live),Bukayo Saka,Pass (Live),19
74,Leandro Trossard,Arsenal,0.12,0.12,Saved,11,Right Foot,,Martin Odegaard,Pass (Live),Bukayo Saka,Shot,19
75,Gabriel Dos Santos,Arsenal,0.19,,Off Target,2,Head,,Martin Odegaard,Pass (Dead),Leandro Trossard,Shot,19
75,Martin Odegaard,Arsenal,0.02,,Off Target,31,Left Foot,,William Saliba,Pass (Live),Bukayo Saka,Pass (Live),19
78,Bukayo Saka,Arsenal,0.05,0.06,Saved,18,Left Foot,,William Saliba,Pass (Live),Leandro Trossard,Pass (Live),19
86,Emile Smith Rowe,Arsenal,0.08,0.11,Saved,21,Right Foot,,Martin Odegaard,Pass (Live),Ben White,Pass (Live),19
87,Martin Odegaard,Arsenal,0.03,,Blocked,18,Left Foot,,Gabriel Jesus,Pass (Live),Martin Odegaard,Pass (Live),19
89,Eddie Nketiah,Arsenal,0.10,0.05,Saved,10,Right Foot,Volley,Bukayo Saka,Pass (Live),Ben White,Pass (Live),19
90,Martin Odegaard,Arsenal,0.04,0.17,Saved,26,Left Foot,,Bukayo Saka,Pass (Live),Martin Odegaard,Pass (Live),19
90+1,Reiss Nelson,Arsenal,0.05,,Off Target,22,Left Foot,,Martin Odegaard,Shot,,,19
90+2,Bukayo Saka,Arsenal,0.07,,Blocked,15,Left Foot,,Bukayo Saka,Pass (Live),Martin Odegaard,Pass (Live),19
90+2,William Saliba,Arsenal,0.10,,Blocked,4,Head,,Martin Odegaard,Pass (Dead),Bukayo Saka,Shot,19
90+3,Eddie Nketiah,Arsenal,0.14,,Blocked,15,Right Foot,,Bukayo Saka,Pass (Live),Gabriel Dos Santos,Pass (Live),19
90+6,Said Benrahma (pen),West Ham,0.79,0.97,Saved,13,Right Foot,,Emerson Palmieri,Fouled,Said Benrahma,Pass (Live),19
