minute,player,team,xG,PSxG,outcome,distance,body_part,notes,SCA 1,SCA 1.1,SCA 2,SCA 2.1,game_id,home_team,away_team
80,Orel Mangala,Nott'ham Forest,0.11,,Off Target,19.0,Left Foot,Volley,Chris Wood,Pass (Live),Nicolas Dominguez,Pass (Live),e0a9c631,Brentford,Nott'ham Forest
84,Sergio Reguilon,Brentford,0.02,,Blocked,11.0,Left Foot,Volley,Ivan Toney,Pass (Live),Mads Roerslev,Pass (Live),e0a9c631,Brentford,Nott'ham Forest
84,Mathias Jensen,Brentford,0.03,0.03,Saved,27.0,Right Foot,,,,,,e0a9c631,Brentford,Nott'ham Forest
85,Nuno Tavares,Nott'ham Forest,0.02,,Off Target,27.0,Right Foot,,Callum Hudson-Odoi,Pass (Live),Nicolas Dominguez,Pass (Live),e0a9c631,Brentford,Nott'ham Forest
5,Arnaut Danjuma,Everton,0.05,,Off Target,10.0,Right Foot,Volley,Jack Harrison,Pass (Live),Abdoulaye Doucoure,Pass (Live),1628c63e,Everton,Aston Villa
5,Vitaliy Mykolenko,Everton,0.04,,Off Target,21.0,Left Foot,,Arnaut Danjuma,Shot,,,1628c63e,Everton,Aston Villa
10,James Garner,Everton,0.08,,Blocked,24.0,Right Foot,Free kick,Jarrad Branthwaite,Fouled,Abdoulaye Doucoure,Fouled,1628c63e,Everton,Aston Villa
13,Ollie Watkins,Aston Villa,0.05,0.03,Saved,13.0,Right Foot,,Moussa Diaby,Pass (Live),John McGinn,Pass (Live),1628c63e,Everton,Aston Villa
24,Ollie Watkins,Aston Villa,0.08,,Off Target,6.0,Head,,Leon Bailey,Pass (Live),John McGinn,Pass (Live),1628c63e,Everton,Aston Villa
28,Ollie Watkins,Aston Villa,0.1,,Off Target,12.0,Right Foot,,Douglas Luiz,Pass (Live),Ollie Watkins,Pass (Live),1628c63e,Everton,Aston Villa
28,Leon Bailey,Aston Villa,0.13,0.17,Saved,12.0,Right Foot,,Douglas Luiz,Pass (Live),Douglas Luiz,Take-On,1628c63e,Everton,Aston Villa
30,Douglas Luiz,Aston Villa,0.02,,Blocked,28.0,Right Foot,,Ollie Watkins,Pass (Live),Diego Carlos,Pass (Live),1628c63e,Everton,Aston Villa
36,Arnaut Danjuma,Everton,0.04,,Blocked,13.0,Right Foot,,James Garner,Tackle,,,1628c63e,Everton,Aston Villa
37,James Tarkowski,Everton,0.09,,Off Target,9.0,Head,,James Garner,Pass (Dead),Arnaut Danjuma,Shot,1628c63e,Everton,Aston Villa
45,Ollie Watkins,Aston Villa,0.01,,Blocked,27.0,Right Foot,,Emiliano Martinez,Pass (Live),Clement Lenglet,Pass (Live),1628c63e,Everton,Aston Villa
45,Dominic Calvert-Lewin,Everton,0.66,0.67,Saved,16.0,Right Foot,,Arnaut Danjuma,Pass (Live),Amadou Onana,Pass (Live),1628c63e,Everton,Aston Villa
45,James Garner,Everton,0.11,0.12,Saved,19.0,Right Foot,Deflected,Dominic Calvert-Lewin,Shot,,,1628c63e,Everton,Aston Villa
58,Ollie Watkins,Aston Villa,0.03,,Blocked,20.0,Right Foot,,Moussa Diaby,Pass (Live),Moussa Diaby,Take-On,1628c63e,Everton,Aston Villa
60,John McGinn,Aston Villa,0.05,,Off Target,25.0,Left Foot,,Leon Bailey,Pass (Live),Leon Bailey,Pass (Live),1628c63e,Everton,Aston Villa
61,Arnaut Danjuma,Everton,0.05,,Off Target,16.0,Right Foot,,Jarrad Branthwaite,Pass (Live),Vitaliy Mykolenko,Pass (Live),1628c63e,Everton,Aston Villa
62,Moussa Diaby,Aston Villa,0.04,0.19,Saved,16.0,Right Foot,,Boubacar Kamara,Pass (Live),Leon Bailey,Pass (Live),1628c63e,Everton,Aston Villa
77,Jhon Duran,Aston Villa,0.04,,Off Target,9.0,Other,,Clement Lenglet,Pass (Live),Ezri Konsa,Pass (Live),1628c63e,Everton,Aston Villa
77,Jhon Duran,Aston Villa,0.1,0.14,Saved,9.0,Head,,Jhon Duran,Shot,,,1628c63e,Everton,Aston Villa
80,Abdoulaye Doucoure,Everton,0.04,,Blocked,15.0,Left Foot,,Amadou Onana,Pass (Live),Seamus Coleman,Pass (Live),1628c63e,Everton,Aston Villa
85,Ollie Watkins,Aston Villa,0.08,,Off Target,7.0,Right Foot,,Alex Moreno,Pass (Live),Clement Lenglet,Pass (Live),1628c63e,Everton,Aston Villa
85,Matty Cash,Aston Villa,0.12,,Blocked,10.0,Right Foot,,Ollie Watkins,Shot,,,1628c63e,Everton,Aston Villa
85,John McGinn,Aston Villa,0.07,,Blocked,17.0,Left Foot,,Matty Cash,Pass (Live),Matty Cash,Shot,1628c63e,Everton,Aston Villa
87,Jhon Duran,Aston Villa,0.25,,Off Target,5.0,Left Foot,,Matty Cash,Pass (Live),Ollie Watkins,Pass (Live),1628c63e,Everton,Aston Villa
90+4,Jhon Duran,Aston Villa,0.06,,Off Target,12.0,Head,,Alex Moreno,Pass (Live),Ollie Watkins,Pass (Live),1628c63e,Everton,Aston Villa
90+7,Amadou Onana,Everton,0.04,,Off Target,27.0,Right Foot,,,,,,1628c63e,Everton,Aston Villa
1,Lucas Digne,Aston Villa,0.02,,Blocked,14.0,Left Foot,,Ollie Watkins,Pass (Live),Leon Bailey,Pass (Live),959b558d,Aston Villa,Everton
9,Moussa Diaby,Aston Villa,0.07,,Off Target,21.0,Left Foot,,Ollie Watkins,Pass (Live),John McGinn,Pass (Live),959b558d,Aston Villa,Everton
18,John McGinn,Aston Villa,0.57,0.92,Goal,4.0,Right Foot,Volley,Leon Bailey,Pass (Live),Moussa Diaby,Pass (Live),959b558d,Aston Villa,Everton
20,Abdoulaye Doucoure,Everton,0.09,,Off Target,10.0,Left Foot,Volley,Alex Iwobi,Pass (Live),Michael Keane,Pass (Live),959b558d,Aston Villa,Everton
20,James Garner,Everton,0.03,,Off Target,13.0,Head,,,,,,959b558d,Aston Villa,Everton
22,Leon Bailey,Aston Villa,0.11,,Off Target,9.0,Head,,Matty Cash,Pass (Live),Douglas Luiz,Pass (Dead),959b558d,Aston Villa,Everton
24,Douglas Luiz (pen),Aston Villa,0.79,0.99,Goal,13.0,Right Foot,,Ollie Watkins,Fouled,Leon Bailey,Shot,959b558d,Aston Villa,Everton
27,Moussa Diaby,Aston Villa,0.08,0.05,Saved,18.0,Left Foot,,Douglas Luiz,Pass (Live),Leon Bailey,Pass (Live),959b558d,Aston Villa,Everton
34,Moussa Diaby,Aston Villa,0.17,0.31,Saved,14.0,Right Foot,Volley,Lucas Digne,Pass (Live),John McGinn,Pass (Live),959b558d,Aston Villa,Everton
45+1,Arnaut Danjuma,Everton,0.1,0.08,Saved,9.0,Right Foot,,Nathan Patterson,Pass (Live),Arnaut Danjuma,Pass (Live),959b558d,Aston Villa,Everton
50,Boubacar Kamara,Aston Villa,0.03,,Blocked,25.0,Left Foot,,Moussa Diaby,Pass (Live),John McGinn,Pass (Live),959b558d,Aston Villa,Everton
51,Leon Bailey,Aston Villa,0.21,0.06,Goal,12.0,Right Foot,,,,,,959b558d,Aston Villa,Everton
53,Arnaut Danjuma,Everton,0.02,,Blocked,21.0,Right Foot,,Ashley Young,Pass (Live),Arnaut Danjuma,Pass (Live),959b558d,Aston Villa,Everton
53,Arnaut Danjuma,Everton,0.03,,Blocked,22.0,Right Foot,,Abdoulaye Doucoure,Pass (Live),Neal Maupay,Pass (Live),959b558d,Aston Villa,Everton
53,James Tarkowski,Everton,0.21,,Off Target,5.0,Left Foot,Volley,James Garner,Pass (Dead),Arnaut Danjuma,Shot,959b558d,Aston Villa,Everton
56,Ollie Watkins,Aston Villa,0.34,,Off Target,12.0,Right Foot,,Moussa Diaby,Pass (Live),Douglas Luiz,Pass (Live),959b558d,Aston Villa,Everton
59,Nathan Patterson,Everton,0.03,,Blocked,26.0,Right Foot,,Arnaut Danjuma,Pass (Live),Ashley Young,Pass (Live),959b558d,Aston Villa,Everton
60,Neal Maupay,Everton,0.1,0.12,Saved,10.0,Right Foot,Volley,Ashley Young,Pass (Dead),Nathan Patterson,Shot,959b558d,Aston Villa,Everton
67,Philippe Coutinho,Aston Villa,0.05,0.02,Saved,28.0,Right Foot,,Ollie Watkins,Pass (Live),Lucas Digne,Pass (Live),959b558d,Aston Villa,Everton
75,Jhon Duran,Aston Villa,0.55,0.72,Goal,16.0,Left Foot,,Jhon Duran,Take-On,,,959b558d,Aston Villa,Everton
80,Philippe Coutinho,Aston Villa,0.02,,Off Target,36.0,Right Foot,,Philippe Coutinho,Take-On,Jhon Duran,Pass (Live),959b558d,Aston Villa,Everton
81,Arnaut Danjuma,Everton,0.04,,Blocked,15.0,Left Foot,,,,,,959b558d,Aston Villa,Everton
18,Ollie Watkins,Aston Villa,0.16,0.49,Saved,16.0,Right Foot,,,,,,bc77340e,Aston Villa,Crystal Palace
19,Lucas Digne,Aston Villa,0.03,,Off Target,17.0,Left Foot,Volley,John McGinn,Pass (Live),Douglas Luiz,Pass (Dead),bc77340e,Aston Villa,Crystal Palace
19,Moussa Diaby,Aston Villa,0.06,,Blocked,22.0,Left Foot,,Nicolo Zaniolo,Pass (Live),Lucas Digne,Pass (Live),bc77340e,Aston Villa,Crystal Palace
22,Nicolo Zaniolo,Aston Villa,0.03,,Blocked,13.0,Left Foot,,,,,,bc77340e,Aston Villa,Crystal Palace
29,Eberechi Eze,Crystal Palace,0.03,,Off Target,14.0,Right Foot,,Jeffrey Schlupp,Pass (Live),Odsonne Edouard,Pass (Live),bc77340e,Aston Villa,Crystal Palace
37,Matty Cash,Aston Villa,0.45,,Off Target,10.0,Left Foot,,Nicolo Zaniolo,Pass (Live),Nicolo Zaniolo,Take-On,bc77340e,Aston Villa,Crystal Palace
38,Matty Cash,Aston Villa,0.23,,Off Target,8.0,Head,,Lucas Digne,Pass (Live),Nicolo Zaniolo,Pass (Live),bc77340e,Aston Villa,Crystal Palace
42,Eberechi Eze,Crystal Palace,0.03,,Blocked,24.0,Right Foot,,Odsonne Edouard,Pass (Live),Jean-Philippe Mateta,Pass (Live),bc77340e,Aston Villa,Crystal Palace
45+5,Moussa Diaby,Aston Villa,0.05,,Blocked,21.0,Right Foot,,Nicolo Zaniolo,Pass (Live),Matty Cash,Pass (Live),bc77340e,Aston Villa,Crystal Palace
47,Odsonne Edouard,Crystal Palace,0.31,0.09,Goal,17.0,Left Foot,,Jean-Philippe Mateta,Pass (Live),Cheick Doucoure,Pass (Live),bc77340e,Aston Villa,Crystal Palace
62,Ollie Watkins,Aston Villa,0.19,,Off Target,7.0,Head,,Moussa Diaby,Pass (Live),Leon Bailey,Pass (Live),bc77340e,Aston Villa,Crystal Palace
66,Youri Tielemans,Aston Villa,0.08,,Blocked,22.0,Right Foot,,Ollie Watkins,Pass (Live),Lucas Digne,Pass (Live),bc77340e,Aston Villa,Crystal Palace
71,Joel Ward,Crystal Palace,0.45,,Off Target,6.0,Head,,Joachim Andersen,Pass (Live),Eberechi Eze,Pass (Dead),bc77340e,Aston Villa,Crystal Palace
72,Jhon Duran,Aston Villa,0.05,0.03,Saved,22.0,Left Foot,Volley,Douglas Luiz,Pass (Live),Leon Bailey,Take-On,bc77340e,Aston Villa,Crystal Palace
76,Ollie Watkins,Aston Villa,0.19,,Blocked,15.0,Right Foot,,Ollie Watkins,Pass (Live),Lucas Digne,Pass (Live),bc77340e,Aston Villa,Crystal Palace
76,Leon Bailey,Aston Villa,0.14,,Blocked,16.0,Left Foot,,Ollie Watkins,Shot,,,bc77340e,Aston Villa,Crystal Palace
76,Ollie Watkins,Aston Villa,0.07,,Woodwork,16.0,Right Foot,,Leon Bailey,Shot,,,bc77340e,Aston Villa,Crystal Palace
82,Eberechi Eze,Crystal Palace,0.33,0.46,Saved,10.0,Right Foot,,Cheick Doucoure,Pass (Live),Cheick Doucoure,Take-On,bc77340e,Aston Villa,Crystal Palace
83,Eberechi Eze,Crystal Palace,0.02,0.12,Saved,26.0,Right Foot,,Odsonne Edouard,Pass (Live),,,bc77340e,Aston Villa,Crystal Palace
87,Jhon Duran,Aston Villa,0.05,0.09,Goal,17.0,Left Foot,Volley,Lucas Digne,Pass (Live),Douglas Luiz,Pass (Live),bc77340e,Aston Villa,Crystal Palace
90+8,Douglas Luiz (pen),Aston Villa,0.79,0.95,Goal,13.0,Right Foot,,Ollie Watkins,Fouled,Youri Tielemans,Pass (Live),bc77340e,Aston Villa,Crystal Palace
90+11,Leon Bailey,Aston Villa,0.64,0.88,Goal,8.0,Left Foot,,Moussa Diaby,Pass (Live),Youri Tielemans,Pass (Live),bc77340e,Aston Villa,Crystal Palace
3,Mario Lemina,Wolves,0.03,,Blocked,23.0,Left Foot,,Pedro Neto,Pass (Live),Fabio Silva,Pass (Live),d7c606ec,Wolves,Brighton
12,Julio Cesar Enciso,Brighton,0.02,,Off Target,26.0,Left Foot,,Pascal Gross,Pass (Live),Danny Welbeck,Pass (Live),d7c606ec,Wolves,Brighton
14,Danny Welbeck,Brighton,0.09,,Off Target,16.0,Right Foot,,Kaoru Mitoma,Pass (Live),Danny Welbeck,Pass (Live),d7c606ec,Wolves,Brighton
15,Kaoru Mitoma,Brighton,0.51,0.94,Goal,11.0,Right Foot,,Kaoru Mitoma,Take-On,Kaoru Mitoma,Take-On,d7c606ec,Wolves,Brighton
26,Craig Dawson,Wolves,0.01,,Off Target,36.0,Right Foot,,Max Kilman,Pass (Live),Rayan Ait Nouri,Pass (Live),d7c606ec,Wolves,Brighton
27,Julio Cesar Enciso,Brighton,0.03,,Blocked,18.0,Right Foot,,Julio Cesar Enciso,Take-On,Julio Cesar Enciso,Take-On,d7c606ec,Wolves,Brighton
28,Fabio Silva,Wolves,0.4,0.74,Saved,17.0,Right Foot,,Matheus Cunha,Pass (Live),Joao Gomes,Pass (Live),d7c606ec,Wolves,Brighton
29,Craig Dawson,Wolves,0.06,0.52,Saved,5.0,Other,,Matheus Nunes,Pass (Dead),Fabio Silva,Shot,d7c606ec,Wolves,Brighton
32,Matheus Nunes,Wolves,0.08,,Off Target,15.0,Right Foot,,Matheus Cunha,Pass (Live),Matheus Cunha,Take-On,d7c606ec,Wolves,Brighton
33,Julio Cesar Enciso,Brighton,0.04,,Off Target,26.0,Right Foot,,Kaoru Mitoma,Pass (Live),Julio Cesar Enciso,Pass (Live),d7c606ec,Wolves,Brighton
37,Pedro Neto,Wolves,0.05,,Off Target,14.0,Right Foot,,Fabio Silva,Pass (Live),Fabio Silva,Take-On,d7c606ec,Wolves,Brighton
38,Joao Gomes,Wolves,0.04,,Blocked,26.0,Right Foot,,Rayan Ait Nouri,Pass (Live),Matheus Nunes,Pass (Live),d7c606ec,Wolves,Brighton
40,Rayan Ait Nouri,Wolves,0.32,,Off Target,11.0,Left Foot,,,,,,d7c606ec,Wolves,Brighton
45,Solly March,Brighton,0.09,0.07,Saved,10.0,Left Foot,,Solly March,Take-On,Danny Welbeck,Pass (Live),d7c606ec,Wolves,Brighton
46,Danny Welbeck,Brighton,0.09,0.03,Saved,22.0,Right Foot,,Solly March,Pass (Live),Pascal Gross,Pass (Live),d7c606ec,Wolves,Brighton
46,Pervis Estupinan,Brighton,0.21,0.07,Goal,10.0,Left Foot,,Kaoru Mitoma,Pass (Live),Danny Welbeck,Shot,d7c606ec,Wolves,Brighton
51,Solly March,Brighton,0.42,0.9,Goal,8.0,Left Foot,,Julio Cesar Enciso,Pass (Live),Billy Gilmour,Pass (Live),d7c606ec,Wolves,Brighton
54,Julio Cesar Enciso,Brighton,0.11,0.49,Saved,19.0,Right Foot,,James Milner,Pass (Live),Danny Welbeck,Pass (Live),d7c606ec,Wolves,Brighton
55,Solly March,Brighton,0.32,0.83,Goal,8.0,Left Foot,,Julio Cesar Enciso,Pass (Live),Danny Welbeck,Pass (Live),d7c606ec,Wolves,Brighton
61,Mario Lemina,Wolves,0.65,,Woodwork,4.0,Left Foot,Volley,Pablo Sarabia,Pass (Dead),Nelson Semedo,Fouled,d7c606ec,Wolves,Brighton
61,Matheus Cunha,Wolves,0.45,0.79,Saved,4.0,Head,,Hwang Hee-chan,Pass (Live),Mario Lemina,Shot,d7c606ec,Wolves,Brighton
61,Hwang Hee-chan,Wolves,0.06,0.42,Goal,9.0,Head,,Pablo Sarabia,Pass (Dead),Matheus Cunha,Shot,d7c606ec,Wolves,Brighton
68,Joao Pedro,Brighton,0.16,,Blocked,11.0,Right Foot,,Pascal Gross,Pass (Live),Joao Pedro,Tackle,d7c606ec,Wolves,Brighton
68,Evan Ferguson,Brighton,0.09,,Off Target,10.0,Head,,Kaoru Mitoma,Pass (Live),Joao Pedro,Shot,d7c606ec,Wolves,Brighton
75,Pedro Neto,Wolves,0.09,,Blocked,15.0,Left Foot,,Pedro Neto,Take-On,Rayan Ait Nouri,Pass (Live),d7c606ec,Wolves,Brighton
75,Pablo Sarabia,Wolves,0.02,0.02,Saved,20.0,Left Foot,,Pedro Neto,Pass (Live),,,d7c606ec,Wolves,Brighton
83,Pervis Estupinan,Brighton,0.02,,Off Target,9.0,Left Foot,,Pervis Estupinan,Pass (Live),Pervis Estupinan,Pass (Live),d7c606ec,Wolves,Brighton
84,Solly March,Brighton,0.02,,Blocked,25.0,Left Foot,,Mahmoud Dahoud,Pass (Live),Evan Ferguson,Pass (Live),d7c606ec,Wolves,Brighton
85,Solly March,Brighton,0.03,0.02,Saved,22.0,Left Foot,,Solly March,Take-On,Adam Lallana,Pass (Live),d7c606ec,Wolves,Brighton
90,Nelson Semedo,Wolves,0.02,,Off Target,27.0,Right Foot,Volley,Nelson Semedo,Pass (Live),Matheus Nunes,Pass (Live),d7c606ec,Wolves,Brighton
90+4,Hugo Bueno,Wolves,0.09,,Blocked,16.0,Left Foot,,Matheus Cunha,Pass (Live),Matheus Nunes,Pass (Live),d7c606ec,Wolves,Brighton
90+4,Hugo Bueno,Wolves,0.05,,Blocked,15.0,Right Foot,,Hugo Bueno,Shot,,,d7c606ec,Wolves,Brighton
1,Ryan Christie,Bournemouth,0.09,0.06,Saved,17.0,Left Foot,,Marcus Tavernier,Pass (Live),Justin Kluivert,Pass (Live),641024cf,Bournemouth,Newcastle Utd
2,Antoine Semenyo,Bournemouth,0.07,0.1,Saved,22.0,Left Foot,,Ryan Christie,Pass (Live),,,641024cf,Bournemouth,Newcastle Utd
3,Antoine Semenyo,Bournemouth,0.04,,Off Target,9.0,Head,,Dominic Solanke,Pass (Live),Lloyd Kelly,Pass (Dead),641024cf,Bournemouth,Newcastle Utd
8,Sean Longstaff,Newcastle Utd,0.04,0.12,Saved,26.0,Right Foot,,Joelinton,Pass (Live),,,641024cf,Bournemouth,Newcastle Utd
11,Dominic Solanke,Bournemouth,0.09,,Blocked,8.0,Right Foot,,Antoine Semenyo,Pass (Live),Neto,Pass (Live),641024cf,Bournemouth,Newcastle Utd
18,Lewis Hall,Newcastle Utd,0.02,0.07,Saved,20.0,Left Foot,,Lewis Hall,Take-On,Joe Willock,Pass (Live),641024cf,Bournemouth,Newcastle Utd
29,Justin Kluivert,Bournemouth,0.03,0.16,Saved,30.0,Right Foot,,Justin Kluivert,Take-On,Lewis Cook,Pass (Live),641024cf,Bournemouth,Newcastle Utd
31,Ryan Christie,Bournemouth,0.04,0.1,Saved,17.0,Left Foot,Volley,Justin Kluivert,Shot,,,641024cf,Bournemouth,Newcastle Utd
37,Antoine Semenyo,Bournemouth,0.05,,Off Target,14.0,Right Foot,,Max Aarons,Pass (Live),Illia Zabarnyi,Pass (Live),641024cf,Bournemouth,Newcastle Utd
40,Matt Ritchie,Newcastle Utd,0.02,,Off Target,18.0,Right Foot,Volley,,,,,641024cf,Bournemouth,Newcastle Utd
51,Antoine Semenyo,Bournemouth,0.06,,Blocked,16.0,Right Foot,,,,,,641024cf,Bournemouth,Newcastle Utd
59,Joe Willock,Newcastle Utd,0.13,0.52,Saved,2.0,Left Foot,,Anthony Gordon,Fouled,Joe Willock,Pass (Live),641024cf,Bournemouth,Newcastle Utd
60,Dominic Solanke,Bournemouth,0.27,0.57,Goal,10.0,Right Foot,,Ryan Christie,Pass (Live),Marcos Senesi,Pass (Live),641024cf,Bournemouth,Newcastle Utd
63,Anthony Gordon,Newcastle Utd,0.07,0.02,Saved,26.0,Right Foot,,Anthony Gordon,Take-On,Valentino Livramento,Pass (Live),641024cf,Bournemouth,Newcastle Utd
72,Marcus Tavernier,Bournemouth,0.04,0.26,Saved,21.0,Left Foot,,Luis Sinisterra,Pass (Live),Marcos Senesi,Pass (Live),641024cf,Bournemouth,Newcastle Utd
73,Luis Sinisterra,Bournemouth,0.08,,Woodwork,6.0,Head,,Lewis Cook,Pass (Dead),Marcus Tavernier,Shot,641024cf,Bournemouth,Newcastle Utd
73,Dominic Solanke,Bournemouth,0.73,0.95,Goal,3.0,Right Foot,Volley,Luis Sinisterra,Shot,,,641024cf,Bournemouth,Newcastle Utd
77,Sean Longstaff,Newcastle Utd,0.13,,Off Target,13.0,Left Foot,,Jamaal Lascelles,Pass (Live),Joelinton,Pass (Live),641024cf,Bournemouth,Newcastle Utd
80,Luis Sinisterra,Bournemouth,0.02,,Off Target,21.0,Right Foot,,Marcus Tavernier,Pass (Live),Ryan Christie,Pass (Live),641024cf,Bournemouth,Newcastle Utd
81,Luis Sinisterra,Bournemouth,0.23,,Blocked,10.0,Left Foot,,Dominic Solanke,Pass (Live),Marcus Tavernier,Pass (Live),641024cf,Bournemouth,Newcastle Utd
89,Dominic Solanke,Bournemouth,0.06,,Off Target,11.0,Left Foot,,Ryan Christie,Pass (Live),,,641024cf,Bournemouth,Newcastle Utd
90,Luis Sinisterra,Bournemouth,0.11,0.35,Saved,22.0,Right Foot,,Dango Ouattara,Pass (Live),Lloyd Kelly,Pass (Live),641024cf,Bournemouth,Newcastle Utd
90,Dango Ouattara,Bournemouth,0.16,0.13,Saved,18.0,Right Foot,,,,,,641024cf,Bournemouth,Newcastle Utd
90+1,Matt Ritchie,Newcastle Utd,0.05,0.02,Saved,21.0,Left Foot,,Joelinton,Pass (Live),Anthony Gordon,Pass (Live),641024cf,Bournemouth,Newcastle Utd
90+2,Marcus Tavernier,Bournemouth,0.18,,Off Target,14.0,Left Foot,,Ryan Christie,Pass (Live),Luis Sinisterra,Pass (Live),641024cf,Bournemouth,Newcastle Utd
90+4,Fabian Schar,Newcastle Utd,0.03,,Off Target,29.0,Right Foot,,Kieran Trippier,Pass (Live),Anthony Gordon,Pass (Live),641024cf,Bournemouth,Newcastle Utd
90+7,Luis Sinisterra,Bournemouth,0.18,0.18,Saved,13.0,Right Foot,Deflected,Ryan Christie,Pass (Live),Illia Zabarnyi,Pass (Live),641024cf,Bournemouth,Newcastle Utd
1,Marcus Tavernier,Bournemouth,0.03,,Off Target,22.0,Left Foot,,Justin Kluivert,Pass (Live),Lewis Cook,Pass (Live),19533403,Bournemouth,Aston Villa
3,Nicolo Zaniolo,Aston Villa,0.03,,Off Target,27.0,Left Foot,,Douglas Luiz,Pass (Live),,,19533403,Bournemouth,Aston Villa
4,Leon Bailey,Aston Villa,0.05,,Blocked,18.0,Left Foot,,Lucas Digne,Pass (Live),Douglas Luiz,Pass (Live),19533403,Bournemouth,Aston Villa
5,Douglas Luiz,Aston Villa,0.02,,Saved off Target,34.0,Right Foot,,Douglas Luiz,Take-On,Lucas Digne,Pass (Live),19533403,Bournemouth,Aston Villa
10,Antoine Semenyo,Bournemouth,0.13,0.68,Goal,17.0,Right Foot,,Ryan Christie,Pass (Live),,,19533403,Bournemouth,Aston Villa
16,Antoine Semenyo,Bournemouth,0.12,0.08,Saved,13.0,Left Foot,,Ryan Christie,Pass (Live),Marcus Tavernier,Pass (Live),19533403,Bournemouth,Aston Villa
19,Douglas Luiz,Aston Villa,0.03,,Blocked,17.0,Right Foot,,Douglas Luiz,Take-On,Pau Torres,Pass (Live),19533403,Bournemouth,Aston Villa
20,Leon Bailey,Aston Villa,0.07,0.15,Goal,14.0,Left Foot,,Ollie Watkins,Pass (Live),Nicolo Zaniolo,Pass (Live),19533403,Bournemouth,Aston Villa
27,Antoine Semenyo,Bournemouth,0.02,0.05,Saved,13.0,Left Foot,,Marcus Tavernier,Pass (Live),Adam Smith,Pass (Dead),19533403,Bournemouth,Aston Villa
27,Ryan Christie,Bournemouth,0.07,,Off Target,9.0,Head,,Adam Smith,Pass (Live),Lewis Cook,Pass (Live),19533403,Bournemouth,Aston Villa
30,Justin Kluivert,Bournemouth,0.01,,Blocked,21.0,Right Foot,,Antoine Semenyo,Pass (Live),Marcos Senesi,Pass (Live),19533403,Bournemouth,Aston Villa
32,Dominic Solanke,Bournemouth,0.58,0.77,Saved,5.0,Left Foot,,Ryan Christie,Pass (Live),Ryan Christie,Take-On,19533403,Bournemouth,Aston Villa
37,Illia Zabarnyi,Bournemouth,0.08,,Off Target,8.0,Head,,Lewis Cook,Pass (Dead),,,19533403,Bournemouth,Aston Villa
41,Justin Kluivert,Bournemouth,0.02,,Off Target,12.0,Right Foot,Volley,Lewis Cook,Pass (Live),Milos Kerkez,Pass (Live),19533403,Bournemouth,Aston Villa
45+4,Douglas Luiz,Aston Villa,0.2,0.26,Saved,13.0,Right Foot,,Leon Bailey,Pass (Live),Youri Tielemans,Pass (Live),19533403,Bournemouth,Aston Villa
45+6,Douglas Luiz,Aston Villa,0.09,,Blocked,21.0,Right Foot,Free kick,Ezri Konsa,Fouled,Douglas Luiz,Shot,19533403,Bournemouth,Aston Villa
45+6,Lucas Digne,Aston Villa,0.02,,Off Target,24.0,Right Foot,Volley,Douglas Luiz,Shot,,,19533403,Bournemouth,Aston Villa
52,Dominic Solanke,Bournemouth,0.08,0.38,Goal,16.0,Right Foot,,Milos Kerkez,Pass (Live),Milos Kerkez,Pass (Live),19533403,Bournemouth,Aston Villa
61,Ollie Watkins,Aston Villa,0.07,,Blocked,10.0,Left Foot,,Douglas Luiz,Pass (Dead),,,19533403,Bournemouth,Aston Villa
63,Dominic Solanke,Bournemouth,0.54,0.93,Saved,4.0,Right Foot,,Marcus Tavernier,Pass (Live),Marcus Tavernier,Take-On,19533403,Bournemouth,Aston Villa
69,Ryan Christie,Bournemouth,0.06,,Blocked,26.0,Right Foot,,Justin Kluivert,Pass (Live),Ryan Christie,Pass (Live),19533403,Bournemouth,Aston Villa
70,Dominic Solanke,Bournemouth,0.11,,Off Target,6.0,Head,,Lewis Cook,Pass (Dead),Ryan Christie,Shot,19533403,Bournemouth,Aston Villa
72,Jhon Duran,Aston Villa,0.04,,Blocked,22.0,Left Foot,,Ollie Watkins,Pass (Live),Douglas Luiz,Pass (Live),19533403,Bournemouth,Aston Villa
76,Marcus Tavernier,Bournemouth,0.09,,Blocked,14.0,Left Foot,,Philip Billing,Pass (Live),Luis Sinisterra,Pass (Live),19533403,Bournemouth,Aston Villa
77,Ryan Christie,Bournemouth,0.07,0.13,Saved,17.0,Right Foot,Volley,Marcus Tavernier,Shot,,,19533403,Bournemouth,Aston Villa
90,Ollie Watkins,Aston Villa,0.07,0.46,Goal,10.0,Head,,Moussa Diaby,Pass (Live),Pau Torres,Pass (Live),19533403,Bournemouth,Aston Villa
7,Erling Haaland,Manchester City,0.03,,Off Target,13.0,Head,,Bernardo Silva,Pass (Live),Ruben Dias,Pass (Live),0844ff10,Sheffield Utd,Manchester City
12,Erling Haaland,Manchester City,0.07,0.04,Saved,11.0,Head,,Julian Alvarez,Pass (Live),Ruben Dias,Pass (Live),0844ff10,Sheffield Utd,Manchester City
13,Erling Haaland,Manchester City,0.03,,Blocked,9.0,Left Foot,Volley,Julian Alvarez,Pass (Dead),Rodri,Pass (Live),0844ff10,Sheffield Utd,Manchester City
13,Nathan Ake,Manchester City,0.06,,Off Target,6.0,Left Foot,,Erling Haaland,Shot,,,0844ff10,Sheffield Utd,Manchester City
