minute,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type,gameweek
45+5,Evan Ferguson,Brighton,0.02,,Off Target,23,Right Foot,,Simon Adingra,Pass (Live),Jason Steele,Pass (Dead),14
49,Carlos Baleba,Brighton,0.03,0.52,Saved,26,Left Foot,,Facundo Buonanotte,Pass (Live),Joel Veltman,Pass (Live),14
56,Adam Lallana,Brighton,0.06,,Off Target,13,Right Foot,Volley,Simon Adingra,Pass (Live),Jack Hinshelwood,Pass (Live),14
60,James Milner,Brighton,0.02,,Blocked,27,Right Foot,,Simon Adingra,Pass (Live),Pascal Gross,Pass (Dead),14
65,Enzo Fernandez (pen),Chelsea,0.79,0.96,Goal,13,Right Foot,,Mykhailo Mudryk,Fouled,Nicolas Jackson,Pass (Live),14
71,Billy Gilmour,Brighton,0.02,,Off Target,32,Right Foot,,Kaoru Mitoma,Pass (Live),James Milner,Pass (Live),14
78,Moises Caicedo,Chelsea,0.02,,Off Target,29,Right Foot,,Cole Palmer,Pass (Live),Mykhailo Mudryk,Pass (Live),14
80,Simon Adingra,Brighton,0.08,,Off Target,12,Right Foot,Volley,James Milner,Pass (Live),Joao Pedro,Pass (Live),14
82,Kaoru Mitoma,Brighton,0.06,0.21,Saved,5,Head,,Pascal Gross,Pass (Dead),Kaoru Mitoma,Take-On,14
85,Pascal Gross,Brighton,0.06,0.10,Saved,28,Right Foot,Free kick,Joao Pedro,Fouled,Billy Gilmour,Pass (Live),14
86,Pascal Gross,Brighton,0.05,0.02,Saved,16,Left Foot,Deflected,,,,,14
90+1,Pascal Gross,Brighton,0.03,0.18,Saved,27,Right Foot,,Jan Paul van Hecke,Pass (Live),Jan Paul van Hecke,Pass (Live),14
90+1,Pascal Gross,Brighton,0.04,,Blocked,22,Left Foot,,Simon Adingra,Pass (Live),Kaoru Mitoma,Pass (Live),14
90+1,Joao Pedro,Brighton,0.07,,Blocked,11,Head,,Simon Adingra,Pass (Live),Pascal Gross,Pass (Live),14
90+2,Joao Pedro,Brighton,0.21,0.95,Goal,3,Head,,James Milner,Pass (Dead),Joao Pedro,Shot,14
90+5,Cole Palmer,Chelsea,0.02,0.07,Saved,41,Left Foot,,,,,,14
90+8,Evan Ferguson,Brighton,0.17,0.12,Saved,11,Right Foot,,Pascal Gross,Pass (Live),Simon Adingra,Pass (Live),14
90+9,Joao Pedro,Brighton,0.04,0.49,Saved,17,Left Foot,,James Milner,Pass (Live),Kaoru Mitoma,Pass (Live),14
6,Michael Olise,Crystal Palace,0.02,,Blocked,18,Left Foot,,Jefferson Lerma,Pass (Live),Chris Richards,Pass (Live),14
6,Joel Ward,Crystal Palace,0.01,,Blocked,24,Right Foot,Volley,Michael Olise,Shot,,,14
11,Odsonne Edouard,Crystal Palace,0.14,,Off Target,8,Right Foot,Volley,Joachim Andersen,Pass (Live),Michael Olise,Pass (Dead),14
13,Kudus Mohammed,West Ham,0.14,0.30,Goal,12,Right Foot,Deflected,Vladimir Coufal,Pass (Live),James Ward-Prowse,Pass (Live),14
23,Jarrod Bowen,West Ham,0.20,0.04,Saved,23,Left Foot,Volley,Nayef Aguerd,Pass (Live),James Ward-Prowse,Pass (Live),14
28,Jordan Ayew,Crystal Palace,0.02,,Off Target,31,Right Foot,,,,,,14
31,Kudus Mohammed,West Ham,0.03,,Blocked,26,Left Foot,,Emerson Palmieri,Pass (Live),Tomas Soucek,Pass (Live),14
36,Joachim Andersen,Crystal Palace,0.03,,Blocked,29,Right Foot,Free kick,Jordan Ayew,Fouled,Will Hughes,Pass (Live),14
40,Kudus Mohammed,West Ham,0.02,,Off Target,21,Left Foot,Volley,,,,,14
52,Odsonne Edouard,Crystal Palace,0.29,,Blocked,5,Head,,Marc Guehi,Pass (Live),Michael Olise,Pass (Dead),14
52,Jefferson Lerma,Crystal Palace,0.17,,Off Target,7,Head,,Odsonne Edouard,Shot,,,14
53,Odsonne Edouard,Crystal Palace,0.19,0.58,Goal,12,Left Foot,,,,,,14
55,Michael Olise,Crystal Palace,0.03,0.02,Saved,25,Right Foot,,Jefferson Lerma,Pass (Live),Will Hughes,Pass (Live),14
60,James Ward-Prowse,West Ham,0.05,,Blocked,26,Right Foot,Free kick,Kudus Mohammed,Fouled,Lucas Paqueta,Pass (Live),14
64,Emerson Palmieri,West Ham,0.40,,Off Target,8,Left Foot,Volley,Lucas Paqueta,Pass (Live),Tomas Soucek,Pass (Live),14
74,Kudus Mohammed,West Ham,0.10,,Off Target,11,Head,,Vladimir Coufal,Pass (Live),Jarrod Bowen,Pass (Live),14
77,Konstantinos Mavropanos,West Ham,0.14,,Off Target,6,Head,,Kudus Mohammed,Pass (Live),Emerson Palmieri,Pass (Dead),14
90+4,Jarrod Bowen,West Ham,0.19,0.11,Saved,10,Head,,Pablo Fornals,Pass (Live),Lucas Paqueta,Pass (Live),14
3,Manuel Akanji,Manchester City,0.21,,Off Target,4,Head,,Julian Alvarez,Pass (Dead),Manuel Akanji,Pass (Live),14
6,Jeremy Doku,Manchester City,0.06,0.30,Saved,15,Left Foot,,Phil Foden,Pass (Live),,,14
6,Son Heung-min,Tottenham,0.15,0.35,Goal,12,Right Foot,,Son Heung-min,Take-On,Dejan Kulusevski,Pass (Live),14
9,Erling Haaland,Manchester City,0.02,,Off Target,12,Head,,Julian Alvarez,Pass (Dead),Bernardo Silva,Fouled,14
12,Phil Foden,Manchester City,0.06,,Blocked,20,Left Foot,,Julian Alvarez,Pass (Live),Josko Gvardiol,Pass (Live),14
13,Erling Haaland,Manchester City,0.38,,Off Target,9,Left Foot,,Bernardo Silva,Pass (Live),,,14
16,Erling Haaland,Manchester City,0.02,,Blocked,16,Left Foot,Volley,Bernardo Silva,Pass (Live),Jeremy Doku,Pass (Live),14
29,Jeremy Doku,Manchester City,0.08,,Woodwork,15,Right Foot,,Julian Alvarez,Pass (Live),Phil Foden,Pass (Live),14
31,Phil Foden,Manchester City,0.55,0.91,Goal,8,Left Foot,,Julian Alvarez,Pass (Live),Erling Haaland,Pass (Live),14
35,Julian Alvarez,Manchester City,0.04,,Woodwork,18,Right Foot,,Bernardo Silva,Pass (Live),Erling Haaland,Pass (Live),14
36,Erling Haaland,Manchester City,0.14,,Off Target,15,Left Foot,,Julian Alvarez,Pass (Live),Julian Alvarez,Take-On,14
39,Pedro Porro,Tottenham,0.06,,Off Target,16,Right Foot,,Brennan Johnson,Pass (Live),Son Heung-min,Pass (Live),14
40,Jeremy Doku,Manchester City,0.02,,Blocked,19,Right Foot,,Ruben Dias,Pass (Live),Rodri,Pass (Live),14
44,Jeremy Doku,Manchester City,0.03,,Blocked,16,Right Foot,,Rodri,Pass (Live),Manuel Akanji,Pass (Live),14
46,Bernardo Silva,Manchester City,0.06,0.26,Saved,23,Left Foot,,Erling Haaland,Pass (Live),Julian Alvarez,Pass (Live),14
47,Rodri,Manchester City,0.04,,Blocked,11,Head,,Julian Alvarez,Pass (Dead),Bernardo Silva,Shot,14
53,Brennan Johnson,Tottenham,0.01,0.05,Saved,32,Right Foot,,Destiny Udogie,Pass (Live),Son Heung-min,Pass (Live),14
54,Erling Haaland,Manchester City,0.21,,Off Target,7,Head,,Jack Grealish,Pass (Live),Josko Gvardiol,Pass (Live),14
56,Brennan Johnson,Tottenham,0.03,,Blocked,31,Right Foot,,Son Heung-min,Pass (Live),Son Heung-min,Take-On,14
69,Giovani Lo Celso,Tottenham,0.08,0.37,Goal,21,Left Foot,,Son Heung-min,Pass (Live),Ben Davies,Pass (Live),14
71,Giovani Lo Celso,Tottenham,0.04,,Blocked,23,Left Foot,,Pedro Porro,Pass (Dead),,,14
72,Pierre Hojbjerg,Tottenham,0.01,,Blocked,30,Right Foot,"Deflected, Volley",Giovani Lo Celso,Shot,,,14
75,Rodri,Manchester City,0.17,,Off Target,10,Right Foot,,Rico Lewis,Pass (Live),Rodri,Pass (Live),14
78,Josko Gvardiol,Manchester City,0.02,,Off Target,21,Right Foot,Volley,Bernardo Silva,Pass (Live),Julian Alvarez,Pass (Live),14
81,Jack Grealish,Manchester City,0.52,0.72,Goal,12,Right Foot,,Erling Haaland,Pass (Live),Rodri,Pass (Live),14
90,Dejan Kulusevski,Tottenham,0.11,0.51,Goal,9,Head,,Brennan Johnson,Pass (Live),Son Heung-min,Pass (Live),14
