Player,Team,Position,Gw,Fpts,Started,Opponent,Home,Fp/g,Ros rank,Rkov,G,Kp,At,Sot,Tkw,Dis,Yc,Rc,Acnc,Int,Clr,Cos,Bs,Aer,Pkm,Pkd,Og,Gao,Cs,Team_long,Ros %,Gp,Min
Son Heung-Min,TOT,F,5,2.5,1.0,,True,2.5,,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,100%,1,79
Bryan Mbeumo,BRF,F,5,2.5,1.0,,False,2.5,,22,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,,100%,1,90
Darwin Nunez,LIV,F,5,2.5,0.0,,False,2.5,,70,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,100%,1,33
Christian Eriksen,MUN,M,5,2.5,1.0,,True,2.5,,123,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,3,0,,67%,1,90
Rico Henry,BRF,D,5,2.5,1.0,,False,2.5,,142,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,30%,1,41
Bobby De Cordova-Reid,FUL,F,5,2.5,0.0,,True,2.5,,170,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,17%,1,8
Mahmoud Dahoud,BHA,M,5,2.5,1.0,,False,2.5,,232,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,,16%,1,76
Scott McTominay,MUN,M,5,2.5,1.0,,True,2.5,,262,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,3,0,,2%,1,84
Micky van de Ven,TOT,D,5,2.25,1.0,,True,2.25,,160,0,0,0,0,1,0,1,0,0,0,1,0,0,5,0,0,0,1,0,,61%,1,88
Ben Mee,BRF,D,5,2.25,1.0,,False,2.25,,338,0,0,0,0,3,2,0,0,0,1,1,0,0,1,0,0,0,1,0,,58%,1,71
Kurt Zouma,WHU,D,5,2.0,1.0,,True,2.0,,89,0,0,0,1,0,0,0,0,0,2,4,0,2,1,0,0,0,3,0,,65%,1,90
Beto,EVE,F,5,2.0,1.0,,True,2.0,,200,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,,41%,1,65
Ryan Gravenberch,LIV,M,5,2.0,0.0,,False,2.0,,360,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,37%,1,1
Oliver McBurnie,SHU,F,5,2.0,1.0,,False,2.0,,190,0,0,0,1,1,3,0,1,0,0,3,0,1,13,0,0,0,2,0,,21%,1,88
Facundo Pellistri,MUN,M,5,2.0,0.0,,True,2.0,,326,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,,17%,1,4
Anthony Martial,MUN,F,5,2.0,0.0,,True,2.0,,253,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,13%,1,25
Anel Ahmedhodzic,SHU,D,5,2.0,1.0,,False,2.0,,319,0,0,0,0,2,1,0,0,0,1,2,0,3,0,0,0,0,2,0,,12%,1,90
David Brooks,BOU,M,5,2.0,0.0,,True,2.0,,185,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6%,1,1
Johann Gudmundsson,BUR,M,5,2.0,1.0,,False,2.0,,228,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,,6%,1,62
Fabio Silva,WOL,F,5,2.0,0.0,,True,2.0,,231,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,,4%,1,28
Mike Tresor,BUR,F,5,2.0,0.0,,False,2.0,,332,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2%,1,13
Orel Mangala,NOT,M,5,2.0,1.0,,True,2.0,,256,0,1,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,1,0,,1%,1,70
Aaron Hickey,BRF,D,5,1.75,1.0,,False,1.75,,384,0,0,0,1,3,1,1,0,0,0,1,1,0,0,0,0,0,1,0,,10%,1,81
Jan-Paul van Hecke,BHA,D,5,1.75,1.0,,False,1.75,,239,0,0,0,0,0,0,1,0,0,1,3,0,2,2,0,0,0,1,0,,8%,1,90
Joe Worrall,NOT,D,5,1.75,1.0,,True,1.75,,224,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,1,0,,4%,1,90
Lucas Paqueta,WHU,M,5,1.5,1.0,,True,1.5,,40,0,0,0,0,1,1,1,0,0,1,1,2,0,0,0,0,0,3,0,,100%,1,90
Jordan Ayew,CRY,F,5,1.5,1.0,,False,1.5,,63,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,70%,1,24
Christian Norgaard,BRF,M,5,1.5,1.0,,False,1.5,,56,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,,55%,1,71
Billy Gilmour,BHA,M,5,1.5,0.0,,False,1.5,,69,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,49%,1,12
Amadou Onana,EVE,M,5,1.5,1.0,,True,1.5,,104,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,,28%,1,90
Curtis Jones,LIV,M,5,1.5,1.0,,False,1.5,,386,0,0,0,0,1,1,1,0,0,1,1,2,0,0,0,0,0,1,0,,21%,1,90
Boubacar Kamara,AVL,M,5,1.5,1.0,,True,1.5,,109,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,,16%,1,57
Marcos Senesi,BOU,D,5,1.5,0.0,,True,1.5,,285,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,,2%,1,16
Albert Sambi Lokonga,LUT,M,5,1.5,1.0,,False,1.5,,350,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,1%,1,73
Takehiro Tomiyasu,ARS,D,5,1.25,0.0,,False,1.25,,316,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,5%,1,9
Nuno Tavares,NOT,D,5,1.25,0.0,,True,1.25,,728,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,3%,1,36
Evan Ferguson,BHA,F,5,1.0,0.0,,False,1.0,,51,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,99%,1,4
Said Benrahma,WHU,M,5,1.0,0.0,,True,1.0,,135,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,,70%,1,21
John McGinn,AVL,M,5,1.0,1.0,,True,1.0,,87,0,1,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,,64%,1,70
Alex Iwobi,FUL,M,5,1.0,0.0,,True,1.0,,223,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,63%,1,27
Aaron Wan-Bissaka,MUN,D,5,1.0,0.0,,True,1.0,,143,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,59%,1,4
Victor Lindelof,MUN,D,5,1.0,1.0,,True,1.0,,264,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,,11%,1,90
Harrison Reed,FUL,M,5,1.0,1.0,,True,1.0,,152,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,8%,1,61
Chiedozie Ogbene,LUT,F,5,1.0,0.0,,False,1.0,,242,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,6%,1,15
Sergio Gomez,MCI,D,5,1.0,0.0,,False,1.0,,271,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,1%,1,1
Pelly Ruddock,LUT,M,5,1.0,0.0,,False,1.0,,302,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,1%,1,15
Naouirou Ahamada,CRY,M,5,1.0,0.0,,False,1.0,,334,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,,1%,1,1
Chris Basham,SHU,D,5,1.0,1.0,,False,1.0,,265,0,0,0,0,0,0,1,0,0,1,8,1,0,3,0,0,0,2,0,,0%,1,90
Jordan Beyer,BUR,D,5,0.75,1.0,,False,0.75,,335,0,0,0,0,0,1,0,0,0,0,9,0,0,1,0,0,0,1,0,,11%,1,86
Miguel Almiron,NEW,M,5,0.5,0.0,,True,0.5,,96,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,95%,1,6
Nicolas Jackson,CHE,F,5,0.5,1.0,,False,0.5,,125,0,0,0,1,0,2,1,0,0,0,0,1,0,1,0,0,0,0,1,,94%,1,90
Kai Havertz,ARS,F,5,0.5,0.0,,False,0.5,,165,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,82%,1,9
James Garner,EVE,M,5,0.5,0.0,,True,0.5,,75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,37%,1,9
Youri Tielemans,AVL,M,5,0.5,0.0,,True,0.5,,365,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,,34%,1,31
Cameron Archer,SHU,F,5,0.5,1.0,,False,0.5,,219,0,1,0,0,0,4,1,0,0,0,0,1,1,1,0,0,0,2,0,,12%,1,90
Neal Maupay,BRF,F,5,0.5,0.0,,False,0.5,,283,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,3%,1,17
Ameen Al Dakhil,BUR,D,5,0.5,1.0,,False,0.5,,726,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,,3%,1,90
Youssef Ramalho Chermiti,EVE,F,5,0.5,0.0,,True,0.5,,719,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0%,1,1
Tom Cairney,FUL,M,5,0.5,0.0,,True,0.5,,371,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0%,1,8
Matty Cash,AVL,D,5,0.25,1.0,,True,0.25,,66,0,0,0,0,2,0,1,0,1,1,1,0,0,0,0,0,0,1,0,,96%,1,90
Pau Torres,AVL,D,5,0.25,1.0,,True,0.25,,209,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,,58%,1,90
Sergio Reguilon,MUN,D,5,0.25,1.0,,True,0.25,,328,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,0,,34%,1,84
Gabriel Jesus,ARS,F,5,0.0,0.0,,False,0.0,,128,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,,100%,1,23
Alexis Mac Allister,LIV,M,5,0.0,1.0,,False,0.0,,188,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,,95%,1,45
Nathan Ake,MCI,D,5,0.0,0.0,,False,0.0,,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,94%,1,1
Ben Chilwell,CHE,D,5,0.0,0.0,,False,0.0,,115,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,85%,1,9
Matheus Nunes,MCI,M,5,0.0,0.0,,False,0.0,,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,78%,1,22
Alfie Doughty,LUT,M,5,0.0,0.0,,False,0.0,,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,42%,1,15
Raul Jimenez,FUL,F,5,0.0,1.0,,True,0.0,,226,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,,33%,1,61
Anass Zaroury,BUR,F,5,0.0,0.0,,False,0.0,,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18%,1,26
Pierre-Emile Hojbjerg,TOT,M,5,0.0,0.0,,True,0.0,,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16%,1,1
Rico Lewis,MCI,D,5,0.0,0.0,,False,0.0,,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13%,1,1
Ian Maatsen,CHE,D,5,0.0,0.0,,False,0.0,,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9%,1,8
Danny Ings,WHU,F,5,0.0,0.0,,True,0.0,,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8%,1,2
Luis Sinisterra,BOU,F,5,0.0,0.0,,True,0.0,,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6%,1,16
Tahith Chong,LUT,M,5,0.0,1.0,,False,0.0,,345,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,4%,1,73
Divock Origi,NOT,F,5,0.0,0.0,,True,0.0,,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4%,1,18
James Milner,BHA,M,5,0.0,0.0,,False,0.0,,310,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,2%,1,12
Calvin Bassey,FUL,D,5,0.0,0.0,,True,0.0,,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2%,1,1
Ryan Yates,NOT,M,5,0.0,0.0,,True,0.0,,244,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1%,1,18
Igor Julio dos Santos de Paulo,BHA,D,5,0.0,1.0,,False,0.0,,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1%,0,0
Hannes Delcroix,BUR,D,5,0.0,0.0,,False,0.0,,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1%,1,2
Tommy Doyle,WOL,M,5,0.0,0.0,,True,0.0,,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,1%,1,12
Oscar Bobb,MCI,M,5,0.0,0.0,,False,0.0,,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1%,1,1
Thilo Kehrer,WHU,D,5,0.0,0.0,,True,0.0,,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,1,2
Boubacar Traore,WOL,M,5,0.0,0.0,,True,0.0,,367,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,,0%,1,11
Jesurun Rak-Sakyi,CRY,M,5,0.0,0.0,,False,0.0,,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0%,1,1
Leander Dendoncker,AVL,M,5,0.0,0.0,,True,0.0,,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,1,1
Cauley Woodrow,LUT,F,5,0.0,0.0,,False,0.0,,270,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,0%,1,8
Deivid Washington de Souza Eugenio,CHE,F,5,0.0,1.0,,False,0.0,,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0
Tom Davies,SHU,M,5,0.0,0.0,,False,0.0,,346,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,2,0,,0%,1,8
Emiliano Marcondes Camargo Hansen,BOU,M,5,0.0,1.0,,True,0.0,,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0
Marc Jurado Gomez,MUN,D,5,0.0,1.0,,False,0.0,,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0
Jose Mateo Mejia Piedrahita,MUN,F,5,0.0,1.0,,True,0.0,,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0%,0,0
Gabriel Martinelli,ARS,M,5,-0.5,1.0,,False,-0.5,,120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,100%,1,23
Carlton Morris,LUT,F,5,-0.5,1.0,,False,-0.5,,44,0,0,0,0,1,5,0,0,0,0,0,0,0,2,0,0,0,1,0,,95%,1,73
Joachim Andersen,CRY,D,5,-0.5,1.0,,False,-0.5,,9,0,1,0,0,0,0,0,0,0,1,6,0,0,1,0,0,0,3,0,,92%,1,90
Eddie Nketiah,ARS,F,5,-0.5,1.0,,False,-0.5,,55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,84%,1,65
Alejandro Garnacho,MUN,M,5,-0.5,0.0,,True,-0.5,,280,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,52%,1,4
Kevin Schade,BRF,M,5,-0.5,0.0,,False,-0.5,,140,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,33%,1,17
Matt Doherty,WOL,D,5,-0.5,0.0,,True,-0.5,,372,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,,17%,1,29
Chris Wood,NOT,F,5,-0.5,0.0,,True,-0.5,,235,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2%,1,1
Chris Richards,CRY,D,5,-0.5,1.0,,False,-0.5,,712,0,0,0,0,0,0,0,0,0,1,6,0,2,1,0,0,0,3,0,,0%,1,90
Auston Trusty,SHU,D,5,-0.75,0.0,,False,-0.75,,393,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,2,0,,0%,1,3
Dwight McNeil,EVE,M,5,-1.0,1.0,,True,-1.0,,216,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,,81%,1,87
Connor Roberts,BUR,D,5,-1.0,1.0,,False,-1.0,,731,0,0,0,0,0,1,1,0,0,2,2,0,1,0,0,0,0,1,0,,8%,1,90
Luke Thomas,SHU,D,5,-1.0,1.0,,False,-1.0,,722,0,0,0,0,1,1,0,0,0,0,6,0,0,1,0,0,0,2,0,,1%,1,90
Emerson,WHU,D,5,-1.75,1.0,,True,-1.75,,119,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3,0,,52%,1,90
Emerson,WHU,D,5,-1.75,1.0,,False,-1.75,,119,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3,0,,52%,1,90
Emerson,WHU,D,5,-1.75,0.0,,True,-1.75,,119,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3,0,,52%,1,90
Ashley Young,EVE,D,5,-1.75,1.0,,True,-1.75,,245,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,,17%,1,86
Gonzalo Montiel,NOT,D,5,-1.75,1.0,,True,-1.75,,348,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,,3%,1,52
Tyrick Mitchell,CRY,D,5,-2.0,1.0,,False,-2.0,,121,0,0,0,0,0,0,0,0,0,1,4,1,0,1,0,0,0,3,0,,32%,1,90
Craig Dawson,WOL,D,5,-2.25,1.0,,True,-2.25,,183,0,0,0,0,0,1,0,0,0,1,5,0,1,1,0,0,0,3,0,,14%,1,90
Edson Alvarez,WHU,M,5,-3.0,1.0,,True,-3.0,,240,0,0,0,0,0,2,1,0,0,0,6,0,0,0,0,0,0,1,0,,16%,1,67
Max Kilman,WOL,D,5,-3.5,1.0,,True,-3.5,,159,0,0,0,0,0,1,0,0,0,2,4,0,0,0,0,0,0,3,0,,23%,1,90
Joel Ward,CRY,D,5,-4.5,1.0,,False,-4.5,,154,0,0,0,0,2,0,1,0,0,1,2,0,0,0,0,0,0,3,0,,10%,1,90
Hugo Bueno,WOL,D,5,-8.5,0.0,,True,-8.5,,315,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,,2%,1,24
Erling Haaland,MCI,F,4,43.0,1.0,,True,43.0,,2,3,2,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,,100%,1,90
Evan Ferguson,BHA,F,4,37.0,1.0,,True,37.0,,51,3,0,0,4,0,1,0,0,0,0,0,2,0,1,0,0,0,0,1,,99%,1,80
Son Heung-Min,TOT,F,4,36.0,1.0,,False,36.0,,10,3,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,100%,1,71
Pedro Neto,WOL,F,4,28.5,1.0,,False,28.5,,7,0,3,2,2,1,1,0,0,4,1,0,1,0,0,0,0,0,3,0,,96%,1,90
Pedro Neto,WOL,F,4,28.5,1.0,,False,28.5,,7,0,3,2,2,1,1,0,0,4,1,0,1,0,0,0,0,0,3,0,,96%,1,90
Manor Solomon,TOT,F,4,28.0,1.0,,False,28.0,,81,0,5,2,0,2,0,0,0,0,1,0,3,0,0,0,0,0,1,0,,62%,1,67
Eberechi Eze,CRY,M,4,27.0,1.0,,True,27.0,,12,1,4,0,3,1,3,0,0,1,0,0,3,0,1,0,0,0,2,0,,100%,1,90
Julian Alvarez,MCI,F,4,26.0,1.0,,True,26.0,,6,1,0,2,1,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,,100%,1,88
Trent Alexander-Arnold,LIV,D,4,26.0,1.0,,True,26.0,,112,0,5,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,,100%,1,70
James Maddison,TOT,M,4,25.5,1.0,,False,25.5,,4,1,1,0,5,0,1,0,0,1,1,0,3,0,0,0,0,0,1,0,,100%,1,85
Odsonne Edouard,CRY,F,4,25.5,1.0,,True,25.5,,25,2,0,0,3,0,2,0,0,0,1,0,1,0,1,0,0,0,1,0,,80%,1,88
Kurt Zouma,WHU,D,4,24.75,1.0,,False,24.75,,89,1,0,0,1,1,0,0,0,0,3,11,0,1,7,0,0,0,1,0,,65%,1,90
Mohamed Salah,LIV,F,4,20.0,1.0,,True,20.0,,8,1,2,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,,100%,1,90
Willy Boly,NOT,D,4,19.75,1.0,,False,19.75,,42,0,0,0,0,1,0,0,0,0,2,7,0,4,5,0,0,0,0,1,,73%,1,90
Bukayo Saka,ARS,M,4,19.0,1.0,,True,19.0,,1,0,5,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,,100%,1,90
Abdoulaye Doucoure,EVE,M,4,19.0,1.0,,False,19.0,,23,1,2,0,3,1,1,1,0,0,0,0,1,0,1,0,0,0,2,0,,91%,1,90
Billy Gilmour,BHA,M,4,19.0,1.0,,True,19.0,,69,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,49%,1,76
Bryan Mbeumo,BRF,F,4,18.5,1.0,,True,18.5,,22,1,2,0,1,1,2,0,0,3,0,0,0,0,1,0,0,0,2,0,,100%,1,90
Mads Andersen,LUT,D,4,18.5,1.0,,True,18.5,,174,1,0,0,1,1,0,0,0,0,1,6,0,1,6,0,0,0,2,0,,4%,1,90
Dominik Szoboszlai,LIV,M,4,18.0,1.0,,True,18.0,,26,1,2,0,1,0,1,0,0,0,1,2,1,0,1,0,0,0,0,1,,100%,1,90
Kevin Schade,BRF,M,4,18.0,1.0,,True,18.0,,140,0,2,1,1,1,1,0,0,2,1,1,0,0,5,0,0,0,1,0,,33%,1,70
Anthony Elanga,NOT,F,4,17.5,0.0,,False,17.5,,103,1,0,0,3,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,,44%,1,45
Oliver McBurnie,SHU,F,4,17.0,1.0,,True,17.0,,190,0,1,1,2,0,0,0,0,0,1,1,1,0,6,0,0,0,2,0,,21%,1,90
Arnaut Danjuma Groeneveld,EVE,F,4,16.5,1.0,,False,16.5,,150,1,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,,36%,1,90
Nathan Ake,MCI,D,4,16.25,1.0,,True,16.25,,133,1,0,0,1,1,0,0,0,0,1,1,0,0,4,0,0,0,1,0,,94%,1,90
Kaoru Mitoma,BHA,M,4,16.0,1.0,,True,16.0,,15,0,3,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,,100%,1,90
Marcus Rashford,MUN,F,4,16.0,1.0,,False,16.0,,41,1,1,0,1,0,1,0,0,0,0,0,2,1,1,0,0,0,3,0,,100%,1,90
Darwin Nunez,LIV,F,4,15.5,1.0,,True,15.5,,70,0,1,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,,100%,1,64
Lyle Foster,BUR,F,4,15.5,1.0,,True,15.5,,144,1,1,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,5,0,,21%,1,90
Cameron Archer,SHU,F,4,15.5,1.0,,True,15.5,,219,1,0,1,1,0,5,0,0,0,0,0,1,0,0,0,0,0,2,0,,12%,1,74
Jean-Philippe Mateta,CRY,F,4,15.5,0.0,,True,15.5,,179,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,8%,1,18
Mathias Jensen,BRF,M,4,15.0,1.0,,True,15.0,,21,1,2,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,2,0,,97%,1,80
Cristian Romero,TOT,D,4,14.75,1.0,,False,14.75,,45,1,0,0,1,0,0,0,0,0,0,3,0,2,4,0,0,0,2,0,,90%,1,90
Jarrod Bowen,WHU,M,4,14.5,1.0,,False,14.5,,11,1,0,0,1,0,0,0,0,0,0,1,3,0,1,0,0,0,1,0,,100%,1,90
Declan Rice,ARS,M,4,14.5,1.0,,True,14.5,,67,1,0,0,1,0,0,0,0,0,2,1,0,0,3,0,0,0,1,0,,98%,1,90
Scott McKenna,NOT,D,4,14.25,1.0,,False,14.25,,138,0,2,0,0,0,0,0,0,0,0,5,0,2,1,0,0,0,0,1,,13%,1,90
Martin Odegaard,ARS,M,4,14.0,1.0,,True,14.0,,18,1,0,0,2,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,,100%,1,88
Gabriel Martinelli,ARS,M,4,14.0,1.0,,True,14.0,,120,0,1,1,0,0,2,0,0,2,0,0,5,0,0,0,0,0,1,0,,100%,1,88
Gabriel Jesus,ARS,F,4,14.0,0.0,,True,14.0,,128,1,1,0,1,0,1,1,0,0,0,0,3,0,1,0,0,0,0,0,,100%,1,13
Dominic Solanke,BOU,F,4,14.0,1.0,,False,14.0,,36,1,1,0,2,0,3,0,0,0,0,3,0,0,1,0,0,0,2,0,,94%,1,90
Hwang Hee-Chan,WOL,F,4,14.0,0.0,,False,14.0,,72,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,,28%,1,29
Lucas Paqueta,WHU,M,4,13.5,1.0,,False,13.5,,40,0,1,1,0,4,3,0,0,0,1,1,0,0,2,0,0,0,0,1,,100%,1,88
Carlton Morris,LUT,F,4,13.5,1.0,,True,13.5,,44,0,1,1,0,2,0,0,0,0,0,2,0,0,7,0,0,0,2,0,,95%,1,90
Christian Eriksen,MUN,M,4,13.5,1.0,,False,13.5,,123,0,2,1,0,0,1,0,0,1,1,0,0,2,0,0,0,0,3,0,,67%,1,90
Mario Lemina,WOL,M,4,13.5,1.0,,False,13.5,,147,0,2,0,0,5,1,0,0,1,3,3,0,0,2,0,0,0,3,0,,12%,1,90
James Ward-Prowse,WHU,M,4,13.0,1.0,,False,13.0,,13,0,1,1,0,1,0,0,0,0,1,2,2,0,2,0,0,0,1,0,,85%,1,90
Andrew Robertson,LIV,D,4,12.5,1.0,,True,12.5,,30,0,1,0,0,1,0,0,0,1,1,2,0,0,1,0,0,0,0,1,,100%,1,90
Callum Wilson,NEW,F,4,12.5,0.0,,False,12.5,,61,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,,97%,1,31
Matheus Cunha,WOL,F,4,12.5,1.0,,False,12.5,,64,1,0,0,1,1,6,0,0,0,0,0,3,0,1,0,0,0,3,0,,57%,1,90
Luca Koleosho,BUR,F,4,12.5,1.0,,True,12.5,,136,0,1,1,0,0,1,0,0,0,0,0,5,0,0,0,0,0,5,0,,26%,1,67
Joel Matip,LIV,D,4,12.5,1.0,,True,12.5,,189,0,1,0,0,1,0,0,0,0,1,2,0,0,2,0,0,0,0,1,,22%,1,90
