Player,Team,Position,GW,FPts,started,Opponent,Home,FP/G,ROS Rank,RkOv,G,KP,AT,SOT,TkW,DIS,YC,RC,ACNC,Int,CLR,CoS,BS,AER,PKM,PKD,OG,GAO,CS,Team_long,Ros %,GP,Min
Virgil van Dijk,LIV,D,1,13.25,,CHE,False,13.25,44,84,0,2,0,2,0,-0.0,0,0,0,5,1.25,0,0,5.0,0,0,0,-2,0,Liverpool,100%,1,90
Son Heung-Min,TOT,F,1,13.0,,,,13.0,11,10,0,8,0,0,1,-0.0,0,0,0,1,0.0,3,0,0.0,0,0,0,0,0,,100%,1,90
William Saliba,ARS,D,1,13.0,,NOT,True,13.0,108,98,0,0,0,0,0,-0.0,0,0,0,2,2.0,0,1,2.0,0,0,0,0,6,Arsenal,98%,1,90
Pedro Porro,TOT,D,1,12.75,,,,12.75,38,50,0,2,0,0,0,-0.0,0,0,1,1,0.75,1,1,0.0,0,0,0,0,6,,99%,1,87
Bruno Fernandes,MUN,M,1,12.5,,WOL,True,12.5,2,14,0,8,0,2,1,-0.0,-2,0,1,1,0.0,1,0,0.5,0,0,0,0,0,Manchester Utd,100%,1,90
Eddie Nketiah,ARS,F,1,12.5,,NOT,True,12.5,200,55,0,4,6,0,0,-1.5,0,0,0,0,0.0,2,0,0.0,0,2,0,0,0,Arsenal,84%,1,78
Matheus Cunha,WOL,F,1,12.5,,MUN,False,12.5,131,64,0,6,0,2,1,-1.5,0,0,0,0,0.0,5,0,0.0,0,0,0,0,0,Wolves,57%,1,90
Ollie Watkins,AVL,F,1,12.0,,NEW,False,12.0,21,3,0,6,6,0,0,-2.0,0,0,0,0,0.0,0,0,0.0,0,2,0,0,0,Aston Villa,100%,1,73
Thomas Partey,ARS,M,1,12.0,,NOT,True,12.0,200,182,0,2,0,2,3,-0.5,0,0,2,1,0.0,1,0,0.5,0,0,0,0,1,Arsenal,33%,1,90
Carney Chukwuemeka,CHE,M,1,12.0,,LIV,True,12.0,200,294,9,2,0,2,0,-0.0,-2,0,0,0,0.0,1,0,0.0,0,0,0,0,0,Chelsea,13%,1,45
Manuel Akanji,MCI,D,1,11.75,,BUR,False,11.75,200,106,0,2,0,0,0,-0.0,0,0,0,2,0.75,0,1,0.0,0,0,0,0,6,Manchester City,97%,1,90
Luke Shaw,MUN,D,1,11.75,,WOL,True,11.75,87,203,0,12,0,0,0,-0.0,0,0,0,0,0.75,1,1,1.0,0,0,0,-4,0,Manchester Utd,82%,1,90
Hwang Hee-Chan,WOL,F,1,11.5,,,,11.5,200,72,9,2,0,2,0,-0.5,-2,0,0,0,0.0,1,0,0.0,0,0,0,0,0,,28%,1,34
Andrew Robertson,LIV,D,1,11.25,,CHE,False,11.25,48,30,0,6,0,0,2,-0.0,0,0,0,1,0.25,0,0,4.0,0,0,0,-2,0,Liverpool,100%,1,90
Iyenoma Destiny Udogie,TOT,D,1,11.25,,,,11.25,43,73,0,2,0,2,0,-0.5,-2,0,0,0,0.75,2,0,1.0,0,0,0,0,6,,98%,1,69
Joe Worrall,NOT,D,1,11.25,,ARS,False,11.25,200,224,0,4,0,0,2,-0.0,0,0,0,0,1.25,0,0,6.0,0,0,0,-2,0,Nott'ham Forest,4%,1,90
Ben White,ARS,D,1,11.0,,NOT,True,11.0,116,27,0,0,0,0,0,-0.0,0,0,0,0,1.0,0,2,2.0,0,0,0,0,6,Arsenal,98%,1,90
Cristian Romero,TOT,D,1,11.0,,BRF,False,11.0,84,45,0,0,0,0,0,-0.0,0,0,0,1,1.0,0,3,0.0,0,0,0,0,6,Tottenham,90%,1,90
Michail Antonio,WHU,F,1,11.0,,BOU,False,11.0,129,88,9,0,0,2,0,-0.5,0,0,0,0,0.0,0,0,0.5,0,0,0,0,0,West Ham,79%,1,75
Chris Wood,NOT,F,1,11.0,,ARS,False,11.0,200,235,9,0,0,2,0,-0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,Nott'ham Forest,2%,1,5
Nathan Collins,BRF,D,1,10.75,,TOT,True,10.75,200,116,0,0,0,0,0,-0.0,0,0,0,0,1.75,2,0,1.0,0,0,0,0,6,Brentford,37%,1,90
Raheem Sterling,CHE,F,1,10.5,,LIV,True,10.5,34,52,0,2,0,0,1,-2.5,0,0,2,0,0.0,6,0,0.0,0,2,0,0,0,Chelsea,100%,1,90
Dominic Solanke,BOU,F,1,10.5,,WHU,True,10.5,61,36,0,4,6,0,0,-1.5,0,0,0,0,0.0,2,0,0.0,0,0,0,0,0,Bournemouth,94%,1,90
Micky van de Ven,TOT,D,1,10.25,,BRF,False,10.25,200,160,0,0,0,0,1,-0.0,0,0,0,1,0.25,1,1,0.0,0,0,0,0,6,Tottenham,61%,1,90
Josko Gvardiol,MCI,D,1,10.0,,BUR,False,10.0,200,141,0,0,0,0,1,-0.0,0,0,0,0,0.0,1,1,1.0,0,0,0,0,6,Manchester City,82%,1,90
Ben Davies,TOT,D,1,9.75,,,,9.75,200,286,0,0,7,0,1,-0.5,0,0,0,0,0.25,1,1,0.0,0,0,0,0,0,,8%,1,19
Kieran Trippier,NEW,D,1,9.5,,AVL,True,9.5,7,5,0,2,0,0,0,-0.0,0,0,2,2,0.5,2,2,1.0,0,0,0,-2,0,Newcastle Utd,100%,1,90
Kyle Walker,MCI,D,1,9.5,,BUR,False,9.5,200,79,0,2,0,0,0,-0.5,0,0,0,0,0.0,2,0,0.0,0,0,0,0,6,Manchester City,96%,1,90
Vinicius de Souza Costa,SHU,M,1,9.5,,,,9.5,200,157,0,2,0,2,3,-0.0,0,0,0,2,0.0,0,0,0.5,0,0,0,0,0,,3%,1,57
Neco Williams,NOT,D,1,9.25,,ARS,False,9.25,200,279,0,2,0,0,2,-1.0,0,0,1,4,0.25,0,1,2.0,0,0,0,-2,0,Nott'ham Forest,8%,1,90
Enzo Fernandez,CHE,M,1,9.0,,LIV,True,9.0,94,134,0,8,0,2,1,-0.0,0,0,1,0,0.0,1,0,0.0,-4,0,0,0,0,Chelsea,96%,1,90
Pau Torres,AVL,D,1,8.75,,NEW,False,8.75,200,209,0,0,0,0,0,-0.0,0,0,0,0,0.75,0,0,2.0,0,0,0,0,6,Aston Villa,58%,1,90
Eberechi Eze,CRY,M,1,8.5,,SHU,False,8.5,6,12,0,2,0,2,0,-0.5,0,0,1,0,0.0,3,0,1.0,0,0,0,0,0,Crystal Palace,100%,1,90
Casemiro,MUN,M,1,8.5,,WOL,True,8.5,65,71,0,0,0,4,2,-0.0,0,0,0,1,0.0,0,0,1.5,0,0,0,0,0,Manchester Utd,98%,1,90
Scott McKenna,NOT,D,1,8.5,,ARS,False,8.5,200,138,0,0,0,0,0,-0.0,0,0,0,1,1.5,0,0,8.0,0,0,0,-2,0,Nott'ham Forest,13%,1,90
Kristoffer Ajer,BRF,D,1,8.5,,TOT,True,8.5,200,238,0,2,7,0,0,-0.5,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,Brentford,2%,1,1
James Maddison,TOT,M,1,8.0,,BRF,False,8.0,5,4,0,4,0,2,0,-1.0,0,0,0,0,0.0,2,0,0.0,0,0,0,0,1,Tottenham,100%,1,90
Dejan Kulusevski,TOT,M,1,8.0,,BRF,False,8.0,28,19,0,2,0,4,0,-0.0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,1,Tottenham,100%,1,87
Moussa Diaby,AVL,F,1,8.0,,NEW,False,8.0,31,20,0,4,0,4,0,-0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,Aston Villa,97%,1,63
Yves Bissouma,TOT,M,1,8.0,,BRF,False,8.0,68,74,0,0,0,0,4,-0.5,0,0,0,1,0.0,1,1,0.5,0,0,0,0,1,Tottenham,81%,1,90
Rico Henry,BRF,D,1,8.0,,TOT,True,8.0,200,142,0,0,0,0,1,-0.5,-2,0,0,2,0.5,1,0,0.0,0,0,0,0,6,Brentford,30%,1,90
Ezri Konsa,AVL,D,1,7.75,,NEW,False,7.75,200,192,0,0,0,0,1,-0.0,0,0,0,0,0.75,0,0,0.0,0,0,0,0,6,Aston Villa,19%,1,90
Ruben Dias,MCI,D,1,7.5,,,,7.5,200,176,0,0,0,0,1,-0.0,0,0,0,0,0.5,0,0,0.0,0,0,0,0,6,,96%,1,90
Jefferson Lerma,CRY,M,1,7.5,,SHU,False,7.5,200,126,0,4,0,0,1,-0.0,0,0,0,2,0.0,0,0,0.5,0,0,0,0,0,Crystal Palace,46%,1,90
Anel Ahmedhodzic,SHU,D,1,7.5,,CRY,True,7.5,200,319,0,0,0,0,3,-0.5,0,0,0,1,1.0,1,1,5.0,0,0,0,-4,0,Sheffield Utd,12%,1,90
Harrison Reed,FUL,M,1,7.5,,EVE,False,7.5,200,152,0,6,0,0,2,-0.5,-2,0,0,0,0.0,0,1,1.0,0,0,0,0,0,Fulham,8%,1,66
Bukayo Saka,ARS,M,1,7.0,,NOT,True,7.0,4,1,0,4,0,0,0,-0.5,0,0,0,1,0.0,1,0,0.5,0,0,0,0,1,Arsenal,100%,1,88
Rodri,MCI,M,1,7.0,,BUR,False,7.0,36,54,0,0,0,0,2,-0.0,0,0,0,0,0.0,3,0,1.0,0,0,0,0,1,Manchester City,99%,1,90
Pedro Neto,WOL,F,1,7.0,,MUN,False,7.0,20,7,0,4,0,0,0,-1.0,0,0,0,1,0.0,3,0,0.0,0,0,0,0,0,Wolves,96%,1,90
Mykhailo Mudryk,CHE,M,1,7.0,,LIV,True,7.0,109,214,0,4,0,0,1,-0.0,0,0,2,0,0.0,0,0,0.0,0,0,0,0,0,Chelsea,79%,1,45
Christian Norgaard,BRF,M,1,7.0,,TOT,True,7.0,123,56,0,0,0,0,3,-0.0,0,0,0,1,0.0,0,1,1.0,0,0,0,0,1,Brentford,55%,1,78
Harry Wilson,FUL,M,1,7.0,,EVE,False,7.0,200,198,0,2,0,4,0,-0.0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,Fulham,48%,1,90
Jeffrey Schlupp,CRY,M,1,7.0,,SHU,False,7.0,138,118,0,4,0,0,1,-0.0,0,0,0,0,0.0,1,0,1.0,0,0,0,0,0,Crystal Palace,31%,1,73
Hamed Traore,BOU,M,1,7.0,,,,7.0,200,296,0,0,0,4,0,-0.0,0,0,0,0,0.0,3,0,0.0,0,0,0,0,0,,25%,1,5
Erling Haaland,MCI,F,1,6.5,,BUR,False,6.5,1,2,0,2,0,4,0,-0.5,0,0,0,1,0.0,0,0,0.0,0,0,0,0,0,Manchester City,100%,1,90
Declan Rice,ARS,M,1,6.5,,NOT,True,6.5,66,67,0,2,0,0,0,-0.0,0,0,0,1,0.0,0,2,0.5,0,0,0,0,1,Arsenal,98%,1,90
Conor Gallagher,CHE,M,1,6.5,,LIV,True,6.5,150,108,0,0,0,2,1,-0.0,0,0,0,2,0.0,1,0,0.5,0,0,0,0,0,Chelsea,77%,1,74
Alejandro Garnacho,MUN,M,1,6.5,,WOL,True,6.5,200,280,0,2,0,2,0,-0.0,0,0,0,1,0.0,1,0,0.5,0,0,0,0,0,Manchester Utd,52%,1,65
Danilo,NOT,M,1,6.5,,ARS,False,6.5,200,237,0,4,0,0,0,-0.0,0,0,0,2,0.0,0,0,0.5,0,0,0,0,0,Nott'ham Forest,11%,1,88
John Egan,SHU,D,1,6.5,,CRY,True,6.5,200,304,0,0,0,0,1,-0.0,0,0,0,4,0.5,0,0,5.0,0,0,0,-4,0,Sheffield Utd,6%,1,90
Sasa Lukic,FUL,M,1,6.5,,EVE,False,6.5,200,282,0,2,0,0,1,-0.0,0,0,0,0,0.0,3,0,0.5,0,0,0,0,0,Fulham,1%,1,90
Nayef Aguerd,WHU,D,1,6.25,,BOU,False,6.25,200,105,10,0,0,2,0,-0.5,0,-7,0,3,0.75,0,0,0.0,0,0,0,-2,0,West Ham,32%,1,66
Mason Mount,MUN,M,1,6.0,,WOL,True,6.0,64,254,0,4,0,0,1,-0.0,0,0,0,0,0.0,0,1,0.0,0,0,0,0,0,Manchester Utd,96%,1,84
Cody Gakpo,LIV,F,1,6.0,,CHE,False,6.0,59,102,0,2,0,0,1,-0.0,0,0,0,0,0.0,2,0,1.0,0,0,0,0,0,Liverpool,95%,1,62
Odsonne Edouard,CRY,F,1,6.0,,SHU,False,6.0,97,25,0,2,0,2,0,-0.0,0,0,0,0,0.0,1,0,1.0,0,0,0,0,0,Crystal Palace,80%,1,90
Elliot Anderson,NEW,M,1,6.0,,AVL,True,6.0,200,110,0,2,0,0,0,-0.0,0,0,1,1,0.0,1,1,0.0,0,0,0,0,0,Newcastle Utd,28%,1,22
Mario Lemina,WOL,M,1,6.0,,MUN,False,6.0,200,147,0,0,0,0,2,-0.5,0,0,0,1,0.0,2,1,0.5,0,0,0,0,0,Wolves,12%,1,90
Aaron Hickey,BRF,D,1,6.0,,TOT,True,6.0,200,384,0,0,0,0,0,-0.0,-2,0,0,1,0.0,1,0,0.0,0,0,0,0,6,Brentford,10%,1,77
Fabio Silva,WOL,F,1,6.0,,MUN,False,6.0,200,231,0,2,0,2,2,-1.0,0,0,0,0,0.0,1,0,0.0,0,0,0,0,0,Wolves,4%,1,54
Pablo Fornals,WHU,M,1,6.0,,BOU,False,6.0,200,252,0,2,0,2,0,-0.0,0,0,0,1,0.0,1,0,0.0,0,0,0,0,0,West Ham,2%,1,13
Milos Kerkez,BOU,D,1,5.75,,WHU,True,5.75,200,247,0,0,0,0,2,-0.0,0,0,1,4,0.75,1,0,3.0,0,0,0,-6,0,Bournemouth,27%,1,90
James Garner,EVE,M,1,5.5,,FUL,True,5.5,141,75,0,2,0,0,1,-0.0,0,0,0,0,0.0,1,1,0.5,0,0,0,0,0,Everton,37%,1,90
Justin Kluivert,BOU,M,1,5.5,,WHU,True,5.5,200,229,0,2,0,2,0,-0.5,0,0,0,1,0.0,1,0,0.0,0,0,0,0,0,Bournemouth,25%,1,26
Lewis Dobbin,EVE,F,1,5.5,,FUL,True,5.5,200,276,0,2,0,0,1,-0.5,0,0,0,0,0.0,3,0,0.0,0,0,0,0,0,Everton,1%,1,45
Marcus Rashford,MUN,F,1,5.0,,WOL,True,5.0,22,41,0,4,0,2,0,-2.0,0,0,0,0,0.0,1,0,0.0,0,0,0,0,0,Manchester Utd,100%,1,84
Joelinton,NEW,M,1,5.0,,AVL,True,5.0,105,184,0,4,0,0,0,-0.0,-2,0,0,2,0.0,0,1,0.0,0,0,0,0,0,Newcastle Utd,82%,1,56
Philip Billing,BOU,M,1,5.0,,WHU,True,5.0,139,107,0,0,0,0,2,-0.5,0,0,0,1,0.0,1,1,0.5,0,0,0,0,0,Bournemouth,72%,1,90
Vitaly Janelt,BRF,M,1,5.0,,TOT,True,5.0,200,130,0,2,0,0,1,-0.0,0,0,0,1,0.0,0,0,0.0,0,0,0,0,1,Brentford,10%,1,90
Philippe Coutinho,AVL,M,1,5.0,,NEW,False,5.0,200,320,0,0,0,2,0,-0.0,0,0,0,0,0.0,3,0,0.0,0,0,0,0,0,Aston Villa,2%,1,20
Joachim Andersen,CRY,D,1,4.75,,SHU,False,4.75,71,9,0,0,0,0,0,-0.0,0,0,1,1,0.75,1,1,2.0,0,0,0,-2,0,Crystal Palace,92%,1,90
Ben Chilwell,CHE,D,1,4.75,,LIV,True,4.75,35,115,0,4,0,0,1,-0.5,0,0,1,0,0.25,1,0,2.0,0,0,0,-4,0,Chelsea,85%,1,60
Kenny Tete,FUL,D,1,4.75,,EVE,False,4.75,200,208,0,0,0,0,3,-0.5,0,0,0,1,1.25,3,0,1.0,0,0,0,-4,0,Fulham,69%,1,85
Jarrod Bowen,WHU,M,1,4.5,,BOU,False,4.5,16,11,0,0,0,4,1,-1.0,0,0,0,0,0.0,0,0,0.5,0,0,0,0,0,West Ham,100%,1,90
Gabriel Martinelli,ARS,M,1,4.5,,NOT,True,4.5,18,120,0,0,0,0,1,-0.5,0,0,0,2,0.0,0,0,1.0,0,0,0,0,1,Arsenal,100%,1,69
Nicolas Jackson,CHE,F,1,4.5,,LIV,True,4.5,52,125,0,2,0,0,3,-0.5,-2,0,0,0,0.0,1,0,1.0,0,0,0,0,0,Chelsea,94%,1,90
Abdoulaye Doucoure,EVE,M,1,4.5,,FUL,True,4.5,46,23,0,2,0,0,0,-0.5,0,0,0,1,0.0,2,0,0.0,0,0,0,0,0,Everton,91%,1,88
Ibrahima Konate,LIV,D,1,4.5,,CHE,False,4.5,122,260,0,0,0,0,2,-0.0,0,0,0,0,0.5,2,0,2.0,0,0,0,-2,0,Liverpool,68%,1,90
Tyrick Mitchell,CRY,D,1,4.5,,SHU,False,4.5,200,121,0,4,0,0,2,-1.0,0,0,1,0,0.5,0,0,0.0,0,0,0,-2,0,Crystal Palace,32%,1,90
David Brooks,BOU,M,1,4.5,,WHU,True,4.5,200,185,0,4,0,0,0,-0.0,0,0,0,0,0.0,0,0,0.5,0,0,0,0,0,Bournemouth,6%,1,13
Diego Carlos,AVL,D,1,4.5,,NEW,False,4.5,200,308,0,0,0,0,2,-0.0,0,0,0,0,0.5,0,1,1.0,0,0,0,0,0,Aston Villa,4%,1,25
Raphael Varane,MUN,D,1,4.25,,WOL,True,4.25,200,164,0,0,0,2,1,-0.0,0,0,0,1,1.25,1,0,2.0,0,0,0,-4,0,Manchester Utd,75%,1,90
Illia Zabarnyi,BOU,D,1,4.25,,WHU,True,4.25,200,213,0,0,0,0,0,-0.0,0,0,0,2,1.25,1,4,2.0,0,0,0,-6,0,Bournemouth,7%,1,90
Jack Robinson,SHU,D,1,4.25,,CRY,True,4.25,200,288,0,0,0,0,2,-0.0,0,0,0,4,0.25,0,1,1.0,0,0,0,-4,0,Sheffield Utd,2%,1,90
Jack Grealish,MCI,M,1,4.0,,,,4.0,24,201,0,0,0,0,1,-1.0,0,0,0,1,0.0,1,1,0.0,0,0,0,0,1,,99%,1,90
Thiago Silva,CHE,D,1,4.0,,LIV,True,4.0,95,90,0,0,0,0,0,-0.0,0,0,0,0,1.0,0,2,7.0,0,0,0,-6,0,Chelsea,91%,1,90
Mateo Kovacic,MCI,M,1,4.0,,BUR,False,4.0,200,202,0,0,0,0,1,-0.0,0,0,0,0,0.0,2,0,0.0,0,0,0,0,1,Manchester City,74%,1,90
Willy Boly,NOT,D,1,4.0,,ARS,False,4.0,111,42,0,0,0,2,1,-0.0,-2,0,0,3,1.0,0,0,1.0,0,0,0,-2,0,Nott'ham Forest,73%,1,68
Jordan Ayew,CRY,F,1,4.0,,SHU,False,4.0,117,63,0,2,0,0,2,-0.0,-2,0,0,0,0.0,1,0,1.0,0,0,0,0,0,Crystal Palace,70%,1,90
Ivan Perisic,TOT,M,1,4.0,,BRF,False,4.0,200,194,0,4,0,0,0,-0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,Tottenham,23%,1,19
Joe Rothwell,BOU,M,1,4.0,,WHU,True,4.0,200,268,0,2,0,0,0,-0.0,0,0,0,2,0.0,0,0,0.0,0,0,0,0,0,Bournemouth,1%,1,75
Pascal Gross,BHA,M,1,3.5,,LUT,True,3.5,26,24,0,4,0,0,0,-0.5,-2,0,0,1,0.0,1,0,0.0,0,0,0,0,0,Brighton,100%,1,80
Andreas Pereira,FUL,M,1,3.5,,EVE,False,3.5,67,132,0,2,0,0,0,-0.5,0,0,0,0,0.0,2,0,0.0,0,0,0,0,0,Fulham,89%,1,67
Antony,MUN,F,1,3.5,,WOL,True,3.5,200,163,0,2,0,0,2,-0.5,-2,0,0,2,0.0,0,0,0.0,0,0,0,0,0,Manchester Utd,69%,1,65
Ryan Christie,BOU,M,1,3.5,,WHU,True,3.5,133,76,0,0,0,0,1,-0.5,0,0,0,2,0.0,0,1,0.0,0,0,0,0,0,Bournemouth,34%,1,62
Boubacar Kamara,AVL,M,1,3.5,,NEW,False,3.5,200,109,0,0,0,0,1,-0.0,0,0,0,1,0.0,0,0,0.5,0,0,0,0,1,Aston Villa,16%,1,90
Adam Webster,BHA,D,1,3.5,,,,3.5,200,389,0,0,0,0,3,-0.0,-2,0,0,1,1.5,0,1,1.0,0,0,0,-2,0,,6%,1,90
Benie Traore,SHU,F,1,3.5,,,,3.5,200,257,0,0,0,2,0,-0.5,0,0,0,0,0.0,2,0,0.0,0,0,0,0,0,,3%,1,81
Orel Mangala,NOT,M,1,3.5,,ARS,False,3.5,200,256,0,0,0,0,2,-0.5,0,0,0,2,0.0,0,0,0.0,0,0,0,0,0,Nott'ham Forest,1%,1,68
Jesurun Rak-Sakyi,CRY,M,1,3.5,,,,3.5,200,356,0,2,0,0,0,-0.0,0,0,0,0,0.0,1,0,0.5,0,0,0,0,0,,0%,1,6
Gabriel Magalhaes,ARS,D,1,3.25,,,,3.25,121,148,0,0,0,0,1,-0.0,0,0,0,0,0.25,0,2,0.0,0,0,0,0,0,,87%,1,19
Callum Wilson,NEW,F,1,3.0,,AVL,True,3.0,55,61,0,2,0,0,0,-0.0,0,0,0,0,0.0,1,0,0.0,0,0,0,0,0,Newcastle Utd,97%,1,23
Kai Havertz,ARS,F,1,3.0,,NOT,True,3.0,120,165,0,2,0,0,0,-0.0,-2,0,0,1,0.0,0,0,2.0,0,0,0,0,0,Arsenal,82%,1,90
Moises Caicedo,CHE,M,1,3.0,,,,3.0,200,251,0,0,0,0,1,-0.0,0,0,0,0,0.0,1,0,1.0,0,0,0,0,0,,69%,1,28
Christian Eriksen,MUN,M,1,3.0,,WOL,True,3.0,143,123,0,0,0,0,2,-0.0,0,0,0,0,0.0,0,1,0.0,0,0,0,0,0,Manchester Utd,67%,1,23
Alex Iwobi,FUL,M,1,3.0,,FUL,True,3.0,101,223,0,2,0,0,0,-0.0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,Everton,63%,1,49
Arnaut Danjuma Groeneveld,EVE,F,1,3.0,,,,3.0,83,150,0,0,0,2,0,-1.0,0,0,0,0,0.0,2,0,0.0,0,0,0,0,0,,36%,1,51
Jadon Sancho,MUN,M,1,3.0,,WOL,True,3.0,200,330,0,0,0,0,0,-0.0,0,0,0,0,0.0,3,0,0.0,0,0,0,0,0,Manchester Utd,35%,1,23
James Milner,BHA,M,1,3.0,,LUT,True,3.0,200,310,0,2,0,0,2,-0.5,-2,0,0,1,0.0,0,0,0.5,0,0,0,0,0,Brighton,2%,1,56
Marcos Senesi,BOU,D,1,3.0,,WHU,True,3.0,200,285,0,2,0,0,3,-0.0,0,0,0,2,2.0,0,0,0.0,0,0,0,-6,0,Bournemouth,2%,1,83
Evan Ferguson,BHA,F,1,2.5,,LUT,True,2.5,56,51,0,0,0,0,0,-0.0,0,0,0,0,0.0,1,1,0.5,0,0,0,0,0,Brighton,99%,1,22
Sven Botman,NEW,D,1,2.5,,AVL,True,2.5,103,68,0,0,0,0,1,-0.0,0,0,0,0,0.5,0,0,3.0,0,0,0,-2,0,Newcastle Utd,97%,1,90
Miguel Almiron,NEW,M,1,2.5,,AVL,True,2.5,69,96,0,4,0,0,0,-1.5,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,Newcastle Utd,95%,1,85
Richarlison,TOT,F,1,2.5,,BRF,False,2.5,80,93,0,2,0,0,0,-1.5,0,0,0,0,0.0,1,1,0.0,0,0,0,0,0,Tottenham,86%,1,69
Said Benrahma,WHU,M,1,2.5,,BOU,False,2.5,88,135,0,0,0,0,0,-0.5,0,0,1,0,0.0,2,0,0.0,0,0,0,0,0,West Ham,70%,1,68
Malo Gusto,CHE,D,1,2.5,,LIV,True,2.5,200,124,0,0,0,0,2,-0.0,0,0,1,1,0.5,1,1,0.0,0,0,0,-4,0,Chelsea,55%,1,82
Billy Gilmour,BHA,M,1,2.5,,LUT,True,2.5,200,69,0,0,0,0,3,-0.5,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,Brighton,49%,1,90
Amadou Onana,EVE,M,1,2.5,,FUL,True,2.5,200,104,0,0,0,0,1,-0.0,0,0,0,0,0.0,0,0,1.5,0,0,0,0,0,Everton,28%,1,90
Oliver Norwood,SHU,M,1,2.5,,CRY,True,2.5,200,166,0,0,0,0,3,-0.0,-2,0,0,1,0.0,0,0,0.5,0,0,0,0,0,Sheffield Utd,14%,1,90
Ryan Yates,NOT,M,1,2.5,,ARS,False,2.5,200,244,0,0,0,0,1,-0.5,0,0,0,2,0.0,0,0,0.0,0,0,0,0,0,Nott'ham Forest,1%,1,20
Joel Veltman,BHA,D,1,2.25,,LUT,True,2.25,200,217,0,0,0,0,2,-0.0,0,0,0,0,0.25,0,2,0.0,0,0,0,-2,0,Brighton,25%,1,32
Toti,WOL,D,1,2.25,,,,2.25,200,342,0,0,0,0,0,-0.0,0,0,0,1,0.25,0,1,0.0,0,0,0,0,0,,0%,1,18
Dan Burn,NEW,D,1,2.0,,AVL,True,2.0,93,62,0,0,0,0,1,-0.0,0,0,0,1,0.0,0,1,1.0,0,0,0,-2,0,Newcastle Utd,95%,1,90
Noni Madueke,CHE,F,1,2.0,,,,2.0,200,362,0,0,0,2,0,-0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,,28%,1,14
Mahmoud Dahoud,BHA,M,1,2.0,,LUT,True,2.0,200,232,0,2,0,0,0,-0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,Brighton,16%,1,8
Pierre-Emile Hojbjerg,TOT,M,1,2.0,,,,2.0,200,385,0,0,0,0,0,-0.0,0,0,0,0,0.0,1,1,0.0,0,0,0,0,0,,16%,1,13
Anthony Martial,MUN,F,1,2.0,,,,2.0,200,253,0,2,0,0,0,-0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,,13%,1,4
Joao Gomes,WOL,M,1,2.0,,MUN,False,2.0,200,151,0,0,0,0,0,-1.0,0,0,1,1,0.0,1,0,0.0,0,0,0,0,0,Wolves,10%,1,55
Joel Ward,CRY,D,1,2.0,,SHU,False,2.0,200,154,0,0,0,0,1,-0.0,0,0,0,1,0.0,1,1,0.0,0,0,0,-2,0,Crystal Palace,10%,1,82
Max Aarons,BOU,D,1,2.0,,WHU,True,2.0,200,292,0,0,0,0,2,-0.0,0,0,1,0,1.0,0,2,2.0,0,0,0,-6,0,Bournemouth,7%,1,90
Wataru Endo,LIV,M,1,2.0,,,,2.0,200,359,0,0,0,0,1,-0.0,0,0,0,1,0.0,0,0,0.0,0,0,0,0,0,,5%,1,26
Keane Lewis-Potter,BRF,F,1,2.0,,,,2.0,200,300,0,0,0,2,0,-0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,,2%,1,18
Adam Lallana,BHA,M,1,2.0,,,,2.0,200,317,0,2,0,0,0,-0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,,1%,1,8
Naouirou Ahamada,CRY,M,1,2.0,,,,2.0,200,334,0,0,0,0,2,-0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,,1%,1,15
Chris Basham,SHU,D,1,2.0,,CRY,True,2.0,200,265,0,0,0,0,1,-0.0,0,0,0,0,0.0,1,2,0.0,0,0,0,-2,0,Sheffield Utd,0%,1,31
Vladimir Coufal,WHU,D,1,1.5,,BOU,False,1.5,137,32,0,0,0,0,0,-0.5,0,0,1,1,1.0,0,0,1.0,0,0,0,-2,0,West Ham,74%,1,90
Lewis Dunk,BHA,D,1,1.5,,LUT,True,1.5,200,309,0,0,0,0,1,-0.0,0,0,0,1,0.5,0,0,1.0,0,0,0,-2,0,Brighton,49%,1,90
Danny Welbeck,BHA,F,1,1.5,,LUT,True,1.5,200,186,0,2,0,2,0,-2.5,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,Brighton,37%,1,56
Edson Alvarez,WHU,M,1,1.5,,,,1.5,200,240,0,0,0,0,0,-0.0,0,0,0,1,0.0,0,0,0.5,0,0,0,0,0,,16%,1,8
