"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","%D","ADP","Ros","+/-","GP","Min","G","KP","AT","SOT","TkW","DIS","YC","RC","ACNC","Int","CLR","CoS","BS","AER","PKM","PKD","OG","GAO","CS"
"*05tre*","Vitaly Janelt","BRF","M","128","W (Thu)","BUR 0<br/>@BRF 3 F","5","5","2%","1120.66","16%","+5.3%","1","90","0","2","0","0","0","0","1","0","1","0","0","0","0","2","0","0","0","0","1"
"*06dqv*","Luca Koleosho","BUR","F","119","W (Thu)","BUR 0<br/>@BRF 3 F","5","5","0%","1155.68","9%","-1.6%","1","45","0","0","0","0","2","0","0","0","0","0","0","3","0","0","0","0","0","2","0"
"*05ylx*","Dejan Kulusevski","TOT","M","27","Vroom","FUL 0<br/>@TOT 2 F","4.5","4.5","100%","44.11","100%","-0.1%","1","90","0","1","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","1"
"*0427d*","James Tarkowski","EVE","D","37","Adam","EVE 0<br/>@LIV 2 F","4.5","4.5","94%","94.54","92%","-0.8%","1","90","0","0","0","0","1","0","1","0","0","1","2","0","4","4","0","0","0","2","0"
"*03vll*","Michail Antonio","WHU","F","113","Pancake","WHU 1<br/>@AVL 4 F","4.5","4.5","41%","144.07","72%","-1.9%","1","88","0","0","0","1","1","2","0","0","0","0","0","2","0","1","0","0","0","4","0"
"*04spw*","James Garner","EVE","M","60","Vroom","EVE 0<br/>@LIV 2 F","4.5","4.5","5%","381.91","57%","+9.7%","1","90","0","0","0","0","2","0","0","0","0","0","3","1","0","3","0","0","0","2","0"
"*04qrc*","Raul Jimenez","FUL","F","237","W (Thu)","FUL 0<br/>@TOT 2 F","4.5","4.5","64%","131.85","27%","-3.7%","1","45","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0"
"*05o4c*","Timothy Castagne","FUL","D","192","4b. DcbB","FUL 0<br/>@TOT 2 F","4.25","4.25","0%","-","35%","-15%","1","90","0","1","0","0","0","0","0","0","1","3","1","2","0","0","0","0","0","2","0"
"*06exb*","Rasmus Hojlund","MUN","F","270","Maddihat","MUN 2<br/>@SHU 1 F","4","4","74%","60.8","87%","-0.5%","1","62","0","0","0","2","0","2","0","0","0","0","0","1","0","0","0","0","0","1","0"
"*03jly*","Andreas Pereira","FUL","M","115","deceptiv","FUL 0<br/>@TOT 2 F","4","4","98%","75.6","86%","-2.3%","1","45","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"*0554i*","Joelinton","NEW","M","217","4b. DcbB","CRY 0<br/>@NEW 4 F","4","4","100%","65.6","82%","+4%","1","79","0","0","0","0","2","1","0","0","0","1","0","0","0","1","0","0","0","0","1"
"*05w7t*","Pape Sarr","TOT","M","54","4b. DcbB","FUL 0<br/>@TOT 2 F","4","4","2%","372.01","80%","+2.1%","1","61","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1"
"*0626q*","Simon Adingra","BHA","F","76","deceptiv","BHA 1<br/>@MCI 2 F","4","4","9%","316","52%","+18.8%","1","90","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","2","0"
"*03rxs*","Harry Wilson","FUL","M","218","W (Thu)","FUL 0<br/>@TOT 2 F","4","4","90%","100.7","40%","-4%","1","27","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"*068lx*","Dango Ouattara","BOU","F","261","W (Thu)","WOL 2<br/>@BOU 1 F","4","4","55%","132.65","24%","-5.2%","1","14","0","1","0","0","1","1","0","0","0","0","0","1","0","1","0","0","0","1","0"
"*06fy5*","Mike Tresor","BUR","F","319","W (Thu)","BUR 0<br/>@BRF 3 F","4","4","0%","-","1%","-0.5%","1","65","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"*05rjn*","Jesurun Rak-Sakyi","CRY","M","294","W (Thu)","CRY 0<br/>@NEW 4 F","4","4","0%","1105.6","1%","+0.6%","1","28","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"*064a1*","Boubacar Traore","WOL","M","325","W (Thu)","WOL 2<br/>@BOU 1 F","4","4","0%","1152.6","1%","+0.3%","1","90","0","0","0","0","5","1","1","0","0","1","0","0","0","1","0","0","0","1","0"
"*052k8*","Tommy Doyle","WOL","M","367","W (Thu)","WOL 2<br/>@BOU 1 F","4","4","0%","-","0%","-0.1%","1","45","0","1","0","0","1","2","0","0","1","1","0","0","0","0","0","0","0","0","0"
"*05o4b*","Matty Cash","AVL","D","82","deceptiv","WHU 1<br/>@AVL 4 F","3.75","3.75","93%","106.8","98%","0%","1","90","0","0","0","0","3","0","0","0","0","1","3","0","1","0","0","0","0","1","0"
"*04fk6*","Bernardo Silva","MCI","M","158","Vroom","BHA 1<br/>@MCI 2 F","3.5","3.5","100%","58.44","99%","-0.2%","1","90","0","2","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0"
"*02lm7*","Jack Grealish","MCI","M","232","Pancake","BHA 1<br/>@MCI 2 F","3.5","3.5","100%","15.01","98%","-0.4%","1","14","0","0","0","0","3","0","1","0","0","2","1","0","0","1","0","0","0","0","0"
"*0649i*","Antony","MUN","F","199","avitek","MUN 2<br/>@SHU 1 F","3.5","3.5","99%","64.58","79%","+2%","1","63","0","0","0","1","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0"
"*05rb8*","Moises Caicedo","CHE","M","205","W (Thu)","ARS 2<br/>@CHE 2 F","3.5","3.5","91%","101.42","67%","-2.2%","1","90","0","1","0","0","1","1","0","0","0","1","2","0","0","0","0","0","0","2","0"
"*043qz*","Pierre-Emile Hojbjerg","TOT","M","351","W (Thu)","FUL 0<br/>@TOT 2 F","3.5","3.5","42%","141.08","21%","+5.9%","1","90","0","0","0","1","0","0","1","0","0","2","0","0","0","1","0","0","0","0","1"
"*05w9m*","Emerson Royal","TOT","D","288","W (Thu)","FUL 0<br/>@TOT 2 F","3.5","3.5","29%","149.18","17%","-0.4%","1","33","0","0","0","0","1","0","0","0","0","0","2","0","2","0","0","0","0","0","0"
"*04s8k*","Jorginho","ARS","M","343","W (Thu)","ARS 2<br/>@CHE 2 F","3.5","3.5","7%","334.49","6%","-1.9%","1","67","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","2","0"
"*05o8o*","Jayden Bogle","SHU","D","228","W (Thu)","MUN 2<br/>@SHU 1 F","3.5","3.5","0%","1136.68","6%","+0.6%","1","90","0","0","0","0","0","0","0","0","0","1","2","0","1","5","0","0","0","2","0"
"*03ybi*","Marcus Rashford","MUN","F","53","Maddihat","MUN 2<br/>@SHU 1 F","3","3","100%","7.82","100%","+0.1%","1","87","0","1","0","0","0","2","0","0","0","0","0","1","0","2","0","0","0","1","0"
"*045c8*","Gabriel Jesus","ARS","F","149","Adam","ARS 2<br/>@CHE 2 F","3","3","100%","20.8","100%","0%","1","67","0","0","0","0","1","0","0","0","0","1","0","0","0","2","0","0","0","2","0"
"*04e1e*","Ben White","ARS","D","33","Vroom","ARS 2<br/>@CHE 2 F","3","3","98%","87.21","100%","+0.7%","1","90","0","2","0","0","0","0","1","0","1","1","0","0","1","2","0","0","0","2","0"
"*04yo6*","Miguel Almiron","NEW","M","129","Pancake","CRY 0<br/>@NEW 4 F","3","3","100%","69.79","96%","-2.3%","1","19","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"*04tm0*","Lucas Digne","AVL","D","50","Kish123","WHU 1<br/>@AVL 4 F","3","3","45%","140.34","90%","0%","1","90","0","0","0","0","0","0","0","0","0","0","8","0","0","3","0","0","0","1","0"
"*038ze*","Alex Iwobi","FUL","M","208","Vroom","FUL 0<br/>@TOT 2 F","3","3","94%","95.63","58%","-6.5%","1","45","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0"
"*06fwz*","Murillo","NOT","M","256","W (Thu)","LUT 2<br/>@NOT 2 F","3","3","0%","-","32%","+30%","1","90","0","0","0","0","1","1","1","0","0","0","5","1","1","5","0","0","0","2","0"
"*04rd0*","Bobby De Cordova-Reid","FUL","F","131","W (Thu)","FUL 0<br/>@TOT 2 F","3","3","8%","329.32","19%","+1.2%","1","61","0","0","0","0","3","0","0","0","0","0","2","0","0","0","0","0","0","2","0"
"*04xjr*","Harvey Elliott","LIV","M","290","W (Thu)","EVE 0<br/>@LIV 2 F","3","3","14%","274.67","8%","-6.1%","1","27","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"*04spx*","Tahith Chong","LUT","M","306","W (Thu)","LUT 2<br/>@NOT 2 F","3","3","16%","255.85","3%","0%","1","71","0","0","0","1","0","2","0","0","2","0","0","0","0","0","0","0","0","1","0"
"*06f80*","Jacob Brown","LUT","F","197","W (Thu)","LUT 2<br/>@NOT 2 F","3","3","0%","1115.6","3%","-1.2%","1","71","0","0","0","1","0","0","0","0","0","0","1","0","0","2","0","0","0","1","0"
"*04gpx*","Dara O'Shea","BUR","D","349","W (Thu)","BUR 0<br/>@BRF 3 F","3","3","1%","1149.04","2%","-0.2%","1","90","0","0","0","0","0","0","0","0","0","2","12","0","2","2","0","0","0","3","0"
"*03z3w*","Joe Rothwell","BOU","M","275","W (Thu)","WOL 2<br/>@BOU 1 F","3","3","0%","1181.2","1%","0%","1","32","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0"
"*0328q*","Tom Cairney","FUL","M","280","W (Thu)","FUL 0<br/>@TOT 2 F","3","3","0%","1180.6","0%","0%","1","7","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"*062ce*","Auston Trusty","SHU","D","332","W (Thu)","MUN 2<br/>@SHU 1 F","2.75","2.75","1%","1123.07","1%","+0.1%","1","90","0","0","0","0","3","0","1","0","0","3","3","0","0","2","0","0","0","2","0"
"*060wh*","Alejandro Garnacho","MUN","M","254","W (Thu)","MUN 2<br/>@SHU 1 F","2.5","2.5","85%","112.15","47%","-1.2%","1","25","0","0","0","0","0","1","0","0","0","1","0","2","0","0","0","0","0","0","0"
"*061ve*","Ryan Christie","BOU","M","107","W (Thu)","WOL 2<br/>@BOU 1 F","2.5","2.5","8%","336.41","29%","-11.5%","1","32","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"*06ftl*","Nicolo Zaniolo","AVL","M","263","W (Thu)","WHU 1<br/>@AVL 4 F","2.5","2.5","0%","-","23%","-5.6%","1","75","0","0","0","0","1","1","0","0","0","0","1","2","0","0","0","0","0","1","0"
"*05os4*","Rayan Ait-Nouri","WOL","D","257","W (Thu)","WOL 2<br/>@BOU 1 F","2.5","2.5","3%","382.17","7%","+2.4%","1","90","0","2","0","0","1","5","0","0","0","0","0","1","0","1","0","0","0","1","0"
"*037mv*","Pelly Ruddock","LUT","M","255","W (Thu)","LUT 2<br/>@NOT 2 F","2.5","2.5","0%","1144.3","1%","0%","1","71","0","0","0","0","0","1","0","0","0","1","1","1","0","2","0","0","0","1","0"
"*04c3c*","Rhian Brewster","SHU","F","362","W (Thu)","MUN 2<br/>@SHU 1 F","2.5","2.5","0%","1153.77","1%","0%","1","37","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0"
"*055c0*","Ben Osborn","SHU","M","388","W (Thu)","MUN 2<br/>@SHU 1 F","2.5","2.5","0%","1102.7","0%","0%","1","11","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"*02ln2*","Jonny Evans","MUN","D","225","W (Thu)","MUN 2<br/>@SHU 1 F","2.25","2.25","0%","1141.3","14%","+4.4%","1","83","0","1","0","0","1","1","1","0","0","1","3","0","0","2","0","0","0","1","0"
"*04e1k*","Solly March","BHA","M","32","Maddihat","BHA 1<br/>@MCI 2 F","2","2","100%","34.18","100%","+0.1%","1","88","0","1","0","0","1","1","1","0","0","1","1","0","0","1","0","0","0","2","0"
"*06cm1*","Nicolas Jackson","CHE","F","98","Adam","ARS 2<br/>@CHE 2 F","2","2","99%","48.97","94%","+1.9%","1","23","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","2","0"
"*05w9q*","Odsonne Edouard","CRY","F","45","XXX","CRY 0<br/>@NEW 4 F","2","2","18%","223.09","80%","-0.8%","1","90","0","0","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","4","0"
"*052cc*","Billy Gilmour","BHA","M","105","avitek","BHA 1<br/>@MCI 2 F","2","2","3%","397.83","41%","-5.6%","1","23","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"*055sf*","Arnaut Danjuma Groeneveld","EVE","F","195","W (Thu)","EVE 0<br/>@LIV 2 F","2","2","54%","135.85","26%","-3.9%","1","9","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0"
"*03r93*","Joseph Gomez","LIV","D","168","W (Thu)","EVE 0<br/>@LIV 2 F","2","2","1%","1125.87","19%","-5.9%","1","8","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0327r*","Michael Keane","EVE","D","356","W (Thu)","EVE 0<br/>@LIV 2 F","2","2","48%","141.45","19%","-0.5%","1","45","0","0","0","0","0","0","0","0","0","1","0","0","2","3","0","0","0","2","0"
"*055se*","Marvelous Nakamba","LUT","M","141","W (Thu)","LUT 2<br/>@NOT 2 F","2","2","6%","363.86","12%","-1.2%","1","90","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","2","0"
"*062cl*","Issa Kabore","LUT","D","196","W (Thu)","LUT 2<br/>@NOT 2 F","2","2","5%","354.03","8%","-4.4%","1","34","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0"
"*06f7b*","Vinicius de Souza Costa","SHU","M","172","W (Thu)","MUN 2<br/>@SHU 1 F","2","2","0%","1193.43","4%","0%","1","90","0","0","0","0","1","0","1","0","0","1","3","1","1","0","0","0","0","2","0"
"*05tr5*","Mads Roerslev","BRF","D","258","W (Thu)","BUR 0<br/>@BRF 3 F","2","2","0%","1105.43","3%","-0.3%","1","13","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0"
"*02lv9*","James Milner","BHA","M","323","W (Thu)","BHA 1<br/>@MCI 2 F","2","2","4%","382","2%","+0.1%","1","45","0","0","0","0","1","0","0","0","0","1","2","0","0","0","0","0","0","2","0"
"*051lc*","Pablo Fornals","WHU","M","274","W (Thu)","WHU 1<br/>@AVL 4 F","2","2","3%","387.78","2%","-0.2%","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04t95*","Oliver Skipp","TOT","M","401","W (Thu)","FUL 0<br/>@TOT 2 F","2","2","1%","1112.83","1%","0%","1","27","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02rll*","Nathan Redmond","BUR","M","355","W (Thu)","BUR 0<br/>@BRF 3 F","2","2","6%","358.04","1%","0%","1","13","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0"
"*066r9*","Ehor Yarmolyuk","BRF","M","391","W (Thu)","BUR 0<br/>@BRF 3 F","2","2","0%","-","0%","0%","1","13","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"*0646f*","Alexander Isak","NEW","F","31","avitek","CRY 0<br/>@NEW 4 F","1.5","1.5","100%","19.92","100%","0%","1","19","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0524k*","Rodri","MCI","M","83","Vroom","BHA 1<br/>@MCI 2 F","1.5","1.5","99%","54.38","100%","+0.7%","1","90","0","0","0","0","1","0","1","0","0","1","1","1","0","1","0","0","0","1","0"
"*05o6h*","Kai Havertz","ARS","F","165","W (Thu)","ARS 2<br/>@CHE 2 F","1.5","1.5","100%","44.9","80%","-1%","1","11","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0"
"*06fv8*","Mohammed Kudus","WHU","M","234","XXX","WHU 1<br/>@AVL 4 F","1.5","1.5","0%","-","67%","+2.4%","1","22","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0"
"*04spq*","Jack Harrison","EVE","M","204","4b. DcbB","EVE 0<br/>@LIV 2 F","1.5","1.5","0%","1101.58","58%","+20%","1","45","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"*06fg0*","Gustavo Hamer","SHU","M","80","XXX","MUN 2<br/>@SHU 1 F","1.5","1.5","0%","1152.2","56%","-4.1%","1","83","0","0","0","0","0","0","0","0","0","1","2","0","0","1","0","0","0","2","0"
"*063hu*","Amadou Onana","EVE","M","118","W (Thu)","EVE 0<br/>@LIV 2 F","1.5","1.5","13%","281.17","33%","+4.4%","1","79","0","0","0","0","0","0","0","0","0","1","4","0","0","1","0","0","0","1","0"
"*05mxa*","Joel Veltman","BHA","D","262","W (Thu)","BHA 1<br/>@MCI 2 F","1.5","1.5","33%","151.69","17%","-4.6%","1","45","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0"
"*05opn*","Carlos Vinicius","FUL","F","239","W (Thu)","FUL 0<br/>@TOT 2 F","1.5","1.5","28%","152.72","13%","-3.1%","1","45","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0"
"*068yd*","Joao Gomes","WOL","M","201","W (Thu)","WOL 2<br/>@BOU 1 F","1.5","1.5","2%","1117.52","9%","-0.2%","1","45","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0"
"*03hff*","Josh Cullen","BUR","M","173","W (Thu)","BUR 0<br/>@BRF 3 F","1.5","1.5","4%","366.67","7%","-1.1%","1","90","0","1","0","0","1","1","1","0","0","1","2","0","0","0","0","0","0","3","0"
"*05r8o*","Jean-Philippe Mateta","CRY","F","214","W (Thu)","CRY 0<br/>@NEW 4 F","1.5","1.5","1%","1145.97","6%","-3.5%","1","60","0","0","0","0","0","1","1","0","0","1","1","1","0","4","0","0","0","3","0"
"*061y6*","Ryan Yates","NOT","M","283","W (Thu)","LUT 2<br/>@NOT 2 F","1.5","1.5","0%","1174.94","1%","-0.3%","1","11","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","2","0"
"*02lp9*","Kyle Walker","MCI","D","106","Kish123","BHA 1<br/>@MCI 2 F","1.25","1.25","73%","119.33","95%","+0.2%","1","90","0","0","0","0","0","0","0","0","0","2","1","0","0","1","0","0","0","1","0"
"*05w9r*","Takehiro Tomiyasu","ARS","D","331","W (Thu)","ARS 2<br/>@CHE 2 F","1.25","1.25","3%","376.99","4%","-0.6%","1","45","0","0","0","0","0","0","0","0","0","1","1","0","0","2","0","0","0","1","0"
"*04fk1*","Pascal Gross","BHA","M","41","deceptiv","BHA 1<br/>@MCI 2 F","1","1","100%","36.27","100%","0%","1","90","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0"
"*06cms*","Sandro Tonali","NEW","M","169","W (Thu)","CRY 0<br/>@NEW 4 F","1","1","98%","79.6","71%","-15.6%","1","20","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"*037wp*","Christian Eriksen","MUN","M","151","W (Thu)","MUN 2<br/>@SHU 1 F","1","1","76%","122.27","58%","-1.9%","1","26","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"*05gcx*","Josh Brownhill","BUR","M","137","W (Thu)","BUR 0<br/>@BRF 3 F","1","1","85%","111.14","41%","-4.8%","1","23","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0"
"*02m6x*","Tim Ream","FUL","D","171","W (Thu)","FUL 0<br/>@TOT 2 F","1","1","10%","307.17","25%","-9.2%","1","90","0","0","0","0","0","1","0","0","0","1","2","1","3","0","0","0","0","2","0"
"*06fxu*","Ibrahim Sangare","NOT","M","272","W (Thu)","LUT 2<br/>@NOT 2 F","1","1","0%","-","7%","-0.6%","1","77","0","0","0","0","1","1","1","0","0","0","1","0","0","3","0","0","0","0","1"
"*037mt*","Harrison Reed","FUL","M","183","W (Thu)","FUL 0<br/>@TOT 2 F","1","1","4%","398.27","6%","-1.3%","1","17","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"*0574a*","Giovani Lo Celso","TOT","M","378","W (Thu)","FUL 0<br/>@TOT 2 F","1","1","17%","225.63","5%","-0.3%","1","7","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"*05s08*","Valentino Livramento","NEW","D","395","W (Thu)","CRY 0<br/>@NEW 4 F","1","1","12%","267.44","4%","-0.5%","1","20","0","0","0","0","0","1","0","0","0","1","2","0","0","0","0","0","0","0","0"
"*063y7*","Iyenoma Destiny Udogie","TOT","D","75","Vroom","FUL 0<br/>@TOT 2 F","0.75","0.75","86%","111.36","98%","+0.1%","1","55","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0"
"*04e1c*","Lewis Dunk","BHA","D","242","W (Thu)","BHA 1<br/>@MCI 2 F","0.75","0.75","72%","125.36","45%","+0.8%","1","90","0","0","0","0","1","0","0","0","0","0","7","0","1","1","0","0","0","2","0"
"*05afe*","Teden Mengi","LUT","D","316","W (Thu)","LUT 2<br/>@NOT 2 F","0.75","0.75","0%","1125.7","0%","+0.1%","1","90","0","0","0","0","0","0","0","0","0","0","3","0","1","3","0","0","0","2","0"
"*0414p*","Carlton Morris","LUT","F","39","dsb_ff","LUT 2<br/>@NOT 2 F","0.5","0.5","85%","112.3","94%","+0.6%","1","80","0","0","0","0","0","2","0","0","0","0","0","1","0","1","0","0","0","2","0"
"*05up6*","Raphael Varane","MUN","D","210","W (Thu)","MUN 2<br/>@SHU 1 F","0.5","0.5","81%","118.76","67%","-4.4%","1","5","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"*068a7*","Pablo Sarabia","WOL","M","223","W (Thu)","WOL 2<br/>@BOU 1 F","0.5","0.5","8%","332.8","9%","-1.3%","1","14","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0"
"*06fhy*","Wilson Odobert","BUR","F","248","W (Thu)","BUR 0<br/>@BRF 3 F","0.5","0.5","0%","-","8%","+7.7%","1","45","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"*04sat*","Emile Smith Rowe","ARS","M","350","W (Thu)","ARS 2<br/>@CHE 2 F","0.5","0.5","19%","216.02","8%","-1%","1","21","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"*05gcs*","Sander Berge","BUR","M","202","W (Thu)","BUR 0<br/>@BRF 3 F","0.5","0.5","19%","216.57","6%","-0.2%","1","65","0","0","0","0","0","2","1","0","0","0","2","1","1","3","0","0","0","2","0"
"*02lpf*","Ross Barkley","LUT","M","293","W (Thu)","LUT 2<br/>@NOT 2 F","0.5","0.5","9%","311.39","6%","-1.2%","1","17","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0"
"*02lkj*","Jack Robinson","SHU","D","317","W (Thu)","MUN 2<br/>@SHU 1 F","0.5","0.5","1%","1164.18","2%","+0.2%","1","90","0","0","0","0","0","0","0","0","0","0","2","1","1","2","0","0","0","2","0"
"*06dwm*","Jacob Bruun Larsen","BUR","F","246","W (Thu)","BUR 0<br/>@BRF 3 F","0.5","0.5","0%","1139.13","0%","0%","1","13","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"*03eki*","Cheikhou Kouyate","NOT","M","329","W (Thu)","LUT 2<br/>@NOT 2 F","0.5","0.5","0%","1139.6","0%","0%","1","11","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","2","0"
"*03bmf*","Cauley Woodrow","LUT","F","276","W (Thu)","LUT 2<br/>@NOT 2 F","0.5","0.5","0%","1124.63","0%","0%","1","8","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"*062ow*","David Ozoh","CRY","M","404","W (Thu)","CRY 0<br/>@NEW 4 F","0.5","0.5","0%","-","0%","0%","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"*05omu*","Ruben Dias","MCI","D","226","W (Thu)","BHA 1<br/>@MCI 2 F","0.25","0.25","98%","68.96","88%","-5.1%","1","14","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"*05nzu*","Gabriel Magalhaes","ARS","D","150","W (Thu)","ARS 2<br/>@CHE 2 F","0.25","0.25","99%","79.43","88%","+3.5%","1","90","0","0","0","0","1","0","0","0","0","2","1","0","0","1","0","0","0","2","0"
"*05nt6*","Eberechi Eze","CRY","M","19","XXX","CRY 0<br/>@NEW 4 F","0","0","100%","27.73","98%","-0.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*063zg*","Pervis Estupinan","BHA","D","86","Maddihat","BHA 1<br/>@MCI 2 F","0","0","100%","43","98%","-0.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05vyj*","Evan Ferguson","BHA","F","79","deceptiv","BHA 1<br/>@MCI 2 F","0","0","97%","79.61","97%","-0.9%","1","73","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","1","0"
"*02oox*","Kevin De Bruyne","MCI","M","366","Kish123","BHA 1<br/>@MCI 2 F","0","0","100%","5.15","97%","+0.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05g2o*","Joao Pedro","BHA","F","70","Maddihat","BHA 1<br/>@MCI 2 F","0","0","99%","71.7","96%","-0.1%","1","65","0","0","0","0","0","4","0","0","0","0","0","2","0","0","0","0","0","2","0"
"*062a9*","Sven Botman","NEW","D","111","Maddihat","CRY 0<br/>@NEW 4 F","0","0","99%","82.66","96%","+1.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*067yv*","Cody Gakpo","LIV","F","139","Pancake","EVE 0<br/>@LIV 2 F","0","0","100%","26.85","95%","+0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0642l*","Casemiro","MUN","M","91","dsb_ff","MUN 2<br/>@SHU 1 F","0","0","99%","67.85","93%","-4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03gu5*","Andrew Robertson","LIV","D","49","W (Thu)","EVE 0<br/>@LIV 2 F","0","0","100%","30.96","93%","-7.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*052cd*","Mason Mount","MUN","M","277","dsb_ff","MUN 2<br/>@SHU 1 F","0","0","100%","30.63","92%","-3.4%","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05u94*","Michael Olise","CRY","M","629","avitek","CRY 0<br/>@NEW 4 F","0","0","100%","56.29","90%","+0.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05gcp*","Tomas Soucek","WHU","M","47","dsb_ff","WHU 1<br/>@AVL 4 F","0","0","59%","136.64","89%","+2.1%","1","66","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","2","0"
"*05nt7*","Thiago Silva","CHE","D","99","W (Thu)","ARS 2<br/>@CHE 2 F","0","0","78%","124.26","88%","-4.2%","1","90","0","0","0","0","2","0","1","0","0","1","0","0","2","1","0","0","0","2","0"
"*02yl5*","John Stones","MCI","D","724","4b. DcbB","BHA 1<br/>@MCI 2 F","0","0","100%","57.7","88%","+6%","1","74","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0"
