"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","%D","ADP","Ros %","+/-","GP","Min","G","KP","AT","SOT","TkW","DIS","YC","RC","ACNC","Int","CLR","CoS","BS","AER","PKM","PKD","OG","GAO","CS"
"*04qr0*","Willy Boly","NOT","D","42","Pancake","NOT 2<br/>@MUN 3 F","19","19","0%","1157.89","73%","+14%","1","90","1","0","0","2","3","0","0","0","0","1","8","1","1","3","0","0","0","3","0"
"*03sgc*","Jordan Ayew","CRY","F","63","dsb_ff","CRY 1<br/>@BRF 1 F","19","19","58%","131.25","70%","-3.3%","1","90","0","3","1","1","0","0","0","0","0","0","0","4","0","2","0","0","0","1","0"
"*063y7*","Iyenoma Destiny Udogie","TOT","D","73","Vroom","TOT 2<br/>@BOU 0 F","18.5","18.5","86%","111.38","98%","-0.3%","1","81","0","1","1","0","0","1","0","0","0","0","4","1","0","2","0","0","0","0","1"
"*03vll*","Michail Antonio","WHU","F","88","deceptiv","WHU 3<br/>@BHA 1 F","18.5","18.5","41%","144.08","79%","+2.8%","1","78","1","1","0","2","0","1","0","0","0","0","0","3","1","0","0","0","0","0","1"
"*061z3*","Fabio Vieira","ARS","M","137","Kish123","FUL 2<br/>@ARS 2 F","18.5","18.5","3%","377.21","41%","-16.1%","1","33","0","1","2","1","0","1","0","0","0","0","1","1","0","0","0","1","0","1","0"
"*0414o*","James Maddison","TOT","M","4","Maddihat","TOT 2<br/>@BOU 0 F","18","18","100%","15.79","100%","0%","1","72","1","1","0","2","0","4","0","0","1","1","1","2","0","0","0","0","0","0","1"
"*0642l*","Casemiro","MUN","M","71","dsb_ff","NOT 2<br/>@MUN 3 F","18","18","99%","67.86","98%","+1.3%","1","90","1","0","0","2","2","0","0","0","0","1","4","1","0","2","0","0","0","2","0"
"*06ew2*","Axel Disasi","CHE","D","94","dsb_ff","LUT 0<br/>@CHE 3 F","17.5","17.5","19%","206.31","79%","-1.9%","1","90","0","0","0","1","1","0","0","0","0","1","2","0","1","6","0","0","0","0","1"
"*05oyq*","Said Benrahma","WHU","M","135","Pancake","WHU 3<br/>@BHA 1 F","17.5","17.5","96%","93.95","70%","-5.9%","1","50","0","4","1","0","1","1","0","0","0","0","1","3","0","0","0","0","0","1","0"
"*02oq8*","James Ward-Prowse","WHU","M","13","Pancake","WHU 3<br/>@BHA 1 F","16.5","16.5","2%","292.28","85%","+0.3%","1","90","1","0","0","2","0","0","1","0","0","4","0","0","1","1","0","0","0","1","0"
"*03ybi*","Marcus Rashford","MUN","F","41","Maddihat","NOT 2<br/>@MUN 3 F","16","16","100%","7.82","100%","0%","1","90","0","1","2","1","0","5","1","0","0","0","1","2","0","1","0","1","0","2","0"
"*03v6t*","Ben Chilwell","CHE","D","115","W (Thu)","LUT 0<br/>@CHE 3 F","16","16","100%","41.52","85%","-13.9%","1","85","0","4","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1"
"*037wp*","Christian Eriksen","MUN","M","123","W (Thu)","NOT 2<br/>@MUN 3 F","16","16","76%","122.26","67%","-11.6%","1","90","1","2","0","1","1","2","0","0","0","1","1","0","0","0","0","0","0","2","0"
"*067zv*","Kevin Schade","BRF","M","140","W (Thu)","CRY 1<br/>@BRF 1 F","16","16","41%","143.4","33%","-32.8%","1","79","1","1","0","1","0","0","0","0","0","0","0","1","0","4","0","0","0","1","0"
"*062cn*","Julian Alvarez","MCI","F","6","dsb_ff","MCI 2<br/>@SHU 1 F","15.5","15.5","100%","58.11","100%","0%","1","90","0","4","0","3","0","1","0","0","1","1","0","0","0","0","0","0","0","1","0"
"*061vq*","Erling Haaland","MCI","F","2","dsb_ff","MCI 2<br/>@SHU 1 F","15.5","15.5","100%","1.12","100%","0%","1","90","1","1","0","3","0","0","0","0","0","0","0","1","0","3","1","0","0","1","0"
"*03aqp*","Mohamed Salah","LIV","F","8","Vroom","LIV 2<br/>@NEW 1 F","15.5","15.5","100%","2.86","100%","0%","1","90","0","2","1","1","1","3","0","0","0","1","0","3","0","0","0","0","0","1","0"
"*05uoc*","Cristian Romero","TOT","D","45","Adam","TOT 2<br/>@BOU 0 F","15.5","15.5","51%","138.16","90%","-1%","1","90","0","0","0","0","3","0","0","0","0","3","6","0","0","2","0","0","0","0","1"
"*05ocl*","Ollie Watkins","AVL","F","3","4b. DcbB","AVL 3<br/>@BUR 1 F","15","15","100%","19.8","100%","+0.2%","1","85","0","2","1","2","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0"
"*04rzl*","Taiwo Awoniyi","NOT","F","31","avitek","NOT 2<br/>@MUN 3 F","14.5","14.5","51%","137.95","95%","+0.5%","1","80","1","0","0","1","0","1","0","0","0","0","1","2","0","4","0","0","0","3","0"
"*062dt*","Joao Palhinha","FUL","M","207","FA","FUL 2<br/>@ARS 2 F","14.5","14.5","29%","144.86","47%","-3.3%","1","90","1","0","0","1","3","1","0","0","0","1","5","0","0","0","0","0","0","2","0"
"*044ej*","Johann Gudmundsson","BUR","M","228","W (Thu)","AVL 3<br/>@BUR 1 F","14.5","14.5","9%","321.43","6%","-3.6%","1","45","0","3","1","0","0","0","0","0","0","1","0","1","0","1","0","0","0","1","0"
"*03jly*","Andreas Pereira","FUL","M","132","deceptiv","FUL 2<br/>@ARS 2 F","14","14","98%","75.6","89%","-2.8%","1","62","1","1","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1"
"*05w7t*","Pape Sarr","TOT","M","65","4b. DcbB","TOT 2<br/>@BOU 0 F","13.5","13.5","2%","372.29","76%","-2.9%","1","58","0","2","1","1","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0"
"*05nt7*","Thiago Silva","CHE","D","90","Adam","LUT 0<br/>@CHE 3 F","13","13","78%","124.26","91%","-0.1%","1","90","0","0","0","0","0","0","0","0","0","1","4","0","2","3","0","0","0","0","1"
"*04sft*","Yves Bissouma","TOT","M","74","Adam","TOT 2<br/>@BOU 0 F","13","13","15%","237.9","81%","-0.7%","1","73","0","1","0","1","3","1","1","0","0","3","3","3","1","1","0","0","0","0","1"
"*04yey*","Max Kilman","WOL","D","159","W (Thu)","WOL 1<br/>@EVE 0 F","13","13","19%","215.77","23%","-3.4%","1","90","0","1","0","0","0","0","0","0","0","2","8","0","0","1","0","0","0","0","1"
"*04tm0*","Lucas Digne","AVL","D","35","Kish123","AVL 3<br/>@BUR 1 F","12.5","12.5","45%","140.36","90%","+0.7%","1","80","0","2","1","0","0","0","0","0","0","2","2","0","0","1","0","0","0","1","0"
"*0649i*","Antony","MUN","F","163","avitek","NOT 2<br/>@MUN 3 F","12.5","12.5","99%","64.57","69%","+11.2%","1","84","0","4","0","2","0","1","0","0","0","0","0","1","0","0","0","0","0","2","0"
"*05tr8*","Christian Norgaard","BRF","M","56","W (Thu)","CRY 1<br/>@BRF 1 F","12.5","12.5","19%","219.74","55%","+1%","1","90","0","3","1","0","2","3","0","0","0","0","2","0","0","0","0","0","0","1","0"
"*04abb*","Phil Foden","MCI","M","17","XXX","MCI 2<br/>@SHU 1 F","12","12","100%","16.45","100%","0%","1","3","0","2","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"*04fk6*","Bernardo Silva","MCI","M","129","Vroom","MCI 2<br/>@SHU 1 F","12","12","100%","58.44","98%","-0.4%","1","90","0","4","0","0","1","2","0","0","3","0","0","1","0","0","0","0","0","1","0"
"*04ge9*","Eddie Nketiah","ARS","F","55","Pancake","FUL 2<br/>@ARS 2 F","12","12","50%","138.05","84%","+1.4%","1","45","1","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0"
"*05o8o*","Jayden Bogle","SHU","D","234","W (Thu)","MCI 2<br/>@SHU 1 F","12","12","0%","1136.68","6%","-1.3%","1","18","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"*06ezb*","Micky van de Ven","TOT","D","160","W (Thu)","TOT 2<br/>@BOU 0 F","11.75","11.75","17%","222.28","61%","-4.9%","1","90","0","0","0","0","1","0","0","0","0","1","7","1","1","0","0","0","0","0","1"
"*0554i*","Joelinton","NEW","M","184","4b. DcbB","LIV 2<br/>@NEW 1 F","11.5","11.5","100%","65.6","82%","+1.2%","1","81","0","3","0","1","2","1","0","0","0","1","3","1","0","0","0","0","0","1","0"
"*03v9d*","Son Heung-Min","TOT","F","10","deceptiv","TOT 2<br/>@BOU 0 F","11","11","100%","11.7","100%","0%","1","90","0","4","0","0","0","0","0","0","0","1","1","2","0","0","0","0","0","0","1"
"*03dx3*","Kieran Trippier","NEW","D","5","deceptiv","LIV 2<br/>@NEW 1 F","11","11","100%","11.57","100%","0%","1","90","0","4","0","0","0","0","1","0","2","1","0","2","0","4","0","0","0","2","0"
"*0647t*","Lucas Paqueta","WHU","M","40","deceptiv","WHU 3<br/>@BHA 1 F","11","11","100%","51.97","100%","0%","1","84","0","2","0","1","2","1","0","0","0","3","3","0","0","1","0","0","0","1","0"
"*062p5*","Levi Colwill","CHE","D","114","Maddihat","LUT 0<br/>@CHE 3 F","11","11","82%","119.3","89%","+0.5%","1","90","0","1","0","0","0","0","0","0","0","0","4","0","0","2","0","0","0","0","1"
"*05mxa*","Joel Veltman","BHA","D","217","W (Thu)","WHU 3<br/>@BHA 1 F","11","11","33%","151.68","25%","-4.7%","1","17","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06492*","Sasa Kalajdzic","WOL","F","255","W (Thu)","WOL 1<br/>@EVE 0 F","11","11","5%","373.03","2%","-1%","1","4","1","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0"
"*05n07*","Pedro Porro","TOT","D","50","dsb_ff","TOT 2<br/>@BOU 0 F","10.75","10.75","100%","52.17","99%","-0.2%","1","90","0","0","0","0","3","0","0","0","0","0","3","0","1","0","0","0","0","0","1"
"*05raa*","Hugo Bueno","WOL","D","315","W (Thu)","WOL 1<br/>@EVE 0 F","10.75","10.75","1%","1150.8","2%","-0.3%","1","84","0","1","0","0","0","1","0","0","1","0","1","0","1","1","0","0","0","0","1"
"*051k8*","Conor Gallagher","CHE","M","108","Maddihat","LUT 0<br/>@CHE 3 F","10.5","10.5","59%","137.81","77%","+1.1%","1","90","0","1","0","1","1","0","0","0","0","3","1","1","0","1","0","0","0","0","1"
"*04f67*","Philip Billing","BOU","M","107","dsb_ff","TOT 2<br/>@BOU 0 F","10.5","10.5","75%","128.34","72%","-4.4%","1","85","0","3","0","1","0","0","0","0","0","1","1","0","0","3","0","0","0","2","0"
"*04tzt*","Jefferson Lerma","CRY","M","126","avitek","CRY 1<br/>@BRF 1 F","10.5","10.5","13%","288.06","46%","-4.8%","1","90","0","1","0","1","1","0","0","0","0","3","4","1","1","1","0","0","0","1","0"
"*02m4d*","Craig Dawson","WOL","D","183","W (Thu)","WOL 1<br/>@EVE 0 F","10.25","10.25","3%","384.07","14%","-9%","1","90","0","0","0","0","2","1","1","0","0","1","3","0","1","2","0","0","0","0","1"
"*03arh*","Kurt Zouma","WHU","D","89","XXX","WHU 3<br/>@BHA 1 F","10","10","12%","301.12","65%","+8.3%","1","90","0","0","0","0","2","0","0","0","0","2","12","0","1","4","0","0","0","1","0"
"*05nt6*","Eberechi Eze","CRY","M","12","XXX","CRY 1<br/>@BRF 1 F","9.5","9.5","100%","27.73","100%","0%","1","90","0","1","0","1","1","3","0","0","0","1","0","5","0","0","0","0","0","1","0"
"*03yu2*","Abdoulaye Doucoure","EVE","M","23","XXX","WOL 1<br/>@EVE 0 F","9.5","9.5","38%","145.5","91%","+12.6%","1","90","0","1","0","1","3","1","0","0","0","1","0","1","0","2","0","0","0","1","0"
"*06c4o*","Lyle Foster","BUR","F","144","avitek","AVL 3<br/>@BUR 1 F","9.5","9.5","1%","1121.34","21%","-0.2%","1","80","1","0","0","1","0","4","0","0","0","0","1","0","0","1","0","0","0","3","0"
"*02lp9*","Kyle Walker","MCI","D","79","Kish123","MCI 2<br/>@SHU 1 F","9.25","9.25","73%","119.34","96%","+0.8%","1","90","0","3","0","0","1","0","0","0","2","0","1","2","0","0","0","0","0","1","0"
"*061va*","Boubacar Kamara","AVL","M","109","W (Thu)","AVL 3<br/>@BUR 1 F","9","9","3%","390.32","16%","+4.7%","1","90","0","2","0","0","3","2","0","0","0","1","0","2","0","0","0","0","0","1","0"
"*05ojg*","Nelson Semedo","WOL","D","195","W (Thu)","WOL 1<br/>@EVE 0 F","8.75","8.75","6%","362.6","19%","-16.4%","1","90","0","0","0","0","3","2","1","0","0","1","3","1","0","0","0","0","0","0","1"
"*04qr8*","Diogo Jota","LIV","F","91","Adam","LIV 2<br/>@NEW 1 F","8.5","8.5","100%","52.51","98%","-0.1%","1","31","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"*04u41*","Mateo Kovacic","MCI","M","202","W (Thu)","MCI 2<br/>@SHU 1 F","8","8","89%","109.18","74%","+2%","1","85","0","2","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","1","0"
"*061ve*","Ryan Christie","BOU","M","76","W (Thu)","TOT 2<br/>@BOU 0 F","8","8","8%","336.41","34%","+1.2%","1","59","0","1","0","1","1","0","0","0","1","2","0","0","0","0","0","0","0","1","0"
"*063hu*","Amadou Onana","EVE","M","104","W (Thu)","WOL 1<br/>@EVE 0 F","8","8","13%","281.18","28%","+4.5%","1","90","0","1","0","0","3","1","0","0","0","1","0","1","0","3","0","0","0","1","0"
"*037mt*","Harrison Reed","FUL","M","152","FA","FUL 2<br/>@ARS 2 F","8","8","4%","398.28","8%","-0.1%","1","19","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"*05tqz*","Rico Henry","BRF","D","142","W (Thu)","CRY 1<br/>@BRF 1 F","7.75","7.75","68%","131.45","30%","-11.7%","1","90","0","1","0","0","1","3","0","0","1","0","1","2","3","2","0","0","0","1","0"
"*05tr9*","Mathias Jensen","BRF","M","21","Pancake","CRY 1<br/>@BRF 1 F","7.5","7.5","83%","116.69","97%","+0.7%","1","70","0","2","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","1"
"*0520r*","Leandro Trossard","ARS","M","153","Pancake","FUL 2<br/>@ARS 2 F","7.5","7.5","100%","57.04","90%","-3.3%","1","45","0","3","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","1","0"
"*04fk8*","Victor Lindelof","MUN","D","264","W (Thu)","NOT 2<br/>@MUN 3 F","7.5","7.5","1%","1111.92","11%","+4.2%","1","45","0","2","0","0","0","0","0","0","0","0","2","0","1","2","0","0","0","0","0"
"*06cmm*","Dominik Szoboszlai","LIV","M","26","Kish123","LIV 2<br/>@NEW 1 F","7","7","100%","33.74","100%","0%","1","90","0","1","0","0","2","0","0","0","0","0","1","3","0","0","0","0","0","1","0"
"*052h5*","Gabriel Martinelli","ARS","M","120","4b. DcbB","FUL 2<br/>@ARS 2 F","7","7","100%","12.84","100%","0%","1","90","0","0","0","3","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0"
"*05vyj*","Evan Ferguson","BHA","F","51","deceptiv","WHU 3<br/>@BHA 1 F","7","7","97%","79.6","99%","-0.2%","1","90","0","0","0","4","0","2","0","0","0","0","0","0","0","0","0","0","0","3","0"
"*04spp*","Douglas Luiz","AVL","M","48","Maddihat","AVL 3<br/>@BUR 1 F","7","7","97%","92.32","97%","+0.3%","1","85","0","2","0","0","1","1","0","0","1","0","0","0","1","1","0","0","0","1","0"
"*051k0*","John McGinn","AVL","M","87","W (Thu)","AVL 3<br/>@BUR 1 F","7","7","64%","130.58","64%","-3.3%","1","90","0","2","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","1","0"
"*04ug0*","Sean Longstaff","NEW","M","82","W (Thu)","LIV 2<br/>@NEW 1 F","7","7","1%","1131.28","42%","+32.1%","1","17","0","1","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0"
"*04spw*","James Garner","EVE","M","75","Vroom","WOL 1<br/>@EVE 0 F","7","7","5%","381.91","37%","+27.4%","1","90","0","2","0","1","1","0","1","0","1","1","0","0","0","0","0","0","0","1","0"
"*03dyl*","Jeffrey Schlupp","CRY","M","118","W (Thu)","CRY 1<br/>@BRF 1 F","7","7","6%","358.16","31%","-6.6%","1","70","0","2","0","0","1","0","0","0","0","0","0","1","0","2","0","0","0","1","0"
"*0329y*","Joel Ward","CRY","D","154","W (Thu)","CRY 1<br/>@BRF 1 F","6.75","6.75","2%","1108.32","10%","-2.1%","1","90","0","0","0","0","1","0","0","0","0","0","3","1","1","5","0","0","0","1","0"
"*05r9b*","Martin Odegaard","ARS","M","18","avitek","FUL 2<br/>@ARS 2 F","6.5","6.5","100%","8.53","100%","0%","1","83","0","0","0","2","1","3","0","0","0","0","0","3","0","0","0","0","0","1","0"
"*04e1k*","Solly March","BHA","M","29","Maddihat","WHU 3<br/>@BHA 1 F","6.5","6.5","100%","34.19","100%","+0.1%","1","71","0","2","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","3","0"
"*05ylj*","Bruno Guimaraes","NEW","M","34","Kish123","LIV 2<br/>@NEW 1 F","6.5","6.5","100%","39.32","98%","+6.6%","1","90","0","2","0","0","1","2","0","0","0","0","1","2","0","1","0","0","0","2","0"
"*0522h*","Alexis Mac Allister","LIV","M","188","avitek","LIV 2<br/>@NEW 1 F","6.5","6.5","100%","40.24","95%","+1.9%","1","76","0","0","0","0","1","1","0","0","0","4","0","0","2","0","0","0","0","1","0"
"*0427d*","James Tarkowski","EVE","D","57","Adam","WOL 1<br/>@EVE 0 F","6.5","6.5","94%","94.53","93%","+27.7%","1","90","0","0","0","0","1","2","0","0","1","3","2","0","2","2","0","0","0","1","0"
"*05rb8*","Moises Caicedo","CHE","M","251","FA","LUT 0<br/>@CHE 3 F","6.5","6.5","91%","101.43","69%","-3.8%","1","90","0","0","0","0","2","1","0","0","0","1","0","0","2","2","0","0","0","0","1"
"*03r93*","Joseph Gomez","LIV","D","145","Pancake","LIV 2<br/>@NEW 1 F","6.5","6.5","1%","1125.87","34%","-2.5%","1","56","0","0","0","0","0","0","0","0","0","1","6","0","1","3","0","0","0","0","0"
"*04qrc*","Raul Jimenez","FUL","F","226","FA","FUL 2<br/>@ARS 2 F","6.5","6.5","64%","131.83","33%","-4.1%","1","90","0","0","0","0","3","1","1","0","0","0","2","0","2","8","0","0","0","2","0"
"*06dqv*","Luca Koleosho","BUR","F","136","Kish123","AVL 3<br/>@BUR 1 F","6.5","6.5","0%","1155.7","26%","+13.3%","1","67","0","1","0","0","1","1","0","0","1","0","0","3","0","0","0","0","0","3","0"
"*05trb*","Bryan Mbeumo","BRF","F","22","XXX","CRY 1<br/>@BRF 1 F","6","6","100%","40.27","100%","-0.1%","1","90","0","2","0","0","1","1","0","0","1","0","2","0","0","1","0","0","0","1","0"
"*052cc*","Billy Gilmour","BHA","M","69","avitek","WHU 3<br/>@BHA 1 F","6","6","3%","398.06","49%","+18.2%","1","59","0","2","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","2","0"
"*05os9*","Thomas Partey","ARS","M","182","W (Thu)","FUL 2<br/>@ARS 2 F","6","6","25%","151.85","33%","-1.7%","1","55","0","0","0","0","1","1","0","0","0","1","1","4","0","1","0","0","0","1","0"
"*02lnn*","Oliver Norwood","SHU","M","166","W (Thu)","MCI 2<br/>@SHU 1 F","6","6","13%","279.91","14%","-3.3%","1","79","0","1","0","0","2","0","0","0","0","0","6","0","2","0","0","0","0","1","0"
"*068a3*","Danilo","NOT","M","237","W (Thu)","NOT 2<br/>@MUN 3 F","6","6","24%","168.58","11%","-0.9%","1","80","0","0","0","1","0","0","0","0","0","3","1","0","0","2","0","0","0","3","0"
"*04gpx*","Dara O'Shea","BUR","D","324","W (Thu)","AVL 3<br/>@BUR 1 F","6","6","1%","1149.04","2%","-0.1%","1","90","0","1","0","0","0","0","0","0","0","4","4","0","2","3","0","0","0","3","0"
"*062a9*","Sven Botman","NEW","D","68","Maddihat","LIV 2<br/>@NEW 1 F","5.75","5.75","99%","82.67","97%","-1%","1","86","0","0","0","0","2","0","0","0","0","2","3","0","1","2","0","0","0","1","0"
"*068yi*","Illia Zabarnyi","BOU","D","213","W (Thu)","TOT 2<br/>@BOU 0 F","5.75","5.75","0%","1209.18","7%","-1%","1","90","0","0","0","0","1","0","0","0","0","1","3","3","1","3","0","0","0","2","0"
"*062ci*","Kaoru Mitoma","BHA","M","15","Kish123","WHU 3<br/>@BHA 1 F","5.5","5.5","100%","19.37","100%","0%","1","90","0","2","0","0","0","1","1","0","1","0","0","3","0","0","0","0","0","3","0"
"*04agz*","Declan Rice","ARS","M","67","dsb_ff","FUL 2<br/>@ARS 2 F","5.5","5.5","99%","49.39","98%","-0.7%","1","88","0","0","0","0","4","1","0","0","0","2","2","0","0","0","0","0","0","2","0"
"*05tr1*","Ethan Pinnock","BRF","D","58","4b. DcbB","CRY 1<br/>@BRF 1 F","5.5","5.5","99%","71.4","97%","-1%","1","90","0","0","0","0","0","0","0","0","0","2","2","0","1","4","0","0","0","1","0"
"*061ya*","Brennan Johnson","TOT","F","259","deceptiv","TOT 2<br/>@BOU 0 F","5.5","5.5","92%","98.86","72%","-9%","1","69","0","1","0","0","1","1","0","0","0","0","0","2","1","0","0","0","0","2","0"
"*055sf*","Arnaut Danjuma Groeneveld","EVE","F","150","W (Thu)","WOL 1<br/>@EVE 0 F","5.5","5.5","54%","135.85","36%","-6.3%","1","88","0","0","0","3","0","2","0","0","0","0","0","0","0","1","0","0","0","1","0"
"*02lny*","Ashley Young","EVE","D","245","W (Thu)","WOL 1<br/>@EVE 0 F","5.5","5.5","6%","351.39","17%","+3.9%","1","90","0","3","0","0","0","2","0","0","1","1","2","0","0","0","0","0","0","1","0"
"*05l27*","Jarrad Branthwaite","EVE","D","191","W (Thu)","WOL 1<br/>@EVE 0 F","5.5","5.5","1%","1121.68","15%","+9.7%","1","90","0","0","0","1","1","0","1","0","0","2","2","0","1","3","0","0","0","1","0"
"*04mqv*","Emerson","WHU","D","119","avitek","WHU 3<br/>@BHA 1 F","5.25","5.25","11%","292.97","52%","+5%","1","90","0","1","0","0","1","0","0","0","0","2","5","1","0","0","0","0","0","1","0"
"*05yct*","Nathan Patterson","EVE","D","218","W (Thu)","WOL 1<br/>@EVE 0 F","5.25","5.25","3%","379.72","5%","+0.4%","1","90","0","1","0","0","4","0","0","0","1","0","1","0","0","0","0","0","0","1","0"
"*06cms*","Sandro Tonali","NEW","M","146","avitek","LIV 2<br/>@NEW 1 F","5","5","98%","79.62","88%","-4%","1","71","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","1"
"*0626q*","Simon Adingra","BHA","F","111","deceptiv","WHU 3<br/>@BHA 1 F","5","5","9%","316","36%","-5.4%","1","17","0","1","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"*04sjv*","Ryan Giles","LUT","M","206","W (Thu)","LUT 0<br/>@CHE 3 F","5","5","10%","305.16","12%","-2.8%","1","90","0","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","3","0"
"*03rxa*","Idrissa Gueye","EVE","M","171","W (Thu)","WOL 1<br/>@EVE 0 F","5","5","4%","385.95","7%","+1.3%","1","88","0","0","0","0","2","2","0","0","0","1","0","2","1","0","0","0","0","1","0"
"*043qy*","Lewis Cook","BOU","M","149","W (Thu)","TOT 2<br/>@BOU 0 F","5","5","0%","-","2%","-0.3%","1","45","0","0","0","0","1","0","0","0","0","3","0","0","1","0","0","0","0","1","0"
"*02m5b*","Chris Wood","NOT","F","235","W (Thu)","NOT 2<br/>@MUN 3 F","5","5","1%","1128.31","2%","-0.1%","1","8","0","2","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0"
