"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","%D","ADP","Ros","+/-","GP","GS","Min","G","KP","AT","SOT","TkW","YC","RC","Pen","ACNC","Int","CLR","BS","DW","DL","LBA","PKM","PKD","OG","GAO","CS"
"*04fyc*","Charlie Taylor","BUR","D","208","W (Tue)","WHU 2<br/>@BUR 1 F","5","5","1%","1117.26","4%","-0.2%","1","1","90","0","0","0","0","4","0","0","0","0","1","5","1","5","6","3","0","0","0","2","0"
"*0649j*","Manuel Akanji","MCI","D","147","W (Tue)","LIV 1<br/>@MCI 1 F","4.75","4.75","88%","107.74","93%","+0.4%","1","1","90","0","0","0","0","1","0","0","0","0","0","5","0","7","4","2","0","0","0","1","0"
"*02oq8*","James Ward-Prowse","WHU","M","16","xxx","WHU 2<br/>@BUR 1 F","4.75","4.75","2%","292.08","85%","0%","1","1","90","0","2","0","0","1","0","0","0","2","0","0","0","3","7","2","0","0","0","1","0"
"*037mt*","Harrison Reed","FUL","M","245","FA","WOL 2<br/>@FUL 3 F","4.75","4.75","4%","398.27","4%","0%","1","1","90","0","1","0","0","0","0","0","0","0","2","1","0","2","3","5","0","0","0","2","0"
"*05uh9*","Bryan Gil","TOT","F","399","FA","AVL 2<br/>@TOT 1 F","4.75","4.75","0%","-","2%","-0.6%","1","1","70","0","1","0","1","0","0","0","0","1","0","0","0","3","3","0","0","0","0","2","0"
"*03jly*","Andreas Pereira","FUL","M","80","Bfred","WOL 2<br/>@FUL 3 F","4.5","4.5","98%","75.6","90%","+4%","1","1","75","0","1","0","0","1","0","0","0","2","0","0","0","2","2","2","0","0","0","2","0"
"*05l8q*","Cole Palmer","CHE","M","42","Boss","CHE 1<br/>@NEW 4 F","4.5","4.5","16%","248.13","85%","0%","1","1","74","0","1","0","0","1","0","0","0","0","1","0","1","4","4","0","0","0","0","3","0"
"*04spq*","Jack Harrison","EVE","M","174","ZB","MUN 3<br/>@EVE 0 F","4.5","4.5","0%","1101.61","58%","+0.2%","1","1","90","0","1","0","1","0","0","0","0","0","1","0","0","3","4","0","0","0","0","3","0"
"*05l27*","Jarrad Branthwaite","EVE","D","88","Catts4En","MUN 3<br/>@EVE 0 F","4.5","4.5","1%","1123.86","40%","+6%","1","1","90","0","0","0","0","3","0","0","0","0","3","4","0","6","1","1","0","0","0","3","0"
"*03dyl*","Jeffrey Schlupp","CRY","M","150","W (Tue)","CRY 1<br/>@LUT 2 F","4.5","4.5","6%","358.17","24%","-2.4%","1","1","79","0","1","0","1","0","0","0","0","0","1","3","0","3","7","0","0","0","0","1","0"
"*045c8*","Gabriel Jesus","ARS","F","140","KFC","ARS 1<br/>@BRF 0 F","4.25","4.25","100%","20.8","100%","+0.2%","1","1","65","0","0","0","2","1","0","0","0","0","0","1","0","2","6","0","0","0","0","0","1"
"*063y7*","Iyenoma Destiny Udogie","TOT","D","145","Sean","AVL 2<br/>@TOT 1 F","4.25","4.25","87%","111.34","90%","-1.1%","1","1","90","0","0","0","0","2","0","0","0","0","2","1","0","7","2","0","0","0","0","2","0"
"*05omu*","Ruben Dias","MCI","D","195","draft","LIV 1<br/>@MCI 1 F","4.25","4.25","98%","68.97","86%","+2.8%","1","1","90","0","0","0","0","1","0","0","0","0","0","2","1","3","2","5","0","0","0","1","0"
"*03arh*","Kurt Zouma","WHU","D","170","FA","WHU 2<br/>@BUR 1 F","4.25","4.25","12%","300.99","40%","-0.1%","1","1","90","0","0","0","1","1","0","0","0","0","0","1","0","3","1","1","0","0","0","1","0"
"*0620k*","Nayef Aguerd","WHU","D","136","KFC","WHU 2<br/>@BUR 1 F","4.25","4.25","14%","266.92","27%","-0.6%","1","1","90","0","0","0","0","0","1","0","0","0","1","4","0","5","4","7","0","0","0","1","0"
"*04gpx*","Dara O'Shea","BUR","D","160","W (Tue)","WHU 2<br/>@BUR 1 F","4.25","4.25","1%","1148.64","9%","-1.7%","1","1","90","0","1","0","1","1","0","0","0","0","0","6","1","9","6","9","0","0","1","2","0"
"*061va*","Boubacar Kamara","AVL","M","139","W (Tue)","AVL 2<br/>@TOT 1 F","4","4","3%","390.21","23%","+1.8%","1","1","90","0","0","0","1","2","1","0","0","0","1","0","0","4","6","2","0","0","0","1","0"
"*05ou8*","Facundo Pellistri","MUN","M","332","W (Tue)","MUN 3<br/>@EVE 0 F","4","4","0%","1140.19","1%","-0.1%","1","0","17","0","0","0","1","1","0","0","0","0","0","1","0","3","1","0","0","0","0","0","0"
"*06eo0*","Lesley Ugochukwu","CHE","F","364","FA","CHE 1<br/>@NEW 4 F","4","4","0%","1128.64","1%","-0.1%","1","1","68","0","0","0","0","2","1","0","0","0","1","1","0","7","3","0","0","0","0","3","0"
"*05t6x*","William Osula","SHU","F","431","W (Tue)","BOU 3<br/>@SHU 1 F","4","4","0%","1296.6","0%","+0.1%","1","0","8","0","0","0","1","1","0","0","0","0","0","0","0","4","2","0","0","0","0","0","0"
"*03rvw*","Harry Toffolo","NOT","D","127","xxx","BHA 3<br/>@NOT 2 F","3.75","3.75","0%","-","41%","-6.8%","1","1","90","0","4","0","1","1","1","0","0","1","0","2","0","3","3","0","0","0","0","3","0"
"*052cc*","Billy Gilmour","BHA","M","156","W (Tue)","BHA 3<br/>@NOT 2 F","3.75","3.75","3%","397.71","27%","-2.1%","1","1","76","0","0","0","1","0","0","0","0","0","1","1","0","2","2","0","0","0","0","2","0"
"*062ot*","Cheick Doucoure","CRY","M","188","W (Tue)","CRY 1<br/>@LUT 2 F","3.75","3.75","23%","179.56","17%","-1.7%","1","1","53","0","2","0","0","0","0","0","0","0","1","0","0","2","3","2","0","0","0","0","0"
"*06do9*","Milos Kerkez","BOU","D","215","chukdave","BOU 3<br/>@SHU 1 F","3.75","3.75","39%","142.49","15%","-0.2%","1","0","45","0","2","0","0","0","0","0","0","0","0","3","1","2","6","2","0","0","0","1","0"
"*02m5b*","Chris Wood","NOT","F","223","W (Tue)","BHA 3<br/>@NOT 2 F","3.75","3.75","1%","1128.33","9%","-4.3%","1","1","62","0","1","0","1","0","0","0","1","0","0","1","2","2","6","0","0","0","0","3","0"
"*066r9*","Ehor Yarmolyuk","BRF","M","313","W (Tue)","ARS 1<br/>@BRF 0 F","3.75","3.75","0%","-","2%","-3%","1","1","71","0","0","0","1","0","0","0","0","0","0","1","0","2","2","0","0","0","0","0","1"
"*05r9b*","Martin Odegaard","ARS","M","26","Catts4En","ARS 1<br/>@BRF 0 F","3.5","3.5","100%","8.52","100%","0%","1","1","88","0","1","0","0","0","0","0","0","1","0","0","0","1","4","4","0","0","0","0","1"
"*05uns*","Leon Bailey","AVL","F","62","ZB","AVL 2<br/>@TOT 1 F","3.5","3.5","43%","143.89","84%","+10.6%","1","0","45","0","1","0","1","0","0","0","0","0","0","0","0","3","5","1","0","0","0","0","0"
"*04civ*","Scott McTominay","MUN","M","77","Sean","MUN 3<br/>@EVE 0 F","3.5","3.5","4%","373.02","65%","+17%","1","1","90","0","0","0","0","0","0","0","0","0","1","1","0","6","7","0","0","0","0","0","1"
"*04mqv*","Emerson","WHU","D","157","ZB","WHU 2<br/>@BUR 1 F","3.5","3.5","11%","292.7","35%","-1.5%","1","1","90","0","1","0","0","2","0","0","0","0","0","1","0","4","3","0","0","0","0","1","0"
"*02lpf*","Ross Barkley","LUT","M","167","Badger12","CRY 1<br/>@LUT 2 F","3.5","3.5","9%","311.49","27%","+9.5%","1","1","90","0","0","0","0","0","1","0","0","0","0","2","0","7","5","7","0","0","0","1","0"
"*06dn2*","Zeki Amdouni","BUR","F","115","Catts4En","WHU 2<br/>@BUR 1 F","3.5","3.5","8%","324.92","22%","-1.2%","1","1","72","0","1","0","1","1","0","0","0","0","0","1","1","2","9","0","0","0","0","0","1"
"*062h9*","Luis Sinisterra","BOU","F","244","W (Tue)","BOU 3<br/>@SHU 1 F","3.5","3.5","0%","-","9%","-3.2%","1","0","23","0","0","0","1","0","0","0","0","0","0","0","0","4","2","0","0","0","0","1","0"
"*05uel*","Kristoffer Ajer","BRF","D","229","W (Tue)","ARS 1<br/>@BRF 0 F","3.5","3.5","0%","1146.92","7%","-2.5%","1","1","90","0","0","0","0","0","1","0","0","0","1","4","0","7","6","2","0","0","0","1","0"
"*068yd*","Joao Gomes","WOL","M","209","W (Tue)","WOL 2<br/>@FUL 3 F","3.5","3.5","2%","1118.08","7%","+0.1%","1","1","90","0","2","0","0","1","1","0","1","0","1","0","0","6","6","2","0","0","0","3","0"
"*0554g*","Calvin Bassey","FUL","D","269","FA","WOL 2<br/>@FUL 3 F","3.5","3.5","7%","343.14","3%","-0.2%","1","1","90","0","0","0","0","0","0","0","0","0","3","0","0","4","3","5","0","0","0","2","0"
"*0520r*","Leandro Trossard","ARS","M","143","TranzOTF","ARS 1<br/>@BRF 0 F","3.25","3.25","100%","57.05","93%","-2.7%","1","1","90","0","1","0","0","0","0","0","0","0","0","0","0","4","4","1","0","0","0","0","1"
"*05gcx*","Josh Brownhill","BUR","M","67","tottiand","WHU 2<br/>@BUR 1 F","3.25","3.25","85%","111.15","66%","+1%","1","1","90","0","0","0","0","1","0","0","0","0","2","1","0","3","5","1","0","0","0","2","0"
"*06f81*","Edson Alvarez","WHU","M","200","FA","WHU 2<br/>@BUR 1 F","3.25","3.25","7%","327.35","11%","-0.4%","1","1","62","0","1","0","0","1","1","0","0","0","2","0","0","4","5","0","0","0","0","1","0"
"*061v9*","Diego Carlos","AVL","D","254","W (Tue)","AVL 2<br/>@TOT 1 F","3.25","3.25","6%","346.61","6%","+1.4%","1","1","90","0","0","0","0","0","0","0","0","0","1","4","1","2","3","0","0","0","0","1","0"
"*0427d*","James Tarkowski","EVE","D","21","Boss","MUN 3<br/>@EVE 0 F","3","3","94%","94.54","97%","+0.3%","1","1","90","0","1","0","0","2","0","0","0","0","3","1","0","7","8","1","0","0","0","3","0"
"*05w9q*","Odsonne Edouard","CRY","F","53","draft","CRY 1<br/>@LUT 2 F","3","3","18%","223.06","81%","-1.3%","1","1","79","0","1","0","1","0","0","0","0","0","1","0","0","1","6","0","0","0","0","1","0"
"*0626q*","Simon Adingra","BHA","F","55","chukdave","BHA 3<br/>@NOT 2 F","3","3","9%","315.9","73%","+2.4%","1","1","90","0","1","0","0","0","1","0","0","0","1","1","0","4","3","2","0","0","0","2","0"
"*05ylw*","Rodrigo Bentancur","TOT","M","405","FA","AVL 2<br/>@TOT 1 F","3","3","15%","254.98","15%","-0.9%","1","1","31","0","0","0","0","1","0","0","0","0","1","0","0","3","0","0","0","0","0","0","0"
"*05a6e*","Neco Williams","NOT","D","266","W (Tue)","BHA 3<br/>@NOT 2 F","3","3","18%","229.1","7%","+1.8%","1","0","1","0","1","0","0","0","0","0","0","2","0","0","0","1","2","0","0","0","0","0","0"
"*05trk*","Saman Ghoddos","BRF","F","289","KFC","ARS 1<br/>@BRF 0 F","3","3","0%","-","5%","+3.5%","1","1","88","0","1","0","0","1","0","0","0","0","0","2","0","3","2","0","0","0","0","1","0"
"*061y6*","Ryan Yates","NOT","M","238","W (Tue)","BHA 3<br/>@NOT 2 F","3","3","0%","1174.93","2%","+0.2%","1","0","20","0","0","0","1","1","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0"
"*0522h*","Alexis Mac Allister","LIV","M","153","W (Tue)","LIV 1<br/>@MCI 1 F","2.75","2.75","100%","40.24","82%","-7.7%","1","1","84","0","0","0","0","1","0","0","0","0","2","0","0","5","10","1","0","0","0","1","0"
"*05n3v*","Konstantinos Tsimikas","LIV","D","164","Sean","LIV 1<br/>@MCI 1 F","2.75","2.75","9%","316.79","76%","+2.8%","1","1","90","0","1","0","0","1","0","0","0","0","0","3","0","1","2","2","0","0","0","1","0"
"*05akv*","Tyrick Mitchell","CRY","D","99","Catts4En","CRY 1<br/>@LUT 2 F","2.75","2.75","4%","376.29","50%","-13.9%","1","1","90","0","0","0","0","0","0","0","0","1","1","4","0","4","2","1","0","0","0","2","0"
"*04io3*","Mario Lemina","WOL","M","112","W (Tue)","WOL 2<br/>@FUL 3 F","2.75","2.75","0%","1184.06","37%","-2%","1","1","90","0","1","0","1","2","1","0","0","0","0","0","0","3","7","0","0","0","0","3","0"
"*052ca*","Ezri Konsa","AVL","D","76","W (Tue)","AVL 2<br/>@TOT 1 F","2.75","2.75","11%","298.9","32%","+4.1%","1","1","90","0","0","0","0","1","0","0","0","0","0","2","0","4","2","1","0","0","0","1","0"
"*067ys*","Jack Hinshelwood","BHA","M","303","W (Tue)","BHA 3<br/>@NOT 2 F","2.75","2.75","0%","-","1%","+0.8%","1","0","54","0","0","0","0","0","0","0","1","0","1","4","1","3","4","1","0","0","0","1","0"
"*051k8*","Conor Gallagher","CHE","M","41","Boss","CHE 1<br/>@NEW 4 F","2.5","2.5","59%","137.82","94%","+1%","1","1","68","0","1","0","0","2","0","0","0","0","0","0","0","4","7","1","0","0","0","3","0"
"*04adp*","Aaron Wan-Bissaka","MUN","D","228","xxx","MUN 3<br/>@EVE 0 F","2.5","2.5","80%","123.71","60%","-3.7%","1","0","13","0","0","0","0","0","0","0","0","0","1","2","0","2","0","0","0","0","0","0","0"
"*04t95*","Oliver Skipp","TOT","M","387","FA","AVL 2<br/>@TOT 1 F","2.5","2.5","1%","1112.83","1%","0%","1","0","18","0","1","0","0","0","0","0","0","1","0","0","1","0","2","0","0","0","0","0","0"
"*037mv*","Pelly Ruddock","LUT","M","309","FA","CRY 1<br/>@LUT 2 F","2.5","2.5","0%","1144.3","1%","0%","1","1","60","0","0","0","0","0","0","0","0","0","0","0","0","3","2","2","0","0","0","0","1"
"*06dq8*","Moussa Diaby","AVL","F","33","KFC","AVL 2<br/>@TOT 1 F","2.25","2.25","98%","49.14","97%","-0.5%","1","1","45","0","1","0","0","0","0","0","0","1","1","1","0","1","6","0","0","0","0","1","0"
"*03sgc*","Jordan Ayew","CRY","F","59","Badger12","CRY 1<br/>@LUT 2 F","2.25","2.25","58%","131.25","75%","-2%","1","0","40","0","1","0","0","0","0","0","0","0","0","0","0","5","6","1","0","0","0","2","0"
"*02lny*","Ashley Young","EVE","D","196","FA","MUN 3<br/>@EVE 0 F","2.25","2.25","6%","351.41","9%","+2.4%","1","1","72","0","2","0","0","0","1","0","1","2","1","1","0","3","5","3","0","0","0","2","0"
"*06f7b*","Vinicius de Souza Costa","SHU","M","146","W (Tue)","BOU 3<br/>@SHU 1 F","2.25","2.25","0%","1193.43","3%","+0.3%","1","1","45","0","0","0","0","1","0","0","0","0","0","0","0","5","3","0","0","0","0","2","0"
"*06few*","Youssef Ramalho Chermiti","EVE","F","462","FA","MUN 3<br/>@EVE 0 F","2.25","2.25","0%","1187.6","0%","0%","1","0","7","0","1","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","0","0","0"
"*061x2*","Darwin Nunez","LIV","F","30","Sean","LIV 1<br/>@MCI 1 F","2","2","100%","22.9","100%","0%","1","1","84","0","0","0","1","0","1","0","0","0","1","0","1","1","6","0","0","0","0","1","0"
"*04f67*","Philip Billing","BOU","M","66","W (Tue)","BOU 3<br/>@SHU 1 F","2","2","75%","128.34","65%","-0.6%","1","0","23","0","2","0","0","0","1","0","0","0","0","0","0","2","2","2","0","0","0","1","0"
"*06fxe*","Ryan Gravenberch","LIV","M","302","Sean","LIV 1<br/>@MCI 1 F","2","2","0%","-","41%","+2.6%","1","0","35","0","1","0","0","0","0","0","0","0","0","2","1","0","2","0","0","0","0","0","0"
"*06fg0*","Gustavo Hamer","SHU","M","116","W (Tue)","BOU 3<br/>@SHU 1 F","2","2","0%","1152.31","36%","-1.9%","1","1","80","0","0","0","0","1","0","0","0","0","0","0","0","7","9","1","0","0","0","3","0"
"*06fx1*","Ansu Fati","BHA","F","261","W (Tue)","BHA 3<br/>@NOT 2 F","2","2","0%","-","34%","-4.7%","1","1","20","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0"
"*02m11*","Matt Doherty","WOL","D","336","W (Tue)","WOL 2<br/>@FUL 3 F","2","2","67%","131.74","17%","-0.6%","1","0","70","0","1","0","1","0","0","0","0","0","0","1","0","2","3","2","0","0","0","2","0"
"*04qr8*","Diogo Jota","LIV","F","119","Bfred","LIV 1<br/>@MCI 1 F","1.75","1.75","100%","52.49","93%","-0.1%","1","1","53","0","1","0","0","1","0","0","0","0","0","0","0","2","3","0","0","0","0","1","0"
"*050jq*","Marc Guehi","CRY","D","97","Badger12","CRY 1<br/>@LUT 2 F","1.75","1.75","52%","136.57","67%","-6.7%","1","1","90","0","0","0","0","0","0","0","0","0","3","4","0","0","4","3","0","0","0","2","0"
"*056mf*","Neal Maupay","BRF","F","161","tottiand","ARS 1<br/>@BRF 0 F","1.75","1.75","1%","1151.52","38%","+8.1%","1","0","17","0","0","0","1","0","0","0","0","0","0","0","0","1","3","0","0","0","0","1","0"
"*02lp7*","Andros Townsend","LUT","M","286","FA","CRY 1<br/>@LUT 2 F","1.75","1.75","0%","-","4%","-0.4%","1","1","60","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","0","0","0","1"
"*055c0*","Ben Osborn","SHU","M","396","W (Tue)","BOU 3<br/>@SHU 1 F","1.75","1.75","0%","1102.7","0%","0%","1","0","23","0","1","0","0","0","0","0","0","1","0","1","0","0","2","0","0","0","0","0","0"
"*06cm1*","Nicolas Jackson","CHE","F","58","Sean","CHE 1<br/>@NEW 4 F","1.5","1.5","99%","48.96","98%","+0.3%","1","1","68","0","0","0","0","1","0","0","0","0","0","0","0","4","4","0","0","0","0","3","0"
"*05uor*","Yoane Wissa","BRF","F","61","ZB","ARS 1<br/>@BRF 0 F","1.5","1.5","76%","120.86","91%","+1.3%","1","1","71","0","2","0","0","0","0","0","0","0","0","0","0","1","4","0","0","0","0","0","1"
"*04ge9*","Eddie Nketiah","ARS","F","98","Boss","ARS 1<br/>@BRF 0 F","1.5","1.5","51%","138.04","73%","-4.7%","1","0","23","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"*05oyq*","Said Benrahma","WHU","M","288","FA","WHU 2<br/>@BUR 1 F","1.5","1.5","96%","93.93","42%","-1.3%","1","0","26","0","0","0","0","0","0","0","0","1","0","0","0","2","2","0","0","0","0","0","0"
"*055sf*","Arnaut Danjuma Groeneveld","EVE","F","293","FA","MUN 3<br/>@EVE 0 F","1.5","1.5","54%","135.85","17%","-0.4%","1","0","16","0","2","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","1","0"
"*06804*","Benoit Badiashile","CHE","D","366","Boss","CHE 1<br/>@NEW 4 F","1.5","1.5","11%","306.65","16%","+0.2%","1","1","90","0","0","0","1","2","0","0","0","0","0","3","1","7","3","0","0","0","0","4","0"
"*062ce*","Auston Trusty","SHU","D","299","W (Tue)","BOU 3<br/>@SHU 1 F","1.5","1.5","1%","1123.07","1%","+0.1%","1","1","90","0","0","0","0","2","0","0","0","0","1","5","0","7","6","1","0","0","0","3","0"
"*06c63*","Jordan Clark","LUT","M","423","FA","CRY 1<br/>@LUT 2 F","1.5","1.5","2%","1115.52","0%","-0.1%","1","0","28","0","1","0","0","0","1","0","0","0","0","2","0","2","2","2","0","0","0","1","0"
"*052h5*","Gabriel Martinelli","ARS","M","82","KFC","ARS 1<br/>@BRF 0 F","1.25","1.25","100%","12.84","100%","0%","1","1","78","0","1","0","0","0","1","0","0","0","0","0","0","3","5","0","0","0","0","0","1"
"*03yu2*","Abdoulaye Doucoure","EVE","M","36","KFC","MUN 3<br/>@EVE 0 F","1.25","1.25","38%","145.49","93%","+0.7%","1","1","88","0","3","0","0","0","1","0","0","0","0","0","0","3","9","0","0","0","0","3","0"
"*05o4b*","Matty Cash","AVL","D","91","W (Tue)","AVL 2<br/>@TOT 1 F","1.25","1.25","93%","106.79","85%","-2.8%","1","1","45","0","0","0","0","1","1","0","0","0","1","1","0","3","4","0","0","0","0","1","0"
"*04qrc*","Raul Jimenez","FUL","F","159","Sean","WOL 2<br/>@FUL 3 F","1.25","1.25","64%","131.87","49%","+20.2%","1","1","75","0","0","0","0","0","0","0","0","0","0","1","0","4","4","0","0","0","0","2","0"
"*058vb*","Cameron Archer","SHU","F","212","W (Tue)","BOU 3<br/>@SHU 1 F","1.25","1.25","1%","1151.53","11%","+0.4%","1","1","90","0","1","0","0","1","0","0","0","0","0","0","0","2","5","0","0","0","0","3","0"
"*068se*","Jhon Duran","AVL","F","316","W (Tue)","AVL 2<br/>@TOT 1 F","1.25","1.25","1%","1066.52","2%","-0.2%","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0"
"*06492*","Sasa Kalajdzic","WOL","F","281","W (Tue)","WOL 2<br/>@FUL 3 F","1.25","1.25","5%","373.03","2%","-0.3%","1","0","27","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0"
"*04f6o*","Will Hughes","CRY","M","218","W (Tue)","CRY 1<br/>@LUT 2 F","1.25","1.25","0%","-","2%","-0.2%","1","0","35","0","0","0","0","1","0","0","0","0","0","0","0","2","2","1","0","0","0","2","0"
"*06fwx*","Santiago Bueno","WOL","D","445","W (Tue)","WOL 2<br/>@FUL 3 F","1.25","1.25","0%","-","0%","0%","1","1","90","0","0","0","0","1","0","0","0","0","0","7","2","4","4","0","0","0","0","3","0"
"*03fgo*","Dominic Solanke","BOU","F","32","Bfred","BOU 3<br/>@SHU 1 F","1","1","88%","107.92","98%","-0.2%","1","1","90","0","1","0","0","0","0","0","0","0","0","1","0","6","14","1","0","0","0","1","0"
"*067yv*","Cody Gakpo","LIV","F","213","tottiand","LIV 1<br/>@MCI 1 F","1","1","100%","26.86","88%","-4.5%","1","0","16","0","0","0","0","1","0","0","0","0","0","1","0","3","5","0","0","0","0","0","0"
"*068a1*","Mykhailo Mudryk","CHE","M","166","KFC","CHE 1<br/>@NEW 4 F","1","1","100%","57.68","82%","+1.3%","1","0","20","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0"
"*04yey*","Max Kilman","WOL","D","105","Boss","WOL 2<br/>@FUL 3 F","1","1","19%","216.61","41%","+7.6%","1","1","90","0","0","0","1","0","0","0","0","0","0","7","0","3","3","2","0","0","0","3","0"
"*04o82*","Curtis Jones","LIV","M","359","W (Tue)","LIV 1<br/>@MCI 1 F","1","1","34%","150.29","12%","-0.5%","1","1","53","0","0","0","0","1","0","0","0","0","0","0","0","3","5","1","0","0","0","1","0"
"*05a6d*","Tariq Lamptey","BHA","D","344","W (Tue)","BHA 3<br/>@NOT 2 F","1","1","11%","290.58","5%","-0.3%","1","1","34","0","0","0","0","0","0","0","0","1","0","0","0","1","2","0","0","0","0","1","0"
"*05yct*","Nathan Patterson","EVE","D","237","FA","MUN 3<br/>@EVE 0 F","1","1","3%","379.97","2%","+0.1%","1","0","16","0","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","0","0","1","0"
"*06ezc*","Alejo Veliz","TOT","F","760","FA","AVL 2<br/>@TOT 1 F","1","1","0%","1130.1","1%","0%","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"*068n8*","Noni Madueke","CHE","F","410","FA","CHE 1<br/>@NEW 4 F","0.75","0.75","76%","120.79","23%","-0.2%","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0"
"*06c6i*","Anel Ahmedhodzic","SHU","D","301","W (Tue)","BOU 3<br/>@SHU 1 F","0.75","0.75","21%","193.7","9%","0%","1","0","45","0","0","0","0","1","0","0","0","0","0","0","0","2","3","0","0","0","0","1","0"
"*06clx*","Jordan Beyer","BUR","D","204","W (Tue)","WHU 2<br/>@BUR 1 F","0.75","0.75","19%","208.8","7%","+0.2%","1","1","90","0","0","0","0","0","1","0","0","0","0","5","0","3","5","9","0","0","0","2","0"
"*06c6c*","Elijah Adebayo","LUT","F","250","FA","CRY 1<br/>@LUT 2 F","0.75","0.75","18%","227.26","6%","+0.3%","1","0","15","0","0","0","0","0","1","0","0","0","1","2","0","3","5","0","0","0","0","1","0"
"*06fwi*","Carlos Baleba","BHA","M","262","W (Tue)","BHA 3<br/>@NOT 2 F","0.75","0.75","0%","-","4%","+1.2%","1","0","12","0","0","0","0","0","0","0","0","0","0","3","0","1","2","0","0","0","0","0","0"
"*068yt*","Sasa Lukic","FUL","M","340","FA","WOL 2<br/>@FUL 3 F","0.75","0.75","0%","1234.22","1%","0%","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"*05r37*","Jakub Moder","BHA","M","440","W (Tue)","BHA 3<br/>@NOT 2 F","0.75","0.75","0%","1153.6","0%","+0.1%","1","0","12","0","0","0","0","1","0","0","0","0","0","3","0","1","4","0","0","0","0","0","0"
"*06cmm*","Dominik Szoboszlai","LIV","M","23","Boss","LIV 1<br/>@MCI 1 F","0.5","0.5","100%","33.73","100%","0%","1","1","72","0","1","0","0","0","0","0","0","0","0","1","0","1","6","1","0","0","0","1","0"
"*051k3*","Jacob Ramsey","AVL","M","352","TranzOTF","AVL 2<br/>@TOT 1 F","0.5","0.5","87%","111.05","53%","-1%","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"*05w9m*","Emerson Royal","TOT","D","307","FA","AVL 2<br/>@TOT 1 F","0.5","0.5","29%","149.17","18%","-1.5%","1","1","90","0","0","0","0","0","0","0","0","0","1","2","0","2","3","3","0","0","0","2","0"
"*06fxf*","Sofyan Amrabat","MUN","M","283","W (Tue)","MUN 3<br/>@EVE 0 F","0.5","0.5","0%","-","11%","+1.2%","1","0","17","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"*03dxq*","Danny Ings","WHU","F","750","FA","WHU 2<br/>@BUR 1 F","0.5","0.5","25%","155.88","7%","-0.2%","1","1","61","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","1","0"
"*05t6y*","Hannibal Mejbri","MUN","M","345","W (Tue)","MUN 3<br/>@EVE 0 F","0.5","0.5","0%","1149.7","1%","-0.2%","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0"
"*0645x*","Divin Mubama","WHU","F","456","FA","WHU 2<br/>@BUR 1 F","0.5","0.5","3%","371.63","1%","-0.2%","1","0","27","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0"
"*068ys*","Naouirou Ahamada","CRY","M","418","W (Tue)","CRY 1<br/>@LUT 2 F","0.5","0.5","1%","1102.95","1%","0%","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","3","4","0","0","0","0","1","0"
"*06ewy*","Alex Murphy","NEW","D","457","FA","CHE 1<br/>@NEW 4 F","0.5","0.5","0%","-","0%","0%","1","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0"
"*032f5*","Paul Dummett","NEW","D","454","FA","CHE 1<br/>@NEW 4 F","0.5","0.5","0%","1250.6","0%","0%","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"*06c4q*","Anass Zaroury","BUR","F","763","W (Tue)","WHU 2<br/>@BUR 1 F","0.25","0.25","62%","129.29","14%","-0.2%","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","2","0"
"*067yu*","Facundo Buonanotte","BHA","M","294","tottiand","BHA 3<br/>@NOT 2 F","0.25","0.25","14%","275.58","13%","-7.8%","1","0","45","0","0","0","0","1","1","0","0","0","0","0","0","4","5","0","0","0","0","1","0"
"*068a3*","Danilo","NOT","M","349","W (Tue)","BHA 3<br/>@NOT 2 F","0.25","0.25","24%","168.58","9%","-0.2%","1","1","61","0","0","0","0","0","0","0","0","0","0","1","0","1","2","0","0","0","0","3","0"
