"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","%D","ADP","Ros","+/-","GP","GS","Min","G","KP","AT","SOT","TkW","YC","RC","Pen","ACNC","Int","CLR","BS","DW","DL","LBA","PKM","PKD","OG","GAO","CS"
"*03rxa*","Idrissa Gueye","EVE","M","196","W (Thu)","EVE 3<br/>@CRY 2 F","14.5","14.5","4%","385.43","4%","-0.6%","1","0","45","1","1","0","1","3","0","0","0","0","0","1","0","4","5","0","0","0","0","1","0"
"*02lkp*","Raheem Sterling","CHE","F","23","Catts4En","MCI 4<br/>@CHE 4 F","14.25","14.25","100%","57.77","100%","0%","1","1","90","1","1","0","1","0","1","0","0","0","1","1","0","10","12","0","0","0","0","4","0"
"*04rzl*","Taiwo Awoniyi","NOT","F","94","draft","NOT 2<br/>@WHU 3 F","14.25","14.25","51%","137.91","87%","+0.9%","1","1","75","1","0","0","2","0","0","0","0","0","0","2","0","3","3","0","0","0","0","2","0"
"*05gcx*","Josh Brownhill","BUR","M","108","W (Thu)","BUR 1<br/>@ARS 3 F","14.25","14.25","85%","111.16","41%","+0.8%","1","1","84","1","1","0","1","0","0","0","0","0","1","3","0","2","4","2","0","0","0","3","0"
"*046c5*","Jarrod Bowen","WHU","M","8","Badger12","NOT 2<br/>@WHU 3 F","14","14","100%","32.51","100%","0%","1","1","90","1","1","0","1","1","0","0","0","0","0","1","0","5","6","1","0","0","0","2","0"
"*05n07*","Pedro Porro","TOT","D","31","Bfred","TOT 1<br/>@WOL 2 F","14","14","100%","52.16","100%","0%","1","1","90","0","2","1","0","2","0","0","0","1","1","5","0","8","7","2","0","0","0","2","0"
"*03gu4*","Harry Maguire","MUN","D","154","KFC","LUT 0<br/>@MUN 1 F","14","14","27%","140.92","49%","+27.3%","1","1","90","0","1","0","0","0","0","0","0","0","0","3","3","4","4","9","0","0","0","0","1"
"*05w9q*","Odsonne Edouard","CRY","F","61","draft","EVE 3<br/>@CRY 2 F","13","13","18%","223.09","81%","-1%","1","1","82","1","1","0","2","0","0","0","0","0","0","0","0","2","9","1","0","0","0","2","0"
"*05ogb*","Anthony Elanga","NOT","F","84","Boss","NOT 2<br/>@WHU 3 F","13","13","42%","145.1","55%","+2%","1","1","90","1","1","0","1","1","1","0","0","0","0","0","0","5","4","0","0","0","0","3","0"
"*05ohc*","Sergio Reguilon","MUN","D","304","KFC","LUT 0<br/>@MUN 1 F","13","13","8%","313.72","33%","+11.1%","1","1","78","0","1","0","0","3","0","0","0","1","1","0","0","6","3","1","0","0","0","0","1"
"*061ya*","Brennan Johnson","TOT","F","219","Sean","TOT 1<br/>@WOL 2 F","12.75","12.75","92%","98.85","82%","+7.8%","1","1","74","1","0","0","1","1","0","0","0","0","0","0","0","3","2","1","0","0","0","0","1"
"*06cm1*","Nicolas Jackson","CHE","F","38","Sean","MCI 4<br/>@CHE 4 F","12.5","12.5","99%","48.96","96%","+5.9%","1","1","88","1","0","0","2","0","1","0","0","0","0","1","0","2","3","0","0","0","0","4","0"
"*04fk6*","Bernardo Silva","MCI","M","48","Boss","MCI 4<br/>@CHE 4 F","12.25","12.25","100%","58.45","100%","+0.6%","1","1","90","0","2","1","0","1","0","0","0","1","0","0","0","3","3","4","0","0","0","4","0"
"*051k7*","Reece James","CHE","D","257","TranzOTF","MCI 4<br/>@CHE 4 F","12.25","12.25","100%","25.75","99%","0%","1","1","63","0","2","1","1","3","0","0","0","0","0","1","0","7","3","3","0","0","0","3","0"
"*05o8o*","Jayden Bogle","SHU","D","217","W (Thu)","SHU 1<br/>@BHA 1 F","12.25","12.25","0%","1136.69","4%","-0.6%","1","1","88","0","0","1","1","0","1","0","0","1","2","3","0","4","7","1","0","0","0","1","0"
"*03srg*","Trent Alexander-Arnold","LIV","D","70","draft","BRF 0<br/>@LIV 3 F","12","12","100%","7.78","100%","0%","1","1","88","0","2","0","0","0","0","0","0","1","1","1","0","2","1","4","0","0","0","0","1"
"*062cn*","Julian Alvarez","MCI","F","11","Boss","MCI 4<br/>@CHE 4 F","12","12","100%","58.11","100%","0%","1","1","78","0","2","1","1","0","0","0","0","1","0","0","0","1","3","1","0","0","0","3","0"
"*05ocl*","Ollie Watkins","AVL","F","3","xxx","FUL 1<br/>@AVL 3 F","12","12","100%","19.8","100%","0%","1","1","90","1","1","0","1","0","1","0","0","0","0","1","0","3","4","1","0","0","0","1","0"
"*0649j*","Manuel Akanji","MCI","D","105","W (Thu)","MCI 4<br/>@CHE 4 F","12","12","88%","107.73","88%","-1.6%","1","1","90","1","0","0","1","1","0","0","0","0","3","2","1","3","1","3","0","0","0","4","0"
"*05uns*","Leon Bailey","AVL","F","98","ZB","FUL 1<br/>@AVL 3 F","12","12","43%","143.89","62%","-3.2%","1","0","27","0","2","1","0","0","0","0","0","0","2","0","0","2","2","2","0","0","0","1","0"
"*04spq*","Jack Harrison","EVE","M","157","ZB","EVE 3<br/>@CRY 2 F","12","12","0%","1101.6","60%","-2.6%","1","1","90","0","2","1","0","1","0","0","0","2","1","2","0","3","10","0","0","0","0","2","0"
"*04abb*","Phil Foden","MCI","M","16","Boss","MCI 4<br/>@CHE 4 F","11.75","11.75","100%","16.45","100%","0%","1","1","90","0","1","0","2","1","0","0","0","1","3","0","0","8","7","0","0","0","0","4","0"
"*0427d*","James Tarkowski","EVE","D","25","Boss","EVE 3<br/>@CRY 2 F","11.75","11.75","94%","94.55","96%","+1.4%","1","1","90","0","0","0","0","3","0","0","0","0","2","8","3","10","3","4","0","0","0","2","0"
"*061ve*","Ryan Christie","BOU","M","113","W (Thu)","NEW 0<br/>@BOU 2 F","11.75","11.75","8%","336.41","22%","-0.5%","1","1","90","0","4","0","2","1","0","0","0","0","1","1","0","6","9","1","0","0","0","0","1"
"*063e7*","Marcos Senesi","BOU","D","265","W (Thu)","NEW 0<br/>@BOU 2 F","11.75","11.75","3%","398.51","1%","-0.1%","1","1","90","0","0","0","0","2","1","0","0","0","1","1","0","5","0","8","0","0","0","0","1"
"*067yz*","Matheus Cunha","WOL","F","47","chukdave","TOT 1<br/>@WOL 2 F","11.5","11.5","34%","147.16","80%","-1.6%","1","1","90","0","3","1","0","1","0","0","0","0","1","0","0","5","12","2","0","0","0","1","0"
"*0435s*","Joel Matip","LIV","D","192","tottiand","BRF 0<br/>@LIV 3 F","11.25","11.25","3%","375.81","23%","+8.6%","1","1","90","0","1","0","0","1","1","0","0","0","0","3","1","7","6","4","0","0","0","0","1"
"*068yi*","Illia Zabarnyi","BOU","D","203","W (Thu)","NEW 0<br/>@BOU 2 F","11","11","0%","1209.18","5%","-0.7%","1","1","90","0","0","0","0","1","0","0","0","0","1","3","0","4","1","4","0","0","0","0","1"
"*051kg*","Max Aarons","BOU","D","216","W (Thu)","NEW 0<br/>@BOU 2 F","11","11","0%","1148.2","5%","+0.1%","1","1","67","0","0","0","0","3","0","0","0","0","1","0","0","5","4","4","0","0","0","0","1"
"*043qy*","Lewis Cook","BOU","M","209","W (Thu)","NEW 0<br/>@BOU 2 F","10.75","10.75","0%","-","2%","0%","1","1","90","0","2","0","0","3","1","0","0","0","3","2","0","8","2","1","0","0","0","0","1"
"*02oo1*","Ben Davies","TOT","D","276","tottiand","TOT 1<br/>@WOL 2 F","10.5","10.5","11%","295.52","15%","+5.4%","1","1","90","0","0","0","0","2","0","0","0","0","2","3","5","6","1","4","0","0","0","2","0"
"*04qfz*","Diogo Dalot","MUN","D","75","xxx","LUT 0<br/>@MUN 1 F","10","10","99%","79.86","96%","+3.3%","1","1","90","0","1","0","0","1","0","0","0","1","0","1","0","2","1","2","0","0","0","0","1"
"*06dq8*","Moussa Diaby","AVL","F","22","KFC","FUL 1<br/>@AVL 3 F","9.75","9.75","98%","49.16","97%","0%","1","1","61","0","1","1","1","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","1"
"*05os4*","Rayan Ait-Nouri","WOL","D","167","W (Thu)","TOT 1<br/>@WOL 2 F","9.75","9.75","3%","382.16","14%","-5.2%","1","1","86","0","4","0","0","1","1","0","0","1","0","1","0","11","4","2","0","0","0","1","0"
"*052h5*","Gabriel Martinelli","ARS","M","78","KFC","BUR 1<br/>@ARS 3 F","9.5","9.5","100%","12.84","100%","0%","1","1","88","0","2","0","1","1","0","0","0","4","0","0","0","7","10","0","0","0","0","1","0"
"*05gcs*","Sander Berge","BUR","M","168","W (Thu)","BUR 1<br/>@ARS 3 F","9.5","9.5","19%","216.58","5%","-0.3%","1","1","90","0","0","0","0","2","0","0","0","0","1","6","1","10","2","2","0","0","0","3","0"
"*051k5*","Lloyd Kelly","BOU","D","273","W (Thu)","NEW 0<br/>@BOU 2 F","9.5","9.5","0%","1232.2","1%","-0.1%","1","1","90","0","0","0","0","1","0","0","0","0","1","0","0","2","2","6","0","0","0","0","1"
"*05gcr*","Bruno Fernandes","MUN","M","7","ZB","LUT 0<br/>@MUN 1 F","9.25","9.25","100%","3.52","100%","0%","1","1","90","0","2","0","0","2","0","0","0","3","0","1","0","4","5","5","0","0","0","0","1"
"*03frx*","Ola Aina","NOT","D","174","W (Thu)","NOT 2<br/>@WHU 3 F","9.25","9.25","1%","1114.71","5%","+3.2%","1","1","75","0","1","1","0","1","0","0","0","0","0","1","1","4","2","0","0","0","0","2","0"
"*04yo7*","Youri Tielemans","AVL","M","277","TranzOTF","FUL 1<br/>@AVL 3 F","9","9","98%","86.04","37%","+7.7%","1","1","90","0","1","0","1","0","0","0","0","1","2","0","0","7","4","2","0","0","0","1","0"
"*05gvx*","Armando Broja","CHE","F","285","W (Thu)","MCI 4<br/>@CHE 4 F","9","9","1%","1141.8","9%","-2.9%","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","2","0","0","1","0","0","0"
"*0639x*","Marcus Tavernier","BOU","M","165","xxx","NEW 0<br/>@BOU 2 F","8.5","8.5","34%","147.53","52%","-2.4%","1","1","88","0","2","0","1","3","0","0","0","0","0","1","0","5","4","1","0","0","0","0","1"
"*05yg5*","Toti","WOL","D","229","W (Thu)","TOT 1<br/>@WOL 2 F","8.5","8.5","0%","1227.2","2%","-1.8%","1","1","90","0","0","0","1","2","0","0","0","0","2","2","0","5","0","2","0","0","0","1","0"
"*05tr1*","Ethan Pinnock","BRF","D","28","Sean","BRF 0<br/>@LIV 3 F","8.25","8.25","99%","71.39","98%","-0.4%","1","1","90","0","0","0","1","1","0","0","0","0","3","6","1","8","3","4","0","0","0","3","0"
"*05nt7*","Thiago Silva","CHE","D","85","Boss","MCI 4<br/>@CHE 4 F","8.25","8.25","78%","124.26","77%","-5%","1","1","90","1","0","0","1","0","0","0","0","0","2","1","0","1","1","3","0","0","0","4","0"
"*02lnn*","Oliver Norwood","SHU","M","89","ZB","SHU 1<br/>@BHA 1 F","8.25","8.25","13%","279.8","26%","+8.8%","1","1","90","0","1","0","0","3","0","0","0","0","1","4","0","8","4","3","0","0","0","1","0"
"*06c5x*","Tom Lockyer","LUT","D","129","W (Thu)","LUT 0<br/>@MUN 1 F","8.25","8.25","38%","147.4","17%","+0.9%","1","1","90","0","0","0","0","1","1","0","0","0","5","8","0","2","1","4","0","0","0","1","0"
"*05y9n*","Lewis Hall","NEW","D","374","chukdave","NEW 0<br/>@BOU 2 F","7.5","7.5","29%","147.18","42%","+27.5%","1","1","45","0","0","0","1","4","0","0","0","0","1","0","0","7","5","1","0","0","0","0","0"
"*05o4b*","Matty Cash","AVL","D","57","Bfred","FUL 1<br/>@AVL 3 F","7.25","7.25","93%","106.8","98%","-0.3%","1","1","90","0","0","0","2","0","0","0","0","0","2","2","0","1","2","3","0","0","0","1","0"
"*05afe*","Teden Mengi","LUT","D","253","W (Thu)","LUT 0<br/>@MUN 1 F","7.25","7.25","0%","1125.7","0%","0%","1","1","90","0","0","0","1","3","0","0","0","0","1","5","0","4","2","0","0","0","0","1","0"
"*04ge6*","Joe Willock","NEW","M","358","Badger12","NEW 0<br/>@BOU 2 F","7","7","45%","145.04","53%","+9.2%","1","1","88","0","1","0","1","2","0","0","0","0","0","0","0","6","4","4","0","0","0","2","0"
"*067yu*","Facundo Buonanotte","BHA","M","331","tottiand","SHU 1<br/>@BHA 1 F","7","7","14%","275.67","15%","+7%","1","1","45","0","1","1","0","0","1","0","0","0","0","1","0","3","7","0","0","0","0","0","0"
"*06cm4*","Chiedozie Ogbene","LUT","F","145","W (Thu)","LUT 0<br/>@MUN 1 F","7","7","1%","1108.48","13%","+5.5%","1","1","85","0","2","0","1","1","0","0","0","0","1","2","0","3","2","0","0","0","0","1","0"
"*02lp7*","Andros Townsend","LUT","M","284","Badger12","LUT 0<br/>@MUN 1 F","7","7","0%","-","9%","-1%","1","1","59","0","0","0","1","3","0","0","0","0","2","0","0","5","5","1","0","0","0","1","0"
"*06c6a*","Alfie Doughty","LUT","M","95","W (Thu)","LUT 0<br/>@MUN 1 F","6.5","6.5","48%","142.27","68%","+3.1%","1","1","72","0","1","0","0","1","0","0","0","1","2","1","0","3","0","1","0","0","0","1","0"
"*044ej*","Johann Gudmundsson","BUR","M","210","W (Thu)","BUR 1<br/>@ARS 3 F","6.5","6.5","9%","321.43","9%","+3.1%","1","1","90","0","2","0","1","0","1","0","0","1","2","1","0","2","7","4","0","0","0","3","0"
"*068yd*","Joao Gomes","WOL","M","206","W (Thu)","TOT 1<br/>@WOL 2 F","6.5","6.5","2%","1117.52","6%","-0.1%","1","1","86","0","1","0","0","1","1","0","0","1","3","0","0","6","5","1","0","0","0","1","0"
"*06fxu*","Ibrahim Sangare","NOT","M","222","W (Thu)","NOT 2<br/>@WHU 3 F","6.5","6.5","0%","-","4%","-0.6%","1","1","88","0","1","0","0","2","0","0","0","0","3","3","1","5","12","1","0","0","0","3","0"
"*05os8*","Joachim Andersen","CRY","D","9","TranzOTF","EVE 3<br/>@CRY 2 F","6.25","6.25","47%","142.46","94%","0%","1","1","90","0","0","0","0","1","0","0","0","0","2","7","1","2","1","17","0","0","0","3","0"
"*05tr8*","Christian Norgaard","BRF","M","60","draft","BRF 0<br/>@LIV 3 F","6.25","6.25","19%","219.38","69%","-3.5%","1","1","90","0","2","0","0","0","1","0","0","0","2","2","0","8","5","0","0","0","0","3","0"
"*04civ*","Scott McTominay","MUN","M","114","Sean","LUT 0<br/>@MUN 1 F","6.25","6.25","4%","373.12","61%","+9.6%","1","1","90","0","0","0","1","0","0","0","0","0","0","2","0","7","3","0","0","0","0","0","1"
"*04p0d*","Dwight McNeil","EVE","M","137","TranzOTF","EVE 3<br/>@CRY 2 F","6","6","96%","76.4","87%","+0.8%","1","1","90","0","0","0","1","1","0","0","0","2","1","1","0","3","7","2","0","0","0","2","0"
"*06crm*","Pau Torres","AVL","D","149","W (Thu)","FUL 1<br/>@AVL 3 F","6","6","93%","107.35","71%","-3.9%","1","1","90","0","1","0","0","2","0","0","0","0","1","3","0","3","3","6","0","0","0","1","0"
"*05oh0*","Jan-Paul van Hecke","BHA","D","247","Boss","SHU 1<br/>@BHA 1 F","6","6","1%","1144.91","14%","+8.2%","1","1","90","0","0","0","0","1","0","0","0","0","1","2","2","4","3","3","0","0","0","1","0"
"*062h9*","Luis Sinisterra","BOU","F","271","W (Thu)","NEW 0<br/>@BOU 2 F","6","6","0%","-","5%","+1.9%","1","0","21","0","1","0","2","0","0","0","0","0","1","0","0","2","4","0","0","0","0","0","0"
"*04fk1*","Pascal Gross","BHA","M","64","Catts4En","SHU 1<br/>@BHA 1 F","5.75","5.75","100%","36.27","100%","+0.1%","1","1","90","0","2","0","0","1","0","0","0","2","0","0","0","2","3","4","0","0","0","1","0"
"*03rzp*","Antonee Robinson","FUL","D","125","W (Thu)","FUL 1<br/>@AVL 3 F","5.75","5.75","83%","116.11","61%","-1.6%","1","1","90","0","3","1","0","1","1","0","0","2","1","5","0","4","6","2","0","0","1","3","0"
"*05trb*","Bryan Mbeumo","BRF","F","10","tottiand","BRF 0<br/>@LIV 3 F","5.5","5.5","100%","40.27","100%","0%","1","1","90","0","3","0","1","0","0","0","0","0","0","2","0","5","10","0","0","0","0","3","0"
"*052cd*","Mason Mount","MUN","M","280","Badger12","LUT 0<br/>@MUN 1 F","5.5","5.5","100%","30.64","76%","-4.6%","1","0","49","0","1","0","0","2","0","0","0","1","0","0","0","6","2","0","0","0","0","0","0"
"*06fx1*","Ansu Fati","BHA","F","228","Bfred","SHU 1<br/>@BHA 1 F","5.5","5.5","0%","-","65%","+3.9%","1","1","70","0","1","0","2","0","0","0","0","0","0","1","0","2","4","1","0","0","0","0","1"
"*05ojg*","Nelson Semedo","WOL","D","171","W (Thu)","TOT 1<br/>@WOL 2 F","5.5","5.5","6%","362.77","18%","-14.3%","1","1","66","0","1","0","0","2","0","0","0","0","0","1","0","6","1","2","0","0","0","1","0"
"*05tr9*","Mathias Jensen","BRF","M","21","Bfred","BRF 0<br/>@LIV 3 F","5.25","5.25","83%","116.69","98%","-0.1%","1","1","71","0","1","0","1","0","0","0","0","0","2","2","0","1","5","2","0","0","0","2","0"
"*04mdn*","Anthony Gordon","NEW","M","17","Bfred","NEW 0<br/>@BOU 2 F","5.25","5.25","71%","128.44","96%","0%","1","1","90","0","0","0","1","2","0","0","0","0","0","0","0","7","7","2","0","0","0","2","0"
"*03jly*","Andreas Pereira","FUL","M","122","KFC","FUL 1<br/>@AVL 3 F","5.25","5.25","98%","75.61","83%","+3.8%","1","1","73","0","2","0","0","1","0","0","0","1","0","1","0","3","2","2","0","0","0","3","0"
"*050jq*","Marc Guehi","CRY","D","72","Badger12","EVE 3<br/>@CRY 2 F","5.25","5.25","52%","136.57","77%","+3.3%","1","1","90","0","0","0","0","1","0","0","0","0","1","7","0","11","6","8","0","0","0","3","0"
"*060wh*","Alejandro Garnacho","MUN","M","250","tottiand","LUT 0<br/>@MUN 1 F","5.25","5.25","85%","112.15","65%","+11.9%","1","1","67","0","3","0","0","1","0","0","0","0","0","0","0","5","7","0","0","0","0","0","1"
"*05o4c*","Timothy Castagne","FUL","D","183","ZB","FUL 1<br/>@AVL 3 F","5.25","5.25","0%","-","21%","-5.1%","1","1","90","0","0","0","0","1","0","0","0","0","4","2","1","6","1","2","0","0","0","3","0"
"*05opk*","Vladimir Coufal","WHU","D","52","TranzOTF","NOT 2<br/>@WHU 3 F","5","5","15%","266.63","83%","+0.4%","1","1","90","0","0","0","0","3","1","0","0","1","1","4","2","6","7","1","0","0","0","2","0"
"*06fg0*","Gustavo Hamer","SHU","M","116","KFC","SHU 1<br/>@BHA 1 F","5","5","0%","1152.26","44%","-6.8%","1","1","90","0","3","0","0","2","0","0","0","0","0","0","0","3","4","2","0","0","0","1","0"
"*0620k*","Nayef Aguerd","WHU","D","124","KFC","NOT 2<br/>@WHU 3 F","5","5","14%","266.91","34%","+1.3%","1","1","90","0","1","0","0","0","0","0","0","0","0","2","1","4","2","12","0","0","0","2","0"
"*05w9r*","Takehiro Tomiyasu","ARS","D","263","Boss","BUR 1<br/>@ARS 3 F","5","5","3%","376.99","31%","+16.2%","1","1","90","0","0","0","0","1","0","0","0","0","1","3","0","6","3","2","0","0","0","1","0"
"*02lpf*","Ross Barkley","LUT","M","236","Badger12","LUT 0<br/>@MUN 1 F","5","5","9%","311.39","22%","+14.2%","1","1","90","0","2","0","0","0","0","0","0","0","1","2","1","3","6","2","0","0","0","1","0"
"*06cmm*","Dominik Szoboszlai","LIV","M","24","Boss","BRF 0<br/>@LIV 3 F","4.75","4.75","100%","33.73","100%","0%","1","1","88","0","2","0","1","0","0","0","0","0","0","1","0","1","7","3","0","0","0","0","1"
"*043qz*","Pierre-Emile Hojbjerg","TOT","M","283","Sean","TOT 1<br/>@WOL 2 F","4.75","4.75","42%","141.08","24%","+8.1%","1","1","90","0","1","0","0","0","0","0","0","0","2","2","0","4","5","2","0","0","0","2","0"
"*06fxv*","Jean-Ricner Bellegarde","WOL","M","325","draft","TOT 1<br/>@WOL 2 F","4.75","4.75","0%","-","14%","+8.9%","1","1","72","0","1","0","0","0","0","0","0","0","0","0","0","9","6","3","0","0","0","1","0"
"*068y0*","Antoine Semenyo","BOU","F","182","W (Thu)","NEW 0<br/>@BOU 2 F","4.75","4.75","0%","1069.31","13%","+0.8%","1","1","80","0","1","0","1","1","0","0","0","0","0","0","0","7","9","0","0","0","0","0","1"
"*03ybi*","Marcus Rashford","MUN","F","121","Boss","LUT 0<br/>@MUN 1 F","4.5","4.5","100%","7.82","100%","+0.1%","1","1","90","0","0","0","1","0","0","0","0","0","1","0","0","4","5","3","0","0","0","0","1"
"*04tig*","Fabian Schar","NEW","D","56","xxx","NEW 0<br/>@BOU 2 F","4.5","4.5","99%","69.33","99%","+1.9%","1","1","90","0","0","0","0","2","0","0","0","0","1","4","0","7","3","3","0","0","0","2","0"
"*05nzu*","Gabriel Magalhaes","ARS","D","142","ZB","BUR 1<br/>@ARS 3 F","4.5","4.5","99%","79.43","90%","+5.3%","1","1","90","0","1","0","0","1","0","0","0","0","0","3","0","5","4","3","0","0","0","1","0"
