"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","%D","ADP","Ros","+/-","GP","GS","Min","G","KP","AT","SOT","TkW","YC","RC","Pen","ACNC","Int","CLR","BS","DW","DL","LBA","PKM","PKD","OG","GAO","CS"
"*0524k*","Rodri","MCI","M","24","TranzOTF","BOU 1<br/>@MCI 6 F","15.75","15.75","99%","54.38","100%","+0.2%","1","1","70","0","2","1","1","0","0","0","0","0","1","0","1","0","1","8","0","0","0","0","1"
"*0554i*","Joelinton","NEW","M","172","TranzOTF","ARS 0<br/>@NEW 1 F","15.75","15.75","100%","65.6","84%","+2.2%","1","1","90","0","2","1","1","2","0","0","0","0","2","2","0","5","10","1","0","0","0","0","1"
"*02lnn*","Oliver Norwood","SHU","M","90","W (Thu)","WOL 1<br/>@SHU 2 F","15.75","15.75","13%","279.8","17%","+1.4%","1","1","90","1","1","0","1","1","0","0","0","1","0","2","0","3","2","3","0","0","0","1","0"
"*04spx*","Tahith Chong","LUT","M","215","W (Thu)","LIV 1<br/>@LUT 1 F","15.75","15.75","16%","255.87","3%","-0.1%","1","0","28","1","0","0","1","1","0","0","0","0","0","1","0","8","0","0","0","0","0","1","0"
"*0637b*","Orel Mangala","NOT","M","188","W (Thu)","AVL 0<br/>@NOT 2 F","15.75","15.75","0%","-","2%","+0.1%","1","1","90","1","0","0","1","1","0","0","0","0","1","4","1","2","4","1","0","0","0","0","1"
"*062h8*","Moussa Niakhate","NOT","D","326","W (Thu)","AVL 0<br/>@NOT 2 F","15.75","15.75","0%","1162.77","0%","+0.1%","1","1","90","0","0","0","0","4","0","0","0","0","2","8","1","5","0","1","0","0","0","0","1"
"*062cl*","Issa Kabore","LUT","D","142","W (Thu)","LIV 1<br/>@LUT 1 F","15.5","15.5","5%","354.03","5%","-1.9%","1","1","90","0","1","1","1","2","0","0","0","0","0","5","1","7","5","0","0","0","0","1","0"
"*05ylx*","Dejan Kulusevski","TOT","M","48","ZB","CHE 4<br/>@TOT 1 F","15.25","15.25","100%","44.11","100%","-0.1%","1","1","60","1","1","0","1","3","0","0","0","0","0","0","0","6","5","0","0","0","0","1","0"
"*05ue7*","Frank Onyeka","BRF","M","195","W (Thu)","WHU 2<br/>@BRF 3 F","15.25","15.25","0%","-","1%","+0.3%","1","1","90","0","2","1","1","1","0","0","0","0","1","1","0","6","4","2","0","0","0","2","0"
"*02y6o*","Nathan Ake","MCI","D","145","W (Thu)","BOU 1<br/>@MCI 6 F","15","15","84%","114.85","84%","+4%","1","1","90","1","2","0","1","0","0","0","0","0","0","4","0","2","2","2","0","0","0","1","0"
"*056mf*","Neal Maupay","BRF","F","178","W (Thu)","WHU 2<br/>@BRF 3 F","14.75","14.75","1%","1151.53","11%","+6.6%","1","1","90","1","1","0","1","2","0","0","0","0","0","0","0","6","6","1","0","0","0","2","0"
"*04mdn*","Anthony Gordon","NEW","M","15","Bfred","ARS 0<br/>@NEW 1 F","14.25","14.25","71%","128.44","96%","0%","1","1","90","1","1","0","1","2","1","0","0","0","0","0","0","4","3","0","0","0","0","0","1"
"*06fxv*","Jean-Ricner Bellegarde","WOL","M","340","draft","WOL 1<br/>@SHU 2 F","14.25","14.25","0%","-","5%","+0.2%","1","0","28","1","1","0","1","0","0","0","0","0","1","1","0","3","2","0","0","0","0","2","0"
"*0649j*","Manuel Akanji","MCI","D","127","Sean","BOU 1<br/>@MCI 6 F","14","14","88%","107.73","90%","+4.8%","1","1","90","1","1","0","1","0","0","0","0","0","0","0","0","3","0","2","0","0","0","1","0"
"*05u1m*","Nathan Collins","BRF","D","52","draft","WHU 2<br/>@BRF 3 F","14","14","5%","349.1","59%","+15.4%","1","1","90","1","0","0","1","0","0","0","0","0","0","13","0","4","4","3","0","0","0","2","0"
"*04qfz*","Diogo Dalot","MUN","D","83","xxx","MUN 1<br/>@FUL 0 F","13.75","13.75","99%","79.86","93%","+0.4%","1","1","90","0","2","0","0","2","1","0","0","2","0","5","1","2","2","4","0","0","0","0","1"
"*068ym*","Enzo Fernandez","CHE","M","86","draft","CHE 4<br/>@TOT 1 F","13.75","13.75","99%","73.22","91%","-1.3%","1","1","57","0","1","1","0","0","0","0","0","0","0","0","1","5","4","5","0","1","0","1","0"
"*03sgc*","Jordan Ayew","CRY","F","37","Badger12","CRY 2<br/>@BUR 0 F","13.75","13.75","58%","131.25","76%","+7.9%","1","1","90","0","1","1","0","2","1","0","0","1","0","3","0","11","6","0","0","0","0","0","1"
"*03vll*","Michail Antonio","WHU","F","108","ZB","WHU 2<br/>@BRF 3 F","13.75","13.75","41%","144.07","68%","-2.2%","1","1","63","0","2","1","0","1","0","0","0","1","0","0","0","8","4","1","0","0","0","2","0"
"*03dyl*","Jeffrey Schlupp","CRY","M","155","W (Thu)","CRY 2<br/>@BUR 0 F","13.75","13.75","6%","358.17","21%","+2%","1","1","69","1","0","0","1","2","0","0","0","0","0","1","0","4","6","0","0","0","0","0","1"
"*03pig*","Jamaal Lascelles","NEW","D","217","Badger12","ARS 0<br/>@NEW 1 F","12.25","12.25","0%","1141.2","24%","-10.7%","1","1","90","0","0","0","0","1","0","0","0","0","0","6","3","4","3","0","0","0","0","0","1"
"*05w91*","Hwang Hee-Chan","WOL","F","23","Bfred","WOL 1<br/>@SHU 2 F","12","12","4%","383.5","82%","+5.1%","1","1","90","0","4","1","0","0","0","0","0","0","0","1","0","3","3","0","0","0","0","2","0"
"*03r93*","Joseph Gomez","LIV","D","157","chukdave","LIV 1<br/>@LUT 1 F","12","12","1%","1125.87","34%","+17.8%","1","1","66","0","2","0","0","2","0","0","0","0","0","1","0","7","3","0","0","0","0","0","1"
"*05trb*","Bryan Mbeumo","BRF","F","9","tottiand","WHU 2<br/>@BRF 3 F","11.75","11.75","100%","40.27","100%","+0.1%","1","1","90","0","0","1","1","0","0","0","0","0","1","0","0","6","6","1","0","0","0","2","0"
"*04abb*","Phil Foden","MCI","M","17","Boss","BOU 1<br/>@MCI 6 F","11.75","11.75","100%","16.45","100%","0%","1","0","45","1","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0"
"*05uhs*","James Mcatee","SHU","M","214","W (Thu)","WOL 1<br/>@SHU 2 F","11.75","11.75","0%","1148.2","4%","-1.5%","1","0","45","0","2","1","0","1","0","0","0","0","0","0","0","6","4","1","0","0","0","1","0"
"*062h9*","Luis Sinisterra","BOU","F","289","W (Thu)","BOU 1<br/>@MCI 6 F","11.75","11.75","0%","-","4%","-1.1%","1","0","17","1","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","2","0"
"*05yld*","Luis Diaz","LIV","F","104","ZB","LIV 1<br/>@LUT 1 F","11.5","11.5","100%","25.28","100%","-0.1%","1","0","6","1","0","0","1","0","0","0","0","1","0","0","0","1","4","0","0","0","0","0","0"
"*05tr9*","Mathias Jensen","BRF","M","16","Bfred","WHU 2<br/>@BRF 3 F","11.5","11.5","83%","116.69","98%","0%","1","1","77","0","2","1","0","0","0","0","0","1","0","0","0","3","5","5","0","0","0","2","0"
"*04adp*","Aaron Wan-Bissaka","MUN","D","176","xxx","MUN 1<br/>@FUL 0 F","11.5","11.5","80%","123.71","68%","+14.4%","1","1","90","0","0","0","0","2","0","0","0","0","1","2","2","3","4","2","0","0","0","0","1"
"*046c5*","Jarrod Bowen","WHU","M","11","Badger12","WHU 2<br/>@BRF 3 F","11.25","11.25","100%","32.51","100%","0%","1","1","90","1","2","0","1","0","0","0","0","0","0","1","0","1","10","0","0","0","0","3","0"
"*062ci*","Kaoru Mitoma","BHA","M","22","tottiand","BHA 1<br/>@EVE 1 F","11.25","11.25","100%","19.36","100%","0%","1","1","90","0","0","1","1","0","0","0","0","0","0","0","0","6","4","1","0","0","0","1","0"
"*02lkp*","Raheem Sterling","CHE","F","27","Catts4En","CHE 4<br/>@TOT 1 F","11.25","11.25","100%","57.77","100%","-0.1%","1","1","88","0","2","1","1","0","0","0","0","0","0","0","0","6","11","0","0","0","0","1","0"
"*04tm0*","Lucas Digne","AVL","D","31","tottiand","AVL 0<br/>@NOT 2 F","11.25","11.25","45%","140.33","90%","+0.1%","1","1","90","0","4","0","0","1","0","0","0","4","1","1","0","10","6","0","0","0","0","2","0"
"*03dx3*","Kieran Trippier","NEW","D","5","Badger12","ARS 0<br/>@NEW 1 F","10.5","10.5","100%","11.57","100%","0%","1","1","90","0","1","0","0","0","0","0","0","1","1","4","1","2","6","0","0","0","0","0","1"
"*052h5*","Gabriel Martinelli","ARS","M","84","KFC","ARS 0<br/>@NEW 1 F","10.5","10.5","100%","12.84","100%","0%","1","1","90","0","5","0","1","1","0","0","0","2","0","0","0","6","8","0","0","0","0","1","0"
"*05w7t*","Pape Sarr","TOT","M","70","Sean","CHE 4<br/>@TOT 1 F","10.5","10.5","2%","371.98","76%","-2.2%","1","1","60","0","2","1","0","2","1","0","0","0","0","0","0","4","2","0","0","0","0","1","0"
"*058vb*","Cameron Archer","SHU","F","200","W (Thu)","WOL 1<br/>@SHU 2 F","10.5","10.5","1%","1150.32","9%","+0.9%","1","1","90","1","1","0","1","0","0","0","0","0","0","0","0","2","10","0","0","0","0","1","0"
"*04xjr*","Harvey Elliott","LIV","M","262","W (Thu)","LIV 1<br/>@LUT 1 F","10.25","10.25","14%","274.7","7%","-0.1%","1","0","23","0","2","1","0","0","0","0","0","2","0","0","0","0","4","1","0","0","0","1","0"
"*02ln2*","Jonny Evans","MUN","D","220","W (Thu)","MUN 1<br/>@FUL 0 F","10.25","10.25","0%","1141.3","7%","-0.3%","1","1","90","0","0","0","0","0","0","0","0","0","0","5","1","5","4","2","0","0","0","0","1"
"*0329y*","Joel Ward","CRY","D","199","W (Thu)","CRY 2<br/>@BUR 0 F","10","10","2%","1108.32","12%","+1.6%","1","1","69","0","0","0","0","2","0","0","0","0","0","4","0","5","3","1","0","0","0","0","1"
"*044ej*","Johann Gudmundsson","BUR","M","222","W (Thu)","CRY 2<br/>@BUR 0 F","10","10","9%","321.43","6%","+0.2%","1","1","88","0","5","0","0","0","0","0","0","2","1","0","0","3","2","4","0","0","0","1","0"
"*05ye7*","Oscar Bobb","MCI","M","285","W (Thu)","BOU 1<br/>@MCI 6 F","10","10","0%","-","1%","-0.1%","1","0","4","0","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"*03srg*","Trent Alexander-Arnold","LIV","D","80","draft","LIV 1<br/>@LUT 1 F","9.75","9.75","100%","7.78","100%","0%","1","1","90","0","6","0","0","0","0","0","0","1","2","1","0","0","9","11","0","0","0","1","0"
"*03jly*","Andreas Pereira","FUL","M","124","KFC","MUN 1<br/>@FUL 0 F","9.75","9.75","98%","75.61","79%","-0.9%","1","1","80","0","6","0","0","0","0","0","0","0","0","0","1","4","2","1","0","0","0","0","1"
"*05ou8*","Facundo Pellistri","MUN","M","314","W (Thu)","MUN 1<br/>@FUL 0 F","9.75","9.75","0%","1140.18","2%","-0.3%","1","0","26","0","1","1","1","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0"
"*04tig*","Fabian Schar","NEW","D","46","xxx","ARS 0<br/>@NEW 1 F","9.25","9.25","99%","69.33","97%","+0.4%","1","1","90","0","0","0","0","0","1","0","0","0","0","5","0","4","2","6","0","0","0","0","1"
"*06c5x*","Tom Lockyer","LUT","D","148","W (Thu)","LIV 1<br/>@LUT 1 F","9.25","9.25","38%","147.4","16%","-2.1%","1","1","90","0","1","0","0","1","0","0","0","0","1","10","2","4","0","1","0","0","0","1","0"
"*061x2*","Darwin Nunez","LIV","F","26","Sean","LIV 1<br/>@LUT 1 F","9","9","100%","22.9","100%","+0.1%","1","1","90","0","1","0","3","1","0","0","0","0","0","1","0","4","4","1","0","0","0","1","0"
"*051kz*","George Baldock","SHU","D","299","W (Thu)","WOL 1<br/>@SHU 2 F","9","9","5%","352.19","2%","+0.1%","1","1","90","0","0","1","0","0","1","0","0","0","0","0","0","4","5","1","0","1","0","1","0"
"*0554g*","Calvin Bassey","FUL","D","306","W (Thu)","MUN 1<br/>@FUL 0 F","9","9","7%","343.23","2%","+0.1%","1","1","90","0","0","0","1","1","0","0","0","0","2","4","1","5","3","3","0","0","0","1","0"
"*062dt*","Joao Palhinha","FUL","M","42","draft","MUN 1<br/>@FUL 0 F","8.75","8.75","29%","144.84","65%","+19%","1","1","90","0","1","0","1","2","1","0","0","0","0","3","0","13","8","2","0","0","0","1","0"
"*06fy7*","Nicolas Dominguez","NOT","M","166","Sean","AVL 0<br/>@NOT 2 F","8.75","8.75","0%","-","15%","-2.4%","1","1","86","0","0","0","1","4","0","0","0","0","0","1","0","10","8","2","0","0","0","0","1"
"*02lpf*","Ross Barkley","LUT","M","242","Badger12","LIV 1<br/>@LUT 1 F","8.75","8.75","9%","311.39","8%","+1.3%","1","1","90","0","0","0","1","3","0","0","0","0","1","4","1","7","7","2","0","0","0","1","0"
"*050jq*","Marc Guehi","CRY","D","67","Badger12","CRY 2<br/>@BUR 0 F","8.5","8.5","52%","136.57","74%","+4.3%","1","1","90","0","0","0","0","0","1","0","0","0","1","6","0","3","5","3","0","0","0","0","1"
"*05gcx*","Josh Brownhill","BUR","M","139","W (Thu)","CRY 2<br/>@BUR 0 F","8.5","8.5","85%","111.15","40%","-1.4%","1","1","90","0","2","0","1","1","0","0","0","0","2","0","0","6","7","3","0","0","0","2","0"
"*060wh*","Alejandro Garnacho","MUN","M","259","tottiand","MUN 1<br/>@FUL 0 F","8.25","8.25","85%","112.15","53%","+9.3%","1","1","88","0","2","0","1","0","1","0","0","0","2","0","0","8","8","1","0","0","0","0","1"
"*05nt6*","Eberechi Eze","CRY","M","51","Bfred","CRY 2<br/>@BUR 0 F","8","8","100%","27.73","99%","+1.1%","1","0","31","0","1","1","0","0","0","0","0","0","0","0","0","2","4","0","0","0","0","0","0"
"*06dq8*","Moussa Diaby","AVL","F","20","KFC","AVL 0<br/>@NOT 2 F","7.75","7.75","98%","49.16","97%","0%","1","1","90","0","4","0","1","0","0","0","0","1","1","0","0","2","5","0","0","0","0","2","0"
"*02yl5*","John Stones","MCI","D","284","tottiand","BOU 1<br/>@MCI 6 F","7.75","7.75","100%","57.7","93%","+6%","1","1","70","0","0","0","0","0","0","0","0","0","1","2","0","0","0","1","0","0","0","0","1"
"*04yey*","Max Kilman","WOL","D","98","Bfred","WOL 1<br/>@SHU 2 F","7.75","7.75","19%","216.27","42%","+13.5%","1","1","90","0","1","0","0","1","0","0","0","0","2","4","0","7","1","8","0","0","0","2","0"
"*051k7*","Reece James","CHE","D","304","TranzOTF","CHE 4<br/>@TOT 1 F","7.5","7.5","100%","25.75","99%","+0.2%","1","1","76","0","2","0","0","2","0","0","0","0","1","2","1","4","2","2","0","0","0","1","0"
"*06cm4*","Chiedozie Ogbene","LUT","F","159","W (Thu)","LIV 1<br/>@LUT 1 F","7.5","7.5","1%","1108.49","7%","+0.4%","1","1","78","0","0","0","1","0","0","0","0","1","0","0","0","10","2","0","0","0","0","0","1"
"*04gpx*","Dara O'Shea","BUR","D","218","W (Thu)","CRY 2<br/>@BUR 0 F","7.5","7.5","1%","1149.04","4%","+1.7%","1","1","90","0","1","0","1","0","0","0","0","1","2","2","0","6","2","2","0","0","0","2","0"
"*05afe*","Teden Mengi","LUT","D","270","W (Thu)","LIV 1<br/>@LUT 1 F","7.25","7.25","0%","1125.7","0%","+0.1%","1","1","90","0","0","0","0","0","0","0","0","0","3","10","1","2","2","1","0","0","0","1","0"
"*03vlj*","Virgil van Dijk","LIV","D","39","draft","LIV 1<br/>@LUT 1 F","7","7","100%","43.73","100%","0%","1","1","90","0","0","0","0","1","0","0","0","0","0","5","0","7","2","9","0","0","0","1","0"
"*0427d*","James Tarkowski","EVE","D","29","Boss","BHA 1<br/>@EVE 1 F","7","7","94%","94.55","95%","+1.6%","1","1","90","0","1","0","1","0","1","0","0","0","1","2","1","5","3","3","0","0","0","1","0"
"*05w9i*","Marc Cucurella","CHE","D","225","Badger12","CHE 4<br/>@TOT 1 F","7","7","33%","151.57","39%","-6.2%","1","0","45","0","1","0","1","3","0","0","0","0","0","0","0","6","2","0","0","0","0","0","0"
"*05nzu*","Gabriel Magalhaes","ARS","D","141","ZB","ARS 0<br/>@NEW 1 F","6.75","6.75","99%","79.43","85%","+0.2%","1","1","90","0","0","0","0","1","0","0","0","0","1","2","2","5","2","3","0","0","0","1","0"
"*06fxe*","Ryan Gravenberch","LIV","M","271","tottiand","LIV 1<br/>@LUT 1 F","6.75","6.75","0%","-","53%","-0.3%","1","1","82","0","2","0","1","0","0","0","0","0","2","0","0","4","5","0","0","0","0","1","0"
"*04e1e*","Ben White","ARS","D","25","TranzOTF","ARS 0<br/>@NEW 1 F","6.5","6.5","98%","87.22","100%","+0.1%","1","1","72","0","1","0","0","1","0","0","0","1","2","1","1","1","2","3","0","0","0","1","0"
"*04spw*","James Garner","EVE","M","59","Badger12","BHA 1<br/>@EVE 1 F","6.5","6.5","5%","381.9","62%","+2.2%","1","1","90","0","1","0","0","2","0","0","0","0","2","3","0","5","3","0","0","0","0","1","0"
"*04e1c*","Lewis Dunk","BHA","D","143","W (Thu)","BHA 1<br/>@EVE 1 F","6.5","6.5","72%","125.36","50%","-1.2%","1","1","90","0","0","0","1","0","1","0","0","0","1","4","1","3","4","8","0","0","0","1","0"
"*02lv9*","James Milner","BHA","M","292","W (Thu)","BHA 1<br/>@EVE 1 F","6.5","6.5","4%","381.99","2%","+0.2%","1","1","78","0","2","0","0","1","0","0","0","1","1","2","0","3","3","3","0","0","0","1","0"
"*04sft*","Yves Bissouma","TOT","M","100","Bfred","CHE 4<br/>@TOT 1 F","6.25","6.25","16%","237.63","67%","-3.4%","1","1","90","0","0","0","0","1","0","0","0","0","2","1","0","8","4","2","0","0","0","4","0"
"*05ylj*","Bruno Guimaraes","NEW","M","49","KFC","ARS 0<br/>@NEW 1 F","6","6","100%","39.32","99%","0%","1","1","90","0","3","0","0","0","1","0","0","0","0","0","0","5","5","7","0","0","0","0","1"
"*04qr8*","Diogo Jota","LIV","F","94","Bfred","LIV 1<br/>@LUT 1 F","6","6","100%","52.5","99%","+1.3%","1","1","65","0","1","0","1","0","0","0","0","0","1","0","0","6","4","0","0","0","0","0","1"
"*038ze*","Alex Iwobi","FUL","M","212","W (Thu)","MUN 1<br/>@FUL 0 F","6","6","94%","95.63","59%","+4.4%","1","1","88","0","2","0","0","0","1","0","0","0","2","0","0","5","4","2","0","0","0","0","1"
"*06fwz*","Murillo","NOT","M","209","W (Thu)","AVL 0<br/>@NOT 2 F","6","6","0%","-","20%","+0.5%","1","1","90","0","0","0","0","1","0","0","0","0","1","7","0","2","1","4","0","0","0","0","1"
"*05tre*","Vitaly Janelt","BRF","M","138","chukdave","WHU 2<br/>@BRF 3 F","6","6","2%","1120.62","15%","+0.4%","1","1","88","0","2","0","0","0","0","0","0","1","1","3","0","2","3","4","0","0","0","2","0"
"*05tr1*","Ethan Pinnock","BRF","D","28","Sean","WHU 2<br/>@BRF 3 F","5.75","5.75","99%","71.39","98%","+1.6%","1","1","90","0","0","0","0","0","0","0","0","0","1","4","0","10","2","5","0","0","0","2","0"
"*06c6a*","Alfie Doughty","LUT","M","92","Sean","LIV 1<br/>@LUT 1 F","5.75","5.75","48%","142.27","65%","-6.3%","1","1","90","0","1","0","0","0","0","0","0","2","0","3","0","5","2","0","0","0","0","1","0"
"*02m6x*","Tim Ream","FUL","D","114","W (Thu)","MUN 1<br/>@FUL 0 F","5.75","5.75","10%","307.29","24%","-0.2%","1","1","90","0","0","0","0","0","0","0","0","0","2","7","0","3","0","2","0","0","0","1","0"
"*05gcs*","Sander Berge","BUR","M","190","W (Thu)","CRY 2<br/>@BUR 0 F","5.75","5.75","19%","216.58","5%","-0.2%","1","1","90","0","1","0","0","0","0","0","0","0","1","0","1","6","4","3","0","0","0","2","0"
"*02oq3*","Jay Rodriguez","BUR","F","368","W (Thu)","CRY 2<br/>@BUR 0 F","5.75","5.75","2%","383.19","1%","+0.4%","1","1","90","0","1","0","1","1","0","0","0","0","1","0","0","4","4","1","0","0","0","2","0"
"*06c5z*","Gabriel Osho","LUT","D","375","W (Thu)","LIV 1<br/>@LUT 1 F","5.75","5.75","0%","1146.2","0%","0%","1","1","90","0","0","0","0","1","0","0","0","0","2","8","0","3","2","1","0","0","0","1","0"
"*04y92*","Bukayo Saka","ARS","M","6","chukdave","ARS 0<br/>@NEW 1 F","5.5","5.5","100%","4.26","100%","0%","1","1","90","0","1","0","0","1","0","0","0","1","0","0","1","7","6","0","0","0","0","1","0"
"*04agz*","Declan Rice","ARS","M","41","xxx","ARS 0<br/>@NEW 1 F","5.5","5.5","99%","49.39","100%","-0.1%","1","1","90","0","1","0","0","0","0","0","0","0","1","5","0","4","3","4","0","0","0","1","0"
"*02lkj*","Jack Robinson","SHU","D","249","W (Thu)","WOL 1<br/>@SHU 2 F","5.5","5.5","1%","1164.18","3%","+0.2%","1","1","90","0","0","0","0","1","0","0","0","0","2","4","1","4","4","0","0","0","0","1","0"
"*062cn*","Julian Alvarez","MCI","F","12","Boss","BOU 1<br/>@MCI 6 F","5.25","5.25","100%","58.11","100%","0%","1","1","70","0","4","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1"
"*04spp*","Douglas Luiz","AVL","M","14","draft","AVL 0<br/>@NOT 2 F","5.25","5.25","97%","92.32","99%","+0.1%","1","1","85","0","0","0","0","1","0","0","0","0","1","1","0","6","3","5","0","0","0","2","0"
"*04yo6*","Miguel Almiron","NEW","M","152","xxx","ARS 0<br/>@NEW 1 F","5.25","5.25","100%","69.8","94%","-1.4%","1","1","62","0","1","0","0","2","0","0","0","0","1","0","0","4","4","1","0","0","0","0","1"
"*05tr8*","Christian Norgaard","BRF","M","55","draft","WHU 2<br/>@BRF 3 F","5.25","5.25","19%","219.38","72%","+0.5%","1","1","90","0","1","0","0","0","0","0","0","0","1","4","0","5","3","2","0","0","0","2","0"
"*04civ*","Scott McTominay","MUN","M","117","Sean","MUN 1<br/>@FUL 0 F","5.25","5.25","4%","373.13","52%","+15.7%","1","1","90","0","0","0","0","0","0","0","0","0","2","3","1","2","6","4","0","0","0","0","1"
"*03rxs*","Harry Wilson","FUL","M","183","chukdave","MUN 1<br/>@FUL 0 F","5.25","5.25","90%","100.7","40%","+2.1%","1","1","88","0","1","0","1","1","1","0","0","0","0","0","0","5","3","0","0","0","0","0","1"
"*061va*","Boubacar Kamara","AVL","M","119","W (Thu)","AVL 0<br/>@NOT 2 F","5.25","5.25","3%","390.21","36%","-3%","1","1","77","0","1","0","0","1","1","0","0","0","1","3","0","5","4","6","0","0","0","2","0"
"*03v9d*","Son Heung-Min","TOT","F","10","Catts4En","CHE 4<br/>@TOT 1 F","5","5","100%","11.7","100%","0%","1","1","90","0","0","0","2","0","0","0","0","0","1","0","0","1","3","1","0","0","0","4","0"
"*051k0*","John McGinn","AVL","M","62","KFC","AVL 0<br/>@NOT 2 F","5","5","64%","130.58","88%","+3.2%","1","1","90","0","2","0","0","0","0","0","0","1","1","0","0","2","5","5","0","0","0","2","0"
"*037wp*","Christian Eriksen","MUN","M","167","TranzOTF","MUN 1<br/>@FUL 0 F","5","5","76%","122.27","59%","+1.6%","1","1","78","0","1","0","0","1","0","0","0","1","0","1","1","1","3","2","0","0","0","0","1"
"*04io3*","Mario Lemina","WOL","M","130","W (Thu)","WOL 1<br/>@SHU 2 F","5","5","0%","1184.06","19%","+11.7%","1","1","90","0","0","0","1","0","0","0","0","0","1","2","0","5","4","0","0","0","0","2","0"
"*05w9m*","Emerson Royal","TOT","D","248","Sean","CHE 4<br/>@TOT 1 F","5","5","29%","149.17","19%","+2.2%","1","0","45","0","0","0","0","3","0","0","0","0","2","1","1","10","3","0","0","0","0","3","0"
"*06fxu*","Ibrahim Sangare","NOT","M","231","W (Thu)","AVL 0<br/>@NOT 2 F","5","5","0%","-","5%","0%","1","1","90","0","1","0","0","1","0","0","0","0","0","3","0","4","2","1","0","0","0","0","1"
"*04p0d*","Dwight McNeil","EVE","M","147","TranzOTF","BHA 1<br/>@EVE 1 F","4.75","4.75","96%","76.4","86%","+2.6%","1","1","90","0","1","0","0","1","0","0","0","0","0","3","0","7","5","1","0","0","0","1","0"
"*05u7f*","Ibrahima Konate","LIV","D","207","Catts4En","LIV 1<br/>@LUT 1 F","4.75","4.75","94%","105.15","83%","+7.7%","1","1","90","0","0","0","0","0","0","0","0","0","1","4","1","7","8","1","0","0","0","1","0"
