Team,Position,G,SOT,YC,RC,TKW,INT,BS,COS,KP,CLR,DIS,PKD,OG,AER
vsBRF,RM,0.0,0.0,0.4,0.0,1.6,0.2,1.4,0.4,1.6,1.2,1.0,0.0,0.0,1.2
vsBUR,AM,0.22,0.78,0.22,0.0,0.67,0.22,0.78,1.44,1.44,0.22,0.89,0.0,0.0,0.78
vsBUR,CM,0.0,0.0,0.22,0.0,2.11,0.33,1.89,0.67,1.44,0.11,1.0,0.0,0.0,0.33
vsBUR,DM,0.09,0.55,0.27,0.0,2.0,0.82,1.36,0.18,0.55,1.0,0.73,0.0,0.0,0.45
vsBUR,LM,0.0,0.43,0.14,0.0,0.86,0.29,0.29,0.43,1.0,0.43,0.57,0.0,0.0,0.43
vsBUR,RM,0.0,0.33,0.0,0.0,2.33,1.33,2.33,0.33,1.33,0.67,1.67,0.0,0.0,0.67
vsCHE,AM,0.29,0.57,0.14,0.0,1.0,0.71,0.71,1.14,1.0,0.86,1.57,0.0,0.0,0.43
vsCHE,CM,0.0,0.0,0.33,0.0,2.08,0.92,0.75,0.33,0.33,0.83,0.5,0.0,0.0,0.25
vsCHE,DM,0.0,0.14,0.14,0.0,2.0,2.29,1.57,0.71,1.57,2.43,0.29,0.0,0.0,1.14
vsCHE,LM,0.0,0.33,0.17,0.0,1.83,0.83,1.17,0.33,0.67,0.83,1.0,0.0,0.0,0.17
vsCHE,RM,0.0,0.0,0.0,0.0,0.43,0.43,1.43,0.14,1.14,0.43,0.86,0.0,0.0,0.14
vsCRY,AM,0.0,0.5,0.0,0.0,1.5,0.0,0.0,0.0,2.5,1.0,0.5,0.0,0.0,0.0
vsCRY,CM,0.0,0.08,0.23,0.0,1.62,1.0,1.15,0.15,0.69,0.92,1.15,0.0,0.0,0.92
vsCRY,DM,0.2,0.0,0.4,0.0,4.4,0.4,1.0,1.4,0.8,0.6,1.6,0.0,0.0,0.4
vsCRY,LM,0.0,0.57,0.14,0.0,2.14,0.71,1.0,0.14,1.0,1.14,0.57,0.0,0.0,1.14
vsCRY,RM,0.27,0.27,0.18,0.0,1.73,0.27,0.82,0.45,0.82,0.27,0.91,0.0,0.0,0.27
vsEVE,AM,0.0,0.5,0.17,0.0,1.17,0.17,0.67,0.83,0.5,0.83,1.33,0.0,0.0,1.33
vsEVE,CM,0.0,0.08,0.15,0.0,2.23,0.77,1.31,0.62,0.62,0.92,0.69,0.0,0.0,0.69
vsEVE,DM,0.25,0.0,0.25,0.0,0.75,1.25,1.75,0.25,0.5,0.75,0.75,0.0,0.0,0.0
vsEVE,LM,0.0,0.0,0.0,0.0,0.88,0.25,0.5,0.38,0.62,0.25,1.12,0.0,0.0,0.75
vsEVE,RM,0.2,0.6,0.0,0.0,0.6,0.4,0.8,0.4,1.6,0.2,1.0,0.0,0.0,0.2
vsFUL,AM,0.25,0.25,0.0,0.0,0.5,0.0,0.75,0.5,0.25,0.0,1.75,0.25,0.0,0.5
vsFUL,CM,0.0,0.21,0.14,0.0,2.29,0.71,1.07,0.43,0.5,0.86,0.36,0.0,0.0,0.71
vsFUL,DM,0.0,0.12,0.38,0.0,1.0,0.75,0.5,0.75,0.25,1.12,0.62,0.0,0.0,0.12
vsFUL,LM,0.0,0.75,0.0,0.0,1.12,0.62,0.75,0.88,1.38,0.75,0.5,0.12,0.0,0.12
vsFUL,RM,0.0,0.29,0.0,0.0,1.43,0.57,0.71,1.0,0.43,0.14,0.57,0.0,0.0,0.14
vsLIV,AM,0.0,0.15,0.15,0.0,0.92,0.23,0.54,0.38,0.85,0.54,0.85,0.0,0.0,0.15
vsLIV,CM,0.0,0.0,0.29,0.0,2.14,0.43,1.29,1.0,0.71,1.0,0.71,0.0,0.0,0.29
vsLIV,DM,0.0,0.27,0.2,0.0,1.93,0.87,1.27,0.6,0.33,1.2,0.33,0.0,0.0,0.6
vsLIV,LM,0.0,0.67,0.0,0.0,1.0,0.33,1.0,1.0,1.0,1.0,0.67,0.0,0.0,0.0
vsLIV,RM,0.0,0.5,0.0,0.0,1.0,0.25,0.25,1.25,0.75,0.5,0.25,0.0,0.0,0.0
vsLUT,AM,0.43,0.57,0.0,0.14,1.86,0.14,0.57,0.43,1.14,0.57,1.86,0.14,0.0,0.29
vsLUT,CM,0.0,0.27,0.18,0.0,1.36,0.91,1.09,0.45,0.64,1.18,0.36,0.0,0.0,1.55
vsLUT,DM,0.0,0.2,0.4,0.1,1.5,0.9,1.5,0.7,1.3,0.9,0.3,0.0,0.0,1.1
vsLUT,LM,0.0,0.0,0.17,0.0,0.5,0.17,1.0,0.33,1.5,0.83,1.0,0.0,0.0,1.0
vsLUT,RM,0.2,0.2,0.0,0.0,1.0,0.4,0.4,0.6,0.8,1.2,0.4,0.0,0.0,0.8
vsMCI,AM,0.5,1.0,0.5,0.0,0.0,1.0,1.0,0.0,1.0,1.5,1.5,0.0,0.0,0.0
vsMCI,CM,0.0,0.0,0.38,0.0,1.0,0.38,0.75,0.19,0.12,1.12,0.19,0.0,0.0,0.31
vsMCI,DM,0.0,0.0,1.0,0.0,0.5,0.0,2.0,0.0,0.5,5.0,1.0,0.0,0.0,3.0
vsMCI,LM,0.0,0.09,0.09,0.0,1.09,0.82,0.82,0.27,0.55,0.64,0.27,0.0,0.0,0.18
vsMCI,RM,0.0,0.0,0.38,0.0,1.38,0.62,1.0,0.12,0.62,0.88,1.38,0.0,0.0,0.38
vsMUN,AM,0.0,0.5,0.33,0.0,1.33,0.67,0.67,1.0,1.17,0.0,0.83,0.0,0.0,0.33
vsMUN,CM,0.15,0.31,0.23,0.0,1.77,1.77,0.85,0.46,0.77,1.23,0.62,0.0,0.0,0.85
vsMUN,DM,0.33,0.67,0.0,0.0,1.67,0.17,1.5,0.5,0.5,1.0,0.5,0.0,0.0,0.33
vsMUN,LM,0.0,0.33,0.17,0.0,1.5,1.0,0.67,1.17,1.17,1.17,0.83,0.0,0.0,0.5
vsMUN,RM,0.17,0.83,0.17,0.0,0.67,0.17,0.83,1.5,1.17,0.33,0.33,0.0,0.0,0.67
vsNEW,AM,0.5,0.62,0.12,0.0,0.5,0.62,0.88,0.88,1.38,0.38,1.5,0.0,0.0,0.5
vsNEW,CM,0.0,0.07,0.21,0.0,1.93,0.64,0.86,0.14,0.43,0.43,0.57,0.0,0.0,0.36
vsNEW,DM,0.0,0.18,0.09,0.0,1.45,0.64,0.82,1.09,0.91,1.18,0.55,0.0,0.0,0.64
vsNEW,LM,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5
vsNEW,RM,0.0,0.0,0.0,0.0,1.5,0.0,0.5,1.5,0.5,0.5,0.0,0.0,0.0,0.0
vsNOT,AM,0.3,0.9,0.2,0.0,0.9,0.3,0.6,1.0,1.0,0.5,1.0,0.0,0.0,0.6
vsNOT,CM,0.07,0.36,0.29,0.0,2.07,0.57,0.57,0.21,0.43,0.64,0.5,0.0,0.0,0.86
vsNOT,DM,0.29,0.43,0.14,0.14,1.86,0.71,0.71,0.29,0.57,2.0,0.71,0.0,0.0,1.14
vsNOT,LM,0.0,0.2,0.0,0.0,0.8,0.2,1.2,0.4,1.0,0.2,1.2,0.0,0.0,1.2
vsNOT,RM,0.0,0.0,0.0,0.0,1.6,0.6,0.0,0.6,0.6,0.8,1.2,0.0,0.0,0.2
vsSHU,AM,0.0,1.75,0.25,0.0,1.25,0.5,1.75,1.25,5.25,0.25,1.0,0.0,0.0,0.75
vsSHU,CM,0.14,0.14,0.14,0.0,2.86,1.29,1.43,0.43,1.29,0.57,0.29,0.0,0.0,1.57
vsSHU,DM,0.2,1.0,0.2,0.0,1.4,0.6,1.1,1.1,1.2,0.9,1.6,0.0,0.0,2.4
vsSHU,LM,0.2,0.6,0.0,0.0,1.8,0.8,1.2,0.8,1.2,0.4,1.6,0.0,0.0,0.8
vsSHU,RM,0.14,0.14,0.14,0.0,0.57,0.29,0.86,0.0,0.71,1.0,0.57,0.0,0.0,1.0
vsTOT,AM,0.0,0.67,0.33,0.0,1.0,0.67,2.33,0.33,2.67,0.33,0.33,0.0,0.0,1.67
vsTOT,CM,0.09,0.35,0.13,0.0,1.52,0.52,1.13,0.22,0.52,0.96,0.7,0.04,0.0,0.43
vsTOT,DM,0.0,0.5,0.0,0.0,1.5,1.0,1.33,0.5,0.5,0.5,0.0,0.0,0.0,0.5
vsTOT,LM,0.0,0.0,0.14,0.14,1.14,0.14,0.57,1.86,0.43,0.43,1.29,0.0,0.0,0.29
vsTOT,RM,0.0,0.17,0.67,0.17,1.0,0.17,0.83,0.0,0.83,0.33,1.17,0.0,0.0,0.17
vsWHU,AM,0.12,0.25,0.12,0.0,0.75,0.0,0.62,1.0,1.25,0.12,1.25,0.12,0.0,0.62
vsWHU,CM,0.0,0.12,0.19,0.0,1.06,0.44,0.75,0.69,1.06,0.56,1.0,0.0,0.0,0.62
vsWHU,DM,0.25,0.88,0.12,0.0,1.0,0.38,1.5,0.88,2.38,0.38,0.5,0.0,0.0,0.5
vsWHU,LM,0.0,0.33,0.0,0.0,2.0,0.0,0.33,0.33,0.33,1.0,1.0,0.0,0.0,0.33
vsWHU,RM,0.0,0.0,0.5,0.0,1.0,0.5,0.5,0.0,2.0,0.5,1.5,0.0,0.0,0.0
vsWOL,AM,0.25,0.75,0.75,0.0,1.0,0.0,0.25,2.0,1.5,0.75,0.5,0.0,0.0,0.0
vsWOL,CM,0.0,0.23,0.15,0.0,2.92,0.85,1.0,0.31,0.69,0.31,0.54,0.0,0.0,0.85
vsWOL,DM,0.0,0.0,0.18,0.0,1.18,0.27,0.82,0.45,0.64,0.64,1.0,0.0,0.0,0.18
vsWOL,LM,0.0,0.25,0.25,0.0,0.62,0.88,1.12,0.62,1.5,0.38,0.5,0.0,0.0,0.5
vsWOL,RM,0.14,0.71,0.29,0.0,2.14,0.57,0.71,0.71,1.43,0.57,0.86,0.0,0.0,0.43
