,team,position,player,fpts,g,kp,at,sot,tkw,dis,yc,rc,acnc,int,clr,cos,bs,aer,pkm,pkd,og,gao,pts,dpt,off,pkg,ghost points,negative fpts,home
121,LUT,RB,1,6.12,0.0,1.5,0.0,0.0,0.0,0.5,0.0,0.0,2.0,0.5,1.5,2.0,0.5,1.0,0.0,0.0,0.0,1.5,0.0,2.0,0.0,0.0,6.12,-3.25,0
122,LUT,RM,2,1.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.5,0.0,0
123,LUT,RW,1,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,-2.0,-2.5,0
124,LUT,WB,4,6.79,0.0,1.5,0.17,0.0,1.5,0.0,0.33,0.0,0.67,0.83,2.33,0.17,0.17,1.0,0.0,0.0,0.0,1.67,0.17,1.83,0.17,0.0,5.79,-1.33,0
125,MCI,AM,2,13.5,0.25,2.75,0.5,1.25,0.0,0.5,0.25,0.0,0.5,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.75,1.0,0.0,0.0,8.25,-0.75,0
126,MCI,CB,4,4.73,0.0,0.36,0.0,0.45,1.0,0.09,0.0,0.0,0.09,0.91,1.64,0.09,0.55,1.27,0.0,0.0,0.09,0.91,0.0,0.36,0.0,0.0,3.64,-2.32,0
127,MCI,CM,3,1.5,0.0,0.25,0.0,0.0,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.5,0.0,1.25,0.0,0.0,1.0,-1.25,0
128,MCI,DM,8,9.38,0.25,1.25,0.25,0.75,0.75,0.42,0.17,0.0,0.33,0.17,0.25,0.67,0.0,0.33,0.0,0.0,0.0,0.67,0.42,1.42,0.17,0.0,5.54,-0.54,0
129,MCI,FW,1,15.0,0.8,1.4,0.0,2.4,0.0,0.6,0.0,0.0,0.0,0.0,0.4,0.6,0.0,1.4,0.2,0.0,0.0,1.0,0.8,0.2,0.2,0.0,7.8,-1.1,0
130,MCI,LB,3,3.5,0.0,0.57,0.0,0.43,0.71,0.86,0.14,0.0,0.14,0.43,0.29,0.29,0.14,1.0,0.0,0.0,0.0,0.71,0.0,1.29,0.0,0.0,2.64,-2.14,0
131,MCI,LM,4,5.62,0.0,1.5,0.25,0.25,0.75,1.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.25,1.75,0.0,0.0,3.88,-1.0,0
132,MCI,LW,4,10.93,0.14,2.29,0.14,0.43,0.71,0.71,0.14,0.0,0.29,0.57,0.43,2.14,0.0,0.57,0.0,0.0,0.0,0.86,0.29,1.0,0.0,0.0,8.79,-0.64,0
133,MCI,RB,1,5.7,0.0,1.4,0.0,0.2,0.8,0.4,0.2,0.0,0.8,0.6,1.2,0.6,0.0,0.8,0.0,0.0,0.0,1.0,0.0,1.4,0.0,0.0,4.5,-2.6,0
134,MCI,RM,2,6.75,0.0,1.0,0.0,0.5,0.0,1.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,-0.75,0
135,MCI,RW,4,6.42,0.0,1.83,0.17,0.17,0.67,0.83,0.0,0.0,0.67,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.67,0.17,0.5,0.0,0.0,5.42,-0.42,0
136,MUN,AM,2,10.0,0.0,3.33,0.0,0.33,1.33,0.67,0.33,0.0,0.33,0.67,1.0,0.33,0.33,0.67,0.0,0.0,0.0,1.67,0.0,1.67,0.67,0.0,9.67,-1.0,0
137,MUN,CB,5,2.61,0.0,0.22,0.11,0.11,0.56,0.0,0.22,0.0,0.0,0.22,2.89,0.11,0.56,0.89,0.0,0.0,0.11,1.11,0.11,0.89,0.11,0.0,0.5,-3.22,0
138,MUN,DM,4,7.14,0.0,0.86,0.14,0.43,1.43,0.43,0.0,0.0,0.14,0.71,0.86,0.0,0.86,1.0,0.0,0.0,0.0,1.57,0.14,1.43,0.14,0.0,6.0,-0.21,0
139,MUN,FW,3,2.6,0.0,0.8,0.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,2.6,-0.5,0
140,MUN,LB,4,4.19,0.0,1.5,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.75,3.25,0.25,0.25,0.75,0.0,0.0,0.0,1.25,0.0,1.5,0.0,0.0,2.69,-3.12,0
141,MUN,LW,3,8.12,0.25,1.0,0.0,0.5,0.25,0.75,0.0,0.0,0.0,0.25,0.5,2.0,0.25,1.0,0.0,0.0,0.0,1.25,0.25,0.25,0.0,0.0,5.88,-0.38,0
142,MUN,RB,2,3.75,0.0,0.75,0.0,0.0,1.25,0.0,0.5,0.0,0.5,0.75,3.0,0.5,0.0,0.5,0.0,0.0,0.0,1.25,0.0,2.25,0.0,0.0,2.25,-3.5,0
143,MUN,RW,4,6.1,0.2,0.6,0.0,0.6,0.4,0.4,0.2,0.0,0.0,1.4,0.6,0.4,0.0,0.2,0.0,0.0,0.0,0.8,0.2,1.4,0.4,0.0,4.1,-0.6,0
144,NEW,CB,4,4.25,0.11,0.0,0.0,0.22,0.67,0.22,0.22,0.0,0.0,0.44,2.78,0.22,0.56,2.0,0.0,0.0,0.0,1.33,0.11,2.22,0.0,0.0,1.81,-3.22,0
145,NEW,CM,2,7.8,0.2,1.4,0.2,0.2,1.2,0.8,0.4,0.0,0.2,0.4,0.4,0.6,0.0,0.4,0.0,0.0,0.0,1.2,0.4,2.4,0.0,0.0,4.6,-1.2,0
146,NEW,FW,2,9.69,0.62,0.12,0.0,1.12,0.0,0.38,0.0,0.0,0.0,0.0,0.12,1.62,0.0,0.25,0.0,0.0,0.0,1.0,0.62,0.75,0.12,0.0,4.06,-0.19,0
147,NEW,LB,3,5.05,0.2,0.4,0.0,0.4,0.6,0.8,0.2,0.0,0.4,0.6,1.8,0.2,0.2,1.0,0.0,0.0,0.0,1.2,0.2,0.8,0.2,0.0,1.85,-3.2,0
148,NEW,LM,3,6.42,0.0,1.33,0.17,0.17,1.0,0.67,0.17,0.0,0.17,0.5,0.0,0.5,0.67,0.17,0.0,0.0,0.0,1.0,0.17,1.83,0.0,0.0,5.25,-0.67,0
149,NEW,LW,4,4.62,0.12,0.62,0.12,0.5,0.38,0.62,0.38,0.0,0.0,0.25,0.25,0.62,0.0,0.38,0.0,0.0,0.0,0.75,0.25,1.75,0.0,0.0,2.62,-1.06,0
150,NEW,RB,2,15.2,0.0,2.4,0.8,0.0,1.0,0.4,0.0,0.0,1.6,0.6,0.8,0.6,1.0,1.2,0.0,0.0,0.0,1.2,0.8,1.0,0.2,0.0,8.4,-2.6,0
151,NEW,RM,2,5.08,0.17,0.67,0.33,0.17,0.33,1.17,0.33,0.0,0.17,0.17,0.67,0.33,0.0,0.0,0.0,0.0,0.0,1.0,0.33,1.83,0.17,0.0,1.42,-1.25,0
152,NEW,RW,3,3.0,0.17,0.33,0.0,0.17,0.33,0.67,0.17,0.0,0.0,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.67,0.17,1.17,0.33,0.0,1.33,-0.67,0
153,NOT,AM,6,6.79,0.14,0.57,0.29,0.43,0.57,1.14,0.43,0.0,0.14,0.71,0.14,1.14,0.29,0.43,0.0,0.0,0.0,0.86,0.29,1.43,0.29,0.0,3.64,-1.43,0
154,NOT,CB,6,7.03,0.07,0.4,0.0,0.4,1.07,0.07,0.0,0.07,0.0,0.73,4.33,0.2,1.13,2.13,0.0,0.0,0.0,1.33,0.07,1.27,0.07,0.0,4.7,-3.17,0
155,NOT,CM,6,2.58,0.0,0.23,0.0,0.08,0.69,0.62,0.31,0.0,0.0,1.15,1.08,0.08,0.38,0.69,0.0,0.0,0.0,1.08,0.0,2.23,0.08,0.0,2.35,-0.92,0
156,NOT,FW,4,4.27,0.18,0.64,0.09,0.18,0.18,1.0,0.09,0.0,0.0,0.09,0.45,0.36,0.0,1.0,0.0,0.0,0.0,0.64,0.27,0.91,0.18,0.0,2.09,-0.68,0
157,NOT,LB,2,4.75,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.75,-3.0,0
158,NOT,LM,3,2.38,0.0,0.0,0.0,0.25,1.5,0.75,0.25,0.0,0.0,1.0,1.25,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.5,0.0,0.0,2.12,-1.88,0
159,NOT,LW,3,3.67,0.0,0.33,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.33,0.33,2.0,0.0,0.67,0.0,0.0,0.0,0.67,0.0,1.0,0.67,0.0,3.67,0.0,0
160,NOT,RB,3,3.62,0.0,0.5,0.0,0.25,0.75,0.25,0.25,0.0,0.0,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5,0.0,2.0,0.25,0.0,3.62,-1.62,0
161,NOT,RM,4,0.56,0.0,0.25,0.0,0.0,1.0,1.25,0.5,0.0,0.0,0.5,0.25,0.25,0.0,0.75,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.31,-2.62,0
162,NOT,RW,3,9.0,0.0,2.0,0.33,0.0,1.0,0.67,0.0,0.0,0.33,0.0,0.33,1.33,0.0,0.67,0.0,0.0,0.0,0.67,0.33,0.33,0.0,0.0,6.67,-0.33,0
163,NOT,WB,6,2.84,0.0,0.25,0.0,0.25,0.88,0.38,0.5,0.0,0.0,0.38,1.62,0.5,0.12,0.75,0.0,0.0,0.0,0.75,0.0,2.5,0.25,0.0,1.34,-2.69,0
164,SHU,AM,3,6.17,0.33,0.33,0.0,0.67,0.0,0.67,0.33,0.0,0.0,1.0,0.33,1.0,0.0,0.33,0.0,0.0,0.0,1.33,0.33,1.67,0.33,0.0,3.17,-1.0,0
165,SHU,CB,5,3.0,0.0,0.31,0.06,0.06,1.19,0.25,0.12,0.0,0.0,1.0,3.5,0.19,0.88,1.69,0.0,0.0,0.0,1.81,0.06,0.94,0.12,0.0,2.56,-4.0,0
166,SHU,CM,7,5.09,0.06,0.59,0.0,0.35,1.35,0.59,0.24,0.0,0.18,0.76,0.94,0.53,0.24,0.76,0.0,0.0,0.0,1.47,0.06,1.53,0.0,0.0,4.44,-0.88,0
167,SHU,FW,5,2.35,0.0,0.7,0.0,0.3,0.2,1.6,0.2,0.1,0.0,0.1,0.5,0.4,0.2,2.7,0.0,0.0,0.0,1.6,0.0,1.8,0.3,0.0,2.35,-1.9,0
168,SHU,WB,5,1.38,0.0,0.2,0.1,0.0,0.3,1.0,0.1,0.0,0.5,0.6,1.9,0.4,0.4,0.7,0.0,0.0,0.0,1.6,0.0,1.3,0.3,0.0,0.08,-3.5,0
169,TOT,AM,2,18.0,0.33,2.67,0.83,1.33,0.33,1.5,0.17,0.0,0.5,0.5,0.33,1.33,0.0,0.17,0.0,0.0,0.0,0.83,1.17,1.67,0.0,0.0,9.67,-1.08,0
170,TOT,CB,4,8.48,0.23,0.15,0.08,0.23,1.15,0.15,0.23,0.0,0.0,0.85,4.08,0.38,0.62,2.08,0.0,0.0,0.08,1.08,0.31,1.23,0.0,0.0,3.79,-3.08,0
171,TOT,CM,1,-0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.5,0
172,TOT,DM,4,4.37,0.0,0.53,0.07,0.33,1.2,0.6,0.47,0.07,0.0,0.93,1.07,1.13,0.33,0.4,0.0,0.0,0.0,0.8,0.07,3.0,0.0,0.0,3.83,-1.7,0
173,TOT,FW,3,9.62,0.62,0.75,0.0,1.12,0.0,0.75,0.12,0.0,0.12,0.0,0.0,0.5,0.12,0.25,0.0,0.0,0.0,0.75,0.62,0.75,0.75,0.0,4.0,-0.62,0
174,TOT,LB,2,6.64,0.0,0.43,0.29,0.0,1.71,0.71,0.14,0.0,0.0,0.71,2.29,0.43,0.29,0.71,0.0,0.0,0.0,0.86,0.29,2.0,0.0,0.0,2.93,-2.36,0
175,TOT,LM,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0
176,TOT,LW,5,7.56,0.0,1.22,0.22,0.44,0.78,0.78,0.11,0.0,0.33,0.78,0.22,1.22,0.0,0.78,0.0,0.0,0.0,0.67,0.22,0.56,0.0,0.0,6.22,-0.61,0
177,TOT,RB,2,6.31,0.12,0.5,0.12,0.12,1.38,0.25,0.25,0.0,0.12,0.75,2.25,0.38,0.38,0.75,0.0,0.0,0.0,1.12,0.25,1.75,0.0,0.0,2.69,-2.88,0
178,TOT,RW,1,9.6,0.2,2.0,0.0,0.4,1.0,2.8,0.2,0.0,0.4,1.2,0.0,1.8,0.0,0.0,0.0,0.0,0.0,1.0,0.2,2.0,0.4,0.0,7.4,-1.8,0
179,WHU,AM,6,5.17,0.0,0.83,0.17,0.0,1.67,1.0,0.0,0.0,0.33,0.5,0.67,0.17,0.0,0.33,0.0,0.0,0.0,0.83,0.17,0.83,0.17,0.0,4.0,-0.5,0
180,WHU,CB,4,5.19,0.11,0.11,0.0,0.11,0.67,0.0,0.22,0.0,0.0,0.89,6.11,0.0,1.33,2.56,0.0,0.0,0.0,1.44,0.11,1.44,0.0,0.0,4.08,-3.33,0
181,WHU,CM,4,7.88,0.25,0.5,0.0,0.75,0.75,0.25,0.25,0.0,0.0,2.5,1.25,0.0,0.25,0.5,0.0,0.0,0.0,0.5,0.25,1.75,0.25,0.0,5.62,-0.62,0
182,WHU,DM,5,8.38,0.0,0.75,0.25,0.25,2.38,0.12,0.38,0.0,0.12,0.5,3.62,0.62,0.75,2.5,0.0,0.0,0.0,1.25,0.25,3.0,0.0,0.0,6.88,-0.81,0
183,WHU,FW,3,3.69,0.12,0.12,0.0,0.25,0.25,1.12,0.12,0.0,0.0,0.12,0.25,1.5,0.5,0.5,0.0,0.0,0.0,0.62,0.12,1.25,0.62,0.0,2.56,-0.81,0
184,WHU,LB,1,3.58,0.17,0.5,0.0,0.17,1.0,0.17,0.33,0.0,0.17,1.17,2.67,0.5,0.17,0.67,0.0,0.0,0.0,1.5,0.17,2.17,0.0,0.0,1.92,-3.75,0
185,WHU,LM,1,17.5,0.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,11.5,-0.5,0
186,WHU,LW,3,5.0,0.0,0.6,0.0,0.6,0.4,0.6,0.0,0.0,0.0,0.4,0.2,1.8,0.0,0.2,0.0,0.0,0.0,1.2,0.0,0.6,0.0,0.0,4.8,-0.3,0
187,WHU,RB,1,7.19,0.0,1.25,0.25,0.0,2.0,0.25,0.0,0.0,0.5,1.25,3.25,0.0,0.25,1.25,0.0,0.0,0.0,1.5,0.25,0.25,0.0,0.0,5.44,-3.12,0
188,WHU,RM,1,26.5,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,11.5,-0.5,0
189,WHU,RW,1,17.67,1.0,1.0,0.0,1.33,1.33,1.67,0.33,0.0,0.0,0.33,1.0,2.67,0.0,2.33,0.0,0.0,0.0,1.67,1.0,1.67,1.33,0.0,8.67,-1.5,0
190,WOL,AM,1,-4.5,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,-4.5,-7.5,0
191,WOL,CB,3,7.03,0.0,0.44,0.0,0.22,0.67,0.22,0.11,0.0,0.0,0.67,4.11,0.22,1.33,3.22,0.0,0.0,0.0,1.22,0.0,0.89,0.0,0.0,5.69,-2.78,0
192,WOL,CM,4,3.83,0.0,0.44,0.0,0.11,1.78,0.89,0.56,0.0,0.11,1.11,1.44,0.67,0.0,0.78,0.0,0.0,0.0,1.11,0.0,3.0,0.0,0.0,3.61,-1.56,0
193,WOL,DM,1,4.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,-1.5,-2.5,0
194,WOL,FW,5,4.73,0.15,0.62,0.0,0.46,0.23,1.23,0.0,0.0,0.0,0.31,0.15,0.77,0.15,0.54,0.0,0.0,0.0,0.54,0.15,0.77,0.15,0.0,3.27,-0.62,0
195,WOL,LB,4,2.61,0.0,0.33,0.0,0.0,0.56,0.56,0.22,0.0,0.33,0.22,1.33,0.56,0.44,0.67,0.0,0.0,0.0,0.56,0.0,1.44,0.0,0.0,1.94,-1.83,0
196,WOL,LM,4,11.5,0.0,1.5,0.5,0.5,0.5,2.0,0.0,0.0,1.25,1.5,0.25,1.75,0.0,0.75,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.0,8.5,-1.0,0
197,WOL,LW,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,2.0,0.0,0
198,WOL,RB,1,4.56,0.0,0.5,0.0,0.0,1.75,0.5,0.5,0.0,0.25,1.5,3.25,0.75,0.5,0.25,0.0,0.0,0.0,1.25,0.0,3.75,0.0,0.0,3.06,-3.75,0
199,WOL,RM,3,14.1,0.4,2.2,0.2,0.8,0.4,0.8,0.2,0.0,1.8,0.2,0.2,1.6,0.0,0.2,0.0,0.0,0.0,1.0,0.6,1.2,0.4,0.0,9.3,-0.8,0
