Player,Team,Position,LiveRkOv,Opponent,FPTS,FP/G,ROS %,GP,MIN,G,KP,AT,SOT,TKW,DIS,YC,RC,ACNC,INT,CLR,COS,BS,AER,PKM,PKD,OG,GAO,CS,GW,ros,GS,PTS,DPT,OFF,PKG,Ghost Points,Negative Fpts
Jordan Beyer,BUR,D,335,MCI,6.0,6.0,11%,1,73,0,0,0,0,4,0,0,0,0,4,4,0,0,1,0,0,0,2,0,1,,1,0,1,0,0,6.0,-4.0
Zeki Amdouni,BUR,F,139,MCI,5.0,5.0,35%,1,60,0,0,0,1,1,1,0,0,0,0,1,2,0,1,0,0,0,2,0,1,,1,0,0,0,0,5.0,-0.5
Lyle Foster,BUR,F,144,MCI,4.0,4.0,21%,1,88,0,1,0,0,1,2,0,0,0,0,2,1,0,2,0,0,0,3,0,1,,1,0,1,0,0,4.0,-1.0
Luca Koleosho,BUR,F,136,MCI,3.5,3.5,26%,1,60,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,,1,0,1,0,0,3.5,-0.5
Sander Berge,BUR,M,225,MCI,2.0,2.0,6%,1,88,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,1,,1,0,2,0,0,2.0,0.0
Josh Cullen,BUR,M,177,MCI,1.0,1.0,14%,1,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,,1,0,0,0,0,1.0,0.0
Jacob Bruun Larsen,BUR,F,298,MCI,1.0,1.0,0%,1,28,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,,0,0,2,0,0,1.0,0.0
Josh Brownhill,BUR,M,169,MCI,0.0,0.0,57%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0.0,0.0
Benson Manuel,BUR,F,318,MCI,0.0,0.0,11%,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,0,0,0,0.0,0.0
Nathan Redmond,BUR,M,349,MCI,0.0,0.0,1%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0.0,0.0
Ameen Al Dakhil,BUR,D,726,MCI,-0.5,-0.5,3%,1,90,0,0,0,0,1,1,0,0,0,1,4,0,1,2,0,0,0,3,0,1,,1,0,1,0,0,-0.5,-6.5
Dara O'Shea,BUR,D,324,MCI,-0.75,-0.75,2%,1,90,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,3,0,1,,1,0,0,0,0,-0.75,-6.0
Vitinho,BUR,D,714,MCI,-1.75,-1.75,1%,1,90,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,1,,1,0,1,0,0,-1.75,-6.0
Connor Roberts,BUR,D,731,MCI,-3.75,-3.75,8%,1,90,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,,1,0,1,0,0,-3.75,-6.0
Anass Zaroury,BUR,F,727,MCI,-5.0,-5.0,18%,1,27,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,7,0,0,-5.0,-7.0
Lyle Foster,BUR,F,81,LUT,13.0,13.0,,1,79,1,0,0,1,0,3,0,0,0,1,1,1,1,1,0,0,0,0,1,2,39%,1,1,1,0,0,4.0,-1.5
Sander Berge,BUR,M,181,LUT,13.0,13.0,,1,90,0,1,1,0,1,0,0,0,0,1,3,1,0,4,0,0,0,1,0,2,6%,1,1,0,1,0,7.0,0.0
Connor Roberts,BUR,D,719,LUT,11.5,11.5,,1,90,0,2,1,0,1,0,1,0,0,0,6,0,1,1,0,0,0,1,0,2,7%,1,1,3,0,0,4.5,-4.0
Jordan Beyer,BUR,D,273,LUT,11.0,11.0,,1,90,0,0,0,0,1,0,0,0,0,2,8,0,1,7,0,0,0,1,0,2,9%,1,0,0,0,0,11.0,-2.0
Jacob Bruun Larsen,BUR,F,236,LUT,11.0,11.0,,1,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0%,0,1,0,0,0,2.0,0.0
Josh Brownhill,BUR,M,121,LUT,9.0,9.0,,1,90,0,3,0,0,1,0,0,0,0,1,3,0,0,2,0,0,0,1,0,2,46%,1,0,2,0,0,9.0,0.0
Zeki Amdouni,BUR,F,126,LUT,8.5,8.5,,1,73,0,2,0,1,1,3,0,0,0,0,2,2,0,2,0,0,0,0,1,2,15%,1,0,0,1,0,8.5,-1.5
Josh Cullen,BUR,M,165,LUT,8.0,8.0,,1,90,0,0,0,0,2,0,0,0,0,2,0,1,2,2,0,0,0,1,0,2,8%,1,0,1,0,0,8.0,0.0
Charlie Taylor,BUR,D,338,LUT,6.25,6.25,,1,90,0,0,0,0,1,0,1,0,0,0,5,1,1,6,0,0,0,1,0,2,1%,1,0,4,0,0,6.25,-4.0
Luca Koleosho,BUR,F,113,LUT,5.0,5.0,,1,73,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,10%,1,0,1,1,0,5.0,0.0
Aaron Ramsey,BUR,M,305,LUT,1.0,1.0,,1,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3%,0,0,0,0,0,1.0,0.0
Jay Rodriguez,BUR,F,371,LUT,1.0,1.0,,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1%,0,0,0,0,0,1.0,0.0
Ameen Al Dakhil,BUR,D,733,LUT,0.25,0.25,,1,90,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,1,0,2,1%,1,0,0,0,0,0.25,-2.0
Hannes Delcroix,BUR,D,713,LUT,0.0,0.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1%,0,0,0,0,0,0.0,0.0
Johann Gudmundsson,BUR,M,228,AVL,14.5,14.5,6%,1,45,0,3,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3,,0,1,1,0,0,8.5,0.0
Lyle Foster,BUR,F,144,AVL,9.5,9.5,21%,1,80,1,0,0,1,0,4,0,0,0,0,1,0,0,1,0,0,0,3,0,3,,1,1,2,1,0,0.5,-2.0
Luca Koleosho,BUR,F,136,AVL,6.5,6.5,26%,1,67,0,1,0,0,1,1,0,0,1,0,0,3,0,0,0,0,0,3,0,3,,1,0,0,2,0,6.5,-0.5
Dara O'Shea,BUR,D,324,AVL,6.0,6.0,2%,1,90,0,1,0,0,0,0,0,0,0,4,4,0,2,3,0,0,0,3,0,3,,1,0,0,0,0,6.0,-6.0
Hannes Delcroix,BUR,D,354,AVL,4.75,4.75,1%,1,90,0,2,0,1,0,0,0,0,0,3,3,0,0,1,0,0,0,3,0,3,,1,0,0,0,0,4.75,-6.0
Zeki Amdouni,BUR,F,139,AVL,3.0,3.0,35%,1,80,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,3,0,3,,1,0,3,0,0,3.0,-0.5
Josh Cullen,BUR,M,177,AVL,3.0,3.0,14%,1,90,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,3,0,3,,1,0,6,0,0,3.0,-2.0
Benson Manuel,BUR,F,318,AVL,2.5,2.5,11%,1,45,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,2,0,3,,1,0,1,0,0,2.5,-0.5
Aaron Ramsey,BUR,M,307,AVL,0.0,0.0,17%,1,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,,0,0,0,0,0,0.0,0.0
Nathan Redmond,BUR,M,349,AVL,0.0,0.0,1%,1,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,,0,0,0,1,0,0.0,0.0
Jay Rodriguez,BUR,F,374,AVL,0.0,0.0,1%,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,0,0,0,1,0,0.0,0.0
Jacob Bruun Larsen,BUR,F,298,AVL,0.0,0.0,0%,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,0,0,0,0,0,0.0,0.0
Sander Berge,BUR,M,225,AVL,-1.0,-1.0,6%,1,67,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,3,0,3,,1,0,4,0,0,-1.0,-3.0
Connor Roberts,BUR,D,731,AVL,-1.75,-1.75,8%,1,90,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,3,0,3,,1,0,0,0,0,-1.75,-6.0
Ameen Al Dakhil,BUR,D,726,AVL,-2.0,-2.0,3%,1,90,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,3,0,3,,1,0,1,0,0,-2.0,-6.0
Lyle Foster,BUR,F,144,TOT,15.5,15.5,21%,1,90,1,1,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,5,0,4,,1,1,3,1,0,6.5,0.0
Luca Koleosho,BUR,F,136,TOT,12.5,12.5,26%,1,67,0,1,1,0,0,1,0,0,0,0,0,5,0,0,0,0,0,5,0,4,,1,1,0,1,0,6.5,-0.5
Josh Brownhill,BUR,M,169,TOT,11.5,11.5,57%,1,45,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,4,,0,1,4,0,0,2.5,-2.5
Josh Cullen,BUR,M,177,TOT,8.5,8.5,14%,1,90,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,4,,1,1,2,0,0,2.5,-0.5
Zeki Amdouni,BUR,F,139,TOT,6.0,6.0,35%,1,59,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,3,0,4,,1,0,0,0,0,6.0,0.0
Sander Berge,BUR,M,225,TOT,6.0,6.0,6%,1,45,0,1,0,0,2,1,0,0,0,0,0,1,1,1,0,0,0,2,0,4,,1,0,0,0,0,6.0,-0.5
Jacob Bruun Larsen,BUR,F,298,TOT,4.0,4.0,0%,1,21,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,,0,0,1,0,0,4.0,0.0
Nathan Redmond,BUR,M,349,TOT,3.5,3.5,1%,1,29,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,4,,0,0,1,0,0,3.5,-0.5
Johann Gudmundsson,BUR,M,228,TOT,2.5,2.5,6%,1,45,0,1,0,0,0,0,1,0,1,1,2,0,0,1,0,0,0,2,0,4,,1,0,4,0,0,2.5,-2.0
Dara O'Shea,BUR,D,324,TOT,0.5,0.5,2%,1,90,0,0,0,0,2,0,0,0,0,2,2,0,4,2,0,0,0,5,0,4,,1,0,1,0,0,0.5,-10.0
Jack Cork,BUR,M,464,TOT,0.0,0.0,0%,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,0,0,1,0,0,0.0,0.0
Hannes Delcroix,BUR,D,354,TOT,-1.75,-1.75,1%,1,45,0,0,0,1,0,0,1,0,0,2,1,0,0,2,0,0,0,3,0,4,,0,0,4,0,0,-1.75,-8.0
Jordan Beyer,BUR,D,335,TOT,-3.0,-3.0,11%,1,73,0,0,0,0,6,0,1,0,0,0,0,2,0,1,0,0,0,5,0,4,,1,0,4,0,0,-3.0,-12.0
Ameen Al Dakhil,BUR,D,726,TOT,-6.75,-6.75,3%,1,90,0,0,0,0,1,2,0,0,0,3,1,0,0,0,0,0,0,5,0,4,,1,0,1,0,0,-6.75,-11.0
Connor Roberts,BUR,D,731,TOT,-7.0,-7.0,8%,1,90,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,4,,1,0,1,0,0,-7.0,-10.0
Zeki Amdouni,BUR,F,139,NOT,14.0,14.0,35%,1,63,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,,1,1,1,0,0,5.0,0.0
Luca Koleosho,BUR,F,136,NOT,6.5,6.5,26%,1,75,0,2,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,1,0,5,,1,0,2,1,0,6.5,-1.5
Lyle Foster,BUR,F,144,NOT,5.5,5.5,21%,1,88,0,1,1,1,0,1,0,1,0,0,4,1,0,4,0,0,0,1,0,5,,1,1,7,0,0,-0.5,-7.5
Josh Brownhill,BUR,M,169,NOT,4.0,4.0,57%,1,90,0,0,0,0,2,1,0,0,0,2,2,0,0,1,0,0,0,1,0,5,,1,0,0,0,0,4.0,-0.5
Josh Cullen,BUR,M,177,NOT,4.0,4.0,14%,1,90,0,0,0,0,1,0,1,0,0,1,3,0,2,4,0,0,0,1,0,5,,1,0,5,0,0,4.0,-2.0
Sander Berge,BUR,M,225,NOT,4.0,4.0,6%,1,25,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,5,,0,0,1,0,0,4.0,0.0
Charlie Taylor,BUR,D,341,NOT,2.75,2.75,4%,1,90,0,0,0,0,2,0,0,0,0,1,3,0,0,1,0,0,0,1,0,5,,1,0,3,0,0,2.75,-2.0
Johann Gudmundsson,BUR,M,228,NOT,2.0,2.0,6%,1,62,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,5,,1,0,0,0,0,2.0,0.0
Mike Tresor,BUR,F,332,NOT,2.0,2.0,2%,1,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,0,0,0,1,0,2.0,0.0
Jordan Beyer,BUR,D,335,NOT,0.75,0.75,11%,1,86,0,0,0,0,0,1,0,0,0,0,9,0,0,1,0,0,0,1,0,5,,1,0,0,0,0,0.75,-2.5
Ameen Al Dakhil,BUR,D,726,NOT,0.5,0.5,3%,1,90,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,5,,1,0,0,0,0,0.5,-2.0
Anass Zaroury,BUR,F,727,NOT,0.0,0.0,18%,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,0,0,0,0,0,0.0,0.0
Hannes Delcroix,BUR,D,354,NOT,0.0,0.0,1%,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,0,0,0,0,0,0.0,0.0
Connor Roberts,BUR,D,731,NOT,-1.0,-1.0,8%,1,90,0,0,0,0,0,1,1,0,0,2,2,0,1,0,0,0,0,1,0,5,,1,0,3,0,0,-1.0,-4.5
Aaron Ramsey,BUR,M,307,MUN,9.0,9.0,17%,1,72,0,1,0,1,3,0,0,0,0,0,1,1,0,2,0,0,0,1,0,6,,1,0,0,0,0,9.0,0.0
Josh Brownhill,BUR,M,169,MUN,8.5,8.5,57%,1,85,0,3,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,1,0,6,,1,0,0,1,0,8.5,0.0
Josh Cullen,BUR,M,177,MUN,8.0,8.0,14%,1,90,0,3,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,6,,1,0,0,0,0,8.0,-0.5
Ameen Al Dakhil,BUR,D,726,MUN,5.75,5.75,3%,1,90,0,1,0,0,0,0,0,0,0,2,3,0,0,3,0,0,0,1,0,6,,1,0,0,0,0,5.75,-2.0
Zeki Amdouni,BUR,F,139,MUN,5.0,5.0,35%,1,72,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,,1,0,0,0,0,5.0,0.0
Charlie Taylor,BUR,D,341,MUN,4.5,4.5,4%,1,90,0,0,0,0,0,0,0,0,1,2,2,0,1,2,0,0,0,1,0,6,,1,0,0,0,0,4.5,-2.0
Benson Manuel,BUR,F,318,MUN,4.0,4.0,11%,1,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,,0,0,0,0,0,4.0,0.0
Jacob Bruun Larsen,BUR,F,298,MUN,4.0,4.0,0%,1,16,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,,0,0,1,0,0,4.0,0.0
Luca Koleosho,BUR,F,136,MUN,3.0,3.0,26%,1,72,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,1,0,6,,1,0,2,0,0,3.0,-1.0
Mike Tresor,BUR,F,332,MUN,2.5,2.5,2%,1,69,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,6,,0,0,0,0,0,2.5,-0.5
Sander Berge,BUR,M,225,MUN,1.5,1.5,6%,1,16,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,,0,0,0,0,0,1.5,0.0
Jay Rodriguez,BUR,F,374,MUN,1.0,1.0,1%,1,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,,0,0,1,0,0,1.0,0.0
Jordan Beyer,BUR,D,335,MUN,0.5,0.5,11%,1,90,0,0,0,0,0,0,1,0,0,1,2,0,2,1,0,0,0,1,0,6,,1,0,4,0,0,0.5,-4.0
Johann Gudmundsson,BUR,M,228,MUN,0.0,0.0,6%,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,1,0,0,0,0,0.0,0.0
Connor Roberts,BUR,D,731,MUN,-1.25,-1.25,8%,1,90,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,6,,1,0,1,0,0,-1.25,-2.0
Ameen Al Dakhil,BUR,D,733,NEW,0.25,0.25,,1,90,0,0,0,1,0,1,0,0,0,0,3,0,0,2,0,0,0,2,0,7,1%,1,0,2,0,0,0.25,-4.5
Zeki Amdouni,BUR,F,126,NEW,2.0,2.0,,1,57,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,7,15%,1,0,6,0,0,2.0,-2.0
Sander Berge,BUR,M,181,NEW,7.0,7.0,,1,87,0,2,0,0,0,1,0,0,0,1,2,0,1,3,0,0,0,2,0,7,6%,1,0,0,0,0,7.0,-0.5
Jordan Beyer,BUR,D,273,NEW,-0.25,-0.25,,1,90,0,0,0,0,1,0,1,0,0,1,3,0,3,0,0,0,0,2,0,7,9%,1,0,4,0,0,-0.25,-6.0
Josh Brownhill,BUR,M,121,NEW,5.0,5.0,,1,90,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,2,0,7,46%,1,0,4,0,0,5.0,-0.5
Jacob Bruun Larsen,BUR,F,236,NEW,0.5,0.5,,1,31,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,7,0%,0,0,0,1,0,0.5,-0.5
Josh Cullen,BUR,M,165,NEW,3.0,3.0,,1,90,0,0,0,0,2,0,0,0,0,1,4,0,0,0,0,0,0,2,0,7,8%,1,0,1,0,0,3.0,0.0
Vitinho,BUR,D,730,NEW,1.0,1.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1%,0,0,0,0,0,1.0,0.0
Luca Koleosho,BUR,F,113,NEW,3.5,3.5,,1,57,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,7,10%,1,0,0,1,0,3.5,-0.5
Wilson Odobert,BUR,F,239,NEW,4.0,4.0,,1,22,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,7,1%,0,0,0,0,0,4.0,0.0
Aaron Ramsey,BUR,M,305,NEW,-1.0,-1.0,,1,66,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,1,0,7,3%,1,0,2,0,0,-1.0,-2.0
Connor Roberts,BUR,D,719,NEW,-0.75,-0.75,,1,87,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,2,0,7,7%,1,0,0,0,0,-0.75,-4.0
Jay Rodriguez,BUR,F,371,NEW,1.0,1.0,,1,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1%,0,0,1,1,0,1.0,0.0
Charlie Taylor,BUR,D,338,NEW,-3.25,-3.25,,1,90,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,0,2,0,7,1%,1,0,4,0,0,-3.25,-6.0
Anass Zaroury,BUR,F,728,NEW,2.0,2.0,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17%,0,0,0,0,0,2.0,0.0
Wilson Odobert,BUR,F,239,CHE,18.0,18.0,0%,1,78,1,1,0,2,2,0,1,0,0,0,0,3,0,0,0,0,0,4,0,8,,1,1,4,0,0,9.0,-2.0
Lyle Foster,BUR,F,81,CHE,10.5,10.5,39%,1,90,0,1,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,4,0,8,,1,1,0,3,0,4.5,0.0
Luca Koleosho,BUR,F,112,CHE,6.5,6.5,10%,1,28,0,1,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,2,0,8,,0,0,1,0,0,6.5,-0.5
Josh Brownhill,BUR,M,121,CHE,6.0,6.0,46%,1,90,0,1,0,0,2,1,0,0,0,2,3,0,0,1,0,0,0,4,0,8,,1,0,0,0,0,6.0,-0.5
Connor Roberts,BUR,D,719,CHE,3.0,3.0,7%,1,28,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,,0,0,0,0,0,3.0,-4.0
Aaron Ramsey,BUR,M,304,CHE,1.5,1.5,3%,1,28,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,8,,0,0,0,0,0,1.5,-0.5
Mike Tresor,BUR,F,341,CHE,1.5,1.5,2%,1,60,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,8,,1,0,0,0,0,1.5,-0.5
Jacob Bruun Larsen,BUR,F,236,CHE,1.5,1.5,0%,1,10,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,,0,0,0,1,0,1.5,-0.5
Josh Cullen,BUR,M,161,CHE,0.0,0.0,8%,1,60,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,8,,1,0,4,0,0,0.0,-2.0
Sander Berge,BUR,M,179,CHE,-0.5,-0.5,6%,1,90,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,4,0,8,,1,0,3,0,0,-0.5,-1.0
Dara O'Shea,BUR,D,368,CHE,-2.75,-2.75,2%,1,45,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,3,0,8,,0,0,0,0,0,-2.75,-6.0
Vitinho,BUR,D,729,CHE,-3.0,-3.0,1%,1,60,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,2,0,8,,1,0,1,0,0,-3.0,-4.5
Hannes Delcroix,BUR,D,713,CHE,-3.25,-3.25,1%,1,90,0,0,0,0,2,1,0,0,0,0,1,0,1,2,0,0,0,4,0,8,,1,0,2,0,0,-3.25,-8.5
Charlie Taylor,BUR,D,338,CHE,-4.0,-4.0,1%,1,90,0,1,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,4,0,8,,1,0,2,0,0,-4.0,-8.5
Ameen Al Dakhil,BUR,D,732,CHE,-5.0,-5.0,1%,1,45,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,8,,1,0,0,0,0,-5.0,-7.0
Axel Disasi,CHE,D,94,LIV,13.75,13.75,79%,1,90,1,0,0,1,0,0,0,0,0,2,3,0,0,1,0,0,0,1,0,1,,1,1,0,0,0,3.75,-2.0
Ben Chilwell,CHE,D,115,LIV,11.5,11.5,85%,1,88,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,,1,1,1,1,0,4.5,-2.5
Reece James,CHE,D,305,LIV,8.0,8.0,98%,1,75,0,2,0,0,0,2,0,0,3,0,0,1,0,3,0,0,0,1,0,1,,1,0,0,0,0,8.0,-3.0
Thiago Silva,CHE,D,90,LIV,7.5,7.5,91%,1,90,0,1,0,0,0,0,0,0,0,1,6,0,1,4,0,0,0,1,0,1,,1,0,0,0,0,7.5,-2.0
Enzo Fernandez,CHE,M,134,LIV,7.0,7.0,96%,1,90,0,2,0,0,1,1,1,0,1,0,1,2,1,1,0,0,0,1,0,1,,1,0,4,0,0,7.0,-2.5
Levi Colwill,CHE,D,114,LIV,7.0,7.0,89%,1,90,0,2,0,0,2,1,0,0,0,1,2,1,0,1,0,0,0,1,0,1,,1,0,0,0,0,7.0,-2.5
Conor Gallagher,CHE,M,108,LIV,6.0,6.0,77%,1,90,0,0,0,0,1,0,0,0,0,3,1,1,1,0,0,0,0,1,0,1,,1,0,1,0,0,6.0,0.0
Raheem Sterling,CHE,F,52,LIV,5.0,5.0,100%,1,80,0,1,0,0,2,4,0,0,3,0,0,0,0,0,0,0,0,1,0,1,,1,0,0,0,0,5.0,-2.0
Nicolas Jackson,CHE,F,125,LIV,4.5,4.5,94%,1,90,0,0,0,2,0,2,1,0,0,0,1,2,1,1,0,0,0,1,0,1,,1,0,4,2,0,4.5,-3.0
Mykhailo Mudryk,CHE,M,214,LIV,2.0,2.0,79%,1,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,,0,0,0,0,0,2.0,0.0
Lesley Ugochukwu,CHE,F,301,LIV,1.0,1.0,2%,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,,0,0,0,0,0,1.0,0.0
Ian Maatsen,CHE,D,379,LIV,0.5,0.5,9%,1,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0.5,-0.5
Malo Gusto,CHE,D,124,LIV,0.0,0.0,55%,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0.0,0.0
Cole Palmer,CHE,M,284,LIV,0.0,0.0,44%,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,1,0,0,0.0,0.0
Carney Chukwuemeka,CHE,M,294,LIV,-2.0,-2.0,13%,1,80,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,,1,0,4,0,0,-2.0,-3.0
Carney Chukwuemeka,CHE,M,294,WHU,12.0,12.0,13%,1,45,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,,1,1,4,0,0,3.0,-2.0
Raheem Sterling,CHE,F,52,WHU,10.5,10.5,100%,1,90,0,1,0,0,1,5,0,0,2,0,0,6,0,0,0,1,0,3,0,2,,1,0,1,1,0,10.5,-2.5
Enzo Fernandez,CHE,M,134,WHU,9.0,9.0,96%,1,90,0,4,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,3,0,2,,1,0,0,0,0,9.0,-4.0
Mykhailo Mudryk,CHE,M,214,WHU,7.0,7.0,79%,1,45,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,,0,0,0,0,0,7.0,0.0
Conor Gallagher,CHE,M,108,WHU,6.5,6.5,77%,1,74,0,0,0,1,1,0,0,0,0,2,2,1,0,1,0,0,0,2,0,2,,1,0,1,0,0,6.5,0.0
Ben Chilwell,CHE,D,115,WHU,4.75,4.75,85%,1,60,0,2,0,0,1,1,0,0,1,0,1,1,0,2,0,0,0,2,0,2,,1,0,1,0,0,4.75,-4.5
Nicolas Jackson,CHE,F,125,WHU,4.5,4.5,94%,1,90,0,1,0,0,3,1,1,0,0,0,1,1,0,2,0,0,0,3,0,2,,1,0,3,1,0,4.5,-2.5
Thiago Silva,CHE,D,90,WHU,4.0,4.0,91%,1,90,0,0,0,0,0,0,0,0,0,0,4,0,2,7,0,0,0,3,0,2,,1,0,0,0,0,4.0,-6.0
Moises Caicedo,CHE,M,251,WHU,3.0,3.0,69%,1,28,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,2,,0,0,2,0,0,3.0,0.0
Malo Gusto,CHE,D,124,WHU,2.5,2.5,55%,1,82,0,0,0,0,2,0,0,0,1,1,2,1,1,0,0,0,0,2,0,2,,1,0,0,0,0,2.5,-4.0
