player,team,deadball agg,fpts,FKs,CKs,ghost points,negative fpts,gp,passes (dead),touches (att 3rd),prog passes,crosses,crosses (penalty),home
8,EVE,159.375,136.6875,14.125,16.125,132.25,-24.6875,141.0,109.5,257.875,46.625,53.5,4.875,9.875
3,Aston Villa Player Stats,152.33333333333334,106.75,22.333333333333332,17.0,111.41666666666667,-26.0,48.0,113.33333333333333,311.6666666666667,49.666666666666664,81.66666666666667,10.0,7.666666666666667
9,Newcastle Utd Player Stats,133.77777777777777,193.25,29.22222222222222,14.222222222222221,137.22222222222223,-28.416666666666668,165.0,75.55555555555556,297.3333333333333,80.44444444444444,35.55555555555556,3.888888888888889,10.333333333333334
9,AVL,129.88888888888889,243.52777777777777,38.0,13.444444444444445,170.44444444444446,-29.583333333333332,243.0,91.55555555555556,313.44444444444446,99.0,25.555555555555557,3.888888888888889,12.777777777777779
9,MCI,118.66666666666667,208.52777777777777,24.88888888888889,20.11111111111111,145.22222222222223,-23.916666666666668,212.0,92.11111111111111,524.0,109.0,50.22222222222222,3.4444444444444446,8.555555555555555
11,BHA,109.45454545454545,139.6818181818182,27.0,13.0,109.20454545454545,-20.522727272727273,175.0,74.54545454545455,275.0,77.27272727272727,33.0,4.2727272727272725,9.363636363636363
10,BRF,108.8,185.375,20.8,13.8,149.075,-27.8,212.0,80.8,256.8,65.4,34.3,2.9,11.4
9,Liverpool Player Stats,104.66666666666667,124.61111111111111,20.333333333333332,11.777777777777779,105.5,-16.0,130.0,78.22222222222223,205.55555555555554,73.77777777777777,26.22222222222222,2.5555555555555554,7.111111111111111
8,TOT,102.875,191.78125,19.0,19.25,140.9375,-28.15625,142.0,50.875,457.125,94.875,36.875,2.625,7.5
9,Tottenham Player Stats,93.44444444444444,140.69444444444446,25.444444444444443,1.7777777777777777,121.05555555555556,-24.694444444444443,160.0,91.66666666666667,220.88888888888889,86.77777777777777,16.0,1.3333333333333333,8.333333333333334
6,West Ham Player Stats,91.16666666666667,166.04166666666666,13.0,23.333333333333332,130.75,-28.208333333333332,93.0,50.5,246.5,58.0,46.666666666666664,1.3333333333333333,7.333333333333333
13,BUR,90.38461538461539,77.90384615384616,20.0,8.076923076923077,116.36538461538461,-30.923076923076923,279.0,76.84615384615384,230.46153846153845,53.61538461538461,19.846153846153847,1.0769230769230769,12.538461538461538
9,CRY,87.22222222222223,148.58333333333334,21.77777777777778,8.555555555555555,145.88888888888889,-31.194444444444443,174.0,65.0,253.55555555555554,65.55555555555556,31.0,2.888888888888889,8.444444444444445
8,Manchester Utd Player Stats,85.875,104.65625,10.625,19.125,100.125,-21.46875,112.0,63.625,287.25,75.75,36.5,1.5,8.0
12,CHE,85.58333333333333,113.72916666666667,21.416666666666668,7.75,102.75,-21.9375,194.0,74.83333333333333,245.66666666666666,66.75,26.333333333333332,1.5,9.75
13,FUL,83.53846153846153,77.17307692307692,14.923076923076923,7.384615384615385,88.59615384615384,-23.73076923076923,206.0,70.15384615384616,174.07692307692307,51.23076923076923,27.46153846153846,2.769230769230769,6.615384615384615
7,Arsenal Player Stats,77.28571428571429,181.75,16.428571428571427,17.0,132.57142857142858,-24.535714285714285,127.0,72.0,365.42857142857144,84.0,30.428571428571427,3.5714285714285716,9.571428571428571
9,LIV,75.55555555555556,160.61111111111111,12.777777777777779,9.88888888888889,115.88888888888889,-28.38888888888889,155.0,48.111111111111114,297.0,71.33333333333333,26.444444444444443,2.111111111111111,8.444444444444445
