,team,position,player (nunique),fpts (mean),g (mean),kp (mean),at (mean),sot (mean),tkw (mean),yc (mean),rc (mean),acnc (mean),int (mean),clr (mean),bs (mean),pkm (mean),pkd (mean),og (mean),gao (mean),cs (mean),pts (mean),dpt (mean),off (mean),pkg (mean),ghost points (mean),negative fpts (mean),home (mean),gp (max),rollingsum_fpts (mean),default fpts (sum),default ghosts (sum),default negative fpts (sum),delta (sum),delta ghosts (sum),delta negative fpts (sum)
0,BUR,FW,2,6.27,0.23,0.54,0.15,0.77,0.46,0.08,0.08,0.0,0.15,0.92,0.23,0.0,0.0,0.0,2.31,0.08,0.38,1.85,0.54,0.0,5.33,-2.21,0.69,1.0,16.56,180.0,133.0,-31.0,-17.0,5.5,-26.5
4,LUT,LW,1,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.5,-0.5,1.0,1.0,9.0,19.0,20.0,-1.0,-7.0,-7.0,0.0
3,LUT,FW,3,5.34,0.19,0.75,0.06,0.44,0.38,0.06,0.0,0.06,0.31,1.22,0.03,0.0,0.0,0.0,1.66,0.0,0.25,1.62,0.53,0.12,5.38,-2.16,0.38,1.0,12.06,223.0,183.5,-26.5,-52.0,-11.25,-42.75
1,BUR,LW,6,4.84,0.18,1.09,0.0,0.64,0.55,0.18,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,1.36,0.18,0.18,1.73,0.36,0.0,5.34,-2.14,0.36,1.0,4.18,71.0,69.0,-16.0,-17.75,-10.25,-7.5
6,SHU,FW,6,4.45,0.12,0.66,0.12,0.62,0.22,0.25,0.06,0.06,0.22,0.56,0.19,0.0,0.0,0.0,2.25,0.0,0.19,2.16,0.66,0.06,5.33,-2.88,0.5,1.0,8.56,166.5,168.0,-61.5,-24.25,2.5,-30.75
5,LUT,RW,1,1.75,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.75,-4.0,1.0,1.0,11.0,9.0,11.0,-2.0,-5.5,0.5,-6.0
2,BUR,RW,3,1.13,0.0,0.62,0.0,0.15,0.46,0.0,0.0,0.0,0.23,0.15,0.0,0.0,0.0,0.0,1.23,0.15,0.0,0.69,0.31,0.0,2.81,-1.67,0.31,1.0,6.48,40.5,45.5,-5.0,-25.75,-9.0,-16.75
7,SHU,LW,1,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.25,-0.5,1.0,1.0,0.0,0.0,0.0,0.0,1.5,2.5,-1.0
8,SHU,RW,1,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,4.25,-4.25,1.0,1.0,0.0,9.0,10.0,-1.0,-9.0,-1.5,-7.5
