,team,position,player (nunique),fpts (mean),g (mean),kp (mean),at (mean),sot (mean),tkw (mean),yc (mean),rc (mean),acnc (mean),int (mean),clr (mean),bs (mean),pkm (mean),pkd (mean),og (mean),gao (mean),cs (mean),pts (mean),dpt (mean),off (mean),pkg (mean),ghost points (mean),negative fpts (mean),home (mean),gp (max),rollingsum_fpts (mean),default fpts (sum),default ghosts (sum),default negative fpts (sum),delta (sum),delta ghosts (sum),delta negative fpts (sum)
23,BHA,FW,1,167.25,11.0,3.0,0.0,28.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,17.0,3.0,11.0,16.0,3.0,0.0,83.75,-15.5,11.0,11.0,5.75,161.0,76.0,-14.0,6.25,7.75,-1.5
101,Everton Player Stats,FW,1,162.25,3.0,33.0,3.0,19.0,27.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,3.0,17.0,9.0,0.0,128.25,-17.0,16.0,16.0,31.0,199.5,160.0,-8.5,-37.25,-31.75,-8.5
8,AVL,AM,1,162.0,2.0,29.0,11.0,14.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,8.0,12.0,3.0,0.0,76.25,-9.25,14.0,14.0,33.75,189.5,110.0,-4.5,-27.5,-33.75,-4.75
218,WHU,RB,1,159.5,0.0,20.0,9.0,0.0,28.0,0.0,0.0,14.0,16.0,18.0,6.0,0.0,0.0,0.0,20.0,3.0,9.0,9.0,3.0,0.0,111.75,-15.25,14.0,14.0,13.0,160.5,122.5,-43.0,-1.0,-10.75,27.75
146,MCI,RW,1,159.0,3.0,36.0,6.0,6.0,6.0,0.0,0.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,9.0,9.0,0.0,0.0,95.25,-11.25,12.0,12.0,0.0,190.5,127.5,-6.0,-31.5,-32.25,-5.25
211,Tottenham Player Stats,RB,1,156.75,0.0,25.0,3.0,1.0,34.0,3.0,0.0,11.0,6.0,27.0,10.0,0.0,0.0,0.0,10.0,6.0,0.0,24.0,0.0,0.0,121.75,-16.0,13.0,13.0,30.0,172.75,141.75,-26.0,-16.0,-20.0,10.0
205,TOT,FW,1,156.5,6.0,24.0,3.0,20.0,6.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,10.0,6.0,9.0,3.0,7.0,0.0,91.25,-9.75,13.0,13.0,43.5,183.5,117.5,-6.0,-27.0,-26.25,-3.75
7,ARS,RW,2,156.12,4.5,25.0,4.0,12.0,22.0,3.0,0.0,4.5,4.5,3.0,0.0,0.0,0.0,0.0,12.0,2.5,6.0,26.5,3.0,3.0,109.5,-22.88,10.0,14.0,12.25,359.0,259.0,-31.0,-46.75,-40.0,-14.75
202,TOT,AM,1,154.5,3.0,42.0,0.0,21.0,12.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,9.0,0.0,0.0,137.25,-15.75,12.0,12.0,0.0,183.0,162.0,-12.0,-28.5,-24.75,-3.75
122,LIV,RB,1,151.25,0.0,26.0,3.0,6.0,6.0,2.0,0.0,6.0,14.0,5.0,0.0,0.0,0.0,0.0,3.0,8.0,3.0,8.0,0.0,0.0,92.0,-9.75,11.0,11.0,22.25,165.75,108.25,-11.5,-14.5,-16.25,1.75
15,Arsenal Player Stats,CM,1,149.75,3.0,8.0,2.0,12.0,30.0,0.0,0.0,0.0,26.0,15.0,3.0,0.0,0.0,0.0,12.0,5.0,5.0,10.0,0.0,0.0,118.75,-15.0,14.0,14.0,27.75,144.0,105.0,-5.0,5.75,13.75,-10.0
214,WHU,DM,1,149.25,6.0,12.0,0.0,9.0,6.0,3.0,0.0,0.0,18.0,33.0,18.0,0.0,0.0,0.0,18.0,3.0,6.0,21.0,3.0,0.0,111.0,-18.75,12.0,12.0,21.75,154.5,106.5,-9.0,-5.25,4.5,-9.75
54,Brentford Player Stats,CM,1,148.5,0.0,22.0,3.0,3.0,33.0,0.0,0.0,3.0,19.0,31.0,3.0,0.0,0.0,0.0,26.0,3.0,3.0,13.0,0.0,0.0,144.75,-20.25,16.0,16.0,21.75,136.5,121.5,-6.0,12.0,23.25,-14.25
83,Chelsea Player Stats,AM,2,147.88,3.0,22.5,3.0,8.5,19.5,1.5,0.0,6.0,18.0,7.0,1.5,0.0,0.0,0.0,17.5,3.0,4.5,19.5,3.0,0.0,121.62,-23.25,17.0,17.0,40.12,329.5,267.5,-31.0,-33.75,-24.25,-15.5
86,Crystal Palace Player Stats,CB,1,146.25,0.0,5.0,2.0,0.0,9.0,2.0,0.0,6.0,9.0,67.0,14.0,0.0,0.0,0.0,13.0,6.0,2.0,20.0,2.0,0.0,117.25,-11.0,14.0,14.0,54.75,127.25,108.75,-31.5,19.0,8.5,20.5
11,AVL,LB,1,143.25,0.0,18.0,6.0,0.0,11.0,6.0,0.0,24.0,6.0,47.0,0.0,0.0,0.0,0.0,11.0,3.0,3.0,36.0,3.0,0.0,106.5,-23.25,14.0,14.0,19.5,137.75,120.75,-43.0,5.5,-14.25,19.75
2,ARS,FW,1,137.5,9.0,9.0,0.0,12.0,9.0,3.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,9.0,8.0,9.0,19.0,11.0,0.0,74.0,-17.5,14.0,14.0,28.75,141.5,73.0,-12.5,-4.0,1.0,-5.0
180,Newcastle Utd Player Stats,FW,1,137.25,9.0,9.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,9.0,9.0,6.0,3.0,64.5,-8.25,9.0,9.0,0.0,148.5,69.0,-1.5,-11.25,-4.5,-6.75
27,BHA,RW,1,135.75,3.0,15.0,3.0,6.0,21.0,0.0,0.0,6.0,18.0,9.0,0.0,0.0,0.0,0.0,15.0,6.0,6.0,24.0,12.0,0.0,103.5,-21.75,12.0,12.0,56.25,150.0,111.0,-12.0,-14.25,-7.5,-9.75
12,AVL,RB,1,134.75,0.0,10.0,3.0,0.0,29.0,5.0,0.0,6.0,9.0,29.0,12.0,0.0,0.0,0.0,9.0,5.0,3.0,20.0,0.0,0.0,104.75,-21.0,14.0,14.0,19.75,116.25,94.25,-29.0,18.5,10.5,8.0
227,WOL,RM,1,133.25,0.0,26.0,11.0,2.0,3.0,3.0,0.0,2.0,6.0,3.0,3.0,0.0,0.0,0.0,31.0,0.0,8.0,27.0,3.0,0.0,77.0,-20.75,14.0,14.0,0.0,158.5,106.0,-13.5,-25.25,-29.0,-7.25
119,LIV,FW,1,132.25,5.0,5.0,8.0,12.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,5.0,8.0,10.0,0.0,0.0,42.25,-11.0,8.0,8.0,44.0,135.0,47.0,-5.0,-2.75,-4.75,-6.0
17,Arsenal Player Stats,RB,1,129.25,0.0,18.0,3.0,5.0,12.0,3.0,0.0,6.0,12.0,33.0,15.0,0.0,0.0,0.0,18.0,5.0,0.0,15.0,3.0,0.0,103.25,-13.0,17.0,17.0,21.25,124.75,117.25,-43.5,4.5,-14.0,30.5
168,NEW,LB,1,128.25,0.0,6.0,0.0,0.0,18.0,0.0,0.0,0.0,15.0,36.0,12.0,0.0,0.0,0.0,9.0,9.0,0.0,3.0,0.0,0.0,91.5,-11.25,15.0,15.0,24.25,136.5,102.0,-19.5,-8.25,-10.5,8.25
70,CHE,CB,1,127.75,0.0,12.0,0.0,3.0,9.0,3.0,0.0,0.0,17.0,79.0,20.0,0.0,0.0,0.0,19.0,3.0,0.0,18.0,0.0,0.0,130.25,-10.5,17.0,17.0,9.25,112.75,138.75,-44.0,15.0,-8.5,33.5
44,BUR,LM,1,126.5,6.0,13.0,3.0,9.0,7.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,57.0,0.0,9.0,22.0,15.0,0.0,82.0,-30.5,16.0,16.0,0.0,134.5,75.5,-13.0,-8.0,6.5,-17.5
24,BHA,LB,1,125.25,0.0,33.0,6.0,6.0,3.0,3.0,0.0,18.0,18.0,15.0,3.0,0.0,0.0,0.0,18.0,0.0,6.0,24.0,3.0,0.0,111.0,-15.75,12.0,12.0,43.25,146.25,147.75,-43.5,-21.0,-36.75,27.75
155,MUN,RW,2,124.38,1.5,30.5,1.5,16.0,12.5,4.0,0.0,6.0,4.5,6.0,1.5,0.0,0.0,0.0,16.5,3.0,3.0,27.0,5.5,1.5,121.0,-22.12,11.5,17.0,26.12,280.5,260.0,-27.5,-31.75,-18.0,-16.75
114,Fulham Player Stats,LW,1,123.75,3.0,22.0,3.0,12.0,3.0,0.0,0.0,3.0,9.0,3.0,0.0,0.0,0.0,0.0,9.0,4.0,3.0,6.0,0.0,0.0,91.25,-15.5,10.0,10.0,15.25,139.5,102.5,-8.0,-15.75,-11.25,-7.5
132,Liverpool Player Stats,FW,1,120.75,5.0,17.0,3.0,13.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,12.0,0.0,0.0,68.5,-13.75,8.0,8.0,0.0,141.0,83.0,-5.0,-20.25,-14.5,-8.75
93,EVE,CM,2,119.5,1.5,18.5,0.0,10.5,16.0,1.5,0.0,3.0,10.0,7.5,0.0,0.0,0.0,0.0,14.0,3.0,1.5,23.0,3.0,0.0,119.5,-16.5,14.0,15.0,26.88,239.0,216.5,-10.5,0.0,22.5,-22.5
207,TOT,RW,1,118.75,4.0,37.0,0.0,13.0,3.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,6.0,4.0,16.0,9.0,0.0,93.0,-16.25,13.0,13.0,0.0,170.5,132.5,-4.0,-51.75,-39.5,-12.25
166,NEW,CM,1,118.5,0.0,27.0,0.0,9.0,18.0,7.0,0.0,3.0,6.0,3.0,9.0,0.0,0.0,0.0,9.0,10.0,0.0,44.0,0.0,0.0,139.25,-30.75,16.0,16.0,49.0,131.0,146.0,-25.0,-12.5,-6.75,-5.75
22,BHA,DM,3,115.67,1.0,30.0,4.67,6.0,9.67,1.0,0.0,5.67,4.67,6.0,2.0,0.0,0.0,0.0,11.33,3.0,3.67,11.0,0.0,0.0,81.58,-10.58,10.33,14.0,10.92,409.5,303.5,-14.0,-62.5,-58.75,-17.75
78,CRY,CB,1,113.5,0.0,3.0,0.0,0.0,17.0,0.0,0.0,0.0,5.0,58.0,18.0,0.0,0.0,0.0,13.0,6.0,0.0,6.0,0.0,0.0,94.0,-6.5,14.0,14.0,13.0,87.0,78.5,-27.5,26.5,15.5,21.0
4,ARS,LW,1,112.25,0.0,18.0,6.0,11.0,5.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,6.0,6.0,3.0,0.0,85.5,-17.25,11.0,11.0,29.5,132.5,106.5,-12.0,-20.25,-21.0,-5.25
128,LUT,RB,1,110.0,0.0,46.0,0.0,0.0,15.0,0.0,0.0,20.0,9.0,12.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,9.0,0.0,0.0,120.25,-10.25,13.0,13.0,17.75,157.5,159.5,-2.0,-47.5,-39.25,-8.25
152,MUN,LW,1,109.75,0.0,16.0,6.0,15.0,3.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,0.0,27.0,3.0,3.0,15.0,3.0,0.0,99.0,-31.25,17.0,17.0,25.0,146.0,129.5,-19.5,-36.25,-30.5,-11.75
13,AVL,RW,2,109.0,4.0,10.5,4.5,5.0,1.5,1.5,0.0,1.5,3.0,3.0,0.0,0.0,0.0,0.0,5.5,3.0,8.5,15.0,1.5,0.0,49.5,-9.5,8.5,14.0,9.5,222.5,106.5,-13.0,-4.5,-7.5,-6.0
89,Crystal Palace Player Stats,LB,1,108.25,0.0,15.0,3.0,0.0,20.0,3.0,0.0,12.0,7.0,27.0,3.0,0.0,0.0,0.0,13.0,6.0,3.0,20.0,0.0,0.0,74.5,-13.25,14.0,14.0,13.25,102.75,86.75,-41.0,5.5,-12.25,27.75
25,BHA,LW,1,108.0,0.0,32.0,6.0,3.0,2.0,6.0,0.0,8.0,6.0,2.0,0.0,0.0,0.0,0.0,23.0,0.0,6.0,33.0,6.0,0.0,88.0,-22.0,14.0,14.0,0.0,144.0,124.5,-16.5,-36.0,-36.5,-5.5
21,BHA,CB,1,107.5,3.0,9.0,0.0,6.0,8.0,3.0,0.0,3.0,10.0,30.0,17.0,0.0,0.0,0.0,26.0,0.0,3.0,20.0,0.0,0.0,115.75,-17.25,17.0,17.0,18.5,89.5,117.5,-58.0,18.0,-1.75,40.75
219,WHU,RW,1,105.25,3.0,5.0,0.0,15.0,12.0,0.0,0.0,0.0,12.0,0.0,2.0,0.0,0.0,0.0,20.0,3.0,3.0,6.0,9.0,0.0,92.25,-17.0,14.0,14.0,40.5,104.5,84.5,-10.0,0.75,7.75,-7.0
148,MUN,DM,1,105.0,3.0,12.0,0.0,6.0,21.0,3.0,0.0,0.0,6.0,30.0,9.0,0.0,0.0,0.0,15.0,3.0,3.0,27.0,3.0,0.0,102.75,-27.75,12.0,12.0,0.0,99.0,87.0,-18.0,6.0,15.75,-9.75
18,Arsenal Player Stats,RM,1,103.5,3.0,18.0,0.0,15.0,12.0,3.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,15.0,3.0,3.0,24.0,0.0,0.0,95.25,-21.75,15.0,15.0,26.5,106.5,99.0,-22.5,-3.0,-3.75,0.75
130,Liverpool Player Stats,CB,3,101.67,0.0,7.33,1.0,1.0,6.67,1.0,0.0,0.0,13.67,27.33,4.0,0.0,0.0,0.0,4.0,4.33,1.0,6.67,0.0,0.0,74.92,-6.25,8.33,11.0,24.0,348.5,279.5,-30.0,-43.5,-54.75,11.25
50,Bournemouth Player Stats,FW,1,101.5,6.0,15.0,0.0,14.0,3.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,26.0,3.0,6.0,18.0,7.0,0.0,87.25,-39.75,17.0,17.0,18.75,131.0,99.0,-22.0,-29.5,-11.75,-17.75
88,Crystal Palace Player Stats,FW,1,100.5,6.0,8.0,0.0,14.0,4.0,0.0,0.0,2.0,6.0,15.0,0.0,0.0,0.0,0.0,10.0,6.0,6.0,26.0,6.0,0.0,74.25,-27.75,14.0,14.0,41.0,123.0,78.0,-9.0,-22.5,-3.75,-18.75
213,WHU,CB,2,99.88,1.5,1.5,0.0,5.5,3.0,0.0,1.5,0.0,27.0,54.5,18.0,0.0,0.0,0.0,20.0,3.0,1.5,15.0,0.0,0.0,103.75,-17.38,14.0,14.0,17.75,175.75,212.25,-102.5,24.0,-4.75,67.75
165,NEW,CB,3,99.67,0.0,4.0,1.0,0.0,6.33,1.33,0.0,0.0,8.0,31.67,10.0,0.0,0.0,0.0,5.0,6.67,1.0,13.33,1.0,0.0,63.42,-8.75,10.67,16.0,27.17,315.25,213.75,-39.5,-16.25,-23.5,13.25
58,Brentford Player Stats,RM,2,99.62,3.0,11.0,2.5,5.0,12.5,4.5,0.0,3.5,3.5,5.0,1.5,0.0,1.5,0.0,12.5,4.5,4.0,27.0,1.0,0.0,66.75,-16.12,10.0,16.0,24.62,197.5,128.0,-23.5,1.75,5.5,-8.75
75,CHE,RB,2,98.25,1.5,7.5,3.0,3.0,6.0,0.0,1.5,1.5,9.0,15.0,3.0,0.0,0.0,0.0,10.0,3.0,4.5,16.5,4.5,0.0,68.0,-19.25,13.0,14.0,10.0,196.0,153.5,-65.5,0.5,-17.5,27.0
35,BRF,FW,2,96.5,3.5,13.0,1.5,14.0,7.0,0.0,0.0,0.0,3.0,3.5,1.5,0.0,0.0,0.0,14.0,4.5,5.0,11.5,7.5,0.0,68.25,-13.75,11.5,16.0,30.0,216.5,145.5,-10.0,-23.5,-9.0,-17.5
187,Nott'ham Forest Player Stats,LW,1,95.75,0.0,12.0,6.0,6.0,1.0,0.0,0.0,12.0,2.0,4.0,1.0,0.0,0.0,0.0,9.0,1.0,6.0,1.0,3.0,0.0,64.0,-10.25,10.0,10.0,25.25,104.0,71.5,-3.5,-8.25,-7.5,-6.75
143,MCI,LB,1,94.5,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,18.0,21.0,6.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,63.0,-4.5,9.0,9.0,23.25,83.25,53.25,-6.0,11.25,9.75,1.5
134,Liverpool Player Stats,LW,1,93.75,3.0,12.0,3.0,3.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,24.0,6.0,0.0,64.5,-18.75,12.0,12.0,10.5,105.0,67.5,-7.5,-11.25,-3.0,-11.25
81,CRY,LM,1,93.5,2.0,6.0,0.0,13.0,17.0,8.0,0.0,5.0,5.0,3.0,2.0,0.0,0.0,0.0,13.0,6.0,2.0,58.0,0.0,0.0,119.25,-43.75,14.0,14.0,15.75,79.5,96.0,-34.5,14.0,23.25,-9.25
34,BRF,CB,2,92.0,0.5,1.5,0.0,0.5,13.5,0.0,0.0,0.0,21.5,67.0,4.5,0.0,0.0,0.0,23.0,3.0,0.5,0.0,0.0,0.0,105.25,-12.75,14.5,16.0,14.88,190.5,238.5,-94.0,-6.5,-28.0,68.5
230,West Ham Player Stats,LW,1,91.5,3.0,13.0,0.0,3.0,15.0,11.0,0.0,5.0,12.0,9.0,0.0,0.0,0.0,0.0,20.0,3.0,3.0,51.0,3.0,3.0,104.5,-43.0,14.0,14.0,13.25,80.0,97.0,-47.0,11.5,7.5,4.0
183,Newcastle Utd Player Stats,RM,1,91.5,3.0,6.0,0.0,3.0,13.0,4.0,0.0,6.0,6.0,11.0,10.0,0.0,0.0,0.0,0.0,10.0,3.0,15.0,0.0,0.0,68.25,-13.75,10.0,10.0,22.5,78.0,59.5,-18.5,13.5,8.75,4.75
172,NEW,RW,2,91.5,3.0,6.5,3.0,7.5,7.0,0.0,0.0,1.5,5.0,6.0,0.0,0.0,0.0,0.0,4.5,3.5,6.0,2.5,0.0,0.0,45.0,-5.0,6.5,10.0,16.75,183.0,94.0,-8.0,0.0,-4.0,-2.0
99,Everton Player Stats,CB,3,91.42,0.0,4.33,0.0,3.33,9.67,1.67,0.0,1.0,17.67,39.67,15.33,0.0,0.0,0.0,10.67,2.0,0.0,21.33,0.0,0.0,96.25,-12.83,10.67,16.0,25.58,256.75,300.75,-80.0,17.5,-12.0,41.5
145,MCI,RB,1,91.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,1.0,6.0,13.0,0.0,0.0,0.0,0.0,7.0,6.0,3.0,8.0,3.0,0.0,43.0,-9.0,13.0,13.0,0.0,82.75,41.25,-15.5,8.25,1.75,6.5
223,WOL,FW,3,89.33,3.67,8.33,1.0,8.67,8.0,1.0,0.0,1.0,2.67,3.67,3.0,0.0,0.0,0.0,16.67,0.0,4.67,11.33,2.67,0.0,61.92,-12.58,9.33,14.0,14.58,314.0,222.0,-25.0,-46.0,-36.25,-12.75
49,Bournemouth Player Stats,DM,1,88.0,0.0,22.0,0.0,9.0,12.0,0.0,0.0,12.0,12.0,6.0,0.0,0.0,0.0,0.0,17.0,3.0,0.0,17.0,3.0,0.0,109.5,-24.5,14.0,14.0,15.75,110.0,114.5,-7.5,-22.0,-5.0,-17.0
71,CHE,CM,1,87.75,0.0,24.0,0.0,6.0,12.0,6.0,0.0,6.0,0.0,6.0,9.0,0.0,0.0,0.0,12.0,6.0,0.0,36.0,3.0,0.0,109.5,-27.75,15.0,15.0,17.25,90.0,106.5,-22.5,-2.25,3.0,-5.25
37,BRF,LW,1,87.0,3.0,9.0,3.0,6.0,3.0,0.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,12.0,0.0,0.0,54.75,-15.75,6.0,6.0,30.25,102.0,58.5,-1.5,-15.0,-3.75,-14.25
9,AVL,CB,2,86.12,0.0,1.0,1.5,1.5,7.5,1.5,0.0,1.0,7.5,26.5,10.0,0.0,1.5,0.0,11.0,3.0,0.0,13.0,1.5,0.0,66.25,-8.62,14.0,14.0,21.62,123.25,117.25,-51.0,49.0,15.25,33.75
175,NOT,FW,2,85.62,4.5,10.5,1.5,7.5,2.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,7.5,0.5,6.0,3.5,9.0,0.0,45.12,-10.5,6.5,10.0,32.62,198.0,103.0,-4.0,-26.75,-12.75,-17.0
91,Crystal Palace Player Stats,LW,2,84.12,1.5,19.0,0.0,10.5,4.0,0.0,0.0,4.5,4.0,3.0,1.5,0.0,0.0,0.0,8.5,3.0,1.5,9.0,1.5,0.0,83.38,-15.75,10.0,11.0,26.75,217.0,202.0,-18.0,-48.75,-35.25,-13.5
55,Brentford Player Stats,LM,1,84.0,0.0,14.0,3.0,6.0,6.0,3.0,0.0,4.0,7.0,18.0,3.0,0.0,0.0,0.0,17.0,3.0,3.0,25.0,3.0,0.0,75.0,-15.0,16.0,16.0,9.0,82.5,71.0,-9.5,1.5,4.0,-5.5
95,EVE,LB,2,83.12,0.5,10.5,0.0,1.0,19.0,3.0,0.0,8.5,11.5,27.0,1.5,0.0,0.0,0.5,13.0,3.0,0.5,22.5,0.0,0.0,85.0,-18.38,13.0,16.0,13.5,147.0,174.5,-73.5,19.25,-4.5,36.75
153,MUN,RB,2,81.88,0.0,15.0,1.5,1.5,13.0,1.5,0.0,10.0,14.5,22.5,4.5,0.0,0.0,0.0,16.5,1.5,1.5,18.0,0.0,0.0,89.88,-11.5,10.0,14.0,19.38,176.75,217.25,-79.5,-13.0,-37.5,56.5
191,SHU,FW,1,81.0,4.0,7.0,3.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,4.0,9.0,9.0,0.0,43.0,-19.0,10.0,10.0,19.0,90.0,48.5,-12.5,-9.0,-5.5,-6.5
63,Brighton Player Stats,RW,1,80.75,3.0,6.0,0.0,8.0,11.0,0.0,0.0,3.0,12.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,9.0,3.0,0.0,67.0,-13.25,8.0,8.0,25.5,103.0,77.5,-1.5,-22.25,-10.5,-11.75
140,MCI,CB,1,78.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,24.0,3.0,0.0,0.0,0.0,3.0,6.0,0.0,3.0,0.0,0.0,45.75,-3.75,9.0,9.0,25.0,61.5,33.0,-7.5,16.5,12.75,3.75
178,NOT,LW,2,77.5,1.5,21.0,0.0,7.5,6.0,1.5,0.0,6.0,1.5,3.0,0.0,0.0,0.0,0.0,9.0,0.5,1.5,12.0,2.5,0.0,76.38,-12.88,8.0,10.0,10.5,211.5,193.0,-9.5,-56.5,-40.25,-16.25
173,NOT,CB,1,76.5,0.0,0.0,0.0,3.0,9.0,3.0,0.0,0.0,15.0,33.0,12.0,0.0,0.0,0.0,6.0,3.0,0.0,24.0,0.0,0.0,69.0,-10.5,9.0,9.0,33.25,72.75,74.25,-19.5,3.75,-5.25,9.0
73,CHE,LB,2,76.38,0.0,5.5,0.0,1.0,13.5,1.5,0.0,0.0,13.5,34.0,6.0,0.0,0.0,0.0,13.5,1.5,0.0,12.0,3.0,0.0,85.5,-10.12,11.0,17.0,17.5,143.5,190.0,-64.5,9.25,-19.0,44.25
72,CHE,FW,2,76.25,3.0,13.5,0.0,12.0,4.0,6.0,0.0,1.0,4.0,5.5,1.5,0.0,0.0,0.0,8.5,3.0,3.0,27.5,9.0,1.5,66.5,-17.25,9.5,14.0,38.0,170.0,159.5,-43.5,-17.5,-26.5,9.0
204,TOT,DM,1,76.0,0.0,9.0,0.0,3.0,25.0,6.0,0.0,0.0,11.0,16.0,3.0,0.0,0.0,0.0,10.0,3.0,0.0,32.0,0.0,0.0,92.75,-19.75,10.0,10.0,0.0,63.0,83.0,-23.0,13.0,9.75,3.25
112,Fulham Player Stats,CM,1,75.5,0.0,1.0,0.0,1.0,20.0,4.0,0.0,0.0,18.0,6.0,3.0,0.0,0.0,0.0,10.0,3.0,0.0,26.0,3.0,0.0,92.0,-19.5,10.0,10.0,21.5,44.0,55.5,-14.5,31.5,36.5,-5.0
215,WHU,FW,1,75.5,3.0,9.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,6.0,21.0,3.0,0.0,45.0,-17.5,14.0,14.0,20.0,78.5,45.0,-11.5,-3.0,0.0,-6.0
