,team,position,player (nunique),fpts (mean),g (mean),kp (mean),at (mean),sot (mean),tkw (mean),yc (mean),rc (mean),acnc (mean),int (mean),clr (mean),bs (mean),pkm (mean),pkd (mean),og (mean),gao (mean),cs (mean),pts (mean),dpt (mean),off (mean),pkg (mean),ghost points (mean),negative fpts (mean),home (mean),gp (max),rollingsum_fpts (mean),default fpts (sum),default ghosts (sum),default negative fpts (sum),delta (sum),delta ghosts (sum),delta negative fpts (sum)
106,MCI,FW,1,473.25,30.0,39.0,3.0,68.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,4.0,0.0,0.0,20.0,11.0,33.0,8.0,4.0,3.0,213.5,-31.25,0.0,27.0,18.5,504.0,243.5,-27.5,-30.75,-30.0,-3.75
144,TOT,AM,1,452.0,8.0,66.0,23.0,32.0,8.0,4.0,0.0,15.0,12.0,11.0,0.0,0.0,0.0,0.0,20.0,11.0,28.0,43.0,3.0,0.0,242.75,-34.75,0.0,23.0,43.75,460.0,268.0,-29.0,-8.0,-25.25,-5.75
103,MCI,AM,1,337.75,4.0,98.0,16.0,31.0,8.0,4.0,0.0,19.0,4.0,8.0,0.0,0.0,0.0,0.0,16.0,15.0,20.0,24.0,0.0,0.0,219.25,-29.5,0.0,27.0,41.75,414.0,300.0,-18.0,-76.25,-80.75,-11.5
125,NEW,RB,1,288.75,0.0,54.0,16.0,0.0,19.0,3.0,0.0,41.0,12.0,19.0,20.0,0.0,0.0,0.0,30.0,4.0,16.0,35.0,4.0,0.0,201.5,-18.75,0.0,19.0,0.0,308.75,243.75,-71.0,-20.0,-42.25,52.25
7,ARS,RM,1,254.0,8.0,36.0,8.0,20.0,4.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,4.0,0.0,8.0,12.0,12.0,0.0,4.0,8.0,130.0,-16.0,0.0,16.0,44.25,272.0,152.0,-12.0,-18.0,-22.0,-4.0
105,MCI,DM,3,234.92,5.33,29.67,6.0,18.0,30.67,5.33,0.0,6.33,3.67,3.67,2.67,0.0,1.0,0.0,9.33,11.33,10.33,34.67,4.0,0.0,157.17,-23.58,0.0,23.0,15.75,707.0,483.0,-62.0,-2.25,-11.5,-8.75
37,BRF,FW,1,222.0,4.0,12.0,8.0,20.0,15.0,4.0,0.0,4.0,12.0,12.0,4.0,0.0,4.0,0.0,8.0,11.0,8.0,42.0,8.0,0.0,153.5,-23.5,0.0,19.0,34.0,233.0,163.0,-14.0,-11.0,-9.5,-9.5
8,ARS,RW,1,222.0,4.0,26.0,8.0,8.0,18.0,0.0,0.0,10.0,8.0,16.0,2.0,0.0,0.0,0.0,10.0,12.0,12.0,32.0,0.0,0.0,146.0,-28.0,0.0,18.0,58.75,220.0,141.0,-17.0,2.0,5.0,-11.0
42,BRF,RW,1,221.5,11.0,31.0,3.0,18.0,11.0,0.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,16.0,7.0,14.0,7.0,0.0,4.0,133.0,-31.5,0.0,19.0,0.0,268.5,159.5,-8.0,-47.0,-26.5,-23.5
109,MCI,RB,1,218.0,0.0,38.0,0.0,4.0,25.0,4.0,0.0,16.0,15.0,31.0,3.0,0.0,0.0,0.0,20.0,11.0,0.0,35.0,0.0,0.0,176.75,-16.75,0.0,27.0,25.25,205.75,191.75,-52.0,12.25,-15.0,35.25
158,WHU,RM,2,214.0,12.0,12.0,3.0,18.0,14.0,2.0,0.0,0.0,8.0,10.0,2.0,0.0,0.0,0.0,26.0,0.0,14.0,16.0,8.0,0.0,108.5,-23.5,0.0,22.0,37.25,468.0,244.0,-28.0,-40.0,-27.0,-19.0
72,CRY,RW,1,204.5,0.0,26.0,10.0,8.0,20.0,2.0,0.0,6.0,20.0,10.0,0.0,0.0,0.0,0.0,20.0,10.0,10.0,34.0,8.0,0.0,177.5,-43.0,0.0,18.0,32.0,214.0,194.0,-40.0,-9.5,-16.5,-3.0
13,AVL,FW,1,202.5,4.0,28.0,12.0,22.0,6.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,44.0,4.0,16.0,2.0,10.0,0.0,105.0,-22.5,0.0,22.0,25.25,221.0,124.0,-11.0,-18.5,-19.0,-11.5
9,AVL,AM,1,197.5,8.0,36.0,4.0,18.0,4.0,0.0,0.0,10.0,6.0,4.0,0.0,0.0,0.0,0.0,40.0,4.0,12.0,2.0,4.0,0.0,118.0,-20.5,0.0,22.0,15.25,223.0,144.0,-17.0,-25.5,-26.0,-3.5
147,TOT,LB,1,195.0,0.0,12.0,8.0,0.0,44.0,4.0,0.0,0.0,20.0,60.0,8.0,0.0,0.0,0.0,24.0,8.0,8.0,56.0,0.0,0.0,150.0,-35.0,0.0,20.0,23.25,181.0,143.0,-66.0,14.0,7.0,31.0
17,AVL,WB,1,181.5,0.0,52.0,4.0,4.0,18.0,8.0,0.0,24.0,54.0,26.0,0.0,0.0,0.0,0.0,44.0,4.0,4.0,50.0,0.0,0.0,206.5,-25.0,0.0,22.0,28.75,189.5,244.5,-107.0,-8.0,-38.0,82.0
60,CHE,RM,1,180.0,0.0,22.0,6.0,8.0,28.0,0.0,0.0,4.0,32.0,12.0,4.0,0.0,0.0,0.0,14.0,8.0,6.0,42.0,0.0,0.0,153.5,-23.5,0.0,18.0,23.5,182.0,146.0,-8.0,-2.0,7.5,-15.5
61,CHE,RW,1,177.0,6.0,14.0,10.0,10.0,2.0,4.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,12.0,24.0,4.0,6.0,69.5,-20.5,0.0,10.0,34.25,174.0,74.0,-18.0,3.0,-4.5,-2.5
91,LIV,FW,2,176.5,4.0,30.0,10.0,13.0,7.0,2.0,0.0,5.0,2.0,1.0,2.0,0.0,0.0,0.0,18.0,0.0,14.0,16.0,5.0,2.0,89.0,-18.5,0.0,22.0,35.25,399.0,236.0,-29.0,-46.0,-58.0,-8.0
36,BRF,CM,2,175.88,4.0,26.0,2.0,8.0,29.0,5.5,0.0,10.0,25.0,28.5,4.0,0.0,0.0,0.0,12.0,9.0,6.0,44.0,2.0,0.0,149.62,-32.75,0.0,19.0,27.88,383.5,301.0,-31.5,-31.75,-1.75,-34.0
120,NEW,CM,1,173.25,4.0,23.0,4.0,4.0,20.0,8.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,30.0,4.0,8.0,60.0,0.0,0.0,135.75,-30.5,0.0,19.0,0.0,153.0,119.0,-30.0,20.25,16.75,-0.5
128,NOT,AM,1,173.0,0.0,35.0,8.0,0.0,20.0,8.0,0.0,8.0,24.0,7.0,4.0,0.0,0.0,0.0,37.0,8.0,4.0,39.0,0.0,0.0,148.75,-39.75,0.0,23.0,39.75,193.0,165.0,-28.0,-20.0,-16.25,-11.75
71,CRY,RM,1,170.0,0.0,40.0,4.0,12.0,12.0,4.0,0.0,16.0,4.0,4.0,4.0,0.0,0.0,0.0,16.0,8.0,0.0,32.0,0.0,0.0,166.0,-32.0,0.0,16.0,28.75,216.0,210.0,-26.0,-46.0,-44.0,-6.0
24,BHA,LW,1,169.5,4.0,24.0,6.0,18.0,4.0,4.0,0.0,4.0,8.0,8.0,0.0,0.0,0.0,0.0,42.0,0.0,8.0,26.0,10.0,0.0,124.5,-33.0,0.0,18.0,16.25,201.0,143.0,-14.0,-31.5,-18.5,-19.0
110,MCI,RW,1,168.25,3.0,44.0,0.0,18.0,19.0,3.0,0.0,4.0,14.0,12.0,0.0,0.0,0.0,0.0,16.0,11.0,3.0,28.0,0.0,0.0,164.5,-34.25,0.0,23.0,25.5,208.0,196.0,-26.0,-39.75,-31.5,-8.25
63,CRY,CB,3,163.83,2.67,12.0,0.0,6.0,12.0,1.33,0.0,4.0,17.33,89.33,14.0,0.0,0.0,0.0,21.33,6.67,2.67,15.33,0.0,0.0,138.0,-11.5,0.0,22.0,13.58,499.0,435.0,-136.0,-7.5,-21.0,101.5
149,TOT,RB,1,160.25,0.0,8.0,4.0,0.0,40.0,0.0,0.0,0.0,16.0,47.0,8.0,0.0,0.0,0.0,19.0,8.0,4.0,15.0,0.0,0.0,123.5,-23.25,0.0,19.0,35.75,141.75,107.75,-42.0,18.5,15.75,18.75
16,AVL,RM,1,155.0,8.0,2.0,0.0,32.0,20.0,4.0,0.0,2.0,18.0,36.0,4.0,0.0,0.0,4.0,40.0,4.0,8.0,48.0,0.0,0.0,147.0,-44.0,0.0,22.0,33.75,127.0,137.0,-114.0,28.0,10.0,70.0
83,FUL,LB,1,155.0,0.0,15.0,0.0,0.0,33.0,7.0,0.0,11.0,49.0,54.0,3.0,0.0,0.0,0.0,39.0,8.0,0.0,47.0,4.0,0.0,193.25,-38.25,0.0,23.0,0.0,143.0,194.5,-99.5,12.0,-1.25,61.25
0,ARS,CB,3,153.83,1.33,4.67,0.0,2.67,10.67,2.67,0.0,4.67,14.67,38.0,16.67,0.0,0.0,0.0,10.0,10.67,1.33,21.33,0.0,0.0,97.5,-11.67,0.0,18.0,13.0,449.5,296.5,-79.0,12.0,-4.0,44.0
29,BOU,FW,1,152.5,8.0,16.0,4.0,20.0,0.0,4.0,0.0,4.0,0.0,32.0,4.0,0.0,0.0,0.0,54.0,0.0,12.0,32.0,6.0,0.0,96.0,-43.5,0.0,18.0,29.0,160.0,99.0,-35.0,-7.5,-3.0,-8.5
150,TOT,RW,1,152.0,4.0,40.0,0.0,8.0,20.0,4.0,0.0,11.0,24.0,0.0,3.0,0.0,0.0,0.0,20.0,11.0,4.0,43.0,8.0,0.0,158.5,-53.5,0.0,23.0,15.5,204.0,193.0,-36.0,-52.0,-34.5,-17.5
57,CHE,LM,1,149.5,0.0,22.0,2.0,16.0,20.0,4.0,0.0,4.0,16.0,16.0,6.0,4.0,2.0,0.0,18.0,8.0,0.0,28.0,2.0,0.0,165.5,-38.0,0.0,18.0,21.0,129.0,142.0,-33.0,20.5,23.5,-5.0
163,WOL,LM,3,147.67,1.33,28.67,5.33,6.67,10.0,5.33,0.0,21.33,10.67,6.67,2.67,0.0,0.0,0.0,16.0,1.33,6.67,24.0,2.67,0.0,125.33,-23.0,0.0,20.0,21.75,486.0,457.0,-103.0,-43.0,-81.0,34.0
64,CRY,CM,1,147.5,0.0,28.0,0.0,8.0,24.0,0.0,0.0,0.0,42.0,18.0,8.0,0.0,0.0,0.0,28.0,8.0,0.0,22.0,0.0,0.0,163.5,-24.0,0.0,22.0,21.75,168.0,171.0,-11.0,-20.5,-7.5,-13.0
56,CHE,LB,1,147.0,0.0,4.0,4.0,8.0,24.0,0.0,0.0,0.0,8.0,24.0,8.0,0.0,0.0,0.0,16.0,8.0,4.0,20.0,4.0,0.0,96.0,-9.0,0.0,16.0,28.5,140.0,98.0,-34.0,7.0,-2.0,25.0
156,WHU,LW,2,146.0,0.0,27.0,4.0,8.0,34.0,2.0,0.0,1.0,13.0,14.0,0.0,0.0,0.0,0.0,22.0,4.0,4.0,38.0,4.0,0.0,143.5,-29.5,0.0,20.0,6.38,332.0,308.0,-32.0,-40.0,-21.0,-27.0
148,TOT,LW,3,146.0,7.67,22.0,2.67,13.0,5.0,1.33,0.0,1.33,3.67,3.33,1.0,0.0,0.0,0.0,11.67,3.67,10.33,12.0,3.67,0.0,75.67,-17.33,0.0,23.0,12.75,518.0,293.0,-30.0,-80.0,-66.0,-22.0
67,CRY,LB,1,141.0,2.0,4.0,0.0,2.0,18.0,4.0,0.0,8.0,20.0,78.0,14.0,0.0,0.0,0.0,32.0,10.0,2.0,24.0,0.0,0.0,121.0,-18.0,0.0,22.0,18.5,119.5,111.5,-72.0,21.5,9.5,54.0
111,MUN,AM,2,139.25,3.0,35.0,2.0,11.0,9.0,2.0,0.0,2.0,8.0,18.0,2.0,0.0,0.0,0.0,12.0,5.0,5.0,11.0,6.0,0.0,106.75,-13.5,0.0,18.0,0.0,326.0,251.0,-13.0,-47.5,-37.5,-14.0
153,WHU,DM,3,138.0,1.33,16.67,4.0,4.0,20.0,4.67,0.0,4.0,17.33,46.67,9.33,0.0,0.0,0.0,34.67,0.0,5.33,38.0,1.33,0.0,122.83,-24.83,0.0,18.0,14.17,424.0,350.0,-34.0,-10.0,18.5,-40.5
69,CRY,LW,2,138.0,5.0,19.0,0.0,15.0,21.0,3.0,0.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,20.0,8.0,5.0,26.0,4.0,0.0,113.75,-25.75,0.0,18.0,8.25,299.0,230.0,-31.0,-23.0,-2.5,-20.5
159,WOL,CB,3,137.33,0.0,8.67,0.0,5.33,14.0,3.33,0.0,1.33,17.33,72.67,18.0,0.0,0.0,0.0,20.67,2.67,0.0,22.67,0.0,0.0,147.5,-12.83,0.0,22.0,20.08,376.5,478.5,-150.0,35.5,-36.0,111.5
145,TOT,CB,3,134.25,2.67,1.33,0.0,2.67,20.67,2.67,0.0,0.0,14.33,72.0,11.67,0.0,0.0,1.33,18.0,5.33,2.67,16.0,0.0,0.0,112.0,-17.75,0.0,23.0,10.17,370.0,340.0,-146.0,32.75,-4.0,92.75
11,AVL,CM,1,133.5,0.0,38.0,0.0,0.0,38.0,10.0,0.0,0.0,26.0,18.0,0.0,0.0,0.0,0.0,44.0,4.0,0.0,64.0,0.0,0.0,162.5,-33.0,0.0,22.0,14.25,143.0,166.0,-27.0,-9.5,-3.5,-6.0
157,WHU,RB,1,130.5,0.0,26.0,4.0,0.0,34.0,0.0,0.0,12.0,30.0,70.0,6.0,0.0,0.0,0.0,46.0,0.0,4.0,20.0,0.0,0.0,168.0,-17.5,0.0,22.0,16.5,115.5,181.5,-94.0,15.0,-13.5,76.5
92,LIV,LB,2,127.0,2.0,24.0,0.0,4.0,22.0,2.0,0.0,12.0,16.0,49.0,6.0,0.0,0.0,0.0,18.0,1.0,2.0,17.0,0.0,0.0,126.25,-15.25,0.0,20.0,16.5,247.5,282.5,-87.0,6.5,-30.0,56.5
154,WHU,FW,1,126.5,4.0,8.0,2.0,12.0,10.0,4.0,0.0,2.0,4.0,4.0,12.0,0.0,0.0,0.0,28.0,12.0,6.0,46.0,16.0,0.0,119.5,-43.0,0.0,22.0,31.75,151.0,131.0,-28.0,-24.5,-11.5,-15.0
121,NEW,FW,2,124.88,9.0,0.0,0.0,18.5,1.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0,2.0,9.0,9.0,0.0,1.5,53.0,-9.12,0.0,12.0,20.62,274.0,122.0,-10.0,-24.25,-16.0,-8.25
35,BRF,CB,4,123.19,0.75,5.5,0.0,1.75,12.0,2.0,0.0,0.0,19.25,73.75,8.5,0.0,0.0,0.0,12.0,4.25,0.75,14.0,0.0,0.0,106.31,-9.38,0.0,19.0,7.31,514.25,501.75,-119.5,-21.5,-76.5,82.0
81,FUL,CM,2,122.75,3.5,3.5,0.0,5.5,33.5,4.0,0.0,0.0,19.5,24.5,4.0,0.0,0.0,0.0,15.5,4.0,3.5,27.5,0.0,0.0,112.0,-24.75,0.0,15.0,14.88,206.5,168.5,-33.0,39.0,55.5,-16.5
12,AVL,DM,1,121.5,0.0,16.0,0.0,4.0,30.0,8.0,0.0,8.0,10.0,14.0,8.0,0.0,0.0,0.0,44.0,4.0,0.0,46.0,0.0,0.0,145.0,-27.5,0.0,22.0,32.75,100.0,120.0,-24.0,21.5,25.0,-3.5
26,BHA,RW,2,120.5,4.0,8.0,2.0,8.0,19.0,2.0,0.0,6.0,18.0,13.0,0.0,0.0,0.0,0.0,19.0,0.0,6.0,22.0,10.0,0.0,86.25,-15.75,0.0,12.0,16.5,255.0,173.0,-14.0,-14.0,-0.5,-17.5
70,CRY,RB,1,118.0,0.0,0.0,0.0,0.0,28.0,8.0,0.0,4.0,20.0,68.0,8.0,0.0,0.0,0.0,32.0,10.0,0.0,48.0,0.0,0.0,135.5,-37.5,0.0,22.0,17.5,121.0,143.0,-82.0,-3.0,-7.5,44.5
15,AVL,RB,1,114.5,0.0,4.0,0.0,4.0,30.0,0.0,0.0,0.0,24.0,64.0,24.0,0.0,0.0,0.0,44.0,4.0,0.0,16.0,0.0,0.0,149.5,-7.0,0.0,22.0,24.25,74.0,138.0,-88.0,40.5,11.5,81.0
65,CRY,DM,1,113.5,0.0,12.0,0.0,4.0,16.0,2.0,0.0,0.0,26.0,32.0,4.0,0.0,0.0,0.0,20.0,6.0,0.0,32.0,0.0,0.0,125.5,-18.0,0.0,14.0,29.25,116.0,120.0,-10.0,-2.5,5.5,-8.0
58,CHE,LW,2,110.75,2.0,16.0,5.0,5.0,6.0,4.0,0.0,4.0,0.0,2.0,0.0,0.0,4.0,0.0,9.0,4.0,3.0,26.0,5.0,0.0,75.0,-19.25,0.0,14.0,22.5,249.0,180.0,-31.0,-27.5,-30.0,-7.5
124,NEW,LW,2,108.12,2.0,16.0,4.0,8.0,12.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,15.0,4.0,6.0,22.0,0.0,0.0,79.38,-21.25,0.0,15.0,14.0,227.0,170.0,-35.0,-10.75,-11.25,-7.5
108,MCI,LW,2,106.12,2.0,27.5,2.0,7.5,5.5,2.0,0.0,4.0,3.5,0.0,0.0,0.0,0.0,0.0,8.0,1.5,4.0,10.0,0.0,0.0,82.12,-9.5,0.0,8.0,6.5,269.0,220.5,-14.5,-56.75,-56.25,-4.5
104,MCI,CB,4,101.75,0.0,6.25,0.0,5.0,15.0,0.0,0.0,1.0,15.0,23.75,6.0,0.0,0.0,1.0,12.0,5.5,0.0,8.25,0.0,0.0,86.88,-12.12,0.0,20.0,13.94,370.75,359.75,-121.0,36.25,-12.25,72.5
73,EVE,CB,3,100.42,1.33,6.67,1.33,1.33,12.0,5.33,0.0,1.33,20.33,53.33,11.67,0.0,0.0,0.0,24.0,2.0,2.67,27.33,1.33,0.0,107.58,-13.83,0.0,19.0,0.0,278.0,350.0,-176.0,23.25,-27.25,134.5
45,BUR,DM,1,100.25,0.0,4.0,0.0,0.0,27.0,11.0,0.0,0.0,20.0,36.0,19.0,0.0,0.0,0.0,31.0,0.0,0.0,60.0,0.0,0.0,130.25,-30.0,0.0,19.0,9.75,63.0,90.0,-27.0,37.25,40.25,-3.0
117,MUN,RB,2,99.75,2.0,8.0,0.0,2.0,14.0,5.0,0.0,10.0,13.0,49.0,3.0,0.0,0.0,0.0,16.0,4.0,2.0,27.0,0.0,0.0,85.75,-12.0,0.0,14.0,23.0,185.5,182.5,-85.0,14.0,-11.0,61.0
52,CHE,CB,2,97.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,5.0,62.0,14.0,0.0,0.0,0.0,18.0,8.0,0.0,33.0,2.0,0.0,81.25,-16.25,0.0,18.0,30.38,149.0,155.0,-102.0,45.0,7.5,69.5
46,BUR,FW,2,97.0,4.0,10.0,2.0,14.0,2.0,2.0,2.0,0.0,6.0,16.0,4.0,0.0,0.0,0.0,16.0,4.0,6.0,34.0,6.0,0.0,91.5,-44.5,0.0,16.0,10.25,214.0,172.0,-54.0,-20.0,11.0,-35.0
101,LUT,RM,1,96.5,4.0,8.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,21.0,0.0,4.0,0.0,0.0,0.0,69.5,-9.0,0.0,11.0,25.5,95.0,61.0,-2.0,1.5,8.5,-7.0
165,WOL,RB,1,96.5,0.0,8.0,0.0,0.0,28.0,8.0,0.0,4.0,24.0,54.0,10.0,0.0,0.0,0.0,24.0,4.0,0.0,60.0,0.0,0.0,124.5,-32.0,0.0,18.0,8.25,69.5,115.5,-70.0,27.0,9.0,38.0
74,EVE,CM,3,95.17,0.0,13.0,1.33,0.0,27.67,0.0,0.0,2.33,7.0,18.0,2.67,0.0,0.0,0.0,26.67,2.0,1.33,17.67,0.0,0.0,97.67,-13.83,0.0,19.0,13.92,274.0,257.0,-13.0,11.5,36.0,-28.5
107,MCI,LB,2,94.38,0.0,11.0,0.0,4.0,6.0,2.0,0.0,2.0,12.5,5.5,2.0,0.0,0.0,0.0,6.0,7.5,0.0,14.0,0.0,0.0,64.38,-15.0,0.0,15.0,13.75,182.75,138.75,-46.0,6.0,-10.0,16.0
146,TOT,DM,3,94.33,0.0,10.67,1.33,5.33,21.0,6.67,0.0,0.0,21.33,20.33,5.0,0.0,0.0,0.0,15.67,3.67,1.33,40.67,0.0,0.0,106.92,-25.58,0.0,19.0,11.25,286.5,315.5,-64.0,-3.5,5.25,-12.75
75,EVE,FW,3,93.0,3.67,11.33,0.0,10.0,7.67,1.33,0.0,0.0,9.0,16.67,0.0,0.0,0.0,0.0,16.0,3.33,3.67,19.67,4.33,0.0,83.25,-24.25,0.0,19.0,18.33,355.0,283.5,-30.5,-76.0,-33.75,-42.25
39,BRF,LM,1,92.0,0.0,24.0,0.0,3.0,23.0,4.0,0.0,0.0,12.0,18.0,0.0,0.0,0.0,0.0,8.0,11.0,0.0,20.0,0.0,0.0,96.5,-15.5,0.0,19.0,20.25,102.0,99.0,-8.0,-10.0,-2.5,-7.5
129,NOT,CB,5,91.95,0.8,5.4,0.0,4.8,14.0,0.0,0.8,0.0,13.0,59.0,13.4,0.0,0.0,0.0,18.4,4.0,0.8,15.6,0.8,0.0,97.3,-14.55,0.0,23.0,6.4,467.25,521.25,-194.0,-7.5,-34.75,121.25
90,LIV,CM,3,91.17,0.0,16.0,1.33,2.67,19.33,4.67,0.0,4.0,18.67,11.33,5.33,0.0,1.33,0.0,18.0,0.67,0.0,37.33,1.33,0.0,106.5,-25.33,0.0,22.0,13.83,279.0,298.0,-45.0,-5.5,21.5,-31.0
138,SHU,AM,2,88.88,4.0,15.5,0.0,6.0,9.0,2.0,0.0,6.0,5.5,6.0,2.0,0.0,0.0,0.0,16.5,2.0,4.0,19.5,3.5,0.0,68.5,-17.62,0.0,19.0,0.0,214.5,155.5,-17.0,-36.75,-18.5,-18.25
1,ARS,CM,2,86.75,2.0,12.0,0.0,2.0,8.0,0.0,0.0,0.0,11.0,13.0,6.0,0.0,0.0,0.0,10.0,6.0,2.0,5.0,2.0,0.0,76.0,-13.25,0.0,18.0,4.0,177.0,133.0,-4.0,-3.5,19.0,-22.5
80,FUL,CB,3,85.5,1.33,0.0,0.0,1.33,7.0,2.67,1.33,0.0,21.33,73.0,11.33,0.0,0.0,0.0,26.0,5.33,1.33,26.33,0.0,0.0,94.42,-20.92,0.0,19.0,11.42,174.75,244.75,-206.0,81.75,38.5,143.25
2,ARS,FW,2,83.5,0.0,11.0,6.0,0.0,4.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,4.0,0.0,5.0,8.0,0.0,12.0,4.0,0.0,56.75,-15.25,0.0,14.0,18.25,184.0,130.0,-18.0,-17.0,-16.5,-12.5
119,NEW,CB,3,83.08,1.33,0.0,1.0,2.67,14.0,2.33,0.0,0.0,8.33,37.67,7.67,0.0,1.0,0.0,16.0,2.67,1.33,21.0,0.0,0.0,76.58,-13.83,0.0,19.0,24.83,207.75,214.25,-115.5,41.5,15.5,74.0
78,EVE,RB,1,82.5,0.0,12.0,4.0,0.0,26.0,4.0,0.0,7.0,14.0,16.0,7.0,0.0,0.0,0.0,24.0,3.0,4.0,26.0,0.0,0.0,87.75,-19.25,0.0,11.0,0.0,78.0,92.0,-60.0,4.5,-4.25,40.75
33,BOU,RM,1,79.5,0.0,8.0,4.0,4.0,8.0,0.0,0.0,0.0,12.0,16.0,4.0,0.0,0.0,0.0,40.0,0.0,4.0,18.0,2.0,0.0,67.5,-16.0,0.0,14.0,10.75,84.0,68.0,-8.0,-4.5,-0.5,-8.0
164,WOL,LW,1,79.0,0.0,20.0,6.0,0.0,4.0,4.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,8.0,0.0,6.0,16.0,4.0,0.0,44.5,-7.5,0.0,6.0,44.25,94.0,66.0,-8.0,-15.0,-21.5,0.5
102,LUT,WB,3,78.33,0.0,19.33,1.33,1.33,14.33,4.67,0.0,13.33,12.33,24.0,2.67,0.0,0.0,0.0,26.0,0.0,1.33,28.67,1.33,0.0,91.25,-15.58,0.0,19.0,9.75,241.5,307.0,-89.5,-6.5,-33.25,42.75
