player,ftx_position,position,deadball agg,fpts,FKs,CKs,ghost points,negative fpts,gp,passes (dead),touches (att 3rd),prog passes,crosses,crosses (penalty),home
26,D,RB,249.26923076923077,179.84615384615384,32.07692307692308,9.153846153846153,178.6346153846154,-33.63461538461539,721.0,215.76923076923077,399.88461538461536,109.84615384615384,55.23076923076923,8.26923076923077,13.423076923076923
31,D,LB,197.7741935483871,136.38709677419354,22.70967741935484,7.096774193548387,131.86290322580646,-26.153225806451612,621.0,172.74193548387098,311.8709677419355,76.7741935483871,46.806451612903224,5.903225806451613,10.03225806451613
2,F,RM,194.5,319.375,39.0,46.5,225.875,-51.0,64.0,103.5,767.5,107.0,148.5,15.5,17.0
3,D,RM,181.66666666666666,190.5,14.333333333333334,0.0,181.5,-39.0,74.0,181.66666666666666,359.3333333333333,60.0,45.666666666666664,12.666666666666666,9.666666666666666
7,D,WB,150.71428571428572,96.17857142857143,14.0,14.571428571428571,119.14285714285714,-25.535714285714285,131.0,125.57142857142857,340.85714285714283,51.714285714285715,77.14285714285714,10.285714285714286,10.428571428571429
11,M,RW,141.54545454545453,247.9090909090909,22.0,47.90909090909091,189.0,-37.81818181818182,298.0,85.0,648.3636363636364,105.0909090909091,81.81818181818181,7.363636363636363,13.272727272727273
11,M,AM,138.8181818181818,135.29545454545453,20.545454545454547,33.0,118.75,-23.181818181818183,183.0,64.27272727272727,318.6363636363636,77.0,48.90909090909091,1.7272727272727273,8.363636363636363
34,M,CM,118.5,190.25,33.029411764705884,19.029411764705884,189.4191176470588,-39.963235294117645,915.0,72.61764705882354,363.52941176470586,115.08823529411765,37.294117647058826,3.2058823529411766,13.058823529411764
2,M,WB,114.0,42.0,8.0,22.0,52.0,-10.0,20.0,90.0,216.0,26.0,78.0,12.0,4.0
6,F,AM,108.83333333333333,229.41666666666666,13.166666666666666,25.833333333333332,147.04166666666666,-29.625,143.0,77.33333333333333,491.3333333333333,62.833333333333336,70.33333333333333,3.5,11.833333333333334
27,M,DM,102.5925925925926,170.10185185185185,28.0,18.74074074074074,157.32407407407408,-32.25925925925926,627.0,57.888888888888886,320.51851851851853,107.29629629629629,35.111111111111114,2.2222222222222223,11.777777777777779
17,M,LM,101.52941176470588,119.69117647058823,19.235294117647058,21.11764705882353,116.3970588235294,-24.41176470588235,298.0,61.94117647058823,302.4117647058824,82.52941176470588,39.64705882352941,1.5294117647058822,9.352941176470589
2,M,RB,84.0,75.5,19.0,0.0,84.75,-13.25,26.0,84.0,263.0,100.0,20.0,5.0,8.0
14,M,RM,80.0,182.42857142857142,18.5,17.071428571428573,145.625,-31.910714285714285,295.0,48.0,382.35714285714283,71.0,41.642857142857146,2.357142857142857,10.785714285714286
3,D,LM,71.33333333333333,68.58333333333333,14.666666666666666,0.6666666666666666,102.75,-20.166666666666668,37.0,70.66666666666667,165.66666666666666,45.666666666666664,9.666666666666666,0.0,7.666666666666667
71,D,CB,64.63380281690141,146.17253521126761,33.267605633802816,0.0,160.0950704225352,-24.640845070422536,1695.0,64.63380281690141,88.87323943661971,81.49295774647888,4.47887323943662,0.5070422535211268,11.873239436619718
11,F,RW,59.36363636363637,202.8181818181818,10.545454545454545,14.181818181818182,150.8181818181818,-42.63636363636363,260.0,37.90909090909091,470.09090909090907,65.27272727272727,58.18181818181818,4.636363636363637,11.909090909090908
16,M,LW,47.0,151.703125,7.625,13.75,131.28125,-33.265625,318.0,32.6875,383.375,57.4375,45.125,4.0,10.6875
2,M,FW,34.0,140.875,5.0,6.5,75.125,-18.25,25.0,25.0,278.0,57.0,18.0,3.5,3.5
4,F,LM,27.0,114.0,2.0,1.0,87.5,-32.5,68.0,27.0,221.0,23.0,10.0,0.0,9.0
1,M,CB,20.0,131.5,20.0,0.0,146.5,-21.0,17.0,20.0,35.0,54.0,0.0,0.0,10.0
17,F,LW,18.352941176470587,182.77941176470588,1.9411764705882353,3.1176470588235294,127.16176470588235,-30.735294117647058,341.0,16.58823529411765,433.70588235294116,52.529411764705884,31.058823529411764,3.588235294117647,11.529411764705882
39,F,FW,18.0,165.35897435897436,0.8717948717948718,0.10256410256410256,119.12820512820512,-36.0,824.0,18.0,282.0769230769231,29.205128205128204,6.461538461538462,0.41025641025641024,10.717948717948717
1,D,DM,12.0,56.5,12.0,0.0,30.75,-4.25,9.0,12.0,107.0,12.0,4.0,0.0,6.0
1,F,DM,0.0,12.0,0.0,0.0,16.0,-4.0,4.0,0.0,28.0,32.0,0.0,0.0,0.0
