"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","%D","ADP","Ros","+/-","GP","Min","G","KP","AT","SOT","TkW","DIS","YC","RC","ACNC","Int","CLR","CoS","BS","AER","PKM","PKD","OG","GAO","CS"
"*037mt*","Harrison Reed","FUL","M","236","W (Thu)","WOL 2<br/>@FUL 3 F","5","5","4%","398.27","5%","-0.3%","1","90","0","1","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","2","0"
"*0637b*","Orel Mangala","NOT","M","201","W (Thu)","BHA 3<br/>@NOT 2 F","5","5","0%","-","3%","+0.4%","1","90","0","0","0","0","0","0","0","0","0","3","0","1","1","0","0","0","0","3","0"
"*06c5z*","Gabriel Osho","LUT","D","355","W (Thu)","CRY 1<br/>@LUT 2 F","5","5","0%","1146.2","0%","+0.1%","1","90","0","0","0","0","0","0","1","0","0","2","8","1","1","3","0","0","0","1","0"
"*05t6x*","William Osula","SHU","F","404","W (Thu)","BOU 3<br/>@SHU 1 F","5","5","0%","1296.6","0%","0%","1","8","0","0","0","1","1","0","0","0","0","0","0","1","0","2","0","0","0","0","0"
"*0427d*","James Tarkowski","EVE","D","38","Adam","MUN 3<br/>@EVE 0 F","4.75","4.75","94%","94.55","96%","+0.2%","1","90","0","1","0","0","2","1","0","0","0","3","1","0","0","4","0","0","0","3","0"
"*045c8*","Gabriel Jesus","ARS","F","191","Adam","ARS 1<br/>@BRF 0 F","4.5","4.5","100%","20.8","100%","+0.9%","1","65","0","0","0","2","1","1","0","0","0","0","1","0","0","0","0","0","0","0","1"
"*06dq8*","Moussa Diaby","AVL","F","19","Vroom","AVL 2<br/>@TOT 1 F","4.5","4.5","98%","49.15","97%","0%","1","45","0","1","0","0","0","1","0","0","1","1","1","1","0","0","0","0","0","1","0"
"*03jly*","Andreas Pereira","FUL","M","91","Pancake","WOL 2<br/>@FUL 3 F","4.5","4.5","98%","75.6","86%","+2.6%","1","75","0","1","0","0","1","1","0","0","2","0","0","0","0","0","0","0","0","2","0"
"*05w9q*","Odsonne Edouard","CRY","F","49","Adam","CRY 1<br/>@LUT 2 F","4.5","4.5","18%","223.08","83%","+2.3%","1","79","0","1","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0"
"*043qz*","Pierre-Emile Hojbjerg","TOT","M","308","W (Thu)","AVL 2<br/>@TOT 1 F","4.5","4.5","42%","141.08","19%","-4.4%","1","57","0","0","0","1","3","1","0","0","0","0","0","0","0","0","0","0","0","2","0"
"*068yd*","Joao Gomes","WOL","M","212","W (Thu)","WOL 2<br/>@FUL 3 F","4.5","4.5","2%","1117.58","7%","+0.2%","1","90","0","2","0","0","1","1","1","0","0","1","0","1","0","0","0","0","0","3","0"
"*0649j*","Manuel Akanji","MCI","D","150","dsb_ff","LIV 1<br/>@MCI 1 F","4.25","4.25","88%","107.74","93%","+4.4%","1","90","0","0","0","0","1","0","0","0","0","0","5","0","0","4","0","0","0","1","0"
"*04mqv*","Emerson","WHU","D","200","W (Thu)","WHU 2<br/>@BUR 1 F","4.25","4.25","11%","292.69","46%","+2.8%","1","90","0","1","0","0","2","0","0","0","0","0","1","2","0","0","0","0","0","1","0"
"*06do9*","Milos Kerkez","BOU","D","360","W (Thu)","BOU 3<br/>@SHU 1 F","4.25","4.25","39%","142.49","14%","-0.9%","1","45","0","2","0","0","0","1","0","0","0","0","3","0","1","1","0","0","0","1","0"
"*0524k*","Rodri","MCI","M","39","Vroom","LIV 1<br/>@MCI 1 F","4","4","99%","54.38","100%","0%","1","90","0","1","0","0","3","2","0","0","0","0","1","0","0","0","0","0","0","1","0"
"*05uor*","Yoane Wissa","BRF","F","40","Adam","ARS 1<br/>@BRF 0 F","4","4","76%","120.87","94%","0%","1","71","0","2","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1"
"*03rvw*","Harry Toffolo","NOT","D","130","4b. DcbB","BHA 3<br/>@NOT 2 F","4","4","0%","-","47%","+12.5%","1","90","0","4","0","1","1","1","1","0","1","0","2","0","0","0","0","0","0","3","0"
"*061ve*","Ryan Christie","BOU","M","90","W (Thu)","BOU 3<br/>@SHU 1 F","4","4","8%","336.41","40%","+17.7%","1","90","0","0","0","1","2","2","0","0","0","0","1","0","0","2","0","0","0","1","0"
"*05l27*","Jarrad Branthwaite","EVE","D","127","Vroom","MUN 3<br/>@EVE 0 F","4","4","1%","1123.79","31%","+1%","1","90","0","0","0","0","3","0","0","0","0","3","4","0","0","3","0","0","0","3","0"
"*055sf*","Arnaut Danjuma Groeneveld","EVE","F","229","W (Thu)","MUN 3<br/>@EVE 0 F","4","4","54%","135.85","19%","-1.4%","1","16","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"*06f81*","Edson Alvarez","WHU","M","235","W (Thu)","WHU 2<br/>@BUR 1 F","4","4","7%","327.34","13%","0%","1","62","0","1","0","0","1","1","1","0","0","2","0","1","0","1","0","0","0","1","0"
"*066r9*","Ehor Yarmolyuk","BRF","M","333","W (Thu)","ARS 1<br/>@BRF 0 F","4","4","0%","-","1%","+0.6%","1","71","0","0","0","1","0","0","0","0","0","0","1","0","0","2","0","0","0","0","1"
"*04io3*","Mario Lemina","WOL","M","102","dsb_ff","WOL 2<br/>@FUL 3 F","3.5","3.5","0%","1184.06","43%","+27%","1","90","0","1","0","1","2","1","1","0","0","0","0","0","0","0","0","0","0","3","0"
"*061va*","Boubacar Kamara","AVL","M","128","W (Thu)","AVL 2<br/>@TOT 1 F","3.5","3.5","3%","390.21","29%","-3.5%","1","90","0","0","0","1","2","1","1","0","0","1","0","1","0","0","0","0","0","1","0"
"*05oh0*","Jan-Paul van Hecke","BHA","D","265","W (Thu)","BHA 3<br/>@NOT 2 F","3.5","3.5","1%","1144.91","10%","-4.4%","1","90","0","0","0","1","0","0","0","0","0","0","6","0","2","2","0","0","0","2","0"
"*061y6*","Ryan Yates","NOT","M","294","W (Thu)","BHA 3<br/>@NOT 2 F","3.5","3.5","0%","1174.93","1%","0%","1","20","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"*04t95*","Oliver Skipp","TOT","M","375","W (Thu)","AVL 2<br/>@TOT 1 F","3.5","3.5","1%","1112.83","1%","-0.1%","1","18","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0"
"*06few*","Youssef Ramalho Chermiti","EVE","F","416","W (Thu)","MUN 3<br/>@EVE 0 F","3.5","3.5","0%","1187.6","0%","0%","1","7","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0"
"*02lny*","Ashley Young","EVE","D","288","W (Thu)","MUN 3<br/>@EVE 0 F","3.25","3.25","6%","351.41","7%","+0.3%","1","72","0","2","0","0","0","0","1","0","2","1","1","1","0","1","0","0","0","2","0"
"*052h5*","Gabriel Martinelli","ARS","M","51","4b. DcbB","ARS 1<br/>@BRF 0 F","3","3","100%","12.84","100%","0%","1","78","0","1","0","0","0","1","1","0","0","0","0","2","0","1","0","0","0","0","1"
"*0520r*","Leandro Trossard","ARS","M","121","Kish123","ARS 1<br/>@BRF 0 F","3","3","100%","57.06","96%","+2.6%","1","90","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1"
"*051k8*","Conor Gallagher","CHE","M","25","Maddihat","CHE 1<br/>@NEW 4 F","3","3","59%","137.82","95%","+1.3%","1","68","0","1","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","3","0"
"*03yu2*","Abdoulaye Doucoure","EVE","M","24","XXX","MUN 3<br/>@EVE 0 F","3","3","38%","145.49","94%","+1.1%","1","88","0","3","0","0","0","3","1","0","0","0","0","0","0","1","0","0","0","3","0"
"*04f67*","Philip Billing","BOU","M","84","W (Thu)","BOU 3<br/>@SHU 1 F","3","3","75%","128.34","74%","-3.3%","1","23","0","2","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","1","0"
"*0626q*","Simon Adingra","BHA","F","71","deceptiv","BHA 3<br/>@NOT 2 F","3","3","9%","316","71%","+5.3%","1","90","0","1","0","0","0","1","1","0","0","1","1","2","0","1","0","0","0","2","0"
"*06fx1*","Ansu Fati","BHA","F","222","4b. DcbB","BHA 3<br/>@NOT 2 F","3","3","0%","-","65%","-0.2%","1","20","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0"
"*05gcx*","Josh Brownhill","BUR","M","96","deceptiv","WHU 2<br/>@BUR 1 F","3","3","85%","111.16","55%","+14.4%","1","90","0","0","0","0","1","1","0","0","0","2","1","0","0","1","0","0","0","2","0"
"*06fxe*","Ryan Gravenberch","LIV","M","253","W (Thu)","LIV 1<br/>@MCI 1 F","3","3","0%","-","43%","-3.7%","1","35","0","1","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0"
"*05ylw*","Rodrigo Bentancur","TOT","M","386","avitek","AVL 2<br/>@TOT 1 F","3","3","15%","254.99","41%","+4.7%","1","31","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"*052cc*","Billy Gilmour","BHA","M","151","W (Thu)","BHA 3<br/>@NOT 2 F","3","3","3%","397.71","32%","-3.5%","1","76","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","2","0"
"*058vb*","Cameron Archer","SHU","F","171","W (Thu)","BOU 3<br/>@SHU 1 F","3","3","1%","1151.18","18%","+3.6%","1","90","0","1","0","0","1","2","0","0","0","0","0","1","0","0","0","0","0","3","0"
"*062h9*","Luis Sinisterra","BOU","F","239","W (Thu)","BOU 3<br/>@SHU 1 F","3","3","0%","-","8%","+2.2%","1","23","0","0","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","1","0"
"*05ou8*","Facundo Pellistri","MUN","M","311","W (Thu)","MUN 3<br/>@EVE 0 F","3","3","0%","1140.2","2%","-0.2%","1","17","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"*05trk*","Saman Ghoddos","BRF","F","296","W (Thu)","ARS 1<br/>@BRF 0 F","3","3","0%","-","1%","+1%","1","88","0","1","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","1","0"
"*03vlj*","Virgil van Dijk","LIV","D","36","Adam","LIV 1<br/>@MCI 1 F","2.75","2.75","100%","43.74","100%","0%","1","90","0","0","0","1","0","0","0","0","0","0","3","0","1","1","0","0","0","1","0"
"*03arh*","Kurt Zouma","WHU","D","164","Pancake","WHU 2<br/>@BUR 1 F","2.75","2.75","12%","300.99","58%","+7.6%","1","90","0","0","0","1","1","1","0","0","0","0","1","0","0","2","0","0","0","1","0"
"*04qr8*","Diogo Jota","LIV","F","67","Adam","LIV 1<br/>@MCI 1 F","2.5","2.5","100%","52.5","99%","+0.2%","1","53","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0"
"*05omu*","Ruben Dias","MCI","D","230","W (Thu)","LIV 1<br/>@MCI 1 F","2.5","2.5","98%","68.97","86%","-2.6%","1","90","0","0","0","0","1","0","0","0","0","0","2","0","1","2","0","0","0","1","0"
"*0522h*","Alexis Mac Allister","LIV","M","176","avitek","LIV 1<br/>@MCI 1 F","2.5","2.5","100%","40.24","86%","+0.3%","1","84","0","0","0","0","1","2","0","0","0","2","0","0","0","1","0","0","0","1","0"
"*03sgc*","Jordan Ayew","CRY","F","69","W (Thu)","CRY 1<br/>@LUT 2 F","2.5","2.5","58%","131.25","77%","-3.3%","1","40","0","1","0","0","0","2","0","0","0","0","0","1","0","1","0","0","0","2","0"
"*04adp*","Aaron Wan-Bissaka","MUN","D","188","XXX","MUN 3<br/>@EVE 0 F","2.5","2.5","80%","123.71","71%","-3.7%","1","13","0","0","0","0","0","0","0","0","0","1","2","1","0","0","0","0","0","0","0"
"*04civ*","Scott McTominay","MUN","M","123","dsb_ff","MUN 3<br/>@EVE 0 F","2.5","2.5","4%","373.12","60%","-1.5%","1","90","0","0","0","0","0","1","0","0","0","1","1","0","0","2","0","0","0","0","1"
"*056mf*","Neal Maupay","BRF","F","189","W (Thu)","ARS 1<br/>@BRF 0 F","2.5","2.5","1%","1151.52","12%","-4.6%","1","17","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0"
"*06492*","Sasa Kalajdzic","WOL","F","256","W (Thu)","WOL 2<br/>@FUL 3 F","2.5","2.5","5%","373.03","3%","-2.9%","1","27","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0"
"*055c0*","Ben Osborn","SHU","M","393","W (Thu)","BOU 3<br/>@SHU 1 F","2.5","2.5","0%","1102.7","0%","0%","1","23","0","1","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0"
"*067ys*","Jack Hinshelwood","BHA","M","357","W (Thu)","BHA 3<br/>@NOT 2 F","2.5","2.5","0%","-","0%","0%","1","54","0","0","0","0","0","0","0","0","0","1","4","0","1","1","0","0","0","1","0"
"*04fyc*","Charlie Taylor","BUR","D","305","W (Thu)","WHU 2<br/>@BUR 1 F","2.25","2.25","1%","1117.25","1%","+0.1%","1","90","0","0","0","0","4","2","0","0","0","1","5","0","1","0","0","0","0","2","0"
"*062ce*","Auston Trusty","SHU","D","341","W (Thu)","BOU 3<br/>@SHU 1 F","2.25","2.25","1%","1123.07","1%","+0.1%","1","90","0","0","0","0","2","0","0","0","0","1","5","0","0","4","0","0","0","3","0"
"*06cmm*","Dominik Szoboszlai","LIV","M","22","Kish123","LIV 1<br/>@MCI 1 F","2","2","100%","33.73","100%","0%","1","72","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0"
"*061x2*","Darwin Nunez","LIV","F","31","Pancake","LIV 1<br/>@MCI 1 F","2","2","100%","22.9","100%","0%","1","84","0","0","0","1","0","1","1","0","0","1","0","0","1","1","0","0","0","1","0"
"*03fgo*","Dominic Solanke","BOU","F","35","4b. DcbB","BOU 3<br/>@SHU 1 F","2","2","88%","107.93","98%","+4.9%","1","90","0","1","0","0","0","7","0","0","0","0","1","1","0","5","0","0","0","1","0"
"*04ge9*","Eddie Nketiah","ARS","F","66","W (Thu)","ARS 1<br/>@BRF 0 F","2","2","51%","138.04","83%","-2.9%","1","23","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05oyq*","Said Benrahma","WHU","M","198","W (Thu)","WHU 2<br/>@BUR 1 F","2","2","96%","93.94","49%","-2.8%","1","26","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0"
"*06fg0*","Gustavo Hamer","SHU","M","94","Maddihat","BOU 3<br/>@SHU 1 F","2","2","0%","1152.29","48%","+3.3%","1","80","0","0","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","3","0"
"*0620k*","Nayef Aguerd","WHU","D","185","W (Thu)","WHU 2<br/>@BUR 1 F","2","2","14%","266.92","36%","+2.6%","1","90","0","0","0","0","0","0","1","0","0","1","4","0","0","4","0","0","0","1","0"
"*05uel*","Kristoffer Ajer","BRF","D","179","W (Thu)","ARS 1<br/>@BRF 0 F","2","2","0%","1146.93","11%","-1.5%","1","90","0","0","0","0","0","0","1","0","0","1","4","0","0","4","0","0","0","1","0"
"*061v9*","Diego Carlos","AVL","D","374","W (Thu)","AVL 2<br/>@TOT 1 F","2","2","6%","346.61","4%","+0.7%","1","90","0","0","0","0","0","0","0","0","0","1","4","0","1","1","0","0","0","1","0"
"*06f7b*","Vinicius de Souza Costa","SHU","M","174","W (Thu)","BOU 3<br/>@SHU 1 F","2","2","0%","1193.43","4%","-0.2%","1","45","0","0","0","0","1","1","0","0","0","0","0","0","0","3","0","0","0","2","0"
"*0554g*","Calvin Bassey","FUL","D","397","W (Thu)","WOL 2<br/>@FUL 3 F","2","2","7%","343.15","3%","+0.6%","1","90","0","0","0","0","0","0","0","0","0","3","0","0","0","3","0","0","0","2","0"
"*05n3v*","Konstantinos Tsimikas","LIV","D","160","Adam","LIV 1<br/>@MCI 1 F","1.75","1.75","9%","316.79","71%","+9.3%","1","90","0","1","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","1","0"
"*0435s*","Joel Matip","LIV","D","187","Pancake","LIV 1<br/>@MCI 1 F","1.75","1.75","3%","375.78","22%","-1.3%","1","90","0","0","0","0","0","1","1","0","0","0","5","0","4","1","0","0","0","1","0"
"*067yv*","Cody Gakpo","LIV","F","173","Pancake","LIV 1<br/>@MCI 1 F","1.5","1.5","100%","26.85","90%","-2.3%","1","16","0","0","0","0","1","1","0","0","0","0","1","0","0","2","0","0","0","0","0"
"*04o82*","Curtis Jones","LIV","M","413","W (Thu)","LIV 1<br/>@MCI 1 F","1.5","1.5","34%","150.29","15%","+2.4%","1","53","0","0","0","0","1","3","0","0","0","0","0","2","0","0","0","0","0","1","0"
"*06eo0*","Lesley Ugochukwu","CHE","F","342","W (Thu)","CHE 1<br/>@NEW 4 F","1.5","1.5","0%","1128.62","4%","+3.3%","1","68","0","0","0","0","2","0","1","0","0","1","1","0","0","1","0","0","0","3","0"
"*063y7*","Iyenoma Destiny Udogie","TOT","D","147","Vroom","AVL 2<br/>@TOT 1 F","1.25","1.25","86%","111.35","94%","+1.3%","1","90","0","0","0","0","2","0","0","0","0","2","1","0","0","1","0","0","0","2","0"
"*06cm1*","Nicolas Jackson","CHE","F","47","Pancake","CHE 1<br/>@NEW 4 F","1","1","99%","48.96","98%","+1.8%","1","68","0","0","0","0","1","2","0","0","0","0","0","1","0","0","0","0","0","3","0"
"*068a1*","Mykhailo Mudryk","CHE","M","167","Pancake","CHE 1<br/>@NEW 4 F","1","1","100%","57.68","79%","-3.7%","1","20","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"*068n8*","Noni Madueke","CHE","F","372","W (Thu)","CHE 1<br/>@NEW 4 F","1","1","76%","120.79","25%","-1.5%","1","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"*068a3*","Danilo","NOT","M","313","W (Thu)","BHA 3<br/>@NOT 2 F","1","1","24%","168.47","10%","0%","1","61","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","3","0"
"*03hff*","Josh Cullen","BUR","M","233","W (Thu)","WHU 2<br/>@BUR 1 F","1","1","4%","366.67","4%","-0.7%","1","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0"
"*04spx*","Tahith Chong","LUT","M","276","W (Thu)","CRY 1<br/>@LUT 2 F","1","1","16%","255.89","3%","-0.1%","1","28","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"*0645x*","Divin Mubama","WHU","F","426","W (Thu)","WHU 2<br/>@BUR 1 F","1","1","3%","371.63","1%","+0.1%","1","27","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"*03yeg*","Tosin Adarabioyo","FUL","D","417","W (Thu)","WOL 2<br/>@FUL 3 F","1","1","2%","388.11","1%","+0.1%","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"*068yt*","Sasa Lukic","FUL","M","326","W (Thu)","WOL 2<br/>@FUL 3 F","1","1","0%","1234.2","1%","0%","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*037mv*","Pelly Ruddock","LUT","M","301","W (Thu)","CRY 1<br/>@LUT 2 F","1","1","0%","1144.3","1%","+0.1%","1","60","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1"
"*05r37*","Jakub Moder","BHA","M","425","W (Thu)","BHA 3<br/>@NOT 2 F","1","1","0%","1153.6","0%","0%","1","12","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0"
"*06ewy*","Alex Murphy","NEW","D","427","W (Thu)","CHE 1<br/>@NEW 4 F","1","1","0%","-","0%","0%","1","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"*02m11*","Matt Doherty","WOL","D","323","W (Thu)","WOL 2<br/>@FUL 3 F","0.75","0.75","67%","131.74","18%","+0.6%","1","70","0","1","0","1","0","1","0","0","0","0","1","1","0","0","0","0","0","2","0"
"*06804*","Benoit Badiashile","CHE","D","429","W (Thu)","CHE 1<br/>@NEW 4 F","0.75","0.75","11%","306.67","15%","+4.7%","1","90","0","0","0","1","2","0","0","0","0","0","3","0","1","3","0","0","0","4","0"
"*04qrc*","Raul Jimenez","FUL","F","213","Pancake","WOL 2<br/>@FUL 3 F","0.5","0.5","64%","131.87","28%","+3.7%","1","75","0","0","0","0","0","1","0","0","0","0","1","0","0","2","0","0","0","2","0"
"*03dxq*","Danny Ings","WHU","F","589","W (Thu)","WHU 2<br/>@BUR 1 F","0.5","0.5","25%","155.98","16%","+9.3%","1","61","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0"
"*04xjr*","Harvey Elliott","LIV","M","263","W (Thu)","LIV 1<br/>@MCI 1 F","0.5","0.5","14%","274.82","7%","-1.6%","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"*06c6c*","Elijah Adebayo","LUT","F","209","W (Thu)","CRY 1<br/>@LUT 2 F","0.5","0.5","18%","227.25","6%","-0.2%","1","15","0","0","0","0","0","0","1","0","0","1","2","0","0","3","0","0","0","1","0"
"*04f6o*","Will Hughes","CRY","M","224","W (Thu)","CRY 1<br/>@LUT 2 F","0.5","0.5","0%","-","3%","-1.7%","1","35","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","2","0"
"*068se*","Jhon Duran","AVL","F","277","W (Thu)","AVL 2<br/>@TOT 1 F","0.5","0.5","1%","1066.52","3%","-0.2%","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0"
"*06fwi*","Carlos Baleba","BHA","M","320","W (Thu)","BHA 3<br/>@NOT 2 F","0.5","0.5","0%","-","2%","-1.2%","1","12","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","0","0","0","0"
"*068ys*","Naouirou Ahamada","CRY","M","385","W (Thu)","CRY 1<br/>@LUT 2 F","0.5","0.5","1%","1102.96","1%","0%","1","9","0","0","0","0","0","2","0","0","0","0","0","1","0","1","0","0","0","1","0"
"*05trd*","Shandon Baptiste","BRF","M","430","W (Thu)","ARS 1<br/>@BRF 0 F","0.5","0.5","0%","1106.62","0%","0%","1","17","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0"
"*046c5*","Jarrod Bowen","WHU","M","11","dsb_ff","WHU 2<br/>@BUR 1 F","0","0","100%","32.51","100%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062ci*","Kaoru Mitoma","BHA","M","29","Kish123","BHA 3<br/>@NOT 2 F","0","0","100%","19.36","100%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0414o*","James Maddison","TOT","M","6","Maddihat","AVL 2<br/>@TOT 1 F","0","0","100%","15.79","99%","-0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04e1e*","Ben White","ARS","D","55","Vroom","ARS 1<br/>@BRF 0 F","0","0","98%","87.22","98%","-0.4%","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02oox*","Kevin De Bruyne","MCI","M","398","Kish123","LIV 1<br/>@MCI 1 F","0","0","100%","5.15","98%","+0.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05tr9*","Mathias Jensen","BRF","M","30","Pancake","ARS 1<br/>@BRF 0 F","0","0","83%","116.69","97%","-0.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02lm7*","Jack Grealish","MCI","M","237","XXX","LIV 1<br/>@MCI 1 F","0","0","100%","15.01","97%","-0.9%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cm0*","Christopher Nkunku","CHE","F","646","Vroom","CHE 1<br/>@NEW 4 F","0","0","98%","43.91","96%","+2.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*056iy*","Pedro Neto","WOL","F","15","Kish123","WOL 2<br/>@FUL 3 F","0","0","55%","135.95","95%","-0.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03r8x*","Callum Wilson","NEW","F","74","dsb_ff","CHE 1<br/>@NEW 4 F","0","0","100%","49.17","94%","-4.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*063zg*","Pervis Estupinan","BHA","D","146","Maddihat","BHA 3<br/>@NOT 2 F","0","0","100%","43","93%","-4.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uoc*","Cristian Romero","TOT","D","68","Adam","AVL 2<br/>@TOT 1 F","0","0","51%","138.12","87%","+0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03gu5*","Andrew Robertson","LIV","D","95","W (Thu)","LIV 1<br/>@MCI 1 F","0","0","100%","30.96","84%","+0.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04e1k*","Solly March","BHA","M","77","W (Thu)","BHA 3<br/>@NOT 2 F","0","0","100%","34.17","83%","-0.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*050jq*","Marc Guehi","CRY","D","120","W (Thu)","CRY 1<br/>@LUT 2 F","0","0","52%","136.57","82%","+4.5%","1","90","0","0","0","0","0","0","0","0","0","3","4","0","0","0","0","0","0","2","0"
"*06exb*","Rasmus Hojlund","MUN","F","259","Maddihat","MUN 3<br/>@EVE 0 F","0","0","74%","60.81","81%","-3.9%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062a9*","Sven Botman","NEW","D","170","Maddihat","CHE 1<br/>@NEW 4 F","0","0","99%","82.65","81%","-2.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ex4*","Josko Gvardiol","MCI","D","163","dsb_ff","LIV 1<br/>@MCI 1 F","0","0","79%","73.7","80%","-4.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02yl5*","John Stones","MCI","D","315","4b. DcbB","LIV 1<br/>@MCI 1 F","0","0","100%","57.71","77%","-0.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05w7t*","Pape Sarr","TOT","M","78","4b. DcbB","AVL 2<br/>@TOT 1 F","0","0","2%","371.92","73%","-5.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05akv*","Tyrick Mitchell","CRY","D","112","Pancake","CRY 1<br/>@LUT 2 F","0","0","4%","376.28","72%","+5.2%","1","90","0","0","0","0","0","0","0","0","1","1","4","1","0","0","0","0","0","2","0"
"*03v6t*","Ben Chilwell","CHE","D","219","Kish123","CHE 1<br/>@NEW 4 F","0","0","100%","41.51","71%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03v6w*","Ivan Toney","BRF","F","712","XXX","ARS 1<br/>@BRF 0 F","0","0","62%","132.18","70%","+3.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qr0*","Willy Boly","NOT","D","53","Pancake","BHA 3<br/>@NOT 2 F","0","0","0%","1157.32","69%","-2.8%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
