"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","%D","ADP","Ros","+/-","GP","Min","G","KP","AT","SOT","TkW","DIS","YC","RC","ACNC","Int","CLR","CoS","BS","AER","PKM","PKD","OG","GAO","CS"
"*02lpf*","Ross Barkley","LUT","M","146","W (Fri)","ARS 4<br/>@LUT 3 F","21.5","21.5","9%","311.39","18%","-0.9%","1","90","1","1","0","1","0","1","1","0","0","1","2","6","1","6","0","0","0","4","0"
"*06cmm*","Dominik Szoboszlai","LIV","M","14","Kish123","LIV 2<br/>@SHU 0 F","21","21","100%","33.73","100%","0%","1","90","1","2","0","1","1","1","0","0","0","1","1","2","0","3","0","0","0","0","1"
"*05uns*","Leon Bailey","AVL","F","48","avitek","MCI 0<br/>@AVL 1 F","20.5","20.5","43%","143.89","73%","+0.4%","1","84","1","2","0","3","0","3","0","0","0","0","0","3","0","0","0","0","0","0","1"
"*02lny*","Ashley Young","EVE","D","201","W (Fri)","NEW 0<br/>@EVE 3 F","20.25","20.25","6%","351.41","6%","+0.4%","1","90","0","2","0","0","5","0","0","0","3","1","1","0","0","1","0","0","0","0","1"
"*0328q*","Tom Cairney","FUL","M","197","W (Fri)","NOT 0<br/>@FUL 5 F","19.5","19.5","0%","1180.6","4%","+3.1%","1","90","1","2","0","1","3","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"*04fk1*","Pascal Gross","BHA","M","18","XXX","BRF 1<br/>@BHA 2 F","19","19","100%","36.27","100%","+0.1%","1","90","1","1","1","1","0","2","0","0","0","0","0","0","0","2","0","0","0","1","0"
"*05l8q*","Cole Palmer","CHE","M","39","Kish123","CHE 1<br/>@MUN 2 F","18","18","16%","248.13","85%","+0.3%","1","90","1","2","0","1","0","0","0","0","0","1","0","2","0","0","0","0","0","2","0"
"*02lp5*","Adam Smith","BOU","D","300","W (Fri)","BOU 2<br/>@CRY 0 F","18","18","0%","1188.65","0%","-0.1%","1","90","0","1","0","0","1","0","0","0","2","0","0","1","4","2","0","0","0","0","1"
"*062ci*","Kaoru Mitoma","BHA","M","24","Kish123","BRF 1<br/>@BHA 2 F","17.5","17.5","100%","19.36","100%","0%","1","90","0","3","1","0","0","0","0","0","1","0","1","3","1","1","0","0","0","1","0"
"*05u94*","Michael Olise","CRY","M","219","avitek","BOU 2<br/>@CRY 0 F","17","17","100%","56.27","97%","+0.4%","1","90","0","5","0","0","2","4","0","0","2","0","0","5","0","0","0","0","0","2","0"
"*03yu2*","Abdoulaye Doucoure","EVE","M","21","XXX","NEW 0<br/>@EVE 3 F","17","17","38%","145.49","93%","-1.2%","1","90","1","2","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"*061ve*","Ryan Christie","BOU","M","53","dsb_ff","BOU 2<br/>@CRY 0 F","17","17","8%","336.41","52%","+16%","1","90","0","3","0","0","3","1","0","0","1","3","0","3","0","1","0","0","0","0","1"
"*067ys*","Jack Hinshelwood","BHA","M","296","W (Fri)","BRF 1<br/>@BHA 2 F","17","17","0%","-","1%","0%","1","72","1","1","0","1","0","0","0","0","0","2","3","0","1","2","0","0","0","1","0"
"*05l27*","Jarrad Branthwaite","EVE","D","92","W (Fri)","NEW 0<br/>@EVE 3 F","16.75","16.75","1%","1123.85","34%","+1.8%","1","90","0","1","0","0","0","0","0","0","0","1","7","0","0","6","0","0","0","0","1"
"*051k0*","John McGinn","AVL","M","36","Kish123","MCI 0<br/>@AVL 1 F","16.5","16.5","64%","130.59","89%","-1.4%","1","90","0","4","0","1","4","7","0","0","0","0","0","5","0","0","0","0","0","0","1"
"*05n07*","Pedro Porro","TOT","D","38","dsb_ff","WHU 2<br/>@TOT 1 F","16","16","100%","52.16","100%","0%","1","90","0","5","1","1","0","2","1","0","1","1","0","2","0","0","0","0","0","2","0"
"*04agz*","Declan Rice","ARS","M","51","dsb_ff","ARS 4<br/>@LUT 3 F","16","16","99%","49.39","99%","-0.2%","1","90","1","1","0","1","1","0","0","0","0","1","2","0","0","2","0","0","0","3","0"
"*05ojg*","Nelson Semedo","WOL","D","176","W (Fri)","BUR 0<br/>@WOL 1 F","15.75","15.75","6%","362.88","28%","+12.8%","1","90","0","1","0","0","1","0","0","0","1","2","3","1","0","2","0","0","0","0","1"
"*046c5*","Jarrod Bowen","WHU","M","10","dsb_ff","WHU 2<br/>@TOT 1 F","15.5","15.5","100%","32.5","100%","-0.1%","1","90","1","1","0","1","0","1","0","0","1","1","0","0","1","0","0","0","0","1","0"
"*05w91*","Hwang Hee-Chan","WOL","F","27","dsb_ff","BUR 0<br/>@WOL 1 F","15.5","15.5","4%","383.53","83%","+0.5%","1","90","1","1","0","1","1","1","0","0","0","1","1","0","0","2","0","0","0","0","1"
"*05tre*","Vitaly Janelt","BRF","M","96","W (Fri)","BRF 1<br/>@BHA 2 F","15.5","15.5","2%","1120.17","29%","+2.2%","1","90","0","1","1","0","3","0","0","0","1","0","3","0","1","1","0","1","0","2","0"
"*068a7*","Pablo Sarabia","WOL","M","166","Adam","BUR 0<br/>@WOL 1 F","15.5","15.5","8%","332.69","23%","+13.1%","1","78","0","3","0","2","2","1","0","0","2","0","0","1","0","0","0","0","0","0","1"
"*05uoc*","Cristian Romero","TOT","D","67","Adam","WHU 2<br/>@TOT 1 F","14.5","14.5","51%","138.12","89%","+3%","1","90","1","1","0","1","2","0","1","0","0","1","2","0","1","2","0","0","0","2","0"
"*03r93*","Joseph Gomez","LIV","D","168","W (Fri)","LIV 2<br/>@SHU 0 F","14.25","14.25","1%","1125.87","38%","+23.3%","1","90","0","0","0","0","1","0","0","0","0","1","5","1","0","4","0","0","0","0","1"
"*04y92*","Bukayo Saka","ARS","M","3","Adam","ARS 4<br/>@LUT 3 F","14","14","100%","4.26","100%","0%","1","90","0","2","1","1","0","4","0","0","0","1","0","3","0","0","0","0","0","3","0"
"*02oq8*","James Ward-Prowse","WHU","M","11","Pancake","WHU 2<br/>@TOT 1 F","14","14","2%","292.09","85%","0%","1","90","1","1","0","1","1","1","1","0","0","2","1","0","0","1","0","0","0","1","0"
"*060wh*","Alejandro Garnacho","MUN","M","141","Kish123","CHE 1<br/>@MUN 2 F","14","14","85%","112.17","81%","+0.8%","1","88","0","3","1","1","0","0","1","0","1","0","0","1","0","0","0","0","0","1","0"
"*0427d*","James Tarkowski","EVE","D","31","Adam","NEW 0<br/>@EVE 3 F","13.75","13.75","94%","94.55","97%","+0.3%","1","90","0","0","0","0","0","2","0","0","0","4","3","0","2","2","0","0","0","0","1"
"*052h5*","Gabriel Martinelli","ARS","M","50","4b. DcbB","ARS 4<br/>@LUT 3 F","13.5","13.5","100%","12.84","100%","-0.1%","1","63","1","0","0","2","0","1","0","0","1","0","0","0","0","0","0","0","0","3","0"
"*04tm0*","Lucas Digne","AVL","D","41","Kish123","MCI 0<br/>@AVL 1 F","13.5","13.5","45%","140.34","89%","-1.5%","1","88","0","1","0","0","0","0","0","0","2","1","2","0","0","2","0","0","0","0","1"
"*05raa*","Hugo Bueno","WOL","D","319","W (Fri)","BUR 0<br/>@WOL 1 F","13.5","13.5","1%","1150.8","5%","+3.7%","1","88","0","0","0","0","3","2","0","0","0","0","2","2","0","3","0","0","0","0","1"
"*052ca*","Ezri Konsa","AVL","D","177","W (Fri)","MCI 0<br/>@AVL 1 F","13.25","13.25","11%","298.9","28%","-5%","1","90","0","1","0","0","2","0","0","0","0","1","1","1","0","1","0","0","0","0","1"
"*04spp*","Douglas Luiz","AVL","M","16","Maddihat","MCI 0<br/>@AVL 1 F","13","13","97%","92.31","99%","-0.1%","1","90","0","4","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1"
"*062h9*","Luis Sinisterra","BOU","F","212","W (Fri)","BOU 2<br/>@CRY 0 F","13","13","0%","-","12%","+6.4%","1","78","0","2","1","0","1","0","0","0","0","0","0","0","0","4","0","0","0","0","1"
"*06c5z*","Gabriel Osho","LUT","D","305","W (Fri)","ARS 4<br/>@LUT 3 F","12.75","12.75","0%","1146.2","0%","0%","1","90","1","0","0","1","2","0","0","0","0","2","7","0","2","1","0","0","0","4","0"
"*051k7*","Reece James","CHE","D","254","Maddihat","CHE 1<br/>@MUN 2 F","12.5","12.5","100%","25.75","98%","+0.1%","1","45","0","3","0","0","0","0","0","0","2","1","2","3","2","0","0","0","0","1","0"
"*067yz*","Matheus Cunha","WOL","F","32","Maddihat","BUR 0<br/>@WOL 1 F","12.5","12.5","34%","147.15","85%","+2%","1","86","0","1","1","1","0","1","0","0","0","0","1","1","2","0","0","0","0","0","1"
"*03rzp*","Antonee Robinson","FUL","D","78","deceptiv","NOT 0<br/>@FUL 5 F","12.5","12.5","83%","116.11","85%","+18.7%","1","74","0","0","0","0","3","0","0","0","0","1","2","1","0","1","0","0","0","0","1"
"*03yeg*","Tosin Adarabioyo","FUL","D","350","W (Fri)","NOT 0<br/>@FUL 5 F","12.5","12.5","2%","388.11","2%","+0.7%","1","90","0","0","0","0","1","0","0","0","0","1","2","0","0","4","0","0","0","0","1"
"*061vj*","Kieffer Moore","BOU","F","339","W (Fri)","BOU 2<br/>@CRY 0 F","12.5","12.5","0%","1158.6","0%","0%","1","1","1","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"*02m4d*","Craig Dawson","WOL","D","180","W (Fri)","BUR 0<br/>@WOL 1 F","12.25","12.25","3%","384.05","17%","+3.2%","1","90","0","0","0","0","0","0","0","0","0","0","9","0","0","4","0","0","0","0","1"
"*04e1e*","Ben White","ARS","D","60","Vroom","ARS 4<br/>@LUT 3 F","12","12","98%","87.22","99%","+1.2%","1","90","0","2","1","0","1","0","0","0","2","1","4","0","0","2","0","0","0","3","0"
"*0626q*","Simon Adingra","BHA","F","57","deceptiv","BRF 1<br/>@BHA 2 F","12","12","9%","315.9","71%","+2.6%","1","83","0","2","0","2","1","0","0","0","0","0","2","3","0","0","0","0","0","1","0"
"*04spq*","Jack Harrison","EVE","M","139","4b. DcbB","NEW 0<br/>@EVE 3 F","12","12","0%","1101.61","58%","-5.7%","1","90","0","3","0","0","1","1","0","0","1","0","1","3","0","1","0","0","0","0","1"
"*0649i*","Antony","MUN","F","227","avitek","CHE 1<br/>@MUN 2 F","12","12","99%","64.58","57%","+2.2%","1","90","0","2","0","1","1","0","0","0","0","0","0","2","1","0","0","1","0","1","0"
"*06c6c*","Elijah Adebayo","LUT","F","199","W (Fri)","ARS 4<br/>@LUT 3 F","12","12","18%","227.25","6%","+0.1%","1","60","1","0","0","1","0","0","0","0","0","0","1","0","0","2","0","0","0","3","0"
"*05gcr*","Bruno Fernandes","MUN","M","6","4b. DcbB","CHE 1<br/>@MUN 2 F","11.5","11.5","100%","3.53","100%","0%","1","90","0","5","0","1","1","1","0","0","1","1","1","1","0","0","1","0","0","1","0"
"*05trb*","Bryan Mbeumo","BRF","F","8","deceptiv","BRF 1<br/>@BHA 2 F","11","11","100%","40.27","100%","0%","1","39","1","0","0","1","1","3","0","0","0","0","0","0","0","1","0","0","0","1","0"
"*068a1*","Mykhailo Mudryk","CHE","M","128","Pancake","CHE 1<br/>@MUN 2 F","11","11","100%","57.68","81%","+2.4%","1","76","0","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0"
"*04yo7*","Youri Tielemans","AVL","M","224","W (Fri)","MCI 0<br/>@AVL 1 F","11","11","98%","86.04","47%","-5.5%","1","84","0","1","1","0","0","1","0","0","0","0","1","2","0","1","0","0","0","0","1"
"*04yey*","Max Kilman","WOL","D","158","W (Fri)","BUR 0<br/>@WOL 1 F","11","11","19%","216.61","34%","+3.3%","1","90","0","0","0","0","1","0","1","0","0","1","4","1","0","3","0","0","0","0","1"
"*05yg5*","Toti","WOL","D","248","W (Fri)","BUR 0<br/>@WOL 1 F","11","11","0%","1227.2","4%","+2.1%","1","90","0","0","0","0","1","0","0","0","0","1","4","0","0","2","0","0","0","0","1"
"*02lpl*","Seamus Coleman","EVE","D","368","W (Fri)","NEW 0<br/>@EVE 3 F","10.75","10.75","0%","1132.9","1%","+0.7%","1","66","0","0","0","0","2","0","0","0","0","1","3","1","0","0","0","0","0","0","1"
"*05o4c*","Timothy Castagne","FUL","D","202","Kish123","NOT 0<br/>@FUL 5 F","10.25","10.25","0%","-","23%","+5.9%","1","90","0","0","0","0","1","0","0","0","1","0","1","0","0","2","0","0","0","0","1"
"*061ya*","Brennan Johnson","TOT","F","154","deceptiv","WHU 2<br/>@TOT 1 F","10","10","92%","98.84","85%","+2.5%","1","83","0","2","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"*0554g*","Calvin Bassey","FUL","D","329","W (Fri)","NOT 0<br/>@FUL 5 F","10","10","7%","343.14","3%","+0.9%","1","90","0","0","0","0","1","0","0","0","0","1","0","0","0","2","0","0","0","0","1"
"*068yi*","Illia Zabarnyi","BOU","D","206","W (Fri)","BOU 2<br/>@CRY 0 F","9.75","9.75","0%","1209.18","8%","+0.9%","1","90","0","0","0","0","1","0","1","0","0","0","7","0","1","2","0","0","0","0","1"
"*037mo*","Willian","FUL","F","71","deceptiv","NOT 0<br/>@FUL 5 F","9.5","9.5","85%","107.67","79%","+7.3%","1","62","0","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"*06fvn*","Beto","EVE","F","232","W (Fri)","NEW 0<br/>@EVE 3 F","9.5","9.5","0%","-","10%","-5.1%","1","4","1","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0"
"*05uhs*","James Mcatee","SHU","M","182","W (Fri)","LIV 2<br/>@SHU 0 F","9.5","9.5","0%","1148.2","4%","-0.7%","1","90","0","1","0","1","3","1","0","0","0","0","0","3","0","0","0","0","0","2","0"
"*05yct*","Nathan Patterson","EVE","D","241","W (Fri)","NEW 0<br/>@EVE 3 F","9.5","9.5","3%","379.96","2%","-0.3%","1","22","0","1","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"*06ex4*","Josko Gvardiol","MCI","D","161","W (Fri)","MCI 0<br/>@AVL 1 F","9.25","9.25","79%","73.71","78%","-2.4%","1","90","0","0","0","0","6","0","0","0","0","1","1","0","2","2","0","0","0","1","0"
"*06crm*","Pau Torres","AVL","D","142","W (Fri)","MCI 0<br/>@AVL 1 F","9.25","9.25","93%","107.35","70%","-9.8%","1","90","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1"
"*03gu4*","Harry Maguire","MUN","D","119","avitek","CHE 1<br/>@MUN 2 F","9.25","9.25","27%","140.91","60%","-0.3%","1","90","0","0","1","0","1","0","0","0","0","2","1","0","0","1","0","0","0","1","0"
"*061v9*","Diego Carlos","AVL","D","334","W (Fri)","MCI 0<br/>@AVL 1 F","9.25","9.25","6%","346.61","5%","-2%","1","90","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1"
"*05ylx*","Dejan Kulusevski","TOT","M","17","Vroom","WHU 2<br/>@TOT 1 F","9","9","100%","44.11","100%","0%","1","90","0","3","0","1","2","6","1","0","0","2","0","2","0","0","0","0","0","2","0"
"*04f67*","Philip Billing","BOU","M","91","W (Fri)","BOU 2<br/>@CRY 0 F","9","9","75%","128.34","66%","-5.1%","1","27","0","1","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"*03v9d*","Son Heung-Min","TOT","F","7","deceptiv","WHU 2<br/>@TOT 1 F","8.5","8.5","100%","11.7","100%","0%","1","87","0","2","0","1","3","1","0","0","0","0","0","0","0","0","0","0","0","2","0"
"*061x2*","Darwin Nunez","LIV","F","37","Pancake","LIV 2<br/>@SHU 0 F","8.5","8.5","100%","22.9","100%","-0.1%","1","22","0","1","1","1","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0"
"*03sgc*","Jordan Ayew","CRY","F","66","W (Fri)","BOU 2<br/>@CRY 0 F","8.5","8.5","58%","131.25","77%","+1.1%","1","90","0","1","0","3","0","3","0","0","0","0","0","1","0","2","0","0","0","2","0"
"*062dt*","Joao Palhinha","FUL","M","112","W (Fri)","NOT 0<br/>@FUL 5 F","8.5","8.5","29%","144.84","61%","+5.3%","1","78","0","0","0","0","6","1","0","0","0","1","1","0","0","2","0","0","0","0","1"
"*0574a*","Giovani Lo Celso","TOT","M","228","deceptiv","WHU 2<br/>@TOT 1 F","8.5","8.5","17%","225.52","56%","+22.7%","1","66","0","3","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0"
"*061va*","Boubacar Kamara","AVL","M","134","W (Fri)","MCI 0<br/>@AVL 1 F","8.5","8.5","3%","390.21","21%","-1.1%","1","90","0","3","0","0","0","1","1","0","0","3","0","1","0","0","0","0","0","0","1"
"*02lp7*","Andros Townsend","LUT","M","257","W (Fri)","ARS 4<br/>@LUT 3 F","8.5","8.5","0%","-","5%","-0.8%","1","61","0","1","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","3","0"
"*06eka*","Igor Julio dos Santos de Paulo","BHA","D","371","W (Fri)","BRF 1<br/>@BHA 2 F","8.5","8.5","2%","391.63","2%","+0.2%","1","90","0","0","0","0","2","0","0","0","0","1","2","1","1","5","0","0","0","1","0"
"*04qfz*","Diogo Dalot","MUN","D","58","4b. DcbB","CHE 1<br/>@MUN 2 F","8.25","8.25","99%","79.85","98%","+0.2%","1","90","0","3","0","0","1","0","1","0","1","0","1","2","0","2","0","0","0","1","0"
"*05ybq*","Vitalii Mykolenko","EVE","D","72","avitek","NEW 0<br/>@EVE 3 F","8.25","8.25","4%","386.04","79%","-0.5%","1","90","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","1"
"*06do9*","Milos Kerkez","BOU","D","280","W (Fri)","BOU 2<br/>@CRY 0 F","8.25","8.25","39%","142.49","16%","+1.6%","1","90","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","1"
"*05w9q*","Odsonne Edouard","CRY","F","42","Adam","BOU 2<br/>@CRY 0 F","8","8","18%","223.07","82%","+1.4%","1","90","0","3","0","0","0","1","1","0","0","0","2","2","0","5","0","0","0","2","0"
"*04tzt*","Jefferson Lerma","CRY","M","111","W (Fri)","BOU 2<br/>@CRY 0 F","8","8","13%","287.96","50%","-0.6%","1","85","0","2","0","0","2","1","0","0","1","0","0","0","0","3","0","0","0","1","0"
"*03rxs*","Harry Wilson","FUL","M","132","W (Fri)","NOT 0<br/>@FUL 5 F","8","8","90%","100.69","41%","+4.5%","1","26","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ab3*","Lewis Miley","NEW","M","299","Pancake","NEW 0<br/>@EVE 3 F","8","8","0%","1154.7","24%","+6.7%","1","88","0","2","0","0","1","1","0","0","0","0","1","2","1","1","0","0","0","2","0"
"*06fxf*","Sofyan Amrabat","MUN","M","316","W (Fri)","CHE 1<br/>@MUN 2 F","8","8","0%","-","10%","-0.5%","1","90","0","1","0","0","4","0","0","0","0","0","0","2","0","0","0","0","0","1","0"
"*05omu*","Ruben Dias","MCI","D","239","W (Fri)","MCI 0<br/>@AVL 1 F","7.75","7.75","98%","68.97","83%","-2.7%","1","90","0","0","0","0","2","1","0","0","0","2","9","0","3","1","0","0","0","1","0"
"*06cm1*","Nicolas Jackson","CHE","F","47","Pancake","CHE 1<br/>@MUN 2 F","7.5","7.5","99%","48.96","98%","+0.4%","1","90","0","2","0","1","0","1","0","0","0","1","1","1","0","0","0","0","0","2","0"
"*0554i*","Joelinton","NEW","M","86","4b. DcbB","NEW 0<br/>@EVE 3 F","7.5","7.5","100%","65.59","95%","+2.7%","1","90","0","3","0","0","0","2","0","0","0","0","1","2","0","1","0","0","0","3","0"
"*049tq*","Dominic Calvert-Lewin","EVE","F","117","XXX","NEW 0<br/>@EVE 3 F","7.5","7.5","82%","115.08","80%","-2.2%","1","84","0","1","0","3","0","4","1","0","0","0","0","0","0","7","0","0","0","0","1"
"*068y0*","Antoine Semenyo","BOU","F","103","avitek","BOU 2<br/>@CRY 0 F","7.5","7.5","0%","1069.48","46%","+12.1%","1","61","0","1","0","1","2","0","0","0","1","0","2","0","0","1","0","0","0","0","1"
"*06f7b*","Vinicius de Souza Costa","SHU","M","187","W (Fri)","LIV 2<br/>@SHU 0 F","7.5","7.5","0%","1193.43","3%","-0.3%","1","85","0","0","0","0","4","0","0","0","0","1","4","0","0","5","0","0","0","1","0"
"*06fwi*","Carlos Baleba","BHA","M","281","W (Fri)","BRF 1<br/>@BHA 2 F","7.5","7.5","0%","-","3%","+0.2%","1","83","0","2","0","0","2","2","0","0","0","1","3","0","0","3","0","0","0","1","0"
"*05trk*","Saman Ghoddos","BRF","F","287","W (Fri)","BRF 1<br/>@BHA 2 F","7.5","7.5","0%","-","1%","+0.9%","1","90","0","1","0","0","4","1","0","0","1","1","0","0","0","0","0","0","0","2","0"
"*04fk6*","Bernardo Silva","MCI","M","44","Vroom","MCI 0<br/>@AVL 1 F","7","7","100%","58.45","100%","+0.1%","1","90","0","1","0","0","2","0","0","0","1","0","1","2","0","0","0","0","0","1","0"
"*0647t*","Lucas Paqueta","WHU","M","49","deceptiv","WHU 2<br/>@TOT 1 F","7","7","100%","51.96","100%","-0.3%","1","90","0","1","0","1","2","3","0","0","0","1","1","1","0","1","0","0","0","1","0"
"*05gcp*","Tomas Soucek","WHU","M","52","dsb_ff","WHU 2<br/>@TOT 1 F","7","7","59%","136.66","90%","-1%","1","90","0","0","0","0","1","0","0","0","0","4","5","0","0","4","0","0","0","1","0"
"*06fv8*","Mohammed Kudus","WHU","M","79","XXX","WHU 2<br/>@TOT 1 F","7","7","0%","-","79%","+1.9%","1","87","0","1","0","1","2","2","0","0","1","0","0","1","0","0","0","0","0","1","0"
"*052cc*","Billy Gilmour","BHA","M","147","W (Fri)","BRF 1<br/>@BHA 2 F","7","7","3%","397.71","29%","-1.1%","1","90","0","3","0","0","0","1","1","0","0","1","1","0","1","3","0","0","0","1","0"
"*03dx3*","Kieran Trippier","NEW","D","5","XXX","NEW 0<br/>@EVE 3 F","6.75","6.75","100%","11.57","100%","0%","1","90","0","2","0","1","2","0","0","0","1","0","3","1","1","1","0","0","0","3","0"
"*062p5*","Levi Colwill","CHE","D","97","Maddihat","CHE 1<br/>@MUN 2 F","6.75","6.75","82%","119.31","88%","+3.1%","1","90","0","1","0","0","1","0","0","0","0","3","3","0","0","4","0","0","0","2","0"
"*03fgo*","Dominic Solanke","BOU","F","34","4b. DcbB","BOU 2<br/>@CRY 0 F","6.5","6.5","88%","107.93","98%","+0.6%","1","87","0","0","0","1","0","2","0","0","0","1","1","3","0","3","0","0","0","0","1"
"*068ym*","Enzo Fernandez","CHE","M","82","avitek","CHE 1<br/>@MUN 2 F","6.5","6.5","99%","73.22","94%","+4.8%","1","90","0","0","0","1","2","1","0","0","0","1","2","1","0","2","0","0","0","2","0"
"*067yv*","Cody Gakpo","LIV","F","172","Pancake","LIV 2<br/>@SHU 0 F","6.5","6.5","100%","26.86","92%","+3.3%","1","85","0","1","0","0","1","0","0","0","0","0","0","3","0","1","0","0","0","0","1"
"*06exb*","Rasmus Hojlund","MUN","F","250","Maddihat","CHE 1<br/>@MUN 2 F","6.5","6.5","74%","60.82","79%","-1.5%","1","83","0","2","0","1","0","1","0","0","0","0","1","1","0","0","0","0","0","1","0"
"*03dyl*","Jeffrey Schlupp","CRY","M","130","W (Fri)","BOU 2<br/>@CRY 0 F","6.5","6.5","6%","358.17","26%","+1.4%","1","68","0","0","0","0","5","1","0","0","0","0","0","1","0","2","0","0","0","1","0"
"*06f81*","Edson Alvarez","WHU","M","225","W (Fri)","WHU 2<br/>@TOT 1 F","6.5","6.5","7%","327.35","12%","-0.3%","1","90","0","0","0","0","2","1","1","0","0","5","3","0","2","0","0","0","0","1","0"
"*03rxa*","Idrissa Gueye","EVE","M","184","W (Fri)","NEW 0<br/>@EVE 3 F","6.5","6.5","4%","385.67","9%","+2%","1","90","0","1","0","0","4","0","1","0","0","1","0","0","0","1","0","0","0","0","1"
"*06c6n*","Andre Brooks","SHU","M","383","W (Fri)","LIV 2<br/>@SHU 0 F","6.5","6.5","0%","-","0%","+0.1%","1","73","0","0","0","0","2","0","0","0","0","2","0","2","0","1","0","0","0","1","0"
"*05ohc*","Sergio Reguilon","MUN","D","311","W (Fri)","CHE 1<br/>@MUN 2 F","6.25","6.25","8%","313.72","10%","-2.3%","1","45","0","2","0","0","2","0","1","0","0","2","1","0","0","0","0","0","0","0","0"
"*03aqp*","Mohamed Salah","LIV","F","2","Vroom","LIV 2<br/>@SHU 0 F","6","6","100%","2.86","100%","0%","1","66","0","1","0","2","0","2","0","0","0","0","0","1","0","0","0","0","0","0","1"
