"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","%D","ADP","Ros","+/-","GP","Min","G","KP","AT","SOT","TkW","DIS","YC","RC","ACNC","Int","CLR","CoS","BS","AER","PKM","PKD","OG","GAO","CS"
"*05w9m*","Emerson Royal","TOT","D","306","FA","EVE 1<br/>@TOT 2 F","15.75","15.75","29%","149.17","23%","-2.8%","1","90","0","1","0","0","4","1","0","0","1","8","5","1","0","1","0","0","0","1","0"
"*03aqp*","Mohamed Salah","LIV","F","1","Vroom","ARS 1<br/>@LIV 1 F","15.5","15.5","100%","2.86","100%","0%","1","90","1","2","0","2","1","3","1","0","0","0","0","1","0","0","0","0","0","1","0"
"*04spp*","Douglas Luiz","AVL","M","21","Maddihat","SHU 1<br/>@AVL 1 F","15.5","15.5","97%","92.31","100%","+0.1%","1","90","0","2","1","0","0","0","0","0","1","2","0","0","0","5","0","0","0","1","0"
"*03sgc*","Jordan Ayew","CRY","F","83","W (Fri)","BHA 1<br/>@CRY 1 F","15.5","15.5","58%","131.26","72%","+2.4%","1","69","1","0","0","2","0","1","0","0","0","1","0","1","1","0","0","0","0","0","1"
"*05r9b*","Martin Odegaard","ARS","M","23","avitek","ARS 1<br/>@LIV 1 F","15","15","100%","8.52","100%","-0.1%","1","90","0","3","1","0","3","4","0","0","1","0","2","0","1","0","0","0","0","1","0"
"*06cm0*","Christopher Nkunku","CHE","F","379","Vroom","CHE 1<br/>@WOL 2 F","15","15","98%","43.91","98%","+0.9%","1","30","1","0","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0"
"*05ogb*","Anthony Elanga","NOT","F","39","Kish123","BOU 3<br/>@NOT 2 F","15","15","42%","145.11","70%","+0.4%","1","90","1","0","0","2","1","3","0","0","0","1","0","1","0","1","0","0","0","3","0"
"*02lnx*","Danny Welbeck","BHA","F","269","FA","BHA 1<br/>@CRY 1 F","15","15","34%","150.19","20%","+3.6%","1","45","1","2","0","1","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0"
"*06c6a*","Alfie Doughty","LUT","M","37","Vroom","NEW 0<br/>@LUT 1 F","14.5","14.5","48%","142.28","75%","+2.7%","1","90","0","2","0","0","1","0","0","0","2","3","0","3","0","1","0","0","0","0","1"
"*02lp5*","Adam Smith","BOU","D","218","dsb_ff","BOU 3<br/>@NOT 2 F","14.25","14.25","0%","1188.65","14%","+7.2%","1","90","0","2","1","0","1","0","0","0","3","2","1","0","1","0","0","0","0","2","0"
"*068a7*","Pablo Sarabia","WOL","M","118","Adam","CHE 1<br/>@WOL 2 F","14","14","8%","332.69","59%","+5.1%","1","74","0","4","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1"
"*04u6l*","Andre Gomes","EVE","M","381","FA","EVE 1<br/>@TOT 2 F","14","14","0%","1103.66","4%","+3.6%","1","65","1","2","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"*04fyc*","Charlie Taylor","BUR","D","213","W (Fri)","BUR 2<br/>@FUL 0 F","14","14","1%","1117.25","3%","0%","1","90","0","1","0","0","0","0","0","0","1","4","4","0","0","0","0","0","0","0","1"
"*05a6e*","Neco Williams","NOT","D","228","W (Fri)","BOU 3<br/>@NOT 2 F","13.75","13.75","18%","229.02","25%","-4.5%","1","90","0","2","0","0","5","1","0","0","2","1","5","1","2","4","0","0","0","3","0"
"*06c5z*","Gabriel Osho","LUT","D","271","W (Fri)","NEW 0<br/>@LUT 1 F","13.75","13.75","0%","1146.2","3%","+2.3%","1","90","0","0","0","0","2","2","0","0","0","2","7","0","2","1","0","0","0","0","1"
"*02lkp*","Raheem Sterling","CHE","F","22","4b. DcbB","CHE 1<br/>@WOL 2 F","13.5","13.5","100%","57.77","99%","-0.5%","1","90","0","2","1","1","1","3","1","0","1","1","0","2","0","0","0","0","0","2","0"
"*02m4d*","Craig Dawson","WOL","D","171","W (Fri)","CHE 1<br/>@WOL 2 F","13.5","13.5","3%","384.23","17%","-1%","1","69","0","0","0","0","0","0","0","0","0","1","2","0","3","3","0","0","0","0","1"
"*05o4c*","Timothy Castagne","FUL","D","177","W (Fri)","BUR 2<br/>@FUL 0 F","13.25","13.25","0%","-","30%","-10.3%","1","90","0","2","0","1","1","0","0","0","1","3","1","2","0","4","0","0","0","2","0"
"*06c4i*","Vitinho","BUR","D","364","W (Fri)","BUR 2<br/>@FUL 0 F","13.25","13.25","3%","385.38","1%","0%","1","90","0","0","0","0","2","0","0","0","1","0","5","1","0","2","0","0","0","0","1"
"*06fg0*","Gustavo Hamer","SHU","M","77","Maddihat","SHU 1<br/>@AVL 1 F","13","13","0%","1152.33","43%","+9.7%","1","31","0","2","1","0","0","0","0","0","0","0","1","2","1","0","0","0","0","1","0"
"*04mqv*","Emerson","WHU","D","164","FA","MUN 0<br/>@WHU 2 F","13","13","11%","292.83","39%","+1.4%","1","90","0","0","0","1","4","0","0","0","0","0","4","0","0","0","0","0","0","0","1"
"*05nzu*","Gabriel Magalhaes","ARS","D","126","XXX","ARS 1<br/>@LIV 1 F","12.75","12.75","99%","79.44","93%","+3.6%","1","90","1","0","0","1","0","0","0","0","0","0","7","0","1","0","0","0","0","1","0"
"*05opk*","Vladimir Coufal","WHU","D","70","Pancake","MUN 0<br/>@WHU 2 F","12.5","12.5","15%","266.53","80%","-0.1%","1","90","0","0","0","0","2","0","0","0","0","1","6","1","0","1","0","0","0","0","1"
"*06c5y*","Amari'i Bell","LUT","D","259","W (Fri)","NEW 0<br/>@LUT 1 F","12.5","12.5","15%","251.72","5%","+0.6%","1","75","0","1","0","0","2","0","0","0","0","0","6","1","0","0","0","0","0","0","1"
"*02m11*","Matt Doherty","WOL","D","301","W (Fri)","CHE 1<br/>@WOL 2 F","12.25","12.25","67%","131.74","16%","+0.2%","1","3","1","0","0","1","0","0","0","0","0","0","1","0","0","2","0","0","0","1","0"
"*05os4*","Rayan Ait-Nouri","WOL","D","253","Vroom","CHE 1<br/>@WOL 2 F","12.25","12.25","3%","382.04","16%","+4.2%","1","86","0","1","0","0","0","0","0","0","0","0","1","1","0","3","0","0","0","0","1"
"*06clx*","Jordan Beyer","BUR","D","202","W (Fri)","BUR 2<br/>@FUL 0 F","12.25","12.25","19%","209.02","8%","+0.1%","1","90","0","0","0","0","2","0","1","0","0","0","9","0","3","1","0","0","0","0","1"
"*03srg*","Trent Alexander-Arnold","LIV","D","7","deceptiv","ARS 1<br/>@LIV 1 F","12","12","100%","7.78","100%","0%","1","90","0","3","1","0","0","0","0","0","0","0","4","0","0","0","0","0","0","1","0"
"*0647t*","Lucas Paqueta","WHU","M","30","deceptiv","MUN 0<br/>@WHU 2 F","12","12","100%","51.95","100%","0%","1","90","0","3","1","0","2","6","1","0","0","0","1","1","0","2","0","0","0","0","1"
"*03r93*","Joseph Gomez","LIV","D","131","Vroom","ARS 1<br/>@LIV 1 F","12","12","1%","1125.87","56%","+39.2%","1","54","0","1","0","1","4","0","0","0","0","1","4","0","1","1","0","0","0","0","0"
"*02lpf*","Ross Barkley","LUT","M","123","deceptiv","NEW 0<br/>@LUT 1 F","12","12","9%","311.61","38%","+8.8%","1","90","0","2","1","0","0","1","1","0","0","1","0","2","0","1","0","0","0","0","1"
"*058vb*","Cameron Archer","SHU","F","117","W (Fri)","SHU 1<br/>@AVL 1 F","12","12","1%","1152.34","23%","+9.7%","1","88","1","0","0","1","0","1","0","0","0","0","1","1","0","1","0","0","0","0","1"
"*068yd*","Joao Gomes","WOL","M","188","W (Fri)","CHE 1<br/>@WOL 2 F","12","12","2%","1118.2","10%","+1.6%","1","90","0","1","0","1","4","2","0","0","1","2","0","1","1","0","0","0","0","1","0"
"*04ml6*","Konstantinos Mavropanos","WHU","D","377","FA","MUN 0<br/>@WHU 2 F","12","12","0%","-","1%","-0.5%","1","90","0","0","0","0","0","0","0","0","0","3","4","0","0","2","0","0","0","0","1"
"*05r8o*","Jean-Philippe Mateta","CRY","F","136","deceptiv","BHA 1<br/>@CRY 1 F","11.5","11.5","1%","1145.96","35%","+5.4%","1","90","0","3","0","1","1","2","1","0","0","0","1","3","0","5","0","0","0","1","0"
"*06c4o*","Lyle Foster","BUR","F","173","avitek","BUR 2<br/>@FUL 0 F","11","11","1%","1120.93","26%","+1%","1","64","0","2","1","0","0","2","0","0","0","0","0","0","1","2","0","0","0","0","1"
"*05oh0*","Jan-Paul van Hecke","BHA","D","235","FA","BHA 1<br/>@CRY 1 F","10.75","10.75","1%","1144.9","12%","+1%","1","90","0","1","0","0","2","0","0","0","0","3","3","0","1","4","0","0","0","1","0"
"*04gpx*","Dara O'Shea","BUR","D","176","W (Fri)","BUR 2<br/>@FUL 0 F","10.75","10.75","1%","1148.64","8%","-0.9%","1","90","0","0","0","0","0","0","0","0","0","0","7","0","1","2","0","0","0","0","1"
"*04io4*","Richarlison","TOT","F","93","Vroom","EVE 1<br/>@TOT 2 F","10.5","10.5","98%","80.14","96%","+0.4%","1","62","1","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1"
"*03arh*","Kurt Zouma","WHU","D","194","FA","MUN 0<br/>@WHU 2 F","10.5","10.5","12%","300.99","36%","-1.2%","1","90","0","0","0","0","0","0","0","0","0","2","6","0","1","0","0","0","0","0","1"
"*05o4b*","Matty Cash","AVL","D","133","W (Fri)","SHU 1<br/>@AVL 1 F","10.25","10.25","93%","106.79","85%","-7.7%","1","90","0","2","0","0","1","0","1","0","3","0","1","1","1","4","0","0","0","1","0"
"*038ze*","Alex Iwobi","FUL","M","76","Adam","BUR 2<br/>@FUL 0 F","10","10","94%","95.62","88%","-0.2%","1","90","0","3","0","1","1","2","0","0","0","0","1","2","0","0","0","0","0","2","0"
"*04f67*","Philip Billing","BOU","M","78","W (Fri)","BOU 3<br/>@NOT 2 F","10","10","75%","128.34","72%","-2%","1","80","0","0","1","1","0","1","0","0","0","2","1","0","0","1","0","0","0","2","0"
"*05afe*","Teden Mengi","LUT","D","232","W (Fri)","NEW 0<br/>@LUT 1 F","9.75","9.75","0%","1125.7","3%","+0.9%","1","90","0","0","0","0","0","0","1","0","0","3","3","1","0","1","0","0","0","0","1"
"*04p0d*","Dwight McNeil","EVE","M","47","deceptiv","EVE 1<br/>@TOT 2 F","9.5","9.5","96%","76.38","96%","0%","1","90","0","3","0","0","0","2","0","0","1","2","0","1","0","1","0","0","0","2","0"
"*02lnn*","Oliver Norwood","SHU","M","154","W (Fri)","SHU 1<br/>@AVL 1 F","9.5","9.5","13%","279.7","18%","-0.3%","1","90","0","2","0","1","0","0","0","0","0","2","3","0","1","1","0","0","0","1","0"
"*0666p*","Kobbie Mainoo","MUN","M","335","W (Fri)","MUN 0<br/>@WHU 2 F","9.5","9.5","1%","1142.21","12%","+1.5%","1","90","0","1","0","1","3","0","0","0","0","1","2","0","0","3","0","0","0","2","0"
"*04y92*","Bukayo Saka","ARS","M","2","Adam","ARS 1<br/>@LIV 1 F","9","9","100%","4.26","100%","0%","1","90","0","3","0","0","1","2","1","0","0","1","1","4","0","0","0","0","0","1","0"
"*068y0*","Antoine Semenyo","BOU","F","91","W (Fri)","BOU 3<br/>@NOT 2 F","9","9","0%","1069.56","46%","+2%","1","69","0","1","0","3","1","1","1","0","0","0","0","2","0","1","0","0","0","1","0"
"*06c6c*","Elijah Adebayo","LUT","F","150","avitek","NEW 0<br/>@LUT 1 F","9","9","18%","227.37","26%","+4.6%","1","79","0","2","0","1","0","3","0","0","0","0","2","3","0","3","0","0","0","0","1"
"*068lx*","Dango Ouattara","BOU","F","273","Kish123","BOU 3<br/>@NOT 2 F","9","9","55%","132.63","24%","+0.9%","1","81","0","1","0","0","3","1","0","0","1","0","3","1","1","3","0","0","0","2","0"
"*06ftl*","Nicolo Zaniolo","AVL","M","319","W (Fri)","SHU 1<br/>@AVL 1 F","9","9","0%","-","6%","+0.1%","1","8","1","0","0","1","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0"
"*02oq8*","James Ward-Prowse","WHU","M","14","Pancake","MUN 0<br/>@WHU 2 F","8.5","8.5","2%","291.99","85%","-0.2%","1","90","0","3","0","0","1","1","0","0","1","0","2","0","0","0","0","0","0","0","1"
"*0427d*","James Tarkowski","EVE","D","20","XXX","EVE 1<br/>@TOT 2 F","8.25","8.25","94%","94.54","98%","-0.4%","1","90","0","0","0","0","3","0","0","0","0","2","5","0","1","5","0","0","0","2","0"
"*04tm0*","Lucas Digne","AVL","D","45","Kish123","SHU 1<br/>@AVL 1 F","8.25","8.25","45%","140.34","90%","-0.2%","1","73","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","1"
"*05ylx*","Dejan Kulusevski","TOT","M","11","Vroom","EVE 1<br/>@TOT 2 F","8","8","100%","44.1","100%","0%","1","90","0","3","0","1","2","2","1","0","1","0","0","0","0","0","0","0","0","1","0"
"*05n07*","Pedro Porro","TOT","D","24","dsb_ff","EVE 1<br/>@TOT 2 F","8","8","100%","52.16","100%","-0.1%","1","90","0","1","0","0","3","0","0","0","0","1","4","3","0","0","0","0","0","1","0"
"*062dt*","Joao Palhinha","FUL","M","102","W (Fri)","BUR 2<br/>@FUL 0 F","8","8","29%","144.85","66%","+0.3%","1","81","0","1","0","1","2","0","1","0","0","2","1","0","0","4","0","0","0","2","0"
"*0649i*","Antony","MUN","F","196","avitek","MUN 0<br/>@WHU 2 F","7.5","7.5","99%","64.57","61%","-4.3%","1","72","0","2","0","1","1","3","0","0","1","0","0","1","0","0","0","0","0","1","0"
"*06f7b*","Vinicius de Souza Costa","SHU","M","162","W (Fri)","SHU 1<br/>@AVL 1 F","7.5","7.5","0%","1193.43","6%","+1.8%","1","90","0","0","0","0","4","0","0","0","0","2","3","0","0","3","0","0","0","1","0"
"*06f80*","Jacob Brown","LUT","F","174","W (Fri)","NEW 0<br/>@LUT 1 F","7.5","7.5","0%","1115.6","6%","+1.9%","1","90","0","3","0","1","0","3","0","0","0","0","1","0","0","2","0","0","0","0","1"
"*04e1e*","Ben White","ARS","D","68","Vroom","ARS 1<br/>@LIV 1 F","7.25","7.25","98%","87.23","99%","+0.3%","1","90","0","2","0","0","2","0","1","0","0","5","1","0","0","0","0","0","0","1","0"
"*05w7t*","Pape Sarr","TOT","M","95","4b. DcbB","EVE 1<br/>@TOT 2 F","7","7","2%","371.78","66%","-1.2%","1","72","0","0","0","2","0","0","0","0","0","0","0","1","0","2","0","0","0","0","1"
"*05u7f*","Ibrahima Konate","LIV","D","152","Pancake","ARS 1<br/>@LIV 1 F","6.75","6.75","94%","105.16","79%","-2%","1","90","0","1","0","0","3","1","0","0","0","0","1","0","2","2","0","0","0","1","0"
"*05yg5*","Toti","WOL","D","237","W (Fri)","CHE 1<br/>@WOL 2 F","6.75","6.75","0%","1227.2","4%","+0.5%","1","90","0","0","0","1","2","0","0","0","0","0","3","1","2","1","0","0","0","1","0"
"*05os8*","Joachim Andersen","CRY","D","36","deceptiv","BHA 1<br/>@CRY 1 F","6.5","6.5","47%","142.45","92%","+0.2%","1","90","0","1","0","0","2","0","0","0","0","1","2","2","1","0","0","0","0","1","0"
"*05gcp*","Tomas Soucek","WHU","M","62","dsb_ff","MUN 0<br/>@WHU 2 F","6.5","6.5","59%","136.68","87%","-1%","1","90","0","0","0","0","1","0","0","0","0","1","1","0","1","5","0","0","0","0","1"
"*06cmm*","Dominik Szoboszlai","LIV","M","28","Kish123","ARS 1<br/>@LIV 1 F","6","6","100%","33.73","100%","-0.3%","1","90","0","0","0","0","3","2","0","0","0","1","0","2","1","0","0","0","0","1","0"
"*03r8x*","Callum Wilson","NEW","F","92","dsb_ff","NEW 0<br/>@LUT 1 F","6","6","100%","49.18","97%","-0.9%","1","90","0","1","0","1","0","2","0","0","0","1","0","1","0","2","0","0","0","1","0"
"*0639x*","Marcus Tavernier","BOU","M","56","4b. DcbB","BOU 3<br/>@NOT 2 F","6","6","34%","147.52","90%","+0.2%","1","90","0","2","0","0","0","2","0","0","2","0","0","1","0","0","0","0","0","2","0"
"*05l8q*","Cole Palmer","CHE","M","32","Kish123","CHE 1<br/>@WOL 2 F","6","6","16%","248.03","85%","-0.6%","1","90","0","3","0","0","2","2","1","0","0","0","1","1","0","0","0","0","0","2","0"
"*049tq*","Dominic Calvert-Lewin","EVE","F","120","Adam","EVE 1<br/>@TOT 2 F","6","6","82%","115.08","82%","-1.8%","1","90","0","1","0","1","0","0","0","0","0","0","1","0","0","4","0","0","0","2","0"
"*03rxs*","Harry Wilson","FUL","M","107","W (Fri)","BUR 2<br/>@FUL 0 F","6","6","90%","100.68","61%","-8.5%","1","90","0","1","0","1","0","1","0","0","1","1","0","0","0","1","0","0","0","2","0"
"*04spq*","Jack Harrison","EVE","M","134","4b. DcbB","EVE 1<br/>@TOT 2 F","6","6","0%","1101.61","56%","-2.5%","1","65","0","1","0","1","0","2","0","0","0","2","1","1","0","0","0","0","0","2","0"
"*03yeg*","Tosin Adarabioyo","FUL","D","251","Adam","BUR 2<br/>@FUL 0 F","6","6","2%","388.1","28%","-4.6%","1","90","0","1","0","0","1","0","0","0","0","3","4","0","1","2","0","0","0","2","0"
"*04rd0*","Bobby De Cordova-Reid","FUL","F","201","W (Fri)","BUR 2<br/>@FUL 0 F","6","6","8%","329.22","11%","+1.2%","1","24","0","2","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0"
"*02lkj*","Jack Robinson","SHU","D","350","W (Fri)","SHU 1<br/>@AVL 1 F","5.75","5.75","1%","1164.18","4%","+1.5%","1","90","0","0","0","0","1","0","0","0","0","1","7","0","0","4","0","0","0","1","0"
"*04mdn*","Anthony Gordon","NEW","M","15","4b. DcbB","NEW 0<br/>@LUT 1 F","5.5","5.5","71%","128.42","97%","0%","1","90","0","1","0","0","1","1","0","0","1","0","0","2","0","0","0","0","0","1","0"
"*02lsa*","Dan Burn","NEW","D","94","dsb_ff","NEW 0<br/>@LUT 1 F","5.5","5.5","96%","103.55","96%","+0.3%","1","84","0","0","0","0","1","0","0","0","0","2","2","0","0","4","0","0","0","1","0"
"*04ug0*","Sean Longstaff","NEW","M","180","W (Fri)","NEW 0<br/>@LUT 1 F","5.5","5.5","1%","1131.23","36%","-0.7%","1","90","0","3","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0"
"*0328q*","Tom Cairney","FUL","M","155","Vroom","BUR 2<br/>@FUL 0 F","5.5","5.5","0%","1180.6","24%","-2.4%","1","90","0","1","0","0","1","1","0","0","0","1","0","1","0","2","0","0","0","2","0"
"*052cc*","Billy Gilmour","BHA","M","179","FA","BHA 1<br/>@CRY 1 F","5.5","5.5","3%","397.7","24%","-1.6%","1","90","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0","0","1","0"
"*061y6*","Ryan Yates","NOT","M","246","W (Fri)","BOU 3<br/>@NOT 2 F","5.5","5.5","0%","1174.93","1%","-0.5%","1","90","0","1","0","0","2","0","0","0","0","0","2","0","0","3","0","0","0","3","0"
"*0646f*","Alexander Isak","NEW","F","49","avitek","NEW 0<br/>@LUT 1 F","5","5","100%","19.91","99%","+0.1%","1","51","0","1","0","0","0","1","0","0","0","1","0","2","0","1","0","0","0","0","0"
"*06dn2*","Zeki Amdouni","BUR","F","104","W (Fri)","BUR 2<br/>@FUL 0 F","5","5","8%","324.92","23%","-3.3%","1","79","0","0","0","0","1","0","0","0","0","2","1","1","1","0","0","0","0","0","1"
"*06fy5*","Mike Tresor","BUR","F","324","W (Fri)","BUR 2<br/>@FUL 0 F","5","5","0%","-","0%","+0.1%","1","43","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"*0558w*","William Saliba","ARS","D","119","Maddihat","ARS 1<br/>@LIV 1 F","4.75","4.75","99%","65.12","98%","+0.8%","1","90","0","0","0","0","2","2","0","0","0","1","3","0","1","3","0","0","0","1","0"
"*03pig*","Jamaal Lascelles","NEW","D","146","W (Fri)","NEW 0<br/>@LUT 1 F","4.75","4.75","0%","1141.46","46%","-13.9%","1","36","0","0","0","0","1","0","0","0","0","1","3","0","0","4","0","0","0","1","0"
"*062ci*","Kaoru Mitoma","BHA","M","34","Kish123","BHA 1<br/>@CRY 1 F","4.5","4.5","100%","19.36","99%","-0.9%","1","82","0","0","0","2","1","3","0","0","0","0","0","1","0","0","0","0","0","1","0"
"*05g2o*","Joao Pedro","BHA","F","80","Maddihat","BHA 1<br/>@CRY 1 F","4.5","4.5","99%","71.69","94%","-1.3%","1","90","0","0","0","0","2","2","0","0","0","1","2","1","0","3","0","0","0","1","0"
"*03rzp*","Antonee Robinson","FUL","D","55","deceptiv","BUR 2<br/>@FUL 0 F","4.5","4.5","83%","116.1","93%","-0.7%","1","81","0","0","0","0","1","0","0","0","1","2","2","3","0","1","0","0","0","2","0"
"*05ybq*","Vitalii Mykolenko","EVE","D","81","avitek","EVE 1<br/>@TOT 2 F","4.5","4.5","4%","385.94","80%","+1.2%","1","90","0","1","0","1","1","1","0","0","1","2","4","0","0","0","0","0","0","2","0"
"*061ve*","Ryan Christie","BOU","M","59","dsb_ff","BOU 3<br/>@NOT 2 F","4.5","4.5","8%","336.31","66%","-0.7%","1","90","0","1","0","0","0","2","1","0","1","1","0","3","0","1","0","0","0","2","0"
"*04civ*","Scott McTominay","MUN","M","86","W (Fri)","MUN 0<br/>@WHU 2 F","4.5","4.5","4%","373.02","64%","-4.7%","1","90","0","1","0","0","1","1","0","0","0","0","5","0","0","4","0","0","0","2","0"
"*04yey*","Max Kilman","WOL","D","172","W (Fri)","CHE 1<br/>@WOL 2 F","4.5","4.5","19%","216.84","36%","-0.2%","1","90","0","0","0","0","1","0","0","0","0","0","6","0","2","2","0","0","0","1","0"
"*04xjr*","Harvey Elliott","LIV","M","215","W (Fri)","ARS 1<br/>@LIV 1 F","4.5","4.5","14%","274.92","25%","+16.8%","1","21","0","1","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"*055sf*","Arnaut Danjuma Groeneveld","EVE","F","265","FA","EVE 1<br/>@TOT 2 F","4.5","4.5","54%","135.85","16%","-0.1%","1","23","0","0","0","2","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"*04o82*","Curtis Jones","LIV","M","378","W (Fri)","ARS 1<br/>@LIV 1 F","4.5","4.5","34%","150.29","15%","-4.8%","1","67","0","1","0","0","1","1","0","0","0","1","0","0","0","2","0","0","0","1","0"
"*06fso*","Wataru Endo","LIV","M","288","W (Fri)","ARS 1<br/>@LIV 1 F","4.5","4.5","0%","1188.6","8%","+1.1%","1","90","0","0","0","0","3","0","1","0","1","2","1","0","0","1","0","0","0","1","0"
"*052cg*","Yasser Larouci","SHU","D","424","W (Fri)","SHU 1<br/>@AVL 1 F","4.5","4.5","0%","1149.9","1%","-0.1%","1","57","0","0","0","0","4","0","1","0","0","1","2","1","0","0","0","0","0","0","0"
"*062a9*","Sven Botman","NEW","D","223","Maddihat","NEW 0<br/>@LUT 1 F","4.25","4.25","99%","82.66","91%","+4%","1","52","0","0","0","0","2","1","0","0","0","0","3","0","1","1","0","0","0","0","0"
"*062cl*","Issa Kabore","LUT","D","238","W (Fri)","NEW 0<br/>@LUT 1 F","4.25","4.25","6%","353.93","7%","-1.5%","1","45","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"*06dq8*","Moussa Diaby","AVL","F","33","Vroom","SHU 1<br/>@AVL 1 F","4","4","98%","49.14","96%","-1.3%","1","73","0","0","0","1","0","1","0","0","0","0","0","2","0","1","0","0","0","0","1"
"*051k8*","Conor Gallagher","CHE","M","41","Maddihat","CHE 1<br/>@WOL 2 F","4","4","59%","137.81","95%","-0.1%","1","90","0","0","0","1","1","2","1","0","1","1","0","2","0","0","0","0","0","2","0"
"*067yv*","Cody Gakpo","LIV","F","143","Pancake","ARS 1<br/>@LIV 1 F","4","4","100%","26.86","87%","+2.8%","1","67","0","2","0","0","0","3","0","0","0","0","0","0","0","3","0","0","0","1","0"
