"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","%D","ADP","Ros %","+/-","GP","Min","G","KP","AT","SOT","TkW","DIS","YC","RC","ACNC","Int","CLR","CoS","BS","AER","PKM","PKD","OG","GAO","CS"
"*068ym*","Enzo Fernandez","CHE","M","104","avitek","CHE 4<br/>@BUR 1 F","4.5","4.5","99%","73.24","97%","+0.8%","1","90","0","0","0","1","2","2","1","0","0","2","0","1","0","1","0","0","0","1","0"
"*05u1m*","Nathan Collins","BRF","D","116","Pancake","BRF 1<br/>@MUN 2 F","4.5","4.5","5%","349.33","37%","+0.3%","1","90","0","0","0","0","1","0","1","0","0","2","6","1","1","4","0","0","0","2","0"
"*05opj*","Elliot Anderson","NEW","M","113","avitek","NEW 2<br/>@WHU 2 F","4.5","4.5","16%","239.66","35%","+6.8%","1","88","0","1","0","0","0","2","0","0","0","1","1","2","0","1","0","0","0","2","0"
"*06fxe*","Ryan Gravenberch","LIV","M","330","W (Thu)","LIV 2<br/>@BHA 2 F","4.5","4.5","0%","-","34%","-2.4%","1","45","0","0","0","1","0","0","0","0","0","1","2","1","0","1","0","0","0","1","0"
"*055se*","Marvelous Nakamba","LUT","M","129","W (Thu)","TOT 1<br/>@LUT 0 F","4.5","4.5","6%","363.96","13%","-15.7%","1","90","0","1","0","0","2","1","0","0","0","0","3","1","0","0","0","0","0","1","0"
"*06fy7*","Nicolas Dominguez","NOT","M","221","Kish123","NOT 0<br/>@CRY 0 F","4.5","4.5","0%","-","12%","+9%","1","90","0","0","0","1","0","0","0","0","0","1","2","0","0","1","0","0","0","0","1"
"*06fxu*","Ibrahim Sangare","NOT","M","265","W (Thu)","NOT 0<br/>@CRY 0 F","4.5","4.5","0%","-","8%","-2.1%","1","75","0","1","0","0","1","2","0","0","0","0","0","1","0","1","0","0","0","0","1"
"*061vj*","Kieffer Moore","BOU","F","342","W (Thu)","BOU 0<br/>@EVE 3 F","4.5","4.5","0%","1158.6","0%","0%","1","23","0","1","0","1","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0"
"*02lsa*","Dan Burn","NEW","D","69","dsb_ff","NEW 2<br/>@WHU 2 F","4.25","4.25","96%","103.55","98%","+3%","1","90","0","1","0","1","0","1","0","0","1","1","3","0","0","2","0","0","0","2","0"
"*046c5*","Jarrod Bowen","WHU","M","12","dsb_ff","NEW 2<br/>@WHU 2 F","4","4","100%","32.51","100%","0%","1","90","0","0","0","1","1","0","0","0","0","0","0","0","0","2","0","0","0","2","0"
"*05o4b*","Matty Cash","AVL","D","73","deceptiv","AVL 1<br/>@WOL 1 F","4","4","93%","106.8","98%","+1.4%","1","81","0","0","0","1","2","1","0","0","0","2","2","0","0","0","0","0","0","1","0"
"*06fup*","Jeremy Doku","MCI","F","99","Kish123","MCI 0<br/>@ARS 1 F","4","4","0%","1026.6","83%","+0.4%","1","21","0","0","0","0","1","0","0","0","0","2","1","1","0","0","0","0","0","1","0"
"*03arh*","Kurt Zouma","WHU","D","95","W (Thu)","NEW 2<br/>@WHU 2 F","4","4","12%","301.11","62%","-2.3%","1","90","0","0","0","0","0","0","0","0","0","4","4","0","0","3","0","0","0","2","0"
"*037wp*","Christian Eriksen","MUN","M","127","W (Thu)","BRF 1<br/>@MUN 2 F","4","4","76%","122.26","60%","-7.1%","1","45","0","1","0","1","0","1","0","0","0","0","2","0","0","1","0","0","0","0","0"
"*06c6c*","Elijah Adebayo","LUT","F","194","W (Thu)","TOT 1<br/>@LUT 0 F","4","4","18%","227.45","7%","-0.1%","1","66","0","1","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","1","0"
"*06f7b*","Vinicius de Souza Costa","SHU","M","164","W (Thu)","SHU 1<br/>@FUL 3 F","4","4","0%","1193.43","4%","+1.1%","1","90","0","0","0","0","1","1","0","0","0","1","4","2","0","1","0","0","0","3","0"
"*03bmf*","Cauley Woodrow","LUT","F","266","W (Thu)","TOT 1<br/>@LUT 0 F","4","4","0%","1122.99","0%","0%","1","22","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"*045c8*","Gabriel Jesus","ARS","F","140","Adam","MCI 0<br/>@ARS 1 F","3.5","3.5","100%","20.8","100%","0%","1","90","0","0","0","0","3","3","1","0","0","1","1","3","0","0","0","0","0","0","1"
"*068lx*","Dango Ouattara","BOU","F","270","Adam","BOU 0<br/>@EVE 3 F","3.5","3.5","55%","132.65","29%","+2.7%","1","56","0","1","0","0","0","1","0","0","1","0","2","0","0","2","0","0","0","2","0"
"*0435s*","Joel Matip","LIV","D","201","W (Thu)","LIV 2<br/>@BHA 2 F","3.5","3.5","3%","375.83","26%","+4%","1","72","0","0","0","0","1","1","0","0","0","1","4","0","2","1","0","0","0","1","0"
"*06f81*","Edson Alvarez","WHU","M","244","W (Thu)","NEW 2<br/>@WHU 2 F","3.5","3.5","7%","327.61","14%","-2%","1","90","0","0","0","0","2","0","0","0","0","0","2","1","0","1","0","0","0","2","0"
"*06cmv*","Mads Andersen","LUT","D","178","W (Thu)","TOT 1<br/>@LUT 0 F","3.5","3.5","1%","1128.78","2%","-2%","1","58","0","0","0","0","3","0","0","0","0","2","2","0","0","0","0","0","0","1","0"
"*05uel*","Kristoffer Ajer","BRF","D","242","W (Thu)","BRF 1<br/>@MUN 2 F","3.5","3.5","0%","1146.93","2%","-0.1%","1","90","0","1","0","0","2","0","0","0","0","0","6","1","0","1","0","0","0","2","0"
"*04gyz*","Jairo Riedewald","CRY","M","349","W (Thu)","NOT 0<br/>@CRY 0 F","3.5","3.5","0%","1137.13","0%","+0.3%","1","74","0","0","0","0","1","1","0","0","0","1","0","1","0","0","0","0","0","0","1"
"*06c5x*","Tom Lockyer","LUT","D","181","W (Thu)","TOT 1<br/>@LUT 0 F","3.25","3.25","38%","147.39","16%","-2.7%","1","80","0","0","0","0","1","0","1","0","0","3","5","1","0","1","0","0","0","1","0"
"*0635j*","Chris Richards","CRY","D","369","W (Thu)","NOT 0<br/>@CRY 0 F","3.25","3.25","0%","1140.6","0%","0%","1","14","0","0","0","0","0","0","0","0","0","1","1","0","0","2","0","0","0","0","0"
"*05g2o*","Joao Pedro","BHA","F","55","Maddihat","LIV 2<br/>@BHA 2 F","3","3","99%","71.71","96%","+1.7%","1","88","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","0"
"*06cms*","Sandro Tonali","NEW","M","152","avitek","NEW 2<br/>@WHU 2 F","3","3","98%","79.61","87%","-0.9%","1","90","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"*05tr8*","Christian Norgaard","BRF","M","63","deceptiv","BRF 1<br/>@MUN 2 F","3","3","19%","219.62","67%","+11.8%","1","90","0","0","0","1","1","0","1","0","0","2","4","0","0","0","0","0","0","2","0"
"*05uns*","Leon Bailey","AVL","F","126","W (Thu)","AVL 1<br/>@WOL 1 F","3","3","43%","143.88","57%","+1%","1","7","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"*04mi4*","Callum Hudson-Odoi","NOT","F","198","Vroom","NOT 0<br/>@CRY 0 F","3","3","4%","375.59","38%","-5.2%","1","65","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","1"
"*04io3*","Mario Lemina","WOL","M","157","W (Thu)","AVL 1<br/>@WOL 1 F","3","3","0%","1184.06","11%","-0.7%","1","88","0","0","0","1","2","0","0","1","0","3","0","1","1","2","0","0","0","1","0"
"*05oh0*","Jan-Paul van Hecke","BHA","D","252","W (Thu)","LIV 2<br/>@BHA 2 F","3","3","1%","1144.94","7%","-1.6%","1","26","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0"
"*04azm*","Connor Roberts","BUR","D","719","W (Thu)","CHE 4<br/>@BUR 1 F","3","3","24%","159.77","7%","-1.3%","1","28","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"*05ue7*","Frank Onyeka","BRF","M","234","W (Thu)","BRF 1<br/>@MUN 2 F","3","3","0%","-","0%","0%","1","19","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","2","0"
"*03pig*","Jamaal Lascelles","NEW","D","268","W (Thu)","NEW 2<br/>@WHU 2 F","2.75","2.75","0%","1141.2","15%","+7.9%","1","90","0","0","0","0","0","0","0","0","0","0","3","0","0","6","0","0","0","2","0"
"*02m4d*","Craig Dawson","WOL","D","191","W (Thu)","AVL 1<br/>@WOL 1 F","2.75","2.75","3%","384.06","14%","-0.2%","1","90","0","1","0","0","0","0","1","0","0","0","7","0","1","2","0","0","0","1","0"
"*04fk1*","Pascal Gross","BHA","M","32","deceptiv","LIV 2<br/>@BHA 2 F","2.5","2.5","100%","36.26","100%","+0.3%","1","90","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","2","0"
"*0647t*","Lucas Paqueta","WHU","M","52","deceptiv","NEW 2<br/>@WHU 2 F","2.5","2.5","100%","51.97","100%","0%","1","90","0","0","0","0","2","3","1","0","0","1","1","0","0","6","0","0","0","2","0"
"*06dq8*","Moussa Diaby","AVL","F","27","Vroom","AVL 1<br/>@WOL 1 F","2.5","2.5","98%","49.18","97%","0%","1","61","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0"
"*03fgo*","Dominic Solanke","BOU","F","51","4b. DcbB","BOU 0<br/>@EVE 3 F","2.5","2.5","88%","107.92","96%","+1.7%","1","90","0","1","0","1","0","5","1","0","1","0","2","1","1","0","0","0","0","3","0"
"*02lp9*","Kyle Walker","MCI","D","92","Kish123","MCI 0<br/>@ARS 1 F","2.5","2.5","73%","119.34","95%","-0.9%","1","90","0","0","0","0","1","0","0","0","0","1","2","1","0","1","0","0","0","1","0"
"*061va*","Boubacar Kamara","AVL","M","118","W (Thu)","AVL 1<br/>@WOL 1 F","2.5","2.5","3%","390.32","20%","+3.9%","1","81","0","1","0","0","0","0","1","0","0","2","0","0","0","1","0","0","0","1","0"
"*05ojg*","Nelson Semedo","WOL","D","223","W (Thu)","AVL 1<br/>@WOL 1 F","2.5","2.5","6%","362.62","20%","+1.1%","1","90","0","0","0","1","0","0","1","0","0","0","2","3","0","1","0","0","0","1","0"
"*05os4*","Rayan Ait-Nouri","WOL","D","257","W (Thu)","AVL 1<br/>@WOL 1 F","2.5","2.5","3%","382.19","4%","+0.8%","1","45","0","0","0","0","1","0","0","0","0","0","2","1","0","0","0","0","0","0","0"
"*02m5b*","Chris Wood","NOT","F","245","W (Thu)","NOT 0<br/>@CRY 0 F","2.5","2.5","1%","1128.31","3%","+1.2%","1","75","0","1","0","0","1","3","0","0","0","0","1","0","0","2","0","0","0","0","1"
"*06eka*","Igor Julio dos Santos de Paulo","BHA","D","379","W (Thu)","LIV 2<br/>@BHA 2 F","2.5","2.5","2%","391.73","2%","+1.3%","1","62","0","2","0","0","0","0","0","0","0","1","2","0","1","0","0","0","0","2","0"
"*02rlq*","Chris Basham","SHU","D","272","W (Thu)","SHU 1<br/>@FUL 3 F","2.5","2.5","0%","1144.8","0%","+0.1%","1","34","0","0","0","0","0","0","0","0","0","1","2","0","1","0","0","0","0","0","0"
"*05afe*","Teden Mengi","LUT","D","316","W (Thu)","TOT 1<br/>@LUT 0 F","2.5","2.5","0%","1125.7","0%","0%","1","30","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0"
"*04tig*","Fabian Schar","NEW","D","138","Maddihat","NEW 2<br/>@WHU 2 F","2.25","2.25","99%","69.34","95%","+1.4%","1","90","0","0","0","0","1","0","0","0","0","1","9","0","0","2","0","0","0","2","0"
"*05tr5*","Mads Roerslev","BRF","D","258","W (Thu)","BRF 1<br/>@MUN 2 F","2.25","2.25","0%","1105.43","4%","-0.4%","1","90","0","1","0","0","2","1","0","0","1","0","3","0","0","1","0","0","0","2","0"
"*05vyj*","Evan Ferguson","BHA","F","62","deceptiv","LIV 2<br/>@BHA 2 F","2","2","97%","79.6","98%","-1.2%","1","59","0","1","0","0","1","3","0","0","0","0","2","0","0","1","0","0","0","2","0"
"*062p5*","Levi Colwill","CHE","D","59","Maddihat","CHE 4<br/>@BUR 1 F","2","2","82%","119.31","94%","+5.6%","1","90","0","0","0","0","3","0","0","0","0","1","0","0","0","0","0","0","0","1","0"
"*05w9q*","Odsonne Edouard","CRY","F","38","XXX","NOT 0<br/>@CRY 0 F","2","2","18%","223.2","81%","+1.8%","1","90","0","1","0","0","0","3","0","0","0","1","1","0","0","1","0","0","0","0","1"
"*06ew2*","Axel Disasi","CHE","D","80","dsb_ff","CHE 4<br/>@BUR 1 F","2","2","19%","206.42","81%","+2%","1","90","0","0","0","0","0","2","0","0","0","0","4","1","1","2","0","0","0","1","0"
"*067yz*","Matheus Cunha","WOL","F","79","Maddihat","AVL 1<br/>@WOL 1 F","2","2","34%","147.17","66%","+9.6%","1","75","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0"
"*03rxs*","Harry Wilson","FUL","M","220","W (Thu)","SHU 1<br/>@FUL 3 F","2","2","90%","100.7","44%","-4.2%","1","11","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0"
"*03r93*","Joseph Gomez","LIV","D","156","W (Thu)","LIV 2<br/>@BHA 2 F","2","2","1%","1125.87","25%","-9.1%","1","9","0","1","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r8o*","Jean-Philippe Mateta","CRY","F","199","W (Thu)","NOT 0<br/>@CRY 0 F","2","2","1%","1145.97","10%","+2.1%","1","90","0","0","0","1","0","3","0","0","0","0","0","1","0","1","0","0","0","0","1"
"*03am7*","Jacob Murphy","NEW","M","277","W (Thu)","NEW 2<br/>@WHU 2 F","2","2","5%","366","6%","+1.6%","1","7","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"*04rh9*","David Brooks","BOU","M","204","W (Thu)","BOU 0<br/>@EVE 3 F","2","2","10%","296.75","5%","-0.5%","1","22","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"*05uhs*","James Mcatee","SHU","M","293","W (Thu)","SHU 1<br/>@FUL 3 F","2","2","0%","1148.2","4%","-2.4%","1","23","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","2","0"
"*0554g*","Calvin Bassey","FUL","D","731","W (Thu)","SHU 1<br/>@FUL 3 F","2","2","7%","343.29","1%","-0.1%","1","18","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"*064a1*","Boubacar Traore","WOL","M","352","W (Thu)","AVL 1<br/>@WOL 1 F","2","2","0%","1152.6","0%","0%","1","20","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"*061vn*","Rodrigo Muniz","FUL","F","393","W (Thu)","SHU 1<br/>@FUL 3 F","2","2","0%","-","0%","0%","1","11","0","1","0","0","0","2","0","0","0","1","1","0","0","0","0","0","0","0","0"
"*05trk*","Saman Ghoddos","BRF","F","329","W (Thu)","BRF 1<br/>@MUN 2 F","2","2","0%","-","0%","0%","1","6","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"*05w9m*","Emerson Royal","TOT","D","299","W (Thu)","TOT 1<br/>@LUT 0 F","1.75","1.75","29%","149.18","17%","-1.1%","1","13","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","0","0","0","0"
"*04fk8*","Victor Lindelof","MUN","D","275","W (Thu)","BRF 1<br/>@MUN 2 F","1.75","1.75","1%","1111.92","11%","+0.2%","1","70","0","1","0","0","0","1","0","0","0","2","1","0","0","0","0","0","0","1","0"
"*06fun*","Gonzalo Montiel","NOT","D","346","W (Thu)","NOT 0<br/>@CRY 0 F","1.75","1.75","0%","-","2%","-0.9%","1","45","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0"
"*03vlj*","Virgil van Dijk","LIV","D","97","Adam","LIV 2<br/>@BHA 2 F","1.5","1.5","100%","43.73","100%","+0.1%","1","90","0","0","0","0","0","0","0","0","0","0","6","0","2","2","0","0","0","2","0"
"*04fk6*","Bernardo Silva","MCI","M","143","Vroom","MCI 0<br/>@ARS 1 F","1.5","1.5","100%","58.44","99%","+1%","1","90","0","0","0","0","2","1","1","0","0","0","0","0","2","0","0","0","0","1","0"
"*052cd*","Mason Mount","MUN","M","264","dsb_ff","BRF 1<br/>@MUN 2 F","1.5","1.5","100%","30.63","96%","+0.2%","1","62","0","1","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","1","0"
"*0520r*","Leandro Trossard","ARS","M","172","Pancake","MCI 0<br/>@ARS 1 F","1.5","1.5","100%","57.04","94%","+3.2%","1","45","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06exb*","Rasmus Hojlund","MUN","F","276","Maddihat","BRF 1<br/>@MUN 2 F","1.5","1.5","74%","60.79","88%","+0.6%","1","90","0","1","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","1","0"
"*03sgc*","Jordan Ayew","CRY","F","78","dsb_ff","NOT 0<br/>@CRY 0 F","1.5","1.5","58%","131.25","75%","+5.5%","1","90","0","0","0","1","0","4","0","0","0","0","0","1","0","1","0","0","0","0","1"
"*063zi*","Matheus Nunes","MCI","M","193","Pancake","MCI 0<br/>@ARS 1 F","1.5","1.5","30%","151.65","67%","-10.8%","1","21","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"*06fvn*","Beto","EVE","F","225","W (Thu)","BOU 0<br/>@EVE 3 F","1.5","1.5","0%","-","31%","-10.3%","1","6","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"*03vlm*","Anthony Martial","MUN","F","263","W (Thu)","BRF 1<br/>@MUN 2 F","1.5","1.5","17%","244.33","12%","-0.9%","1","18","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05vyc*","Aaron Ramsey","BUR","M","304","W (Thu)","CHE 4<br/>@BUR 1 F","1.5","1.5","0%","1163.33","3%","-14.2%","1","28","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","2","0"
"*06fy5*","Mike Tresor","BUR","F","341","W (Thu)","CHE 4<br/>@BUR 1 F","1.5","1.5","0%","-","2%","-0.1%","1","60","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","2","0"
"*03z3w*","Joe Rothwell","BOU","M","278","W (Thu)","BOU 0<br/>@EVE 3 F","1.5","1.5","0%","1181.2","1%","-0.1%","1","45","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0"
"*06dwm*","Jacob Bruun Larsen","BUR","F","236","W (Thu)","CHE 4<br/>@BUR 1 F","1.5","1.5","0%","1139.13","0%","0%","1","10","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"*03eki*","Cheikhou Kouyate","NOT","M","325","W (Thu)","NOT 0<br/>@CRY 0 F","1.5","1.5","0%","1139.6","0%","0%","1","6","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0"
"*02oo1*","Ben Davies","TOT","D","291","W (Thu)","TOT 1<br/>@LUT 0 F","1.25","1.25","11%","295.39","8%","-0.3%","1","7","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"*03dyl*","Jeffrey Schlupp","CRY","M","136","W (Thu)","NOT 0<br/>@CRY 0 F","1","1","6%","358.16","31%","+0.4%","1","25","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*043qz*","Pierre-Emile Hojbjerg","TOT","M","384","W (Thu)","TOT 1<br/>@LUT 0 F","1","1","42%","141.09","15%","-0.5%","1","45","0","0","0","0","1","0","1","0","0","1","1","0","1","0","0","0","0","0","0"
"*04xjr*","Harvey Elliott","LIV","M","295","W (Thu)","LIV 2<br/>@BHA 2 F","1","1","14%","274.52","14%","+7.3%","1","45","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0"
"*04f6o*","Will Hughes","CRY","M","240","Adam","NOT 0<br/>@CRY 0 F","1","1","0%","-","5%","+2.5%","1","90","0","0","0","0","0","2","0","0","0","0","2","0","1","0","0","0","0","0","1"
"*06492*","Sasa Kalajdzic","WOL","F","259","W (Thu)","AVL 1<br/>@WOL 1 F","1","1","5%","373.03","2%","-0.3%","1","13","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"*03srg*","Trent Alexander-Arnold","LIV","D","131","XXX","LIV 2<br/>@BHA 2 F","0.75","0.75","100%","7.78","100%","0%","1","79","0","0","0","0","3","0","0","0","0","1","3","0","0","0","0","0","0","2","0"
"*06c6i*","Anel Ahmedhodzic","SHU","D","333","W (Thu)","SHU 1<br/>@FUL 3 F","0.75","0.75","21%","194.07","12%","-0.3%","1","90","0","0","0","0","2","0","0","0","0","3","3","0","0","1","0","0","0","3","0"
"*02y6o*","Nathan Ake","MCI","D","147","W (Thu)","MCI 0<br/>@ARS 1 F","0.5","0.5","84%","114.83","89%","-4.7%","1","90","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","1","0"
"*04ge9*","Eddie Nketiah","ARS","F","68","Pancake","MCI 0<br/>@ARS 1 F","0.5","0.5","50%","138.05","83%","-0.5%","1","74","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","1"
"*03vll*","Michail Antonio","WHU","F","103","Pancake","NEW 2<br/>@WHU 2 F","0.5","0.5","41%","144.08","74%","-5.6%","1","74","0","0","0","0","0","0","1","0","0","0","0","1","0","3","0","0","0","2","0"
"*05gvx*","Armando Broja","CHE","F","284","Vroom","CHE 4<br/>@BUR 1 F","0.5","0.5","1%","1141.8","42%","+30.3%","1","45","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"*037mt*","Harrison Reed","FUL","M","171","W (Thu)","SHU 1<br/>@FUL 3 F","0.5","0.5","4%","398.27","8%","-0.6%","1","10","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0"
"*05yg5*","Toti","WOL","D","353","W (Thu)","AVL 1<br/>@WOL 1 F","0.5","0.5","0%","1227.2","1%","+0.2%","1","90","0","0","0","0","0","0","0","0","0","0","2","0","1","1","0","0","0","1","0"
"*02m11*","Matt Doherty","WOL","D","380","W (Thu)","AVL 1<br/>@WOL 1 F","0.25","0.25","67%","131.76","17%","-0.4%","1","45","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0"
"*04y92*","Bukayo Saka","ARS","M","3","Adam","MCI 0<br/>@ARS 1 F","0","0","100%","4.26","100%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0524k*","Rodri","MCI","M","72","Vroom","MCI 0<br/>@ARS 1 F","0","0","99%","54.38","99%","-0.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02lm7*","Jack Grealish","MCI","M","231","Pancake","MCI 0<br/>@ARS 1 F","0","0","100%","15.01","99%","-0.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05nt6*","Eberechi Eze","CRY","M","15","XXX","NOT 0<br/>@CRY 0 F","0","0","100%","27.73","98%","-1.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051k7*","Reece James","CHE","D","322","Maddihat","CHE 4<br/>@BUR 1 F","0","0","100%","25.75","98%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*063zg*","Pervis Estupinan","BHA","D","70","Maddihat","LIV 2<br/>@BHA 2 F","0","0","100%","43","98%","-2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02oox*","Kevin De Bruyne","MCI","M","356","Kish123","MCI 0<br/>@ARS 1 F","0","0","100%","5.15","96%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03r8x*","Callum Wilson","NEW","F","82","dsb_ff","NEW 2<br/>@WHU 2 F","0","0","100%","49.16","96%","-0.6%","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"*04mdn*","Anthony Gordon","NEW","M","25","4b. DcbB","NEW 2<br/>@WHU 2 F","0","0","71%","128.43","96%","-0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qr8*","Diogo Jota","LIV","F","111","Adam","LIV 2<br/>@BHA 2 F","0","0","100%","52.51","95%","-2.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062a9*","Sven Botman","NEW","D","89","Maddihat","NEW 2<br/>@WHU 2 F","0","0","99%","82.66","95%","-2.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*067yv*","Cody Gakpo","LIV","F","117","Pancake","LIV 2<br/>@BHA 2 F","0","0","100%","26.84","94%","-0.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04rzl*","Taiwo Awoniyi","NOT","F","46","avitek","NOT 0<br/>@CRY 0 F","0","0","51%","137.94","93%","-2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0649j*","Manuel Akanji","MCI","D","124","dsb_ff","MCI 0<br/>@ARS 1 F","0","0","88%","107.72","93%","-4.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05u94*","Michael Olise","CRY","M","624","avitek","NOT 0<br/>@CRY 0 F","0","0","100%","56.3","90%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cm0*","Christopher Nkunku","CHE","F","616","W (Thu)","CHE 4<br/>@BUR 1 F","0","0","98%","43.87","86%","+0.9%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02oq6*","Luke Shaw","MUN","D","232","W (Thu)","BRF 1<br/>@MUN 2 F","0","0","100%","39.21","82%","+0.8%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0554i*","Joelinton","NEW","M","214","4b. DcbB","NEW 2<br/>@WHU 2 F","0","0","100%","65.6","78%","-4.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0649i*","Antony","MUN","F","189","avitek","BRF 1<br/>@MUN 2 F","0","0","99%","64.57","77%","+7%","1","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03v6t*","Ben Chilwell","CHE","D","137","W (Thu)","CHE 4<br/>@BUR 1 F","0","0","100%","41.52","76%","-8.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05up6*","Raphael Varane","MUN","D","190","W (Thu)","BRF 1<br/>@MUN 2 F","0","0","81%","118.76","71%","-3.7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061ya*","Brennan Johnson","TOT","F","285","deceptiv","TOT 1<br/>@LUT 0 F","0","0","92%","98.86","70%","-2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fx1*","Ansu Fati","BHA","F","269","4b. DcbB","LIV 2<br/>@BHA 2 F","0","0","0%","-","69%","-1.5%","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05oyq*","Said Benrahma","WHU","M","159","Pancake","NEW 2<br/>@WHU 2 F","0","0","96%","93.95","65%","-5.9%","1","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
