"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","%D","ADP","Ros","+/-","GP","Min","G","KP","AT","SOT","TkW","DIS","YC","RC","ACNC","Int","CLR","CoS","BS","AER","PKM","PKD","OG","GAO","CS"
"*0647t*","Lucas Paqueta","WHU","M","32","deceptiv","WOL 0<br/>@WHU 3 F","35.5","35.5","100%","51.95","99%","-0.1%","1","86","0","6","3","0","2","5","0","0","0","0","0","4","0","2","0","0","0","0","1"
"*06fv8*","Mohammed Kudus","WHU","M","44","XXX","WOL 0<br/>@WHU 3 F","32.5","32.5","0%","-","80%","+0.5%","1","86","2","1","0","2","2","5","0","0","1","1","0","5","0","2","0","0","0","0","1"
"*02lsa*","Dan Burn","NEW","D","90","dsb_ff","FUL 0<br/>@NEW 3 F","31.25","31.25","96%","103.55","79%","+30%","1","83","1","0","0","2","0","0","0","0","0","4","1","0","0","7","0","0","0","0","1"
"*03srg*","Trent Alexander-Arnold","LIV","D","12","deceptiv","MUN 0<br/>@LIV 0 F","28","28","100%","7.78","100%","0%","1","90","0","6","0","0","2","1","0","0","2","2","2","3","0","1","0","0","0","0","1"
"*05ylx*","Dejan Kulusevski","TOT","M","9","Vroom","TOT 2<br/>@NOT 0 F","28","28","100%","44.1","100%","+0.1%","1","88","1","3","1","2","1","4","0","0","1","0","0","2","0","0","0","0","0","0","1"
"*0327r*","Michael Keane","EVE","D","296","FA","EVE 2<br/>@BUR 0 F","27","27","48%","141.44","20%","+2.8%","1","90","1","0","0","2","0","2","0","0","0","0","8","0","2","4","0","0","0","0","1"
"*05ylj*","Bruno Guimaraes","NEW","M","50","avitek","FUL 0<br/>@NEW 3 F","24","24","100%","39.31","97%","-0.1%","1","90","0","5","1","1","0","0","0","0","1","0","0","4","0","0","0","0","0","0","1"
"*04mdn*","Anthony Gordon","NEW","M","13","4b. DcbB","FUL 0<br/>@NEW 3 F","24","24","71%","128.42","97%","0%","1","83","0","4","1","1","2","0","0","0","3","1","0","1","0","0","0","0","0","0","1"
"*05l8q*","Cole Palmer","CHE","M","28","Kish123","SHU 0<br/>@CHE 2 F","23.5","23.5","16%","248.03","85%","+0.2%","1","88","1","2","1","2","0","5","0","0","0","0","1","2","0","0","0","0","0","0","1"
"*05r8o*","Jean-Philippe Mateta","CRY","F","147","FA","CRY 2<br/>@MCI 2 F","22.5","22.5","1%","1145.96","4%","+1.6%","1","90","1","0","1","1","1","1","0","0","0","0","0","2","0","2","0","1","0","2","0"
"*04yo6*","Miguel Almiron","NEW","M","94","Pancake","FUL 0<br/>@NEW 3 F","22","22","100%","69.8","93%","+0.1%","1","90","1","3","0","1","2","0","0","0","1","0","0","1","0","0","0","0","0","0","1"
"*063hu*","Amadou Onana","EVE","M","142","FA","EVE 2<br/>@BUR 0 F","20","20","13%","280.96","24%","+3.1%","1","90","1","0","0","1","2","0","0","0","1","0","4","1","1","6","0","0","0","0","1"
"*05ocl*","Ollie Watkins","AVL","F","4","4b. DcbB","AVL 2<br/>@BRF 1 F","19.5","19.5","100%","19.8","100%","0%","1","90","1","2","0","1","1","0","0","0","0","0","1","3","0","1","0","0","0","1","0"
"*0427d*","James Tarkowski","EVE","D","17","XXX","EVE 2<br/>@BUR 0 F","19.5","19.5","94%","94.54","99%","+1.5%","1","90","0","1","0","0","0","1","0","0","0","1","4","0","2","8","0","0","0","0","1"
"*05n3v*","Konstantinos Tsimikas","LIV","D","112","Adam","MUN 0<br/>@LIV 0 F","19.5","19.5","9%","316.69","77%","+1%","1","90","0","3","0","0","3","1","0","0","2","2","0","0","1","0","0","0","0","0","1"
"*05u94*","Michael Olise","CRY","M","172","avitek","CRY 2<br/>@MCI 2 F","19","19","100%","56.26","97%","-0.2%","1","90","1","2","0","1","0","0","0","0","0","1","0","3","0","0","0","0","0","2","0"
"*05up6*","Raphael Varane","MUN","D","229","FA","MUN 0<br/>@LIV 0 F","18.75","18.75","81%","118.77","41%","+0.4%","1","90","0","0","0","0","0","0","0","0","0","3","15","0","2","4","0","0","0","0","1"
"*03vlj*","Virgil van Dijk","LIV","D","19","Adam","MUN 0<br/>@LIV 0 F","18.5","18.5","100%","43.74","100%","0%","1","90","0","1","0","2","1","0","0","0","0","2","2","0","0","3","0","0","0","0","1"
"*03aqp*","Mohamed Salah","LIV","F","1","Vroom","MUN 0<br/>@LIV 0 F","18","18","100%","2.86","100%","0%","1","90","0","5","0","4","0","2","0","0","0","0","0","1","0","0","0","0","0","0","1"
"*062x7*","Rico Lewis","MCI","D","282","FA","CRY 2<br/>@MCI 2 F","18","18","22%","189.44","28%","+12.7%","1","88","1","4","0","2","0","2","0","0","0","0","0","0","1","0","0","0","0","2","0"
"*06ab3*","Lewis Miley","NEW","M","246","Pancake","FUL 0<br/>@NEW 3 F","18","18","0%","1154.7","15%","-8.9%","1","53","1","2","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"*05n07*","Pedro Porro","TOT","D","21","dsb_ff","TOT 2<br/>@NOT 0 F","17.5","17.5","100%","52.16","100%","+0.1%","1","90","0","3","0","0","2","1","0","0","0","3","4","0","0","0","0","0","0","0","1"
"*045c8*","Gabriel Jesus","ARS","F","96","XXX","BHA 0<br/>@ARS 2 F","17.5","17.5","100%","20.79","100%","+0.1%","1","80","1","2","0","2","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"*05746*","Emil Krafth","NEW","D","352","FA","FUL 0<br/>@NEW 3 F","17.5","17.5","0%","-","0%","-0.2%","1","75","0","3","0","0","2","1","0","0","3","0","0","1","0","0","0","0","0","0","1"
"*02lm7*","Jack Grealish","MCI","M","152","XXX","CRY 2<br/>@MCI 2 F","16.5","16.5","100%","15.01","98%","+1%","1","90","1","2","0","1","1","3","0","0","0","0","0","2","0","0","0","0","0","2","0"
"*05s08*","Valentino Livramento","NEW","D","285","XXX","FUL 0<br/>@NEW 3 F","16.25","16.25","12%","267.33","46%","-4.6%","1","83","0","2","0","0","0","0","0","0","1","3","1","1","0","1","0","0","0","0","1"
"*052h5*","Gabriel Martinelli","ARS","M","43","4b. DcbB","BHA 0<br/>@ARS 2 F","16","16","100%","12.83","100%","0%","1","81","0","5","0","0","2","2","0","0","1","0","0","3","0","0","0","0","0","0","1"
"*03pig*","Jamaal Lascelles","NEW","D","138","4b. DcbB","FUL 0<br/>@NEW 3 F","16","16","0%","1141.2","47%","-2.5%","1","90","0","0","0","0","0","0","0","0","0","0","4","0","0","9","0","0","0","0","1"
"*043c1*","Oleksandr Zinchenko","ARS","D","69","Kish123","BHA 0<br/>@ARS 2 F","15.5","15.5","99%","76.56","99%","-0.1%","1","88","0","2","0","0","1","1","0","0","0","4","0","0","0","1","0","0","0","0","1"
"*0687b*","Alex Moreno","AVL","D","350","Vroom","AVL 2<br/>@BRF 1 F","15.5","15.5","98%","88.1","65%","+17.2%","1","90","1","0","0","2","0","3","0","0","0","2","4","2","0","0","0","0","0","1","0"
"*06cm1*","Nicolas Jackson","CHE","F","46","Pancake","SHU 0<br/>@CHE 2 F","15","15","99%","48.96","97%","+0.8%","1","88","1","1","0","2","0","2","0","0","0","0","1","1","0","0","0","0","0","0","1"
"*02lkp*","Raheem Sterling","CHE","F","23","4b. DcbB","SHU 0<br/>@CHE 2 F","14.5","14.5","100%","57.77","100%","0%","1","74","0","2","1","1","0","1","0","0","1","1","0","1","0","0","0","0","0","0","1"
"*06804*","Benoit Badiashile","CHE","D","305","Adam","SHU 0<br/>@CHE 2 F","14.5","14.5","11%","306.73","34%","+14.5%","1","90","0","1","0","0","2","0","0","0","0","1","2","0","0","3","0","0","0","0","1"
"*04mqv*","Emerson","WHU","D","169","FA","WOL 0<br/>@WHU 3 F","14.25","14.25","11%","292.82","35%","+3.1%","1","90","0","1","0","0","3","1","0","0","0","1","3","2","0","0","0","0","0","0","1"
"*046c5*","Jarrod Bowen","WHU","M","10","dsb_ff","WOL 0<br/>@WHU 3 F","14","14","100%","32.5","100%","0%","1","90","1","0","0","1","0","4","0","0","0","2","1","1","0","2","0","0","0","0","1"
"*05opk*","Vladimir Coufal","WHU","D","76","Pancake","WOL 0<br/>@WHU 3 F","14","14","15%","266.53","80%","-1.9%","1","88","0","1","0","0","1","1","1","0","1","2","6","0","1","2","0","0","0","0","1"
"*05u7f*","Ibrahima Konate","LIV","D","149","Pancake","MUN 0<br/>@LIV 0 F","14","14","94%","105.15","80%","+5.1%","1","90","0","1","0","1","2","0","0","0","0","0","0","0","0","2","0","0","0","0","1"
"*05yct*","Nathan Patterson","EVE","D","209","avitek","EVE 2<br/>@BUR 0 F","13.75","13.75","3%","380.05","11%","+9.2%","1","90","0","1","0","0","2","0","0","0","1","0","3","1","0","1","0","0","0","0","1"
"*05r9b*","Martin Odegaard","ARS","M","25","avitek","BHA 0<br/>@ARS 2 F","13.5","13.5","100%","8.52","100%","0%","1","90","0","4","0","1","0","3","0","0","0","0","0","4","0","0","0","0","0","0","1"
"*04io4*","Richarlison","TOT","F","102","Vroom","TOT 2<br/>@NOT 0 F","13.5","13.5","98%","80.14","92%","+19.7%","1","71","1","0","0","1","2","2","0","0","0","1","0","0","0","1","0","0","0","0","1"
"*05o6h*","Kai Havertz","ARS","F","101","XXX","BHA 0<br/>@ARS 2 F","13.5","13.5","100%","44.91","90%","+2.3%","1","88","1","0","0","1","0","0","0","0","0","2","0","0","0","1","0","0","0","0","1"
"*02oo1*","Ben Davies","TOT","D","243","Kish123","TOT 2<br/>@NOT 0 F","13.5","13.5","11%","295.51","21%","+5.6%","1","90","0","0","0","0","1","0","1","0","0","0","6","1","1","5","0","0","0","0","1"
"*062p5*","Levi Colwill","CHE","D","85","4b. DcbB","SHU 0<br/>@CHE 2 F","13.25","13.25","82%","119.31","93%","+7.2%","1","90","0","0","0","0","1","0","0","0","0","3","1","0","1","2","0","0","0","0","1"
"*05uoc*","Cristian Romero","TOT","D","65","Adam","TOT 2<br/>@NOT 0 F","13.25","13.25","51%","138.12","91%","+0.7%","1","90","0","0","0","0","1","0","0","0","0","0","5","0","2","3","0","0","0","0","1"
"*04p0d*","Dwight McNeil","EVE","M","48","deceptiv","EVE 2<br/>@BUR 0 F","13","13","96%","76.39","94%","+4.2%","1","90","0","1","1","0","1","1","0","0","0","1","1","1","1","1","0","0","0","0","1"
"*05nt7*","Thiago Silva","CHE","D","151","Pancake","SHU 0<br/>@CHE 2 F","12.25","12.25","78%","124.26","79%","+5.5%","1","90","0","1","0","0","0","1","0","0","0","4","3","0","0","0","0","0","0","0","1"
"*04fk1*","Pascal Gross","BHA","M","11","XXX","BHA 0<br/>@ARS 2 F","12","12","100%","36.27","100%","0%","1","90","0","4","0","0","2","0","1","0","2","0","1","0","2","0","0","0","0","2","0"
"*04civ*","Scott McTominay","MUN","M","77","deceptiv","MUN 0<br/>@LIV 0 F","12","12","4%","373.02","63%","-1.9%","1","90","0","2","0","0","1","1","0","0","0","1","4","2","1","5","0","0","0","0","1"
"*051k8*","Conor Gallagher","CHE","M","39","Maddihat","SHU 0<br/>@CHE 2 F","11.5","11.5","59%","137.82","95%","+0.5%","1","90","0","1","0","1","0","0","1","0","0","5","1","1","2","1","0","0","0","0","1"
"*067yz*","Matheus Cunha","WOL","F","18","Maddihat","WOL 0<br/>@WHU 3 F","11.5","11.5","34%","147.15","87%","+0.9%","1","90","0","3","0","2","1","1","0","0","0","0","0","1","0","0","0","0","0","3","0"
"*062p3*","Keane Lewis-Potter","BRF","F","281","FA","AVL 2<br/>@BRF 1 F","11.5","11.5","2%","1102.09","7%","+1.2%","1","67","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"*063q8*","Mikkel Damsgaard","BRF","M","355","FA","AVL 2<br/>@BRF 1 F","11.5","11.5","4%","376.69","4%","+2.5%","1","67","0","1","0","1","3","0","0","0","1","1","0","1","0","1","0","0","0","0","1"
"*05nzu*","Gabriel Magalhaes","ARS","D","139","FA","BHA 0<br/>@ARS 2 F","11.25","11.25","99%","79.44","90%","-0.5%","1","90","0","0","0","1","0","0","0","0","0","1","1","0","0","2","0","0","0","0","1"
"*0620k*","Nayef Aguerd","WHU","D","197","FA","WOL 0<br/>@WHU 3 F","11.25","11.25","14%","266.93","26%","-1.9%","1","90","0","0","0","0","0","0","0","0","0","0","5","0","1","3","0","0","0","0","1"
"*05yld*","Luis Diaz","LIV","F","86","Adam","MUN 0<br/>@LIV 0 F","11","11","100%","25.28","99%","-0.3%","1","77","0","5","0","0","1","3","0","0","0","0","0","0","0","3","0","0","0","0","1"
"*06ew2*","Axel Disasi","CHE","D","182","XXX","SHU 0<br/>@CHE 2 F","11","11","19%","206.66","56%","+7.3%","1","90","0","0","0","0","1","3","0","0","0","2","2","1","0","2","0","0","0","0","1"
"*05rb8*","Moises Caicedo","CHE","M","207","FA","SHU 0<br/>@CHE 2 F","11","11","91%","101.42","52%","-0.1%","1","90","0","2","0","0","1","0","0","0","0","1","0","2","1","2","0","0","0","0","1"
"*051ki*","Ben Godfrey","EVE","D","384","FA","EVE 2<br/>@BUR 0 F","10.75","10.75","0%","1204.7","2%","+1.3%","1","90","0","0","0","0","1","0","0","0","0","2","3","0","0","1","0","0","0","0","1"
"*068a7*","Pablo Sarabia","WOL","M","124","Adam","WOL 0<br/>@WHU 3 F","10.5","10.5","8%","332.69","49%","+9.5%","1","90","0","3","0","0","2","1","0","0","2","0","0","1","0","0","0","0","0","3","0"
"*04e1e*","Ben White","ARS","D","68","Vroom","BHA 0<br/>@ARS 2 F","10.25","10.25","98%","87.23","99%","+0.1%","1","90","0","1","0","1","0","0","1","0","0","0","1","0","1","1","0","0","0","0","1"
"*02oq6*","Luke Shaw","MUN","D","220","avitek","MUN 0<br/>@LIV 0 F","10.25","10.25","100%","39.22","92%","-5.1%","1","90","0","0","0","0","1","2","1","0","0","1","5","0","3","1","0","0","0","0","1"
"*04y92*","Bukayo Saka","ARS","M","2","Adam","BHA 0<br/>@ARS 2 F","10","10","100%","4.26","100%","0%","1","88","0","3","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1"
"*0558w*","William Saliba","ARS","D","110","Maddihat","BHA 0<br/>@ARS 2 F","10","10","99%","65.12","98%","-0.4%","1","90","0","0","0","0","2","3","0","0","0","1","2","0","1","1","0","0","0","0","1"
"*03rzp*","Antonee Robinson","FUL","D","62","deceptiv","FUL 0<br/>@NEW 3 F","10","10","83%","116.1","91%","+3.9%","1","90","0","2","0","0","2","0","0","0","1","7","4","0","1","0","0","0","0","3","0"
"*03arh*","Kurt Zouma","WHU","D","206","FA","WOL 0<br/>@WHU 3 F","10","10","12%","300.99","38%","-2.7%","1","90","0","0","0","0","0","0","1","0","0","2","4","0","1","2","0","0","0","0","1"
